District,Year,Taluka,Rural/Urban,Number,Children,Infants
Sangli,2017,Miraj,Rural,2063,0,0
Sangli,2017,Miraj,Urban,9134,560,521
Sangli,2017,Palus,Total,1077,2,2
Sangli,2017,Palus,Rural,921,1,1
Sangli,2017,Palus,Urban,156,1,1
Sangli,2017,Shirala,Total,1089,1,1
Sangli,2017,Shirala,Rural,977,1,1
Sangli,2017,Shirala,Urban,112,0,0
Sangli,2017,Tasgaon,Total,1780,1,0
Sangli,2017,Tasgaon,Rural,1440,1,0
Sangli,2017,Tasgaon,Urban,340,0,0
Sangli,2017,Valava,Total,3206,1,1
Sangli,2017,Valava,Rural,2203,0,0
Sangli,2017,Valava,Urban,1003,1,1
Sangli,2018,Aatpadi,Total,693,2,2
Sangli,2018,Aatpadi,Rural,693,2,2
Sangli,2018,Aatpadi,Urban,0,0,0
Sangli,2018,Jat,Total,1159,2,2
Sangli,2018,Jat,Rural,899,2,2
Sangli,2018,Jat,Urban,260,0,0
Sangli,2018,Kadegaon,Total,764,1,1
Sangli,2018,Kadegaon,Rural,695,0,0
Sangli,2018,Kadegaon,Urban,69,1,1
Sangli,2018,Khanapur,Total,1243,3,3
Sangli,2018,Khanapur,Rural,741,0,0
Sangli,2018,Khanapur,Urban,502,3,3
Sangli,2018,Ku. Mahakal,Total,1004,2,2
Sangli,2018,Ku. Mahakal,Rural,885,2,2
Sangli,2018,Ku. Mahakal,Urban,119,0,0
Sangli,2018,Miraj,Total,11197,560,521
Sangli,2018,Miraj,Rural,2063,0,0
Sangli,2018,Miraj,Urban,9134,560,521
Sangli,2018,Palus,Total,1077,2,2
Sangli,2018,Palus,Rural,921,1,1
Sangli,2018,Palus,Urban,156,1,1
Sangli,2018,Shirala,Total,1089,1,1
Sangli,2018,Shirala,Rural,977,1,1
Sangli,2018,Shirala,Urban,112,0,0
Sangli,2018,Tasgaon,Total,1780,1,0
Sangli,2018,Tasgaon,Rural,1440,1,0
Sangli,2018,Tasgaon,Urban,340,0,0
Sangli,2018,Valava,Total,3206,1,1
Sangli,2018,Valava,Rural,2203,0,0
Sangli,2018,Valava,Urban,1003,1,1
Sangli,2019,Aatpadi,Total,515,1,0
Sangli,2019,Aatpadi,Rural,515,0,0
Sangli,2019,Aatpadi,Urban,0,0,0
Sangli,2019,Jat,Total,975,2,0
Sangli,2019,Jat,Rural,718,0,0
Sangli,2019,Jat,Urban,257,0,0
Sangli,2019,Kadegaon,Total,961,0,0
Sangli,2019,Kadegaon,Rural,810,0,0
Sangli,2019,Kadegaon,Urban,151,0,0
Sangli,2019,Khanapur,Total,1246,0,0
Sangli,2019,Khanapur,Rural,790,0,0
Sangli,2019,Khanapur,Urban,456,0,0
Sangli,2019,Ku. Mahakal,Total,1125,0,0
Sangli,2019,Ku. Mahakal,Rural,983,0,0
Sangli,2019,Ku. Mahakal,Urban,142,0,0
Sangli,2019,Miraj,Total,11305,266,567
Sangli,2019,Miraj,Rural,1610,0,0
Sangli,2019,Miraj,Urban,9695,604,567
Sangli,2019,Palus,Total,1072,0,1
Sangli,2019,Palus,Rural,904,0,1
Sangli,2019,Palus,Urban,168,0,0
Sangli,2019,Shirala,Total,1243,0,2
Sangli,2019,Shirala,Rural,1118,0,2
Sangli,2019,Shirala,Urban,125,0,0
Sangli,2019,Tasgaon,Total,1505,0,2
Sangli,2019,Tasgaon,Rural,1197,0,0
Sangli,2019,Tasgaon,Urban,308,0,0
Sangli,2019,Valava,Total,2977,0,1
Sangli,2019,Valava,Rural,1967,0,0
Sangli,2019,Valava,Urban,1010,0,1
Sangli,2020,Aatpadi,Total,1005,0,0
Sangli,2020,Aatpadi,Rural,1005,0,0
Sangli,2020,Aatpadi,Urban,0,0,0
Sangli,2020,Jat,Total,2282,0,0
Sangli,2020,Jat,Rural,2059,0,0
Sangli,2020,Jat,Urban,223,0,0
Sangli,2020,Kadegaon,Total,1042,0,0
Sangli,2020,Kadegaon,Rural,927,0,0
Sangli,2020,Kadegaon,Urban,115,0,0
Sangli,2020,Khanapur,Total,1533,3,3
Sangli,2020,Khanapur,Rural,842,2,2
Sangli,2020,Khanapur,Urban,691,1,1
Sangli,2020,Ku. Mahakal,Total,1118,3,1
Sangli,2020,Ku. Mahakal,Rural,977,3,1
Sangli,2020,Ku. Mahakal,Urban,141,0,0
Sangli,2020,Miraj,Total,13631,388,344
Sangli,2020,Miraj,Rural,2189,0,0
Sangli,2020,Miraj,Urban,11442,388,344
Sangli,2020,Palus,Total,1256,1,1
Sangli,2020,Palus,Rural,1059,1,1
Sangli,2020,Palus,Urban,197,0,0
Sangli,2020,Shirala,Total,1426,0,0
Sangli,2020,Shirala,Rural,1284,0,0
Sangli,2020,Shirala,Urban,142,0,0
Sangli,2020,Tasgaon,Total,2175,0,0
Sangli,2020,Tasgaon,Rural,1734,0,0
Sangli,2020,Tasgaon,Urban,441,0,0
Sangli,2020,Valava,Total,3360,0,0
Sangli,2020,Valava,Rural,1996,0,0
Sangli,2020,Valava,Urban,1364,0,0
Sangli,2021,Aatpadi,Total,1494,0,0
Sangli,2021,Aatpadi,Rural,1494,0,0
Sangli,2021,Aatpadi,Urban,0,0,0
Sangli,2021,Jat,Total,2893,0,0
Sangli,2021,Jat,Rural,2511,0,0
Sangli,2021,Jat,Urban,382,0,0
Sangli,2021,Kadegaon,Total,1279,0,0
Sangli,2021,Kadegaon,Rural,1105,0,0
Sangli,2021,Kadegaon,Urban,174,0,0
Sangli,2021,Khanapur,Total,1744,0,0
Sangli,2021,Khanapur,Rural,937,0,0
Sangli,2021,Khanapur,Urban,807,0,0
Sangli,2021,Ku. Mahakal,Total,1373,0,0
Sangli,2021,Ku. Mahakal,Rural,1148,0,0
Sangli,2021,Ku. Mahakal,Urban,225,0,0
Sangli,2021,Miraj,Total,34331,233,201
Sangli,2021,Miraj,Rural,2555,0,0
Sangli,2021,Miraj,Urban,31776,233,201
Sangli,2021,Palus,Total,1388,8,6
Sangli,2021,Palus,Rural,1104,8,6
Sangli,2021,Palus,Urban,284,0,0
Sangli,2021,Shirala,Total,1573,2,1
Sangli,2021,Shirala,Rural,1440,2,1
Sangli,2021,Shirala,Urban,133,0,0
Sangli,2021,Tasgaon,Total,2619,0,0
Sangli,2021,Tasgaon,Rural,2055,0,0
Sangli,2021,Tasgaon,Urban,564,0,0
Sangli,2021,Valava,Total,3931,1,1
Sangli,2021,Valava,Rural,1762,0,0
Sangli,2021,Valava,Urban,2169,1,1
Satara,2012,Faltan,Total,1660,,3
Satara,2012,Faltan,Rural,1225,,1
Satara,2012,Faltan,Urban,435,,2
Satara,2012,Javali,Total,743,,1
Satara,2012,Javali,Rural,743,,1
Satara,2012,Javali,Urban,0,,0
Satara,2012,Karad,Total,4326,,83
Satara,2012,Karad,Rural,2365,,3
Satara,2012,Karad,Urban,1961,,80
Satara,2012,Khandala,Total,854,,0
Satara,2012,Khandala,Rural,854,,0
Satara,2012,Khandala,Urban,0,,0
Satara,2012,Khatav,Total,1512,,5
Satara,2012,Khatav,Rural,1512,,5
Satara,2012,Khatav,Urban,0,,0
Satara,2012,Koregaon,Total,1629,,0
Satara,2012,Koregaon,Rural,1527,,0
Satara,2012,Koregaon,Urban,102,,0
Satara,2012,Mahableshwar,Total,502,,3
Satara,2012,Mahableshwar,Rural,188,,1
Satara,2012,Mahableshwar,Urban,314,,2
Satara,2012,Man,Total,1269,,1
Satara,2012,Man,Rural,1095,,1
Satara,2012,Man,Urban,174,,0
Satara,2012,Patan,Total,1698,,0
Satara,2012,Patan,Rural,1698,,0
Satara,2012,Patan,Urban,0,,0
Satara,2012,Satara,Total,4488,,186
Satara,2012,Satara,Rural,2123,,0
Satara,2012,Satara,Urban,2365,,186
Satara,2012,Vai,Total,1446,,19
Satara,2012,Vai,Rural,1072,,2
Satara,2012,Vai,Urban,374,,17
Satara,2013,Faltan,Total,1591,,3
Satara,2013,Faltan,Rural,1164,,3
Satara,2013,Faltan,Urban,427,,0
Satara,2013,Javali,Total,726,,5
Satara,2013,Javali,Rural,726,,5
Satara,2013,Javali,Urban,0,,0
Satara,2013,Karad,Total,4891,,120
Satara,2013,Karad,Rural,2846,,9
Satara,2013,Karad,Urban,2045,,111
Satara,2013,Khandala,Total,889,,0
Satara,2013,Khandala,Rural,889,,0
Satara,2013,Khandala,Urban,0,,0
Satara,2013,Khatav,Total,1179,,4
Satara,2013,Khatav,Rural,1179,,4
Satara,2013,Khatav,Urban,0,,0
Satara,2013,Koregaon,Total,1722,,0
Satara,2013,Koregaon,Rural,1608,,0
Satara,2013,Koregaon,Urban,114,,0
Satara,2013,Mahableshwar,Total,499,,31
Satara,2013,Mahableshwar,Rural,198,,2
Satara,2013,Mahableshwar,Urban,301,,29
Satara,2013,Man,Total,1205,,2
Satara,2013,Man,Rural,985,,2
Satara,2013,Man,Urban,220,,0
Satara,2013,Patan,Total,2293,,0
Satara,2013,Patan,Rural,2293,,0
Satara,2013,Patan,Urban,0,,0
Satara,2013,Satara,Total,4408,,194
Satara,2013,Satara,Rural,2077,,0
Satara,2013,Satara,Urban,2331,,194
Satara,2013,Vai,Total,1449,,4
Satara,2013,Vai,Rural,1023,,0
Satara,2013,Vai,Urban,426,,4
Satara,2014,Faltan,Total,1735,,1
Satara,2014,Faltan,Rural,1288,,0
Satara,2014,Faltan,Urban,447,,1
Satara,2014,Javali,Total,710,,3
Satara,2014,Javali,Rural,710,,3
Satara,2014,Javali,Urban,0,,0
Satara,2014,Karad,Total,4958,,94
Satara,2014,Karad,Rural,2715,,2
Satara,2014,Karad,Urban,2243,,92
Satara,2014,Khandala,Total,953,,0
Satara,2014,Khandala,Rural,953,,0
Satara,2014,Khandala,Urban,0,,0
Satara,2014,Khatav,Total,1788,,1
Satara,2014,Khatav,Rural,1788,,1
Satara,2014,Khatav,Urban,0,,0
Satara,2014,Koregaon,Total,1617,,0
Satara,2014,Koregaon,Rural,1517,,0
Satara,2014,Koregaon,Urban,100,,0
Satara,2014,Mahableshwar,Total,217,,0
Satara,2014,Mahableshwar,Rural,162,,0
Satara,2014,Mahableshwar,Urban,55,,0
Satara,2014,Man,Total,1040,,1
Satara,2014,Man,Rural,831,,0
Satara,2014,Man,Urban,209,,1
Satara,2014,Patan,Total,1605,,2
Satara,2014,Patan,Rural,1605,,2
Satara,2014,Patan,Urban,0,,0
Satara,2014,Satara,Total,4201,,161
Satara,2014,Satara,Rural,1940,,0
Satara,2014,Satara,Urban,2261,,161
Satara,2014,Vai,Total,954,,12
Satara,2014,Vai,Rural,590,,0
Satara,2014,Vai,Urban,364,,12
Satara,2015,Faltan,Total,1693,,9
Satara,2015,Faltan,Rural,1246,,8
Satara,2015,Faltan,Urban,447,,1
Satara,2015,Javali,Total,677,,1
Satara,2015,Javali,Rural,662,,1
Satara,2015,Javali,Urban,15,,0
Satara,2015,Karad,Total,5087,,71
Satara,2015,Karad,Rural,2930,,2
Satara,2015,Karad,Urban,2157,,69
Satara,2015,Khandala,Total,997,,0
Satara,2015,Khandala,Rural,927,,0
Satara,2015,Khandala,Urban,70,,0
Satara,2015,Khatav,Total,1471,,1
Satara,2015,Khatav,Rural,1471,,1
Satara,2015,Khatav,Urban,0,,0
Satara,2015,Koregaon,Total,1476,,0
Satara,2015,Koregaon,Rural,1195,,0
Satara,2015,Koregaon,Urban,281,,0
Satara,2015,Mahableshwar,Total,394,,0
Satara,2015,Mahableshwar,Rural,159,,0
Satara,2015,Mahableshwar,Urban,235,,0
Satara,2015,Man,Total,959,,4
Satara,2015,Man,Rural,810,,2
Satara,2015,Man,Urban,149,,2
Satara,2015,Patan,Total,1433,,1
Satara,2015,Patan,Rural,1410,,1
Satara,2015,Patan,Urban,23,,0
Satara,2015,Satara,Total,4334,,187
Satara,2015,Satara,Rural,1912,,0
Satara,2015,Satara,Urban,2422,,187
Satara,2015,Vai,Total,883,,3
Satara,2015,Vai,Rural,552,,0
Satara,2015,Vai,Urban,331,,3
Satara,2016,Faltan,Total,1629,12,7
Satara,2016,Faltan,Rural,1611,11,6
Satara,2016,Faltan,Urban,18,1,1
Satara,2016,Javali,Total,542,9,7
Satara,2016,Javali,Rural,542,9,7
Satara,2016,Javali,Urban,0,0,0
Satara,2016,Karad,Total,3184,94,74
Satara,2016,Karad,Rural,2354,55,41
Satara,2016,Karad,Urban,830,39,33
Satara,2016,Khandala,Total,702,6,4
Satara,2016,Khandala,Rural,702,6,4
Satara,2016,Khandala,Urban,0,0,0
Satara,2016,Khatav,Total,1775,24,18
Satara,2016,Khatav,Rural,1775,24,18
Satara,2016,Khatav,Urban,0,0,0
Satara,2016,Koregaon,Total,1554,10,3
Satara,2016,Koregaon,Rural,1554,10,3
Satara,2016,Koregaon,Urban,0,0,0
Satara,2016,Mahableshwar,Total,211,1,1
Satara,2016,Mahableshwar,Rural,160,1,1
Satara,2016,Mahableshwar,Urban,51,0,0
Satara,2016,Man,Total,1153,16,12
Satara,2016,Man,Rural,1153,16,12
Satara,2016,Man,Urban,0,0,0
Satara,2016,Patan,Total,1443,20,12
Satara,2016,Patan,Rural,1443,20,12
Satara,2016,Patan,Urban,0,0,0
Satara,2016,Satara,Total,3504,74,62
Satara,2016,Satara,Rural,1508,26,26
Satara,2016,Satara,Urban,1996,48,36
Satara,2016,Vai,Total,1000,4,3
Satara,2016,Vai,Rural,794,4,3
Satara,2016,Vai,Urban,206,0,0
Satara,2017,Faltan,Total,1525,11,9
Satara,2017,Faltan,Rural,1510,9,7
Satara,2017,Faltan,Urban,15,2,2
Satara,2017,Javali,Total,412,4,3
Satara,2017,Javali,Rural,412,4,3
Satara,2017,Javali,Urban,0,0,0
Satara,2017,Karad,Total,2880,72,66
Satara,2017,Karad,Rural,2832,38,32
Satara,2017,Karad,Urban,48,34,34
Satara,2017,Khandala,Total,535,13,11
Satara,2017,Khandala,Rural,535,13,11
Satara,2017,Khandala,Urban,0,0,0
Satara,2017,Khatav,Total,1372,32,28
Satara,2017,Khatav,Rural,1372,32,28
Satara,2017,Khatav,Urban,0,0,0
Satara,2017,Koregaon,Total,1256,27,27
Satara,2017,Koregaon,Rural,1256,27,27
Satara,2017,Koregaon,Urban,0,0,0
Satara,2017,Mahableshwar,Total,98,0,0
Satara,2017,Mahableshwar,Rural,54,0,0
Satara,2017,Mahableshwar,Urban,44,0,0
Satara,2017,Man,Total,999,17,14
Satara,2017,Man,Rural,999,17,14
Satara,2017,Man,Urban,0,0,0
Satara,2017,Patan,Total,1016,20,19
Satara,2017,Patan,Rural,1016,20,19
Satara,2017,Patan,Urban,0,0,0
Satara,2017,Satara,Total,3735,151,126
Satara,2017,Satara,Rural,2894,16,14
Satara,2017,Satara,Urban,841,135,112
Satara,2017,Vai,Total,708,8,6
Satara,2017,Vai,Rural,497,8,6
Satara,2017,Vai,Urban,211,0,0
Satara,2018,Faltan,Total,1179,17,8
Satara,2018,Faltan,Rural,847,12,3
Satara,2018,Faltan,Urban,332,5,5
Satara,2018,Javali,Total,341,12,10
Satara,2018,Javali,Rural,341,12,10
Satara,2018,Javali,Urban,0,0,0
Satara,2018,Karad,Total,2345,89,74
Satara,2018,Karad,Rural,1685,56,41
Satara,2018,Karad,Urban,660,33,33
Satara,2018,Khandala,Total,465,7,5
Satara,2018,Khandala,Rural,465,7,5
Satara,2018,Khandala,Urban,0,0,0
Satara,2018,Khatav,Total,1046,12,8
Satara,2018,Khatav,Rural,1046,12,8
Satara,2018,Khatav,Urban,0,0,0
Satara,2018,Koregaon,Total,1095,5,3
Satara,2018,Koregaon,Rural,1095,5,3
Satara,2018,Koregaon,Urban,0,0,0
Satara,2018,Mahableshwar,Total,79,6,5
Satara,2018,Mahableshwar,Rural,79,4,3
Satara,2018,Mahableshwar,Urban,0,2,2
Satara,2018,Man,Total,615,15,14
Satara,2018,Man,Rural,615,15,14
Satara,2018,Man,Urban,0,0,0
Satara,2018,Patan,Total,802,12,11
Satara,2018,Patan,Rural,802,12,11
Satara,2018,Patan,Urban,0,0,0
Satara,2018,Satara,Total,2549,201,181
Satara,2018,Satara,Rural,1537,7,5
Satara,2018,Satara,Urban,1012,194,176
Satara,2018,Vai,Total,591,5,4
Satara,2018,Vai,Rural,591,3,2
Satara,2018,Vai,Urban,0,2,2
Satara,2019,Faltan,Total,2159,8,3
Satara,2019,Faltan,Rural,1518,4,3
Satara,2019,Faltan,Urban,641,4,0
Satara,2019,Javali,Total,728,6,1
Satara,2019,Javali,Rural,700,2,1
Satara,2019,Javali,Urban,28,4,0
Satara,2019,Karad,Total,4908,52,44
Satara,2019,Karad,Rural,2570,59,41
Satara,2019,Karad,Urban,2338,8,3
Satara,2019,Khandala,Total,1169,10,4
Satara,2019,Khandala,Rural,594,9,4
Satara,2019,Khandala,Urban,575,1,0
Satara,2019,Khatav,Total,2235,7,5
Satara,2019,Khatav,Rural,1588,6,5
Satara,2019,Khatav,Urban,647,1,0
Satara,2019,Koregaon,Total,1586,4,3
Satara,2019,Koregaon,Rural,1216,3,3
Satara,2019,Koregaon,Urban,370,1,0
Satara,2019,Mahableshwar,Total,415,2,1
Satara,2019,Mahableshwar,Rural,159,2,1
Satara,2019,Mahableshwar,Urban,256,0,0
Satara,2019,Man,Total,1190,9,2
Satara,2019,Man,Rural,894,5,2
Satara,2019,Man,Urban,296,4,0
Satara,2019,Patan,Total,1231,11,7
Satara,2019,Patan,Rural,1152,9,7
Satara,2019,Patan,Urban,79,2,0
Satara,2019,Satara,Total,4200,265,253
Satara,2019,Satara,Rural,1478,14,11
Satara,2019,Satara,Urban,2722,251,242
Satara,2019,Vai,Total,1073,4,2
Satara,2019,Vai,Rural,648,2,1
Satara,2019,Vai,Urban,425,2,1
Satara,2020,Faltan,Total,1954,47,47
Satara,2020,Faltan,Rural,1460,18,18
Satara,2020,Faltan,Urban,494,29,29
Satara,2020,Javali,Total,207,12,12
Satara,2020,Javali,Rural,177,12,12
Satara,2020,Javali,Urban,30,0,0
Satara,2020,Karad,Total,4302,114,98
Satara,2020,Karad,Rural,1914,35,35
Satara,2020,Karad,Urban,2388,79,63
Satara,2020,Khandala,Total,740,20,17
Satara,2020,Khandala,Rural,683,17,17
Satara,2020,Khandala,Urban,57,3,0
Satara,2020,Khatav,Total,954,49,49
Satara,2020,Khatav,Rural,611,20,20
Satara,2020,Khatav,Urban,343,29,29
Satara,2020,Koregaon,Total,1715,30,25
Satara,2020,Koregaon,Rural,1312,5,0
Satara,2020,Koregaon,Urban,403,25,25
Satara,2020,Mahableshwar,Total,367,3,3
Satara,2020,Mahableshwar,Rural,102,3,3
Satara,2020,Mahableshwar,Urban,265,0,0
Satara,2020,Man,Total,1710,82,81
Satara,2020,Man,Rural,1291,17,16
Satara,2020,Man,Urban,419,65,65
Satara,2020,Patan,Total,1599,14,14
Satara,2020,Patan,Rural,1502,14,14
Satara,2020,Patan,Urban,97,0,0
Satara,2020,Satara,Total,5240,87,78
Satara,2020,Satara,Rural,1739,27,25
Satara,2020,Satara,Urban,3501,60,53
Satara,2020,Vai,Total,1955,16,15
Satara,2020,Vai,Rural,1397,13,13
Satara,2020,Vai,Urban,558,3,2
Satara,2021,Faltan,Total,2410,37,37
Satara,2021,Faltan,Rural,1246,16,16
Satara,2021,Faltan,Urban,1164,21,21
Satara,2021,Javali,Total,953,11,11
Satara,2021,Javali,Rural,888,11,11
Satara,2021,Javali,Urban,65,0,0
Satara,2021,Karad,Total,6009,122,108
Satara,2021,Karad,Rural,2807,31,31
Satara,2021,Karad,Urban,3202,91,77
Satara,2021,Khandala,Total,991,12,7
Satara,2021,Khandala,Rural,629,8,7
Satara,2021,Khandala,Urban,362,4,0
Satara,2021,Khatav,Total,633,40,40
Satara,2021,Khatav,Rural,323,18,18
Satara,2021,Khatav,Urban,310,22,22
Satara,2021,Koregaon,Total,2068,19,16
Satara,2021,Koregaon,Rural,1488,3,0
Satara,2021,Koregaon,Urban,580,16,16
Satara,2021,Mahableshwar,Total,536,1,0
Satara,2021,Mahableshwar,Rural,226,0,0
Satara,2021,Mahableshwar,Urban,310,1,0
Satara,2021,Man,Total,1750,62,62
Satara,2021,Man,Rural,1199,12,12
Satara,2021,Man,Urban,551,50,50
Satara,2021,Patan,Total,2145,17,17
Satara,2021,Patan,Rural,1983,17,17
Satara,2021,Patan,Urban,162,0,0
Satara,2021,Satara,Total,9297,78,72
Satara,2021,Satara,Rural,1756,24,22
Satara,2021,Satara,Urban,7541,54,50
Satara,2021,Vai,Total,1353,2,2
Satara,2021,Vai,Rural,748,0,0
Satara,2021,Vai,Urban,605,2,2
Sindhudurg,2012,Devgad,Total,901,4,32
Sindhudurg,2012,Devgad,Rural,901,4,32
Sindhudurg,2012,Devgad,Urban,0,0,0
Sindhudurg,2012,Dodamarg,Total,363,0,9
Sindhudurg,2012,Dodamarg,Rural,363,0,9
Sindhudurg,2012,Dodamarg,Urban,0,0,0
Sindhudurg,2012,Kankawali,Total,1290,4,22
Sindhudurg,2012,Kankawali,Rural,1016,4,22
Sindhudurg,2012,Kankawali,Urban,274,0,0
Sindhudurg,2012,Kudal,Total,1484,2,28
Sindhudurg,2012,Kudal,Rural,1250,2,28
Sindhudurg,2012,Kudal,Urban,234,0,0
Sindhudurg,2012,Malwan,Total,1203,5,13
Sindhudurg,2012,Malwan,Rural,970,5,13
Sindhudurg,2012,Malwan,Urban,233,0,0
Sindhudurg,2012,Savantwadi,Total,1027,2,16
Sindhudurg,2012,Savantwadi,Rural,793,2,14
Sindhudurg,2012,Savantwadi,Urban,234,0,2
Sindhudurg,2012,Vaibhavwadi,Total,368,0,6
Sindhudurg,2012,Vaibhavwadi,Rural,368,0,6
Sindhudurg,2012,Vaibhavwadi,Urban,0,0,0
Sindhudurg,2012,Vengurla,Total,794,0,10
Sindhudurg,2012,Vengurla,Rural,701,0,10
Sindhudurg,2012,Vengurla,Urban,93,0,0
Sindhudurg,2013,Devgad,Total,995,4,23
Sindhudurg,2013,Devgad,Rural,995,4,23
Sindhudurg,2013,Devgad,Urban,0,0,0
Sindhudurg,2013,Dodamarg,Total,225,1,3
Sindhudurg,2013,Dodamarg,Rural,225,1,3
Sindhudurg,2013,Dodamarg,Urban,0,0,0
Sindhudurg,2013,Kankawali,Total,1153,4,17
Sindhudurg,2013,Kankawali,Rural,972,4,17
Sindhudurg,2013,Kankawali,Urban,181,0,0
Sindhudurg,2013,Kudal,Total,1204,3,17
Sindhudurg,2013,Kudal,Rural,965,3,17
Sindhudurg,2013,Kudal,Urban,239,0,0
Sindhudurg,2013,Malwan,Total,821,3,14
Sindhudurg,2013,Malwan,Rural,559,3,14
Sindhudurg,2013,Malwan,Urban,262,0,0
Sindhudurg,2013,Savantwadi,Total,1071,4,13
Sindhudurg,2013,Savantwadi,Rural,1071,4,13
Sindhudurg,2013,Savantwadi,Urban,0,0,0
Sindhudurg,2013,Vaibhavwadi,Total,298,0,9
Sindhudurg,2013,Vaibhavwadi,Rural,298,0,9
Sindhudurg,2013,Vaibhavwadi,Urban,0,0,0
Sindhudurg,2013,Vengurla,Total,701,0,11
Sindhudurg,2013,Vengurla,Rural,590,0,11
Sindhudurg,2013,Vengurla,Urban,111,0,0
Sindhudurg,2014,Devgad,Total,909,14,10
Sindhudurg,2014,Devgad,Rural,909,14,10_X001F_
Sindhudurg,2014,Devgad,Urban,0,0,0
Sindhudurg,2014,Dodamarg,Total,270,3,1
Sindhudurg,2014,Dodamarg,Rural,270,3,1
Sindhudurg,2014,Dodamarg,Urban,0,0,0
Sindhudurg,2014,Kankawali,Total,1163,15,13
Sindhudurg,2014,Kankawali,Rural,912,13,11
Sindhudurg,2014,Kankawali,Urban,251,2,2
Sindhudurg,2014,Kudal,Total,1405,23,20
Sindhudurg,2014,Kudal,Rural,1147,23,20
Sindhudurg,2014,Kudal,Urban,258,0,0
Sindhudurg,2014,Malwan,Total,1104,13,11
Sindhudurg,2014,Malwan,Rural,885,12,10
Sindhudurg,2014,Malwan,Urban,219,1,1
Sindhudurg,2014,Savantwadi,Total,922,17,13
Sindhudurg,2014,Savantwadi,Rural,669,16,12
Sindhudurg,2014,Savantwadi,Urban,253,1,1
Sindhudurg,2014,Vaibhavwadi,Total,368,6,5
Sindhudurg,2014,Vaibhavwadi,Rural,368,6,5
Sindhudurg,2014,Vaibhavwadi,Urban,0,0,0
Sindhudurg,2014,Vengurla,Total,810,7,7
Sindhudurg,2014,Vengurla,Rural,715,5,5
Sindhudurg,2014,Vengurla,Urban,95,2,2
Sindhudurg,2015,Devgad,Total,925,6,13
Sindhudurg,2015,Devgad,Rural,925,6,13
Sindhudurg,2015,Devgad,Urban,0,0,0
Sindhudurg,2015,Dodamarg,Total,301,0,5
Sindhudurg,2015,Dodamarg,Rural,281,0,5
Sindhudurg,2015,Dodamarg,Urban,20,0,0
Sindhudurg,2015,Kankawali,Total,1214,1,13
Sindhudurg,2015,Kankawali,Rural,962,1,12
Sindhudurg,2015,Kankawali,Urban,252,0,1
Sindhudurg,2015,Kudal,Total,1317,1,13
Sindhudurg,2015,Kudal,Rural,1074,1,13
Sindhudurg,2015,Kudal,Urban,243,0,0
Sindhudurg,2015,Malwan,Total,1039,0,13
Sindhudurg,2015,Malwan,Rural,828,0,13
Sindhudurg,2015,Malwan,Urban,211,0,0
Sindhudurg,2015,Savantwadi,Total,1106,2,13
Sindhudurg,2015,Savantwadi,Rural,866,2,13
Sindhudurg,2015,Savantwadi,Urban,240,0,0
Sindhudurg,2015,Vaibhavwadi,Total,360,0,6
Sindhudurg,2015,Vaibhavwadi,Rural,357,0,6
Sindhudurg,2015,Vaibhavwadi,Urban,3,0,0
Sindhudurg,2015,Vengurla,Total,787,1,9
Sindhudurg,2015,Vengurla,Rural,668,1,9
Sindhudurg,2015,Vengurla,Urban,119,0,0
Sindhudurg,2016,Devgad,Total,1031,15,13
Sindhudurg,2016,Devgad,Rural,883,11,10
Sindhudurg,2016,Devgad,Urban,148,4,3
Sindhudurg,2016,Dodamarg,Total,390,3,3
Sindhudurg,2016,Dodamarg,Rural,372,3,3
Sindhudurg,2016,Dodamarg,Urban,18,0,0
Sindhudurg,2016,Kankawali,Total,1155,11,10
Sindhudurg,2016,Kankawali,Rural,908,8,7
Sindhudurg,2016,Kankawali,Urban,247,3,3
Sindhudurg,2016,Kudal,Total,1322,23,17
Sindhudurg,2016,Kudal,Rural,1072,19,15
Sindhudurg,2016,Kudal,Urban,250,4,2
Sindhudurg,2016,Malwan,Total,1009,6,4
Sindhudurg,2016,Malwan,Rural,785,5,4
Sindhudurg,2016,Malwan,Urban,224,1,0
Sindhudurg,2016,Savantwadi,Total,861,11,7
Sindhudurg,2016,Savantwadi,Rural,645,7,5
Sindhudurg,2016,Savantwadi,Urban,216,4,2
Sindhudurg,2016,Vaibhavwadi,Total,359,1,1
Sindhudurg,2016,Vaibhavwadi,Rural,348,1,1
Sindhudurg,2016,Vaibhavwadi,Urban,11,0,0
Sindhudurg,2016,Vengurla,Total,783,10,9
Sindhudurg,2016,Vengurla,Rural,669,7,6
Sindhudurg,2016,Vengurla,Urban,114,3,3
Sindhudurg,2017,Devgad,Total,895,12,10
Sindhudurg,2017,Devgad,Rural,755,12,10
Sindhudurg,2017,Devgad,Urban,140,0,0
Sindhudurg,2017,Dodamarg,Total,352,3,3
Sindhudurg,2017,Dodamarg,Rural,325,3,3
Sindhudurg,2017,Dodamarg,Urban,27,0,0
Sindhudurg,2017,Kankawali,Total,1161,10,6
Sindhudurg,2017,Kankawali,Rural,943,10,3
Sindhudurg,2017,Kankawali,Urban,218,0,3
Sindhudurg,2017,Kudal,Total,1646,11,8
Sindhudurg,2017,Kudal,Rural,1412,11,4
Sindhudurg,2017,Kudal,Urban,234,0,4
Sindhudurg,2017,Malwan,Total,879,7,5
Sindhudurg,2017,Malwan,Rural,708,6,5
Sindhudurg,2017,Malwan,Urban,171,1,0
