District,Year,Taluka,Rural/Urban,Select Vaccine,Number,,
Nandurbar,2012,Akrani,Rural,Measles,4240,,
Nandurbar,2012,Akrani,Rural,Polio,3972,,
Nandurbar,2012,Akrani,Rural,Tetanus 10 years,4013,,
Nandurbar,2012,Akrani,Rural,Tetanus 16 years,3903,,
Nandurbar,2012,Akrani,Rural,Tetanus Pregnant Women,4483,,
Nandurbar,2012,Akrani,Total,BCG,3832,,
Nandurbar,2012,Akrani,Total,D.T,4164,,
Nandurbar,2012,Akrani,Total,DPT,3972,,
Nandurbar,2012,Akrani,Total,Measles,4240,,
Nandurbar,2012,Akrani,Total,Polio,3972,,
Nandurbar,2012,Akrani,Total,Tetanus 10 years,4013,,
Nandurbar,2012,Akrani,Total,Tetanus 16 years,3903,,
Nandurbar,2012,Akrani,Total,Tetanus Pregnant Women,4483,,
Raigad,2012,Alibag,Rural,BCG,2351,,
Raigad,2012,Alibag,Rural,D.T,2211,,
Raigad,2012,Alibag,Rural,DPT,2622,,
Raigad,2012,Alibag,Rural,Measles,2847,,
Raigad,2012,Alibag,Rural,Polio,2622,,
Raigad,2012,Alibag,Rural,Tetanus 10 years,2896,,
Raigad,2012,Alibag,Rural,Tetanus 16 years,3332,,
Raigad,2012,Alibag,Rural,Tetanus Pregnant Women,2836,,
Raigad,2012,Alibag,Total,BCG,4211,,
Raigad,2012,Alibag,Total,D.T,2423,,
Raigad,2012,Alibag,Total,DPT,3039,,
Raigad,2012,Alibag,Total,Measles,3207,,
Raigad,2012,Alibag,Total,Polio,3039,,
Raigad,2012,Alibag,Total,Tetanus 10 years,3134,,
Raigad,2012,Alibag,Total,Tetanus 16 years,3518,,
Raigad,2012,Alibag,Total,Tetanus Pregnant Women,3330,,
Thane,2012,Ambarnath,Total,BCG,7183,,
Thane,2012,Ambarnath,Total,D.T,6687,,
Thane,2012,Ambarnath,Total,DPT,9228,,
Thane,2012,Ambarnath,Total,Measles,8554,,
Thane,2012,Ambarnath,Total,Polio,9228,,
Thane,2012,Ambarnath,Total,Tetanus 10 years,6006,,
Thane,2012,Ambarnath,Total,Tetanus 16 years,6294,,
Thane,2012,Ambarnath,Total,Tetanus Pregnant Women,5483,,
Amravati,2012,Amravati,Rural,BCG,1551,,
Amravati,2012,Amravati,Rural,D.T,0,,
Amravati,2012,Amravati,Rural,DPT,1816,,
Amravati,2012,Amravati,Rural,Measles,1803,,
Amravati,2012,Amravati,Rural,Polio,1816,,
Amravati,2012,Amravati,Total,BCG,18798,,
Amravati,2012,Amravati,Total,D.T,8275,,
Amravati,2012,Amravati,Total,DPT,11329,,
Amravati,2012,Amravati,Total,Measles,12313,,
Amravati,2012,Amravati,Total,Polio,17823,,
Amravati,2012,Anjangaon Su,Rural,BCG,1427,,
Amravati,2012,Anjangaon Su,Rural,D.T,0,,
Amravati,2012,Anjangaon Su,Rural,DPT,1428,,
Amravati,2012,Anjangaon Su,Rural,Measles,1440,,
Amravati,2012,Anjangaon Su,Rural,Polio,1428,,
Amravati,2012,Anjangaon Su,Total,BCG,2354,,
Amravati,2012,Anjangaon Su,Total,D.T,375,,
Amravati,2012,Anjangaon Su,Total,DPT,2332,,
Amravati,2012,Anjangaon Su,Total,Measles,2158,,
Amravati,2012,Anjangaon Su,Total,Polio,2332,,
Latur,2012,Aosa,Rural,BCG,5306,,
Latur,2012,Aosa,Rural,D.T,5209,,
Latur,2012,Aosa,Rural,DPT,5252,,
Latur,2012,Aosa,Rural,Measles,5305,,
Latur,2012,Aosa,Rural,Polio,5252,,
Latur,2012,Aosa,Rural,Tetanus 10 years,5712,,
Latur,2012,Aosa,Rural,Tetanus 16 years,5529,,
Latur,2012,Aosa,Rural,Tetanus Pregnant Women,5721,,
Latur,2012,Aosa,Total,BCG,5734,,
Latur,2012,Aosa,Total,D.T,5697,,
Latur,2012,Aosa,Total,DPT,5774,,
Latur,2012,Aosa,Total,Measles,5701,,
Latur,2012,Aosa,Total,Polio,5591,,
Latur,2012,Aosa,Total,Tetanus 10 years,6179,,
Latur,2012,Aosa,Total,Tetanus 16 years,5801,,
Latur,2012,Aosa,Total,Tetanus Pregnant Women,6135,,
Gondia,2012,Arjuni Morgaon,Rural,BCG,1810,,
Gondia,2012,Arjuni Morgaon,Rural,D.T,2513,,
Gondia,2012,Arjuni Morgaon,Rural,DPT,2093,,
Gondia,2012,Arjuni Morgaon,Rural,Measles,2248,,
Gondia,2012,Arjuni Morgaon,Rural,Polio,2093,,
Gondia,2012,Arjuni Morgaon,Rural,Tetanus 10 years,2732,,
Gondia,2012,Arjuni Morgaon,Rural,Tetanus 16 years,2745,,
Gondia,2012,Arjuni Morgaon,Rural,Tetanus Pregnant Women,3980,,
Gondia,2012,Arjuni Morgaon,Total,BCG,1810,,
Gondia,2012,Arjuni Morgaon,Total,D.T,2513,,
Gondia,2012,Arjuni Morgaon,Total,DPT,2093,,
Gondia,2012,Arjuni Morgaon,Total,Measles,2248,,
Gondia,2012,Arjuni Morgaon,Total,Polio,2093,,
Gondia,2012,Arjuni Morgaon,Total,Tetanus 10 years,2732,,
Gondia,2012,Arjuni Morgaon,Total,Tetanus 16 years,2745,,
Gondia,2012,Arjuni Morgaon,Total,Tetanus Pregnant Women,3980,,
Wardha,2012,Ashti,Rural,BCG,1038,,
Wardha,2012,Ashti,Rural,D.T,1262,,
Wardha,2012,Ashti,Rural,DPT,1056,,
Wardha,2012,Ashti,Rural,Measles,1050,,
Wardha,2012,Ashti,Rural,Polio,1056,,
Wardha,2012,Ashti,Rural,Tetanus 10 years,1322,,
Wardha,2012,Ashti,Rural,Tetanus 16 years,1423,,
Wardha,2012,Ashti,Rural,Tetanus Pregnant Women,1160,,
Wardha,2012,Ashti,Total,BCG,1038,,
Wardha,2012,Ashti,Total,D.T,1262,,
Wardha,2012,Ashti,Total,DPT,1056,,
Wardha,2012,Ashti,Total,Measles,1050,,
Wardha,2012,Ashti,Total,Polio,1056,,
Wardha,2012,Ashti,Total,Tetanus 10 years,1322,,
Wardha,2012,Ashti,Total,Tetanus 16 years,1423,,
Wardha,2012,Ashti,Total,Tetanus Pregnant Women,1160,,
Hingoli,2012,Aundha Na,Rural,BCG,2689,,
Hingoli,2012,Aundha Na,Rural,D.T,2706,,
Hingoli,2012,Aundha Na,Rural,DPT,3196,,
Hingoli,2012,Aundha Na,Rural,Measles,3064,,
Hingoli,2012,Aundha Na,Rural,Polio,3196,,
Hingoli,2012,Aundha Na,Rural,Tetanus 10 years,3094,,
Hingoli,2012,Aundha Na,Rural,Tetanus 16 years,3055,,
Hingoli,2012,Aundha Na,Rural,Tetanus Pregnant Women,2850,,
Hingoli,2012,Aundha Na,Total,BCG,2689,,
Hingoli,2012,Aundha Na,Total,D.T,2706,,
Hingoli,2012,Aundha Na,Total,DPT,3196,,
Hingoli,2012,Aundha Na,Total,Measles,3064,,
Hingoli,2012,Aundha Na,Total,Polio,3196,,
Hingoli,2012,Aundha Na,Total,Tetanus 10 years,3094,,
Hingoli,2012,Aundha Na,Total,Tetanus 16 years,3055,,
Hingoli,2012,Aundha Na,Total,Tetanus Pregnant Women,2850,,
Yavatmal,2012,Babhulgaon,Rural,BCG,1727,,
Yavatmal,2012,Babhulgaon,Rural,D.T,1375,,
Yavatmal,2012,Babhulgaon,Rural,DPT,1322,,
Yavatmal,2012,Babhulgaon,Rural,Measles,1327,,
Yavatmal,2012,Babhulgaon,Rural,Polio,1322,,
Yavatmal,2012,Babhulgaon,Rural,Tetanus 10 years,1509,,
Yavatmal,2012,Babhulgaon,Rural,Tetanus 16 years,1570,,
Yavatmal,2012,Babhulgaon,Rural,Tetanus Pregnant Women,1585,,
Yavatmal,2012,Babhulgaon,Total,BCG,1727,,
Yavatmal,2012,Babhulgaon,Total,D.T,1375,,
Yavatmal,2012,Babhulgaon,Total,DPT,1322,,
Yavatmal,2012,Babhulgaon,Total,Measles,1327,,
Yavatmal,2012,Babhulgaon,Total,Polio,1322,,
Yavatmal,2012,Babhulgaon,Total,Tetanus 10 years,1509,,
Yavatmal,2012,Babhulgaon,Total,Tetanus 16 years,1570,,
Yavatmal,2012,Babhulgaon,Total,Tetanus Pregnant Women,1585,,
Nashik,2012,Baglan,Rural,BCG,5349,,
Nashik,2012,Baglan,Rural,D.T,3552,,
Nashik,2012,Baglan,Rural,DPT,6223,,
Nashik,2012,Baglan,Rural,Measles,6209,,
Nashik,2012,Baglan,Rural,Polio,3637,,
Nashik,2012,Baglan,Rural,Tetanus 10 years,4367,,
Nashik,2012,Baglan,Rural,Tetanus 16 years,4767,,
Nashik,2012,Baglan,Rural,Tetanus Pregnant Women,6312,,
Nashik,2012,Baglan,Total,BCG,6555,,
Nashik,2012,Baglan,Total,D.T,3581,,
Nashik,2012,Baglan,Total,DPT,6614,,
Nashik,2012,Baglan,Total,Measles,7094,,
Nashik,2012,Baglan,Total,Polio,4942,,
Nashik,2012,Baglan,Total,Tetanus 10 years,5007,,
Nashik,2012,Baglan,Total,Tetanus 16 years,5416,,
Nashik,2012,Baglan,Total,Tetanus Pregnant Women,6723,,
Nashik,2012,Baglan,Urban,BCG,1206,,
Nashik,2012,Baglan,Urban,D.T,29,,
Nashik,2012,Baglan,Urban,DPT,391,,
Nashik,2012,Baglan,Urban,Measles,893,,
Nashik,2012,Baglan,Urban,Polio,1305,,
Nashik,2012,Baglan,Urban,Tetanus 10 years,640,,
Nashik,2012,Baglan,Urban,Tetanus 16 years,649,,
Nashik,2012,Baglan,Urban,Tetanus Pregnant Women,411,,
Chandrapur,2012,Ballarpur,Rural,BCG,416,,
Chandrapur,2012,Ballarpur,Rural,D.T,619,,
Chandrapur,2012,Ballarpur,Rural,DPT,669,,
Chandrapur,2012,Ballarpur,Rural,Measles,600,,
Chandrapur,2012,Ballarpur,Rural,Polio,669,,
Chandrapur,2012,Ballarpur,Rural,Tetanus 10 years,798,,
Chandrapur,2012,Ballarpur,Rural,Tetanus 16 years,780,,
Chandrapur,2012,Ballarpur,Rural,Tetanus Pregnant Women,677,,
Chandrapur,2012,Ballarpur,Total,BCG,1986,,
Chandrapur,2012,Ballarpur,Total,D.T,2275,,
Chandrapur,2012,Ballarpur,Total,DPT,2558,,
Chandrapur,2012,Ballarpur,Total,Measles,2324,,
Chandrapur,2012,Ballarpur,Total,Polio,2622,,
Chandrapur,2012,Ballarpur,Total,Tetanus 10 years,2609,,
Chandrapur,2012,Ballarpur,Total,Tetanus 16 years,2473,,
Chandrapur,2012,Ballarpur,Total,Tetanus Pregnant Women,2017,,
Pune,2012,Baramati,Rural,BCG,5681,,
Pune,2012,Baramati,Rural,D.T,6335,,
Pune,2012,Baramati,Rural,DPT,5984,,
Pune,2012,Baramati,Rural,Measles,5899,,
Pune,2012,Baramati,Rural,Polio,5984,,
Pune,2012,Baramati,Rural,Tetanus 10 years,6730,,
Pune,2012,Baramati,Rural,Tetanus 16 years,6628,,
Pune,2012,Baramati,Rural,Tetanus Pregnant Women,6335,,
Pune,2012,Baramati,Total,BCG,6768,,
Pune,2012,Baramati,Total,D.T,7264,,
Pune,2012,Baramati,Total,DPT,7089,,
Pune,2012,Baramati,Total,Measles,7381,,
Pune,2012,Baramati,Total,Polio,7089,,
Pune,2012,Baramati,Total,Tetanus 10 years,8214,,
Pune,2012,Baramati,Total,Tetanus 16 years,7977,,
Pune,2012,Baramati,Total,Tetanus Pregnant Women,7792,,
Pune,2012,Baramati,Urban,BCG,1087,,
Pune,2012,Baramati,Urban,D.T,929,,
Pune,2012,Baramati,Urban,DPT,1105,,
Pune,2012,Baramati,Urban,Measles,1482,,
Pune,2012,Baramati,Urban,Polio,1105,,
Pune,2012,Baramati,Urban,Tetanus 10 years,1484,,
Pune,2012,Baramati,Urban,Tetanus 16 years,1349,,
Pune,2012,Baramati,Urban,Tetanus Pregnant Women,1457,,
Chandrapur,2012,Bhadravati,Rural,BCG,867,,
Chandrapur,2012,Bhadravati,Rural,D.T,1371,,
Chandrapur,2012,Bhadravati,Rural,DPT,1456,,
Chandrapur,2012,Bhadravati,Rural,Measles,1324,,
Chandrapur,2012,Bhadravati,Rural,Polio,1456,,
Chandrapur,2012,Bhadravati,Rural,Tetanus 10 years,2890,,
Chandrapur,2012,Bhadravati,Rural,Tetanus 16 years,1649,,
Chandrapur,2012,Bhadravati,Rural,Tetanus Pregnant Women,1367,,
Chandrapur,2012,Bhadravati,Total,BCG,1645,,
Chandrapur,2012,Bhadravati,Total,D.T,1922,,
Chandrapur,2012,Bhadravati,Total,DPT,2206,,
Chandrapur,2012,Bhadravati,Total,Measles,2105,,
Chandrapur,2012,Bhadravati,Total,Polio,2206,,
Chandrapur,2012,Bhadravati,Total,Tetanus 10 years,3976,,
Chandrapur,2012,Bhadravati,Total,Tetanus 16 years,2600,,
Chandrapur,2012,Bhadravati,Total,Tetanus Pregnant Women,1790,,
Gadchiroli,2012,Bhamragad,Rural,BCG,631,,
Gadchiroli,2012,Bhamragad,Rural,D.T,731,,
Gadchiroli,2012,Bhamragad,Rural,DPT,676,,
Gadchiroli,2012,Bhamragad,Rural,Measles,690,,
Gadchiroli,2012,Bhamragad,Rural,Polio,676,,
Gadchiroli,2012,Bhamragad,Rural,Tetanus 10 years,663,,
Gadchiroli,2012,Bhamragad,Rural,Tetanus 16 years,718,,
Gadchiroli,2012,Bhamragad,Rural,Tetanus Pregnant Women,770,,
Gadchiroli,2012,Bhamragad,Total,BCG,631,,
Gadchiroli,2012,Bhamragad,Total,D.T,731,,
Gadchiroli,2012,Bhamragad,Total,DPT,676,,
Gadchiroli,2012,Bhamragad,Total,Measles,690,,
Gadchiroli,2012,Bhamragad,Total,Polio,676,,
Gadchiroli,2012,Bhamragad,Total,Tetanus 10 years,663,,
Gadchiroli,2012,Bhamragad,Total,Tetanus 16 years,718,,
Gadchiroli,2012,Bhamragad,Total,Tetanus Pregnant Women,770,,
Bhandara,2012,Bhandara,Rural,BCG,1521,,
Bhandara,2012,Bhandara,Rural,D.T,2645,,
Bhandara,2012,Bhandara,Rural,DPT,2863,,
Bhandara,2012,Bhandara,Rural,Measles,2937,,
Bhandara,2012,Bhandara,Rural,Polio,2863,,
Bhandara,2012,Bhandara,Total,BCG,7299,,
Bhandara,2012,Bhandara,Total,D.T,4074,,
Bhandara,2012,Bhandara,Total,DPT,4648,,
Bhandara,2012,Bhandara,Total,Measles,4610,,
Bhandara,2012,Bhandara,Total,Polio,4648,,
Amravati,2012,Bhatkuli,Rural,BCG,1454,,
Amravati,2012,Bhatkuli,Rural,D.T,0,,
Amravati,2012,Bhatkuli,Rural,DPT,1541,,
Amravati,2012,Bhatkuli,Rural,Measles,1530,,
Amravati,2012,Bhatkuli,Rural,Polio,1541,,
Amravati,2012,Bhatkuli,Total,BCG,1454,,
Amravati,2012,Bhatkuli,Total,D.T,0,,
Amravati,2012,Bhatkuli,Total,DPT,1541,,
Amravati,2012,Bhatkuli,Total,Measles,1530,,
Amravati,2012,Bhatkuli,Total,Polio,1541,,
Thane,2012,Bhivandi,Rural,BCG,8272,,
Thane,2012,Bhivandi,Rural,D.T,6876,,
Thane,2012,Bhivandi,Rural,DPT,7339,,
Thane,2012,Bhivandi,Rural,Measles,7547,,
Thane,2012,Bhivandi,Rural,Polio,7339,,
Thane,2012,Bhivandi,Rural,Tetanus 10 years,8117,,
Thane,2012,Bhivandi,Rural,Tetanus 16 years,8090,,
Thane,2012,Bhivandi,Rural,Tetanus Pregnant Women,9974,,
Thane,2012,Bhivandi,Total,BCG,18506,,
Thane,2012,Bhivandi,Total,D.T,10972,,
Thane,2012,Bhivandi,Total,DPT,25068,,
Thane,2012,Bhivandi,Total,Measles,12504,,
Thane,2012,Bhivandi,Total,Polio,25068,,
Thane,2012,Bhivandi,Total,Tetanus 10 years,12717,,
Thane,2012,Bhivandi,Total,Tetanus 16 years,12979,,
Thane,2012,Bhivandi,Total,Tetanus Pregnant Women,19325,,
Nagpur,2012,Bhiwapur,Rural,BCG,8875,,
Nagpur,2012,Bhiwapur,Rural,D.T,1266,,
Nagpur,2012,Bhiwapur,Rural,DPT,1143,,
Nagpur,2012,Bhiwapur,Rural,Measles,1157,,
Nagpur,2012,Bhiwapur,Rural,Polio,1143,,
Nagpur,2012,Bhiwapur,Rural,Tetanus 10 years,1295,,
Nagpur,2012,Bhiwapur,Rural,Tetanus 16 years,1314,,
Nagpur,2012,Bhiwapur,Rural,Tetanus Pregnant Women,1369,,
Nagpur,2012,Bhiwapur,Total,BCG,9086,,
Nagpur,2012,Bhiwapur,Total,D.T,1271,,
Nagpur,2012,Bhiwapur,Total,DPT,1185,,
Nagpur,2012,Bhiwapur,Total,Measles,1224,,
Nagpur,2012,Bhiwapur,Total,Polio,1185,,
Nagpur,2012,Bhiwapur,Total,Tetanus 10 years,1355,,
Nagpur,2012,Bhiwapur,Total,Tetanus 16 years,1369,,
Nagpur,2012,Bhiwapur,Total,Tetanus Pregnant Women,1483,,
Pune,2012,Bhor,Rural,BCG,2749,,
Pune,2012,Bhor,Rural,D.T,3125,,
Pune,2012,Bhor,Rural,DPT,2802,,
Pune,2012,Bhor,Rural,Measles,2787,,
Pune,2012,Bhor,Rural,Polio,2802,,
Pune,2012,Bhor,Rural,Tetanus 10 years,3385,,
Pune,2012,Bhor,Rural,Tetanus 16 years,3724,,
Pune,2012,Bhor,Rural,Tetanus Pregnant Women,3043,,
Pune,2012,Bhor,Total,BCG,3595,,
Pune,2012,Bhor,Total,D.T,3125,,
Pune,2012,Bhor,Total,DPT,2956,,
Pune,2012,Bhor,Total,Measles,3008,,
Pune,2012,Bhor,Total,Polio,2956,,
Pune,2012,Bhor,Total,Tetanus 10 years,3385,,
Pune,2012,Bhor,Total,Tetanus 16 years,3724,,
Pune,2012,Bhor,Total,Tetanus Pregnant Women,3695,,
Pune,2012,Bhor,Urban,BCG,846,,
Pune,2012,Bhor,Urban,D.T,0,,
Pune,2012,Bhor,Urban,DPT,154,,
Pune,2012,Bhor,Urban,Measles,221,,
Pune,2012,Bhor,Urban,Polio,154,,
Pune,2012,Bhor,Urban,Tetanus 10 years,0,,
Pune,2012,Bhor,Urban,Tetanus 16 years,0,,
Pune,2012,Bhor,Urban,Tetanus Pregnant Women,652,,
Kolhapur,2012,Bhudargad,Rural,BCG,2130,,
Kolhapur,2012,Bhudargad,Rural,D.T,1782,,
Kolhapur,2012,Bhudargad,Rural,DPT,2327,,
Kolhapur,2012,Bhudargad,Rural,Measles,2284,,
Kolhapur,2012,Bhudargad,Rural,Polio,2327,,
Kolhapur,2012,Bhudargad,Rural,Tetanus 10 years,1971,,
Kolhapur,2012,Bhudargad,Rural,Tetanus 16 years,2744,,
Kolhapur,2012,Bhudargad,Rural,Tetanus Pregnant Women,2140,,
Kolhapur,2012,Bhudargad,Total,BCG,2130,,
Kolhapur,2012,Bhudargad,Total,D.T,1782,,
Kolhapur,2012,Bhudargad,Total,DPT,2327,,
Kolhapur,2012,Bhudargad,Total,Measles,2284,,
Kolhapur,2012,Bhudargad,Total,Polio,2327,,
Kolhapur,2012,Bhudargad,Total,Tetanus 10 years,1971,,
Kolhapur,2012,Bhudargad,Total,Tetanus 16 years,2744,,
Kolhapur,2012,Bhudargad,Total,Tetanus Pregnant Women,2140,,
Dharashiv,2012,Bhum,Rural,BCG,2089,,
Dharashiv,2012,Bhum,Rural,D.T,1550,,
Dharashiv,2012,Bhum,Rural,DPT,1890,,
Dharashiv,2012,Bhum,Rural,Measles,1885,,
Dharashiv,2012,Bhum,Rural,Polio,1890,,
Dharashiv,2012,Bhum,Rural,Tetanus 10 years,1825,,
Dharashiv,2012,Bhum,Rural,Tetanus 16 years,1853,,
Dharashiv,2012,Bhum,Rural,Tetanus Pregnant Women,2013,,
Dharashiv,2012,Bhum,Total,BCG,2639,,
Dharashiv,2012,Bhum,Total,D.T,2219,,
Dharashiv,2012,Bhum,Total,DPT,2326,,
Dharashiv,2012,Bhum,Total,Measles,2299,,
Dharashiv,2012,Bhum,Total,Polio,2326,,
Dharashiv,2012,Bhum,Total,Tetanus 10 years,2209,,
Dharashiv,2012,Bhum,Total,Tetanus 16 years,2338,,
Dharashiv,2012,Bhum,Total,Tetanus Pregnant Women,2373,,
Chandrapur,2012,Bramhapuri,Rural,BCG,1381,,
Chandrapur,2012,Bramhapuri,Rural,D.T,1758,,
Chandrapur,2012,Bramhapuri,Rural,DPT,2105,,
Chandrapur,2012,Bramhapuri,Rural,Measles,1983,,
Chandrapur,2012,Bramhapuri,Rural,Polio,2105,,
Chandrapur,2012,Bramhapuri,Rural,Tetanus 10 years,2321,,
Chandrapur,2012,Bramhapuri,Rural,Tetanus 16 years,2583,,
Chandrapur,2012,Bramhapuri,Rural,Tetanus Pregnant Women,1914,,
Chandrapur,2012,Bramhapuri,Total,BCG,1798,,
Chandrapur,2012,Bramhapuri,Total,D.T,2236,,
Chandrapur,2012,Bramhapuri,Total,DPT,2614,,
Chandrapur,2012,Bramhapuri,Total,Measles,2514,,
Chandrapur,2012,Bramhapuri,Total,Polio,2629,,
Chandrapur,2012,Bramhapuri,Total,Tetanus 10 years,2928,,
Chandrapur,2012,Bramhapuri,Total,Tetanus 16 years,3701,,
Chandrapur,2012,Bramhapuri,Total,Tetanus Pregnant Women,2253,,
Latur,2012,Chakur,Rural,BCG,3258,,
Latur,2012,Chakur,Rural,D.T,3101,,
Latur,2012,Chakur,Rural,DPT,3246,,
Latur,2012,Chakur,Rural,Measles,3243,,
Latur,2012,Chakur,Rural,Polio,3246,,
Latur,2012,Chakur,Rural,Tetanus 10 years,3739,,
Latur,2012,Chakur,Rural,Tetanus 16 years,3552,,
Latur,2012,Chakur,Rural,Tetanus Pregnant Women,3597,,
Latur,2012,Chakur,Total,BCG,3258,,
Latur,2012,Chakur,Total,D.T,3101,,
Latur,2012,Chakur,Total,DPT,3246,,
Latur,2012,Chakur,Total,Measles,3243,,
Latur,2012,Chakur,Total,Polio,3246,,
Latur,2012,Chakur,Total,Tetanus 10 years,3739,,
Latur,2012,Chakur,Total,Tetanus 16 years,3552,,
Latur,2012,Chakur,Total,Tetanus Pregnant Women,3597,,
Kolhapur,2012,Chandgad,Rural,BCG,3276,,
Kolhapur,2012,Chandgad,Rural,D.T,2847,,
Kolhapur,2012,Chandgad,Rural,DPT,3250,,
Kolhapur,2012,Chandgad,Rural,Measles,3351,,
Kolhapur,2012,Chandgad,Rural,Polio,3250,,
Kolhapur,2012,Chandgad,Rural,Tetanus 10 years,3258,,
Kolhapur,2012,Chandgad,Rural,Tetanus 16 years,3503,,
Kolhapur,2012,Chandgad,Rural,Tetanus Pregnant Women,2904,,
Kolhapur,2012,Chandgad,Total,BCG,3276,,
Kolhapur,2012,Chandgad,Total,D.T,2847,,
Kolhapur,2012,Chandgad,Total,DPT,3250,,
Kolhapur,2012,Chandgad,Total,Measles,3351,,
Kolhapur,2012,Chandgad,Total,Polio,3250,,
Kolhapur,2012,Chandgad,Total,Tetanus 10 years,3258,,
Kolhapur,2012,Chandgad,Total,Tetanus 16 years,3503,,
Kolhapur,2012,Chandgad,Total,Tetanus Pregnant Women,2904,,
Chandrapur,2012,Chandrapur,Rural,BCG,1018,,
Chandrapur,2012,Chandrapur,Rural,D.T,1950,,
Chandrapur,2012,Chandrapur,Rural,DPT,1999,,
Chandrapur,2012,Chandrapur,Rural,Measles,2021,,
Chandrapur,2012,Chandrapur,Rural,Polio,1999,,
Chandrapur,2012,Chandrapur,Rural,Tetanus 10 years,2051,,
Chandrapur,2012,Chandrapur,Rural,Tetanus 16 years,2288,,
Chandrapur,2012,Chandrapur,Rural,Tetanus Pregnant Women,2162,,
Chandrapur,2012,Chandrapur,Total,BCG,9945,,
Chandrapur,2012,Chandrapur,Total,D.T,9075,,
Chandrapur,2012,Chandrapur,Total,DPT,8720,,
Chandrapur,2012,Chandrapur,Total,Measles,7951,,
Chandrapur,2012,Chandrapur,Total,Polio,8654,,
Chandrapur,2012,Chandrapur,Total,Tetanus 10 years,8696,,
Chandrapur,2012,Chandrapur,Total,Tetanus 16 years,8703,,
Chandrapur,2012,Chandrapur,Total,Tetanus Pregnant Women,7553,,
Amravati,2012,Chandur Railway,Rural,BCG,893,,
Amravati,2012,Chandur Railway,Rural,D.T,0,,
Amravati,2012,Chandur Railway,Rural,DPT,959,,
Amravati,2012,Chandur Railway,Rural,Measles,976,,
Amravati,2012,Chandur Railway,Rural,Polio,959,,
Amravati,2012,Chandur Railway,Total,BCG,1180,,
Amravati,2012,Chandur Railway,Total,D.T,298,,
Amravati,2012,Chandur Railway,Total,DPT,1245,,
Amravati,2012,Chandur Railway,Total,Measles,1288,,
Amravati,2012,Chandur Railway,Total,Polio,1245,,
Amravati,2012,Chandurbazar,Rural,BCG,2151,,
Amravati,2012,Chandurbazar,Rural,D.T,0,,
Amravati,2012,Chandurbazar,Rural,DPT,2366,,
Amravati,2012,Chandurbazar,Rural,Measles,2490,,
Amravati,2012,Chandurbazar,Rural,Polio,2366,,
Amravati,2012,Chandurbazar,Total,BCG,2702,,
Amravati,2012,Chandurbazar,Total,D.T,259,,
Amravati,2012,Chandurbazar,Total,DPT,2720,,
Amravati,2012,Chandurbazar,Total,Measles,2901,,
Amravati,2012,Chandurbazar,Total,Polio,2720,,
Nashik,2012,Chandwad,Rural,BCG,3800,,
Nashik,2012,Chandwad,Rural,D.T,3827,,
Nashik,2012,Chandwad,Rural,DPT,4005,,
Nashik,2012,Chandwad,Rural,Measles,3884,,
Nashik,2012,Chandwad,Rural,Polio,2306,,
Nashik,2012,Chandwad,Rural,Tetanus 10 years,4064,,
Nashik,2012,Chandwad,Rural,Tetanus 16 years,3808,,
Nashik,2012,Chandwad,Rural,Tetanus Pregnant Women,4109,,
Nashik,2012,Chandwad,Total,BCG,3800,,
Nashik,2012,Chandwad,Total,D.T,3827,,
Nashik,2012,Chandwad,Total,DPT,4005,,
Nashik,2012,Chandwad,Total,Measles,3884,,
Nashik,2012,Chandwad,Total,Polio,2306,,
Nashik,2012,Chandwad,Total,Tetanus 10 years,4064,,
Nashik,2012,Chandwad,Total,Tetanus 16 years,3808,,
Nashik,2012,Chandwad,Total,Tetanus Pregnant Women,4109,,
Amravati,2012,Chikhraldara,Rural,BCG,2248,,
Amravati,2012,Chikhraldara,Rural,D.T,0,,
Amravati,2012,Chikhraldara,Rural,DPT,2266,,
Amravati,2012,Chikhraldara,Rural,Measles,2373,,
Amravati,2012,Chikhraldara,Rural,Polio,2266,,
Amravati,2012,Chikhraldara,Total,BCG,2314,,
Amravati,2012,Chikhraldara,Total,D.T,97,,
Amravati,2012,Chikhraldara,Total,DPT,2317,,
Amravati,2012,Chikhraldara,Total,Measles,2437,,
Amravati,2012,Chikhraldara,Total,Polio,2317,,
Chandrapur,2012,Chimur,Rural,BCG,1617,,
Chandrapur,2012,Chimur,Rural,D.T,2464,,
Chandrapur,2012,Chimur,Rural,DPT,2267,,
Chandrapur,2012,Chimur,Rural,Measles,2282,,
Chandrapur,2012,Chimur,Rural,Polio,2267,,
Chandrapur,2012,Chimur,Rural,Tetanus 10 years,2704,,
Chandrapur,2012,Chimur,Rural,Tetanus 16 years,3064,,
Chandrapur,2012,Chimur,Rural,Tetanus Pregnant Women,2278,,
Chandrapur,2012,Chimur,Total,BCG,1617,,
Chandrapur,2012,Chimur,Total,D.T,2464,,
Chandrapur,2012,Chimur,Total,DPT,2267,,
Chandrapur,2012,Chimur,Total,Measles,2282,,
Chandrapur,2012,Chimur,Total,Polio,2267,,
Chandrapur,2012,Chimur,Total,Tetanus 10 years,2704,,
Chandrapur,2012,Chimur,Total,Tetanus 16 years,3064,,
Chandrapur,2012,Chimur,Total,Tetanus Pregnant Women,2278,,
Ratnagiri,2012,Chiplun,Rural,BCG,1567,,
Ratnagiri,2012,Chiplun,Rural,D.T,1797,,
