District,Year,Taluka,Select Variable,Percentage
Hingoli,2015,Aundha Na,Infants with Moderate Acute Malnutrition,6.7
Hingoli,2015,Aundha Na,Infants with Severe Acute Malnutrition,1.2
Hingoli,2015,Kalamanuri,Infants at Normal Weight,87.77
Hingoli,2015,Kalamanuri,Infants with Moderate Acute Malnutrition,10.03
Hingoli,2015,Kalamanuri,Infants with Severe Acute Malnutrition,2.19
Hingoli,2015,Vasamat,Infants at Normal Weight,90.08
Hingoli,2015,Vasamat,Infants with Moderate Acute Malnutrition,8.41
Hingoli,2015,Vasamat,Infants with Severe Acute Malnutrition,1.51
Hingoli,2017,Sengaon,Infants at Normal Weight,88.28
Hingoli,2017,Sengaon,Infants with Moderate Acute Malnutrition,9.74
Hingoli,2017,Sengaon,Infants with Severe Acute Malnutrition,1.98
Hingoli,2017,Hingoli,Infants at Normal Weight,87.2
Hingoli,2017,Hingoli,Infants with Moderate Acute Malnutrition,10.51
Hingoli,2017,Hingoli,Infants with Severe Acute Malnutrition,2.29
Hingoli,2017,Aundha Na,Infants at Normal Weight,87.78
Hingoli,2017,Aundha Na,Infants with Moderate Acute Malnutrition,10.18
Hingoli,2017,Aundha Na,Infants with Severe Acute Malnutrition,2.03
Hingoli,2017,Kalamanuri,Infants at Normal Weight,89.08
Hingoli,2017,Kalamanuri,Infants with Moderate Acute Malnutrition,8.73
Hingoli,2017,Kalamanuri,Infants with Severe Acute Malnutrition,2.19
Hingoli,2017,Vasamat,Infants at Normal Weight,90.69
Hingoli,2017,Vasamat,Infants with Moderate Acute Malnutrition,7.83
Hingoli,2017,Vasamat,Infants with Severe Acute Malnutrition,1.48
Hingoli,2018,Sengaon,Infants at Normal Weight,88.5
Hingoli,2018,Sengaon,Infants with Moderate Acute Malnutrition,9.81
Hingoli,2018,Sengaon,Infants with Severe Acute Malnutrition,1.7
Hingoli,2018,Hingoli,Infants at Normal Weight,87.59
Hingoli,2018,Hingoli,Infants with Moderate Acute Malnutrition,10.17
Hingoli,2018,Hingoli,Infants with Severe Acute Malnutrition,2.25
Hingoli,2018,Aundha Na,Infants at Normal Weight,87.76
Hingoli,2018,Aundha Na,Infants with Moderate Acute Malnutrition,10.49
Hingoli,2018,Aundha Na,Infants with Severe Acute Malnutrition,1.74
Hingoli,2018,Kalamanuri,Infants at Normal Weight,87.5
Hingoli,2018,Kalamanuri,Infants with Moderate Acute Malnutrition,10.46
Hingoli,2018,Kalamanuri,Infants with Severe Acute Malnutrition,2.03
Hingoli,2018,Vasamat,Infants at Normal Weight,92.01
Hingoli,2018,Vasamat,Infants with Moderate Acute Malnutrition,6.83
Hingoli,2018,Vasamat,Infants with Severe Acute Malnutrition,1.16
Hingoli,2019,Sengaon,Infants at Normal Weight,89.65
Hingoli,2019,Sengaon,Infants with Moderate Acute Malnutrition,8.85
Hingoli,2019,Sengaon,Infants with Severe Acute Malnutrition,1.5
Hingoli,2019,Hingoli,Infants at Normal Weight,87.22
Hingoli,2019,Hingoli,Infants with Moderate Acute Malnutrition,10.07
Hingoli,2019,Hingoli,Infants with Severe Acute Malnutrition,2.72
Hingoli,2019,Aundha Na,Infants at Normal Weight,84.39
Hingoli,2019,Aundha Na,Infants with Moderate Acute Malnutrition,12.88
Hingoli,2019,Aundha Na,Infants with Severe Acute Malnutrition,2.73
Hingoli,2019,Kalamanuri,Infants at Normal Weight,84.75
Hingoli,2019,Kalamanuri,Infants with Moderate Acute Malnutrition,13.01
Hingoli,2019,Kalamanuri,Infants with Severe Acute Malnutrition,2.24
Hingoli,2019,Vasamat,Infants at Normal Weight,91.34
Hingoli,2019,Vasamat,Infants with Moderate Acute Malnutrition,7.23
Hingoli,2019,Vasamat,Infants with Severe Acute Malnutrition,1.43
Hingoli,2020,Sengaon,Infants at Normal Weight,91
Hingoli,2020,Sengaon,Infants with Moderate Acute Malnutrition,7.88
Hingoli,2020,Sengaon,Infants with Severe Acute Malnutrition,1.12
Hingoli,2020,Hingoli,Infants at Normal Weight,90.6
Hingoli,2020,Hingoli,Infants with Moderate Acute Malnutrition,7.91
Hingoli,2020,Hingoli,Infants with Severe Acute Malnutrition,1.49
Hingoli,2020,Aundha Na,Infants at Normal Weight,88.29
Hingoli,2020,Aundha Na,Infants with Moderate Acute Malnutrition,10.04
Hingoli,2020,Aundha Na,Infants with Severe Acute Malnutrition,1.68
Hingoli,2020,Kalamanuri,Infants at Normal Weight,92.31
Hingoli,2020,Kalamanuri,Infants with Moderate Acute Malnutrition,6.76
Hingoli,2020,Kalamanuri,Infants with Severe Acute Malnutrition,0.93
Hingoli,2020,Vasamat,Infants at Normal Weight,91.14
Hingoli,2020,Vasamat,Infants with Moderate Acute Malnutrition,7.72
Hingoli,2020,Vasamat,Infants with Severe Acute Malnutrition,1.14
Hingoli,2021,Sengaon,Infants at Normal Weight,93.36
Hingoli,2021,Sengaon,Infants with Moderate Acute Malnutrition,5.86
Hingoli,2021,Sengaon,Infants with Severe Acute Malnutrition,0.78
Hingoli,2021,Hingoli,Infants at Normal Weight,99.46
Hingoli,2021,Hingoli,Infants with Moderate Acute Malnutrition,0.39
Hingoli,2021,Hingoli,Infants with Severe Acute Malnutrition,0.15
Hingoli,2021,Aundha Na,Infants at Normal Weight,99.55
Hingoli,2021,Aundha Na,Infants with Moderate Acute Malnutrition,0.3
Hingoli,2021,Aundha Na,Infants with Severe Acute Malnutrition,0.15
Hingoli,2021,Kalamanuri,Infants at Normal Weight,94.94
Hingoli,2021,Kalamanuri,Infants with Moderate Acute Malnutrition,4.5
Hingoli,2021,Kalamanuri,Infants with Severe Acute Malnutrition,0.56
Hingoli,2021,Vasamat,Infants at Normal Weight,92.45
Hingoli,2021,Vasamat,Infants with Moderate Acute Malnutrition,6.48
Hingoli,2021,Vasamat,Infants with Severe Acute Malnutrition,1.07
Jalna,2013,Bhokardan,Infants at Normal Weight,94.55
Jalna,2013,Bhokardan,Infants with Moderate Acute Malnutrition,4.83
Jalna,2013,Bhokardan,Infants with Severe Acute Malnutrition,0.62
Jalna,2013,Jaffrabad,Infants at Normal Weight,95.29
Jalna,2013,Jaffrabad,Infants with Moderate Acute Malnutrition,4.15
Jalna,2013,Jaffrabad,Infants with Severe Acute Malnutrition,0.57
Jalna,2013,Jalna,Infants at Normal Weight,86.2
Jalna,2013,Jalna,Infants with Moderate Acute Malnutrition,11.71
Jalna,2013,Jalna,Infants with Severe Acute Malnutrition,2.09
Jalna,2013,Badnapur,Infants at Normal Weight,93.4
Jalna,2013,Badnapur,Infants with Moderate Acute Malnutrition,5.36
Jalna,2013,Badnapur,Infants with Severe Acute Malnutrition,1.23
Jalna,2013,Ambad,Infants at Normal Weight,94.77
Jalna,2013,Ambad,Infants with Moderate Acute Malnutrition,4.41
Jalna,2013,Ambad,Infants with Severe Acute Malnutrition,0.81
Jalna,2013,Ghansawangi,Infants at Normal Weight,95
Jalna,2013,Ghansawangi,Infants with Moderate Acute Malnutrition,4.43
Jalna,2013,Ghansawangi,Infants with Severe Acute Malnutrition,0.57
Jalna,2013,Partur,Infants at Normal Weight,92.68
Jalna,2013,Partur,Infants with Moderate Acute Malnutrition,6.1
Jalna,2013,Partur,Infants with Severe Acute Malnutrition,1.22
Jalna,2013,Mantha,Infants at Normal Weight,92.79
Jalna,2013,Mantha,Infants with Moderate Acute Malnutrition,6.38
Jalna,2013,Mantha,Infants with Severe Acute Malnutrition,0.82
Jalna,2014,Bhokardan,Infants at Normal Weight,92.61
Jalna,2014,Bhokardan,Infants with Moderate Acute Malnutrition,6.18
Jalna,2014,Bhokardan,Infants with Severe Acute Malnutrition,0.86
Jalna,2014,Jaffrabad,Infants at Normal Weight,96.3
Jalna,2014,Jaffrabad,Infants with Moderate Acute Malnutrition,3.15
Jalna,2014,Jaffrabad,Infants with Severe Acute Malnutrition,0.55
Jalna,2014,Jalna,Infants at Normal Weight,62.37
Jalna,2014,Jalna,Infants with Moderate Acute Malnutrition,11.34
Jalna,2014,Jalna,Infants with Severe Acute Malnutrition,1.78
Jalna,2014,Badnapur,Infants at Normal Weight,93.01
Jalna,2014,Badnapur,Infants with Moderate Acute Malnutrition,5.99
Jalna,2014,Badnapur,Infants with Severe Acute Malnutrition,1
Jalna,2014,Ambad,Infants at Normal Weight,95.42
Jalna,2014,Ambad,Infants with Moderate Acute Malnutrition,3.82
Jalna,2014,Ambad,Infants with Severe Acute Malnutrition,0.76
Jalna,2014,Ghansawangi,Infants at Normal Weight,95.59
Jalna,2014,Ghansawangi,Infants with Moderate Acute Malnutrition,3.84
Jalna,2014,Ghansawangi,Infants with Severe Acute Malnutrition,0.57
Jalna,2014,Partur,Infants at Normal Weight,92.18
Jalna,2014,Partur,Infants with Moderate Acute Malnutrition,6.5
Jalna,2014,Partur,Infants with Severe Acute Malnutrition,1.31
Jalna,2014,Mantha,Infants at Normal Weight,94.01
Jalna,2014,Mantha,Infants with Moderate Acute Malnutrition,5.47
Jalna,2014,Mantha,Infants with Severe Acute Malnutrition,0.51
Jalna,2015,Bhokardan,Infants at Normal Weight,93.69
Jalna,2015,Bhokardan,Infants with Moderate Acute Malnutrition,5.59
Jalna,2015,Bhokardan,Infants with Severe Acute Malnutrition,0.72
Jalna,2015,Jaffrabad,Infants at Normal Weight,111.23
Jalna,2015,Jaffrabad,Infants with Moderate Acute Malnutrition,4.21
Jalna,2015,Jaffrabad,Infants with Severe Acute Malnutrition,0.54
Jalna,2015,Jalna,Infants at Normal Weight,86.77
Jalna,2015,Jalna,Infants with Moderate Acute Malnutrition,11.57
Jalna,2015,Jalna,Infants with Severe Acute Malnutrition,1.66
Jalna,2015,Badnapur,Infants at Normal Weight,94.67
Jalna,2015,Badnapur,Infants with Moderate Acute Malnutrition,4.63
Jalna,2015,Badnapur,Infants with Severe Acute Malnutrition,0.7
Jalna,2015,Ambad,Infants at Normal Weight,97.64
Jalna,2015,Ambad,Infants with Moderate Acute Malnutrition,3.76
Jalna,2015,Ambad,Infants with Severe Acute Malnutrition,0.65
Jalna,2015,Ghansawangi,Infants at Normal Weight,95.64
Jalna,2015,Ghansawangi,Infants with Moderate Acute Malnutrition,3.96
Jalna,2015,Ghansawangi,Infants with Severe Acute Malnutrition,0.41
Jalna,2015,Partur,Infants at Normal Weight,93.84
Jalna,2015,Partur,Infants with Moderate Acute Malnutrition,5.25
Jalna,2015,Partur,Infants with Severe Acute Malnutrition,0.91
Jalna,2015,Mantha,Infants at Normal Weight,93.79
Jalna,2015,Mantha,Infants with Moderate Acute Malnutrition,5.42
Jalna,2015,Mantha,Infants with Severe Acute Malnutrition,0.78
Jalna,2017,Bhokardan,Infants at Normal Weight,94.68
Jalna,2017,Bhokardan,Infants with Moderate Acute Malnutrition,4.66
Jalna,2017,Bhokardan,Infants with Severe Acute Malnutrition,0.65
Jalna,2017,Jaffrabad,Infants at Normal Weight,95.91
Jalna,2017,Jaffrabad,Infants with Moderate Acute Malnutrition,3.65
Jalna,2017,Jaffrabad,Infants with Severe Acute Malnutrition,0.43
Jalna,2017,Jalna,Infants at Normal Weight,90.75
Jalna,2017,Jalna,Infants with Moderate Acute Malnutrition,7.85
Jalna,2017,Jalna,Infants with Severe Acute Malnutrition,1.4
Jalna,2017,Badnapur,Infants at Normal Weight,93.95
Jalna,2017,Badnapur,Infants with Moderate Acute Malnutrition,5.02
Jalna,2017,Badnapur,Infants with Severe Acute Malnutrition,1.03
Jalna,2017,Ambad,Infants at Normal Weight,94.89
Jalna,2017,Ambad,Infants with Moderate Acute Malnutrition,4.3
Jalna,2017,Ambad,Infants with Severe Acute Malnutrition,0.81
Jalna,2017,Ghansawangi,Infants at Normal Weight,94.72
Jalna,2017,Ghansawangi,Infants with Moderate Acute Malnutrition,4.75
Jalna,2017,Ghansawangi,Infants with Severe Acute Malnutrition,0.53
Jalna,2017,Partur,Infants at Normal Weight,92.4
Jalna,2017,Partur,Infants with Moderate Acute Malnutrition,6.48
Jalna,2017,Partur,Infants with Severe Acute Malnutrition,1.12
Jalna,2017,Mantha,Infants at Normal Weight,91.14
Jalna,2017,Mantha,Infants with Moderate Acute Malnutrition,5.49
Jalna,2017,Mantha,Infants with Severe Acute Malnutrition,3.37
Jalna,2019,Bhokardan,Infants at Normal Weight,92.32
Jalna,2019,Bhokardan,Infants with Moderate Acute Malnutrition,6.77
Jalna,2019,Bhokardan,Infants with Severe Acute Malnutrition,0.91
Jalna,2019,Jaffrabad,Infants at Normal Weight,95.06
Jalna,2019,Jaffrabad,Infants with Moderate Acute Malnutrition,4.27
Jalna,2019,Jaffrabad,Infants with Severe Acute Malnutrition,0.67
Jalna,2019,Jalna,Infants at Normal Weight,84.12
Jalna,2019,Jalna,Infants with Moderate Acute Malnutrition,13.28
Jalna,2019,Jalna,Infants with Severe Acute Malnutrition,2.6
Jalna,2019,Badnapur,Infants at Normal Weight,91.86
Jalna,2019,Badnapur,Infants with Moderate Acute Malnutrition,6.58
Jalna,2019,Badnapur,Infants with Severe Acute Malnutrition,1.56
Jalna,2019,Ambad,Infants at Normal Weight,81.5
Jalna,2019,Ambad,Infants with Moderate Acute Malnutrition,15.27
Jalna,2019,Ambad,Infants with Severe Acute Malnutrition,3.23
Jalna,2019,Ghansawangi,Infants at Normal Weight,94.51
Jalna,2019,Ghansawangi,Infants with Moderate Acute Malnutrition,4.72
Jalna,2019,Ghansawangi,Infants with Severe Acute Malnutrition,0.78
Jalna,2019,Partur,Infants at Normal Weight,90.74
Jalna,2019,Partur,Infants with Moderate Acute Malnutrition,7.7
Jalna,2019,Partur,Infants with Severe Acute Malnutrition,1.56
Jalna,2019,Mantha,Infants at Normal Weight,90.42
Jalna,2019,Mantha,Infants with Moderate Acute Malnutrition,9
Jalna,2019,Mantha,Infants with Severe Acute Malnutrition,0.58
Jalna,2020,Bhokardan,Infants at Normal Weight,94.62
Jalna,2020,Bhokardan,Infants with Moderate Acute Malnutrition,4.11
Jalna,2020,Bhokardan,Infants with Severe Acute Malnutrition,1.27
Jalna,2020,Jaffrabad,Infants at Normal Weight,96.85
Jalna,2020,Jaffrabad,Infants with Moderate Acute Malnutrition,2.95
Jalna,2020,Jaffrabad,Infants with Severe Acute Malnutrition,0.2
Jalna,2020,Jalna,Infants at Normal Weight,88.27
Jalna,2020,Jalna,Infants with Moderate Acute Malnutrition,10.63
Jalna,2020,Jalna,Infants with Severe Acute Malnutrition,1.1
Jalna,2020,Badnapur,Infants at Normal Weight,95.01
Jalna,2020,Badnapur,Infants with Moderate Acute Malnutrition,4.69
Jalna,2020,Badnapur,Infants with Severe Acute Malnutrition,0.3
Jalna,2020,Ambad,Infants at Normal Weight,93.71
Jalna,2020,Ambad,Infants with Moderate Acute Malnutrition,5.52
Jalna,2020,Ambad,Infants with Severe Acute Malnutrition,0.77
Jalna,2020,Ghansawangi,Infants at Normal Weight,96.11
Jalna,2020,Ghansawangi,Infants with Moderate Acute Malnutrition,3.53
Jalna,2020,Ghansawangi,Infants with Severe Acute Malnutrition,0.35
Jalna,2020,Partur,Infants at Normal Weight,91.1
Jalna,2020,Partur,Infants with Moderate Acute Malnutrition,7.96
Jalna,2020,Partur,Infants with Severe Acute Malnutrition,0.94
Jalna,2020,Mantha,Infants at Normal Weight,90.73
Jalna,2020,Mantha,Infants with Moderate Acute Malnutrition,8.71
Jalna,2020,Mantha,Infants with Severe Acute Malnutrition,0.56
Jalna,2021,Bhokardan,Infants at Normal Weight,95.96
Jalna,2021,Bhokardan,Infants with Moderate Acute Malnutrition,3.53
Jalna,2021,Bhokardan,Infants with Severe Acute Malnutrition,0.51
Jalna,2021,Jaffrabad,Infants at Normal Weight,96.91
Jalna,2021,Jaffrabad,Infants with Moderate Acute Malnutrition,2.72
Jalna,2021,Jaffrabad,Infants with Severe Acute Malnutrition,0.37
Jalna,2021,Jalna,Infants at Normal Weight,92.79
Jalna,2021,Jalna,Infants with Moderate Acute Malnutrition,6.24
Jalna,2021,Jalna,Infants with Severe Acute Malnutrition,0.96
Jalna,2021,Badnapur,Infants at Normal Weight,95.12
Jalna,2021,Badnapur,Infants with Moderate Acute Malnutrition,4.21
Jalna,2021,Badnapur,Infants with Severe Acute Malnutrition,0.67
Jalna,2021,Ambad,Infants at Normal Weight,95.99
Jalna,2021,Ambad,Infants with Moderate Acute Malnutrition,3.41
Jalna,2021,Ambad,Infants with Severe Acute Malnutrition,0.6
Jalna,2021,Ghansawangi,Infants at Normal Weight,96.29
Jalna,2021,Ghansawangi,Infants with Moderate Acute Malnutrition,3.24
Jalna,2021,Ghansawangi,Infants with Severe Acute Malnutrition,0.47
Jalna,2021,Partur,Infants at Normal Weight,91.32
Jalna,2021,Partur,Infants with Moderate Acute Malnutrition,7.85
Jalna,2021,Partur,Infants with Severe Acute Malnutrition,0.84
Jalna,2021,Mantha,Infants at Normal Weight,91.18
Jalna,2021,Mantha,Infants with Moderate Acute Malnutrition,8.24
Jalna,2021,Mantha,Infants with Severe Acute Malnutrition,0.57
Kolhapur,2012,Shahuwadi,Infants at Normal Weight,95.36
Kolhapur,2012,Shahuwadi,Infants with Moderate Acute Malnutrition,4.14
Kolhapur,2012,Shahuwadi,Infants with Severe Acute Malnutrition,0.5
Kolhapur,2012,Panhala,Infants at Normal Weight,92.77
Kolhapur,2012,Panhala,Infants with Moderate Acute Malnutrition,6.31
Kolhapur,2012,Panhala,Infants with Severe Acute Malnutrition,0.93
Kolhapur,2012,Hatkanangale,Infants at Normal Weight,89.18
Kolhapur,2012,Hatkanangale,Infants with Moderate Acute Malnutrition,9.68
Kolhapur,2012,Hatkanangale,Infants with Severe Acute Malnutrition,1.14
Kolhapur,2012,Shirol,Infants at Normal Weight,93.44
Kolhapur,2012,Shirol,Infants with Moderate Acute Malnutrition,5.49
Kolhapur,2012,Shirol,Infants with Severe Acute Malnutrition,1.07
Kolhapur,2012,Karveer,Infants at Normal Weight,93.64
Kolhapur,2012,Karveer,Infants with Moderate Acute Malnutrition,5.73
Kolhapur,2012,Karveer,Infants with Severe Acute Malnutrition,0.63
Kolhapur,2012,Gaganbavada,Infants at Normal Weight,94.69
Kolhapur,2012,Gaganbavada,Infants with Moderate Acute Malnutrition,4.7
Kolhapur,2012,Gaganbavada,Infants with Severe Acute Malnutrition,0.61
Kolhapur,2012,Radhanagari,Infants at Normal Weight,95.65
Kolhapur,2012,Radhanagari,Infants with Moderate Acute Malnutrition,3.7
Kolhapur,2012,Radhanagari,Infants with Severe Acute Malnutrition,0.66
Kolhapur,2012,Kagal,Infants at Normal Weight,92.8
Kolhapur,2012,Kagal,Infants with Moderate Acute Malnutrition,6.36
Kolhapur,2012,Kagal,Infants with Severe Acute Malnutrition,0.84
Kolhapur,2012,Bhudargad,Infants at Normal Weight,97.89
Kolhapur,2012,Bhudargad,Infants with Moderate Acute Malnutrition,1.72
Kolhapur,2012,Bhudargad,Infants with Severe Acute Malnutrition,0.38
Kolhapur,2012,Ajara,Infants at Normal Weight,93.74
Kolhapur,2012,Ajara,Infants with Moderate Acute Malnutrition,5.42
Kolhapur,2012,Ajara,Infants with Severe Acute Malnutrition,0.85
Kolhapur,2012,Gadhinglaj,Infants at Normal Weight,96.11
Kolhapur,2012,Gadhinglaj,Infants with Moderate Acute Malnutrition,3.54
Kolhapur,2012,Gadhinglaj,Infants with Severe Acute Malnutrition,0.35
Kolhapur,2012,Chandgad,Infants at Normal Weight,93.75
Kolhapur,2012,Chandgad,Infants with Moderate Acute Malnutrition,5.55
Kolhapur,2012,Chandgad,Infants with Severe Acute Malnutrition,0.69
Kolhapur,2013,Shahuwadi,Infants at Normal Weight,93.13
Kolhapur,2013,Shahuwadi,Infants with Moderate Acute Malnutrition,6.11
Kolhapur,2013,Shahuwadi,Infants with Severe Acute Malnutrition,0.76
Kolhapur,2013,Panhala,Infants at Normal Weight,93.61
Kolhapur,2013,Panhala,Infants with Moderate Acute Malnutrition,5.51
Kolhapur,2013,Panhala,Infants with Severe Acute Malnutrition,0.89
Kolhapur,2013,Hatkanangale,Infants at Normal Weight,90.74
Kolhapur,2013,Hatkanangale,Infants with Moderate Acute Malnutrition,8.15
Kolhapur,2013,Hatkanangale,Infants with Severe Acute Malnutrition,1.11
Kolhapur,2013,Shirol,Infants at Normal Weight,94.87
Kolhapur,2013,Shirol,Infants with Moderate Acute Malnutrition,4.2
Kolhapur,2013,Shirol,Infants with Severe Acute Malnutrition,0.93
Kolhapur,2013,Karveer,Infants at Normal Weight,92.75
Kolhapur,2013,Karveer,Infants with Moderate Acute Malnutrition,6.42
Kolhapur,2013,Karveer,Infants with Severe Acute Malnutrition,0.83
Kolhapur,2013,Gaganbavada,Infants at Normal Weight,91.64
Kolhapur,2013,Gaganbavada,Infants with Moderate Acute Malnutrition,7.2
Kolhapur,2013,Gaganbavada,Infants with Severe Acute Malnutrition,1.16
Kolhapur,2013,Radhanagari,Infants at Normal Weight,96.64
Kolhapur,2013,Radhanagari,Infants with Moderate Acute Malnutrition,2.92
Kolhapur,2013,Radhanagari,Infants with Severe Acute Malnutrition,0.44
Kolhapur,2013,Kagal,Infants at Normal Weight,94.49
Kolhapur,2013,Kagal,Infants with Moderate Acute Malnutrition,5.13
Kolhapur,2013,Kagal,Infants with Severe Acute Malnutrition,0.38
Kolhapur,2013,Bhudargad,Infants at Normal Weight,95.71
Kolhapur,2013,Bhudargad,Infants with Moderate Acute Malnutrition,3.84
Kolhapur,2013,Bhudargad,Infants with Severe Acute Malnutrition,0.45
Kolhapur,2013,Ajara,Infants at Normal Weight,93.4
Kolhapur,2013,Ajara,Infants with Moderate Acute Malnutrition,5.96
Kolhapur,2013,Ajara,Infants with Severe Acute Malnutrition,0.64
Kolhapur,2013,Gadhinglaj,Infants at Normal Weight,94.77
Kolhapur,2013,Gadhinglaj,Infants with Moderate Acute Malnutrition,4.68
Kolhapur,2013,Gadhinglaj,Infants with Severe Acute Malnutrition,0.55
Kolhapur,2013,Chandgad,Infants at Normal Weight,92.04
Kolhapur,2013,Chandgad,Infants with Moderate Acute Malnutrition,6.14
Kolhapur,2013,Chandgad,Infants with Severe Acute Malnutrition,0.78
Kolhapur,2014,Shahuwadi,Infants at Normal Weight,96.24
Kolhapur,2014,Shahuwadi,Infants with Moderate Acute Malnutrition,3.3
Kolhapur,2014,Shahuwadi,Infants with Severe Acute Malnutrition,0.46
