District,Year,Taluka,Pollution Category ,Number of Industries 
Dharashiv,2012,Umaraga,Orange,39
Dharashiv,2012,Paranda,Green,38
Dharashiv,2012,Bhum,Green,24
Dharashiv,2012,Washi,Green,28
Dharashiv,2012,Kalamb,Green,54
Dharashiv,2012,Dharashiv,Green,98
Dharashiv,2012,Tuljapur,Green,34
Dharashiv,2012,Lohara,Green,22
Dharashiv,2012,Umaraga,Green,48
Dharashiv,2013,Paranda,Red,8
Dharashiv,2013,Bhum,Red,2
Dharashiv,2013,Washi,Red,6
Dharashiv,2013,Kalamb,Red,14
Dharashiv,2013,Dharashiv,Red,28
Dharashiv,2013,Tuljapur,Red,8
Dharashiv,2013,Lohara,Red,5
Dharashiv,2013,Umaraga,Red,14
Dharashiv,2013,Paranda,Orange,32
Dharashiv,2013,Bhum,Orange,28
Dharashiv,2013,Washi,Orange,24
Dharashiv,2013,Kalamb,Orange,28
Dharashiv,2013,Dharashiv,Orange,52
Dharashiv,2013,Tuljapur,Orange,30
Dharashiv,2013,Lohara,Orange,10
Dharashiv,2013,Umaraga,Orange,43
Dharashiv,2013,Paranda,Green,43
Dharashiv,2013,Bhum,Green,26
Dharashiv,2013,Washi,Green,28
Dharashiv,2013,Kalamb,Green,59
Dharashiv,2013,Dharashiv,Green,104
Dharashiv,2013,Tuljapur,Green,34
Dharashiv,2013,Lohara,Green,24
Dharashiv,2013,Umaraga,Green,52
Dharashiv,2014,Paranda,Red,11
Dharashiv,2014,Bhum,Red,5
Dharashiv,2014,Washi,Red,7
Dharashiv,2014,Kalamb,Red,16
Dharashiv,2014,Dharashiv,Red,35
Dharashiv,2014,Tuljapur,Red,11
Dharashiv,2014,Lohara,Red,7
Dharashiv,2014,Umaraga,Red,18
Dharashiv,2014,Paranda,Orange,35
Dharashiv,2014,Bhum,Orange,32
Dharashiv,2014,Washi,Orange,26
Dharashiv,2014,Kalamb,Orange,31
Dharashiv,2014,Dharashiv,Orange,62
Dharashiv,2014,Tuljapur,Orange,35
Dharashiv,2014,Lohara,Orange,13
Dharashiv,2014,Umaraga,Orange,48
Dharashiv,2014,Paranda,Green,48
Dharashiv,2014,Bhum,Green,29
Dharashiv,2014,Washi,Green,29
Dharashiv,2014,Kalamb,Green,62
Dharashiv,2014,Dharashiv,Green,114
Dharashiv,2014,Tuljapur,Green,42
Dharashiv,2014,Lohara,Green,27
Dharashiv,2014,Umaraga,Green,59
Dharashiv,2015,Paranda,Red,12
Dharashiv,2015,Bhum,Red,7
Dharashiv,2015,Washi,Red,7
Dharashiv,2015,Kalamb,Red,18
Dharashiv,2015,Dharashiv,Red,38
Dharashiv,2015,Tuljapur,Red,13
Dharashiv,2015,Lohara,Red,7
Dharashiv,2015,Umaraga,Red,20
Dharashiv,2015,Paranda,Orange,37
Dharashiv,2015,Bhum,Orange,33
Dharashiv,2015,Washi,Orange,27
Dharashiv,2015,Kalamb,Orange,34
Dharashiv,2015,Dharashiv,Orange,70
Dharashiv,2015,Tuljapur,Orange,38
Dharashiv,2015,Lohara,Orange,14
Dharashiv,2015,Umaraga,Orange,52
Dharashiv,2015,Paranda,Green,52
Dharashiv,2015,Bhum,Green,32
Dharashiv,2015,Washi,Green,33
Dharashiv,2015,Kalamb,Green,70
Dharashiv,2015,Dharashiv,Green,126
Dharashiv,2015,Tuljapur,Green,47
Dharashiv,2015,Lohara,Green,30
Dharashiv,2015,Umaraga,Green,67
Dharashiv,2016,Paranda,Red,12
Dharashiv,2016,Bhum,Red,7
Dharashiv,2016,Washi,Red,7
Dharashiv,2016,Kalamb,Red,18
Dharashiv,2016,Dharashiv,Red,40
Dharashiv,2016,Tuljapur,Red,14
Dharashiv,2016,Lohara,Red,7
Dharashiv,2016,Umaraga,Red,22
Dharashiv,2016,Paranda,Orange,38
Dharashiv,2016,Bhum,Orange,33
Dharashiv,2016,Washi,Orange,28
Dharashiv,2016,Kalamb,Orange,37
Dharashiv,2016,Dharashiv,Orange,72
Dharashiv,2016,Tuljapur,Orange,39
Dharashiv,2016,Lohara,Orange,16
Dharashiv,2016,Umaraga,Orange,56
Dharashiv,2016,Paranda,Green,53
Dharashiv,2016,Bhum,Green,33
Dharashiv,2016,Washi,Green,33
Dharashiv,2016,Kalamb,Green,72
Dharashiv,2016,Dharashiv,Green,129
Dharashiv,2016,Tuljapur,Green,49
Dharashiv,2016,Lohara,Green,33
Dharashiv,2016,Umaraga,Green,69
Dharashiv,2017,Paranda,Red,12
Dharashiv,2017,Bhum,Red,7
Dharashiv,2017,Washi,Red,7
Dharashiv,2017,Kalamb,Red,18
Dharashiv,2017,Dharashiv,Red,43
Dharashiv,2017,Tuljapur,Red,14
Dharashiv,2017,Lohara,Red,7
Dharashiv,2017,Umaraga,Red,24
Dharashiv,2017,Paranda,Orange,40
Dharashiv,2017,Bhum,Orange,32
Dharashiv,2017,Washi,Orange,28
Dharashiv,2017,Kalamb,Orange,41
Dharashiv,2017,Dharashiv,Orange,81
Dharashiv,2017,Tuljapur,Orange,42
Dharashiv,2017,Lohara,Orange,16
Dharashiv,2017,Umaraga,Orange,62
Dharashiv,2017,Paranda,Green,58
Dharashiv,2017,Bhum,Green,36
Dharashiv,2017,Washi,Green,33
Dharashiv,2017,Kalamb,Green,80
Dharashiv,2017,Dharashiv,Green,149
Dharashiv,2017,Tuljapur,Green,49
Dharashiv,2017,Lohara,Green,33
Dharashiv,2017,Umaraga,Green,77
Dharashiv,2018,Paranda,Red,12
Dharashiv,2018,Bhum,Red,7
Dharashiv,2018,Washi,Red,7
Dharashiv,2018,Kalamb,Red,18
Dharashiv,2018,Dharashiv,Red,43
Dharashiv,2018,Tuljapur,Red,14
Dharashiv,2018,Lohara,Red,7
Dharashiv,2018,Umaraga,Red,24
Dharashiv,2018,Paranda,Orange,40
Dharashiv,2018,Bhum,Orange,32
Dharashiv,2018,Washi,Orange,28
Dharashiv,2018,Kalamb,Orange,41
Dharashiv,2018,Dharashiv,Orange,81
Dharashiv,2018,Tuljapur,Orange,42
Dharashiv,2018,Lohara,Orange,16
Dharashiv,2018,Umaraga,Orange,62
Dharashiv,2018,Paranda,Green,44
Dharashiv,2018,Bhum,Green,34
Dharashiv,2018,Washi,Green,22
Dharashiv,2018,Kalamb,Green,64
Dharashiv,2018,Dharashiv,Green,118
Dharashiv,2018,Tuljapur,Green,42
Dharashiv,2018,Lohara,Green,27
Dharashiv,2018,Umaraga,Green,69
Dharashiv,2018,Paranda,White,16
Dharashiv,2018,Bhum,White,12
Dharashiv,2018,Washi,White,11
Dharashiv,2018,Kalamb,White,15
Dharashiv,2018,Dharashiv,White,22
Dharashiv,2018,Tuljapur,White,17
Dharashiv,2018,Lohara,White,8
Dharashiv,2018,Umaraga,White,13
Dharashiv,2019,Paranda,Red,12
Dharashiv,2019,Bhum,Red,8
Dharashiv,2019,Washi,Red,7
Dharashiv,2019,Kalamb,Red,18
Dharashiv,2019,Dharashiv,Red,44
Dharashiv,2019,Tuljapur,Red,14
Dharashiv,2019,Lohara,Red,7
Dharashiv,2019,Umaraga,Red,26
Dharashiv,2019,Paranda,Orange,42
Dharashiv,2019,Bhum,Orange,37
Dharashiv,2019,Washi,Orange,29
Dharashiv,2019,Kalamb,Orange,42
Dharashiv,2019,Dharashiv,Orange,83
Dharashiv,2019,Tuljapur,Orange,44
Dharashiv,2019,Lohara,Orange,17
Dharashiv,2019,Umaraga,Orange,67
Dharashiv,2019,Paranda,Green,43
Dharashiv,2019,Bhum,Green,28
Dharashiv,2019,Washi,Green,24
Dharashiv,2019,Kalamb,Green,62
Dharashiv,2019,Dharashiv,Green,124
Dharashiv,2019,Tuljapur,Green,41
Dharashiv,2019,Lohara,Green,26
Dharashiv,2019,Umaraga,Green,78
Dharashiv,2019,Paranda,White,19
Dharashiv,2019,Bhum,White,9
Dharashiv,2019,Washi,White,11
Dharashiv,2019,Kalamb,White,22
Dharashiv,2019,Dharashiv,White,29
Dharashiv,2019,Tuljapur,White,14
Dharashiv,2019,Lohara,White,11
Dharashiv,2019,Umaraga,White,19
Dharashiv,2020,Paranda,Red,7
Dharashiv,2020,Bhum,Red,5
Dharashiv,2020,Washi,Red,4
Dharashiv,2020,Kalamb,Red,12
Dharashiv,2020,Dharashiv,Red,28
Dharashiv,2020,Tuljapur,Red,9
Dharashiv,2020,Lohara,Red,3
Dharashiv,2020,Umaraga,Red,26
Dharashiv,2020,Paranda,Orange,48
Dharashiv,2020,Bhum,Orange,44
Dharashiv,2020,Washi,Orange,33
Dharashiv,2020,Kalamb,Orange,49
Dharashiv,2020,Dharashiv,Orange,93
Dharashiv,2020,Tuljapur,Orange,51
Dharashiv,2020,Lohara,Orange,21
Dharashiv,2020,Umaraga,Orange,71
Dharashiv,2020,Paranda,Green,49
Dharashiv,2020,Bhum,Green,29
Dharashiv,2020,Washi,Green,26
Dharashiv,2020,Kalamb,Green,69
Dharashiv,2020,Dharashiv,Green,144
Dharashiv,2020,Tuljapur,Green,44
Dharashiv,2020,Lohara,Green,27
Dharashiv,2020,Umaraga,Green,85
Dharashiv,2020,Paranda,White,12
Dharashiv,2020,Bhum,White,7
Dharashiv,2020,Washi,White,9
Dharashiv,2020,Kalamb,White,15
Dharashiv,2020,Dharashiv,White,18
Dharashiv,2020,Tuljapur,White,12
Dharashiv,2020,Lohara,White,10
Dharashiv,2020,Umaraga,White,14
Dharashiv,2021,Paranda,Red,7
Dharashiv,2021,Bhum,Red,5
Dharashiv,2021,Washi,Red,4
Dharashiv,2021,Kalamb,Red,12
Dharashiv,2021,Dharashiv,Red,25
Dharashiv,2021,Tuljapur,Red,6
Dharashiv,2021,Lohara,Red,3
Dharashiv,2021,Umaraga,Red,23
Dharashiv,2021,Paranda,Orange,21
Dharashiv,2021,Bhum,Orange,34
Dharashiv,2021,Washi,Orange,33
Dharashiv,2021,Kalamb,Orange,34
Dharashiv,2021,Dharashiv,Orange,84
Dharashiv,2021,Tuljapur,Orange,24
Dharashiv,2021,Lohara,Orange,28
Dharashiv,2021,Umaraga,Orange,63
Dharashiv,2021,Paranda,Green,49
Dharashiv,2021,Bhum,Green,33
Dharashiv,2021,Washi,Green,26
Dharashiv,2021,Kalamb,Green,59
Dharashiv,2021,Dharashiv,Green,141
Dharashiv,2021,Tuljapur,Green,44
Dharashiv,2021,Lohara,Green,27
Dharashiv,2021,Umaraga,Green,85
Dharashiv,2021,Paranda,White,10
Dharashiv,2021,Bhum,White,7
Dharashiv,2021,Washi,White,6
Dharashiv,2021,Kalamb,White,10
Dharashiv,2021,Dharashiv,White,14
Dharashiv,2021,Tuljapur,White,4
Dharashiv,2021,Lohara,White,7
Dharashiv,2021,Umaraga,White,13
Palghar,2014,Talasari,Red,675
Palghar,2014,Dahanu,Red,190
Palghar,2014,Vikramgad,Red,106
Palghar,2014,Javhar,Red,2
Palghar,2014,Mokhada,Red,27
Palghar,2014,Wada,Red,2
Palghar,2014,Palghar,Red,4
Palghar,2014,Vasai,Red,349
Palghar,2014,Talasari,Orange,157
Palghar,2014,Dahanu,Orange,119
Palghar,2014,Vikramgad,Orange,32
Palghar,2014,Javhar,Orange,4
Palghar,2014,Mokhada,Orange,17
Palghar,2014,Wada,Orange,0
Palghar,2014,Palghar,Orange,2
Palghar,2014,Vasai,Orange,227
Palghar,2014,Talasari,Green,934
Palghar,2014,Dahanu,Green,802
Palghar,2014,Vikramgad,Green,75
Palghar,2014,Javhar,Green,13
Palghar,2014,Mokhada,Green,67
Palghar,2014,Wada,Green,7
Palghar,2014,Palghar,Green,11
Palghar,2014,Vasai,Green,592
Palghar,2015,Talasari,Red,258
Palghar,2015,Dahanu,Red,181
Palghar,2015,Vikramgad,Red,60
Palghar,2015,Javhar,Red,4
Palghar,2015,Mokhada,Red,39
Palghar,2015,Wada,Red,5
Palghar,2015,Palghar,Red,10
Palghar,2015,Vasai,Red,561
Palghar,2015,Talasari,Orange,123
Palghar,2015,Dahanu,Orange,182
Palghar,2015,Vikramgad,Orange,4
Palghar,2015,Javhar,Orange,4
Palghar,2015,Mokhada,Orange,12
Palghar,2015,Wada,Orange,2
Palghar,2015,Palghar,Orange,2
Palghar,2015,Vasai,Orange,164
Palghar,2015,Talasari,Green,72
Palghar,2015,Dahanu,Green,480
Palghar,2015,Vikramgad,Green,12
Palghar,2015,Javhar,Green,5
Palghar,2015,Mokhada,Green,6
Palghar,2015,Wada,Green,2
Palghar,2015,Palghar,Green,3
Palghar,2015,Vasai,Green,329
Palghar,2016,Talasari,Red,46
Palghar,2016,Dahanu,Red,79
Palghar,2016,Vikramgad,Red,12
Palghar,2016,Javhar,Red,6
Palghar,2016,Mokhada,Red,5
Palghar,2016,Wada,Red,576
Palghar,2016,Palghar,Red,270
Palghar,2016,Vasai,Red,183
Palghar,2016,Talasari,Orange,12
Palghar,2016,Dahanu,Orange,6
Palghar,2016,Vikramgad,Orange,3
Palghar,2016,Javhar,Orange,4
Palghar,2016,Mokhada,Orange,2
Palghar,2016,Wada,Orange,176
Palghar,2016,Palghar,Orange,133
Palghar,2016,Vasai,Orange,184
Palghar,2016,Talasari,Green,6
Palghar,2016,Dahanu,Green,12
Palghar,2016,Vikramgad,Green,3
Palghar,2016,Javhar,Green,5
Palghar,2016,Mokhada,Green,2
Palghar,2016,Wada,Green,343
Palghar,2016,Palghar,Green,88
Palghar,2016,Vasai,Green,491
Palghar,2017,Talasari,Red,51
Palghar,2017,Dahanu,Red,96
Palghar,2017,Vikramgad,Red,15
Palghar,2017,Javhar,Red,6
Palghar,2017,Mokhada,Red,5
Palghar,2017,Wada,Red,597
Palghar,2017,Palghar,Red,315
Palghar,2017,Vasai,Red,182
Palghar,2017,Talasari,Orange,11
Palghar,2017,Dahanu,Orange,16
Palghar,2017,Vikramgad,Orange,5
Palghar,2017,Javhar,Orange,5
Palghar,2017,Mokhada,Orange,3
Palghar,2017,Wada,Orange,202
Palghar,2017,Palghar,Orange,150
Palghar,2017,Vasai,Orange,181
Palghar,2017,Talasari,Green,10
Palghar,2017,Dahanu,Green,20
Palghar,2017,Vikramgad,Green,5
Palghar,2017,Javhar,Green,5
Palghar,2017,Mokhada,Green,2
Palghar,2017,Wada,Green,393
Palghar,2017,Palghar,Green,88
Palghar,2017,Vasai,Green,502
Palghar,2018,Talasari,Red,51
Palghar,2018,Dahanu,Red,101
Palghar,2018,Vikramgad,Red,17
Palghar,2018,Javhar,Red,8
Palghar,2018,Mokhada,Red,6
Palghar,2018,Wada,Red,643
Palghar,2018,Palghar,Red,300
Palghar,2018,Vasai,Red,183
Palghar,2018,Talasari,Orange,15
Palghar,2018,Dahanu,Orange,20
Palghar,2018,Vikramgad,Orange,5
Palghar,2018,Javhar,Orange,6
Palghar,2018,Mokhada,Orange,3
Palghar,2018,Wada,Orange,261
Palghar,2018,Palghar,Orange,150
Palghar,2018,Vasai,Orange,182
Palghar,2018,Talasari,Green,16
Palghar,2018,Dahanu,Green,55
Palghar,2018,Vikramgad,Green,7
Palghar,2018,Javhar,Green,15
Palghar,2018,Mokhada,Green,9
Palghar,2018,Wada,Green,436
Palghar,2018,Palghar,Green,420
Palghar,2018,Vasai,Green,512
Palghar,2018,Talasari,White,0
Palghar,2018,Dahanu,White,0
Palghar,2018,Vikramgad,White,0
Palghar,2018,Javhar,White,0
Palghar,2018,Mokhada,White,0
Palghar,2018,Wada,White,0
Palghar,2018,Palghar,White,0
Palghar,2018,Vasai,White,0
Palghar,2019,Talasari,Red,51
Palghar,2019,Dahanu,Red,101
Palghar,2019,Vikramgad,Red,17
Palghar,2019,Javhar,Red,8
Palghar,2019,Mokhada,Red,6
Palghar,2019,Wada,Red,653
Palghar,2019,Palghar,Red,300
Palghar,2019,Vasai,Red,259
Palghar,2019,Talasari,Orange,15
Palghar,2019,Dahanu,Orange,20
Palghar,2019,Vikramgad,Orange,5
Palghar,2019,Javhar,Orange,6
Palghar,2019,Mokhada,Orange,3
Palghar,2019,Wada,Orange,285
Palghar,2019,Palghar,Orange,150
Palghar,2019,Vasai,Orange,175
Palghar,2019,Talasari,Green,16
Palghar,2019,Dahanu,Green,55
Palghar,2019,Vikramgad,Green,7
Palghar,2019,Javhar,Green,15
Palghar,2019,Mokhada,Green,9
Palghar,2019,Wada,Green,449
Palghar,2019,Palghar,Green,420
Palghar,2019,Vasai,Green,1045
Palghar,2019,Talasari,White,0
Palghar,2019,Dahanu,White,0
Palghar,2019,Vikramgad,White,0
Palghar,2019,Javhar,White,0
Palghar,2019,Mokhada,White,0
Palghar,2019,Wada,White,5
Palghar,2019,Palghar,White,0
Palghar,2019,Vasai,White,25
Palghar,2020,Talasari,Red,49
Palghar,2020,Dahanu,Red,79
Palghar,2020,Vikramgad,Red,12
Palghar,2020,Javhar,Red,9
Palghar,2020,Mokhada,Red,6
Palghar,2020,Wada,Red,659
Palghar,2020,Palghar,Red,270
Palghar,2020,Vasai,Red,226
Palghar,2020,Talasari,Orange,15
Palghar,2020,Dahanu,Orange,20
Palghar,2020,Vikramgad,Orange,5
Palghar,2020,Javhar,Orange,6
Palghar,2020,Mokhada,Orange,3
Palghar,2020,Wada,Orange,295
Palghar,2020,Palghar,Orange,150
Palghar,2020,Vasai,Orange,169
Palghar,2020,Talasari,Green,16
Palghar,2020,Dahanu,Green,57
Palghar,2020,Vikramgad,Green,7
Palghar,2020,Javhar,Green,15
Palghar,2020,Mokhada,Green,9
Palghar,2020,Wada,Green,455
Palghar,2020,Palghar,Green,400
Palghar,2020,Vasai,Green,421
Palghar,2020,Talasari,White,0
Palghar,2020,Dahanu,White,0
Palghar,2020,Vikramgad,White,0
Palghar,2020,Javhar,White,0
Palghar,2020,Mokhada,White,0
Palghar,2020,Wada,White,0
Palghar,2020,Palghar,White,0
Palghar,2020,Vasai,White,0
Palghar,2021,Talasari,Red,46
Palghar,2021,Dahanu,Red,79
Palghar,2021,Vikramgad,Red,12
Palghar,2021,Javhar,Red,8
Palghar,2021,Mokhada,Red,6
Palghar,2021,Wada,Red,659
Palghar,2021,Palghar,Red,270
Palghar,2021,Vasai,Red,328
Palghar,2021,Talasari,Orange,6
Palghar,2021,Dahanu,Orange,4
Palghar,2021,Vikramgad,Orange,2
Palghar,2021,Javhar,Orange,6
Palghar,2021,Mokhada,Orange,3
Palghar,2021,Wada,Orange,295
Palghar,2021,Palghar,Orange,116
Palghar,2021,Vasai,Orange,278
Palghar,2021,Talasari,Green,16
Palghar,2021,Dahanu,Green,55
Palghar,2021,Vikramgad,Green,5
Palghar,2021,Javhar,Green,15
Palghar,2021,Mokhada,Green,9
Palghar,2021,Wada,Green,466
Palghar,2021,Palghar,Green,405
Palghar,2021,Vasai,Green,524
Palghar,2021,Talasari,White,0
Palghar,2021,Dahanu,White,0
Palghar,2021,Vikramgad,White,0
Palghar,2021,Javhar,White,0
Palghar,2021,Mokhada,White,0
Palghar,2021,Wada,White,0
Palghar,2021,Palghar,White,0
Palghar,2021,Vasai,White,0
Parbhani,2013,Selu,Red,2
Parbhani,2013,Jintur,Red,0
Parbhani,2013,Parbhani,Red,3
Parbhani,2013,Manvat,Red,0
Parbhani,2013,Pathari,Red,2
Parbhani,2013,Sonpeth,Red,0
Parbhani,2013,Gangakhed,Red,0
Parbhani,2013,Palam,Red,1
Parbhani,2013,Purna,Red,0
Parbhani,2013,Selu,Orange,5
Parbhani,2013,Jintur,Orange,5
Parbhani,2013,Parbhani,Orange,36
Parbhani,2013,Manvat,Orange,1
Parbhani,2013,Pathari,Orange,2
Parbhani,2013,Sonpeth,Orange,1
Parbhani,2013,Gangakhed,Orange,8
Parbhani,2013,Palam,Orange,3
Parbhani,2013,Purna,Orange,6
Parbhani,2013,Selu,Green,89
Parbhani,2013,Jintur,Green,75
Parbhani,2013,Parbhani,Green,463
Parbhani,2013,Manvat,Green,56
Parbhani,2013,Pathari,Green,49
Parbhani,2013,Sonpeth,Green,21
Parbhani,2013,Gangakhed,Green,77
Parbhani,2013,Palam,Green,23
Parbhani,2013,Purna,Green,12
Parbhani,2014,Selu,Red,2
Parbhani,2014,Jintur,Red,0
Parbhani,2014,Parbhani,Red,3
Parbhani,2014,Manvat,Red,0
Parbhani,2014,Pathari,Red,2
Parbhani,2014,Sonpeth,Red,0
Parbhani,2014,Gangakhed,Red,0
Parbhani,2014,Palam,Red,1
Parbhani,2014,Purna,Red,0
Parbhani,2014,Selu,Orange,5
Parbhani,2014,Jintur,Orange,5
Parbhani,2014,Parbhani,Orange,36
Parbhani,2014,Manvat,Orange,1
Parbhani,2014,Pathari,Orange,2
Parbhani,2014,Sonpeth,Orange,1
Parbhani,2014,Gangakhed,Orange,8
Parbhani,2014,Palam,Orange,3
Parbhani,2014,Purna,Orange,6
Parbhani,2014,Selu,Green,89
Parbhani,2014,Jintur,Green,75
Parbhani,2014,Parbhani,Green,463
Parbhani,2014,Manvat,Green,56
Parbhani,2014,Pathari,Green,49
Parbhani,2014,Sonpeth,Green,21
Parbhani,2014,Gangakhed,Green,77
Parbhani,2014,Palam,Green,23
Parbhani,2014,Purna,Green,12
Parbhani,2015,Selu,Red,0
Parbhani,2015,Jintur,Red,0
Parbhani,2015,Parbhani,Red,8
Parbhani,2015,Manvat,Red,0
Parbhani,2015,Pathari,Red,4
Parbhani,2015,Sonpeth,Red,1
Parbhani,2015,Gangakhed,Red,4
Parbhani,2015,Palam,Red,0
Parbhani,2015,Purna,Red,2
Parbhani,2015,Selu,Orange,21
Parbhani,2015,Jintur,Orange,9
Parbhani,2015,Parbhani,Orange,32
Parbhani,2015,Manvat,Orange,11
Parbhani,2015,Pathari,Orange,15
Parbhani,2015,Sonpeth,Orange,14
Parbhani,2015,Gangakhed,Orange,15
Parbhani,2015,Palam,Orange,8
Parbhani,2015,Purna,Orange,26
Parbhani,2015,Selu,Green,58
Parbhani,2015,Jintur,Green,44
Parbhani,2015,Parbhani,Green,65
Parbhani,2015,Manvat,Green,36
Parbhani,2015,Pathari,Green,46
Parbhani,2015,Sonpeth,Green,22
Parbhani,2015,Gangakhed,Green,43
Parbhani,2015,Palam,Green,27
Parbhani,2015,Purna,Green,18
Parbhani,2016,Selu,Red,0
Parbhani,2016,Jintur,Red,0
Parbhani,2016,Parbhani,Red,8
Parbhani,2016,Manvat,Red,0
Parbhani,2016,Pathari,Red,4
Parbhani,2016,Sonpeth,Red,1
Parbhani,2016,Gangakhed,Red,4
Parbhani,2016,Palam,Red,0
Parbhani,2016,Purna,Red,2
Parbhani,2016,Selu,Orange,22
Parbhani,2016,Jintur,Orange,9
Parbhani,2016,Parbhani,Orange,32
Parbhani,2016,Manvat,Orange,11
Parbhani,2016,Pathari,Orange,15
Parbhani,2016,Sonpeth,Orange,14
Parbhani,2016,Gangakhed,Orange,15
Parbhani,2016,Palam,Orange,8
Parbhani,2016,Purna,Orange,28
Parbhani,2016,Selu,Green,58
Parbhani,2016,Jintur,Green,44
Parbhani,2016,Parbhani,Green,65
Parbhani,2016,Manvat,Green,36
Parbhani,2016,Pathari,Green,46
Parbhani,2016,Sonpeth,Green,22
Parbhani,2016,Gangakhed,Green,43
Parbhani,2016,Palam,Green,27
Parbhani,2016,Purna,Green,18
Parbhani,2017,Selu,Red,0
Parbhani,2017,Jintur,Red,0
Parbhani,2017,Parbhani,Red,8
Parbhani,2017,Manvat,Red,0
Parbhani,2017,Pathari,Red,4
Parbhani,2017,Sonpeth,Red,1
Parbhani,2017,Gangakhed,Red,4
Parbhani,2017,Palam,Red,0
Parbhani,2017,Purna,Red,2
Parbhani,2017,Selu,Orange,22
Parbhani,2017,Jintur,Orange,9
Parbhani,2017,Parbhani,Orange,34
Parbhani,2017,Manvat,Orange,11
Parbhani,2017,Pathari,Orange,16
Parbhani,2017,Sonpeth,Orange,14
Parbhani,2017,Gangakhed,Orange,15
Parbhani,2017,Palam,Orange,8
Parbhani,2017,Purna,Orange,26
Parbhani,2017,Selu,Green,60
Parbhani,2017,Jintur,Green,44
Parbhani,2017,Parbhani,Green,70
Parbhani,2017,Manvat,Green,36
Parbhani,2017,Pathari,Green,48
Parbhani,2017,Sonpeth,Green,22
Parbhani,2017,Gangakhed,Green,43
Parbhani,2017,Palam,Green,27
Parbhani,2017,Purna,Green,18
Parbhani,2018,Selu,Red,0
Parbhani,2018,Jintur,Red,0
Parbhani,2018,Parbhani,Red,8
Parbhani,2018,Manvat,Red,0
Parbhani,2018,Pathari,Red,4
Parbhani,2018,Sonpeth,Red,1
Parbhani,2018,Gangakhed,Red,4
Parbhani,2018,Palam,Red,0
Parbhani,2018,Purna,Red,2
Parbhani,2018,Selu,Orange,22
Parbhani,2018,Jintur,Orange,9
Parbhani,2018,Parbhani,Orange,34
Parbhani,2018,Manvat,Orange,11
Parbhani,2018,Pathari,Orange,16
Parbhani,2018,Sonpeth,Orange,14
Parbhani,2018,Gangakhed,Orange,15
Parbhani,2018,Palam,Orange,8
Parbhani,2018,Purna,Orange,26
Parbhani,2018,Selu,Green,58
Parbhani,2018,Jintur,Green,42
Parbhani,2018,Parbhani,Green,68
Parbhani,2018,Manvat,Green,34
Parbhani,2018,Pathari,Green,47
Parbhani,2018,Sonpeth,Green,21
Parbhani,2018,Gangakhed,Green,45
Parbhani,2018,Palam,Green,26
Parbhani,2018,Purna,Green,16
Parbhani,2018,Selu,White,2
Parbhani,2018,Jintur,White,3
Parbhani,2018,Parbhani,White,6
Parbhani,2018,Manvat,White,0
Parbhani,2018,Pathari,White,2
Parbhani,2018,Sonpeth,White,1
Parbhani,2018,Gangakhed,White,4
Parbhani,2018,Palam,White,1
Parbhani,2018,Purna,White,3
Parbhani,2019,Selu,Red,0
Parbhani,2019,Jintur,Red,0
Parbhani,2019,Parbhani,Red,9
Parbhani,2019,Manvat,Red,0
Parbhani,2019,Pathari,Red,3
Parbhani,2019,Sonpeth,Red,1
Parbhani,2019,Gangakhed,Red,2
Parbhani,2019,Palam,Red,0
Parbhani,2019,Purna,Red,2
Parbhani,2019,Selu,Orange,27
Parbhani,2019,Jintur,Orange,12
Parbhani,2019,Parbhani,Orange,39
Parbhani,2019,Manvat,Orange,13
Parbhani,2019,Pathari,Orange,19
Parbhani,2019,Sonpeth,Orange,16
Parbhani,2019,Gangakhed,Orange,18
Parbhani,2019,Palam,Orange,9
Parbhani,2019,Purna,Orange,29
Parbhani,2019,Selu,Green,64
Parbhani,2019,Jintur,Green,47
Parbhani,2019,Parbhani,Green,77
Parbhani,2019,Manvat,Green,39
Parbhani,2019,Pathari,Green,51
Parbhani,2019,Sonpeth,Green,23
Parbhani,2019,Gangakhed,Green,50
Parbhani,2019,Palam,Green,29
Parbhani,2019,Purna,Green,18
Parbhani,2019,Selu,White,3
Parbhani,2019,Jintur,White,4
Parbhani,2019,Parbhani,White,7
Parbhani,2019,Manvat,White,0
Parbhani,2019,Pathari,White,2
Parbhani,2019,Sonpeth,White,1
Parbhani,2019,Gangakhed,White,5
Parbhani,2019,Palam,White,1
Parbhani,2019,Purna,White,4
Parbhani,2020,Selu,Red,0
Parbhani,2020,Jintur,Red,0
Parbhani,2020,Parbhani,Red,4
Parbhani,2020,Manvat,Red,0
Parbhani,2020,Pathari,Red,2
Parbhani,2020,Sonpeth,Red,1
Parbhani,2020,Gangakhed,Red,2
Parbhani,2020,Palam,Red,0
Parbhani,2020,Purna,Red,4
Parbhani,2020,Selu,Orange,14
Parbhani,2020,Jintur,Orange,12
Parbhani,2020,Parbhani,Orange,27
Parbhani,2020,Manvat,Orange,11
Parbhani,2020,Pathari,Orange,12
Parbhani,2020,Sonpeth,Orange,9
Parbhani,2020,Gangakhed,Orange,13
Parbhani,2020,Palam,Orange,9
Parbhani,2020,Purna,Orange,19
Parbhani,2020,Selu,Green,26
Parbhani,2020,Jintur,Green,20
Parbhani,2020,Parbhani,Green,66
Parbhani,2020,Manvat,Green,22
Parbhani,2020,Pathari,Green,24
