District,Year,Type of Industry,Govt Employees,Semi Govt Employees,Private Employees,Total Employees
Nagpur,2016,Agriculture,,,,
Nagpur,2016,Mining,,,,
Nagpur,2016,Commodity Manufacturing,,,,
Nagpur,2016,"Electricity Generation, Gas, Water And Sewage Services",,,,
Nagpur,2016,Construction,,,,
Nagpur,2016,Wholesale And Retail Trade And Hotel Business,,,,
Nagpur,2016,"Transportation, Warehousing And Transportation",,,,
Nagpur,2016,"Finance, Insurance, Real Estate And Trade Services",,,,
Nagpur,2016,"Collective, Social And Individual Service",,,,
Nagpur,2017,Agriculture,210,893,4519,5843
Nagpur,2017,Mining,131,576,6312,7217
Nagpur,2017,Commodity Manufacturing,106,303,4221,4668
Nagpur,2017,"Electricity Generation, Gas, Water And Sewage Services",247,619,10942,12025
Nagpur,2017,Construction,183,180,5913,6337
Nagpur,2017,Wholesale And Retail Trade And Hotel Business,213,709,10918,12018
Nagpur,2017,"Transportation, Warehousing And Transportation",205,276,3615,4110
Nagpur,2017,"Finance, Insurance, Real Estate And Trade Services",5093,9923,14718,30484
Nagpur,2017,"Collective, Social And Individual Service",312,536,5321,6192
Nagpur,2018,Agriculture,816,920,8750,10486
Nagpur,2018,Mining,418,636,11130,12184
Nagpur,2018,Commodity Manufacturing,276,330,5442,6048
Nagpur,2018,"Electricity Generation, Gas, Water And Sewage Services",560,690,13787,15037
Nagpur,2018,Construction,392,203,6835,7430
Nagpur,2018,Wholesale And Retail Trade And Hotel Business,496,784,13991,15271
Nagpur,2018,"Transportation, Warehousing And Transportation",340,280,3938,4558
Nagpur,2018,"Finance, Insurance, Real Estate And Trade Services",14404,18674,64539,97617
Nagpur,2018,"Collective, Social And Individual Service",685,404,5836,6925
Nagpur,2019,Agriculture,1170,1287,15310,17767
Nagpur,2019,Mining,817,1035,14350,16202
Nagpur,2019,Commodity Manufacturing,517,768,8571,9856
Nagpur,2019,"Electricity Generation, Gas, Water And Sewage Services",934,883,19140,20957
Nagpur,2019,Construction,511,412,11531,12454
Nagpur,2019,Wholesale And Retail Trade And Hotel Business,818,954,19602,21374
Nagpur,2019,"Transportation, Warehousing And Transportation",611,530,7424,8565
Nagpur,2019,"Finance, Insurance, Real Estate And Trade Services",16302,18398,65014,99714
Nagpur,2019,"Collective, Social And Individual Service",611,585,6129,7325
Nagpur,2020,Agriculture,1220,1340,16021,18581
Nagpur,2020,Mining,902,1101,15202,17205
Nagpur,2020,Commodity Manufacturing,570,813,8611,9994
Nagpur,2020,"Electricity Generation, Gas, Water And Sewage Services",1013,906,20240,22159
Nagpur,2020,Construction,525,465,12098,13088
Nagpur,2020,Wholesale And Retail Trade And Hotel Business,880,1002,19977,21859
Nagpur,2020,"Transportation, Warehousing And Transportation",720,578,8202,9500
Nagpur,2020,"Finance, Insurance, Real Estate And Trade Services",17210,18880,68304,104394
Nagpur,2020,"Collective, Social And Individual Service",720,602,6571,7893
Nagpur,2021,Agriculture,1225,1348,16028,18601
Nagpur,2021,Mining,898,1107,15213,17218
Nagpur,2021,Commodity Manufacturing,572,824,8656,10052
Nagpur,2021,"Electricity Generation, Gas, Water And Sewage Services",1015,911,20249,22175
Nagpur,2021,Construction,532,471,12192,13195
Nagpur,2021,Wholesale And Retail Trade And Hotel Business,880,998,20145,22023
Nagpur,2021,"Transportation, Warehousing And Transportation",728,582,8221,9531
Nagpur,2021,"Finance, Insurance, Real Estate And Trade Services",17215,18884,68365,104464
Nagpur,2021,"Collective, Social And Individual Service",724,621,6578,7923
Nanded,2014,Agriculture,1264,671,289,2224
Nanded,2014,Mining,,,,
Nanded,2014,Commodity Manufacturing,3659,1119,365,5143
Nanded,2014,"Electricity Generation, Gas, Water And Sewage Services",2981,3862,61,6904
Nanded,2014,Construction,2896,299,499,3694
Nanded,2014,Wholesale And Retail Trade And Hotel Business,2134,2749,1282,6165
Nanded,2014,"Transportation, Warehousing And Transportation",6715,1898,2915,11528
Nanded,2014,"Finance, Insurance, Real Estate And Trade Services",14844,3829,8998,27671
Nanded,2014,"Collective, Social And Individual Service",61,119,998,1178
Nanded,2015,Agriculture,,,,
Nanded,2015,Mining,,,,
Nanded,2015,Commodity Manufacturing,,,,
Nanded,2015,"Electricity Generation, Gas, Water And Sewage Services",,,,
Nanded,2015,Construction,,,,
Nanded,2015,Wholesale And Retail Trade And Hotel Business,,,,
Nanded,2015,"Transportation, Warehousing And Transportation",,,,
Nanded,2015,"Finance, Insurance, Real Estate And Trade Services",,,,
Nanded,2015,"Collective, Social And Individual Service",,,,
Nanded,2016,Agriculture,1265,672,285,2222
Nanded,2016,Mining,,,,
Nanded,2016,Commodity Manufacturing,3659,1114,366,5139
Nanded,2016,"Electricity Generation, Gas, Water And Sewage Services",2987,3866,63,6916
Nanded,2016,Construction,2891,299,499,3689
Nanded,2016,Wholesale And Retail Trade And Hotel Business,2135,2750,12820,17705
Nanded,2016,"Transportation, Warehousing And Transportation",6711,1899,2917,11527
Nanded,2016,"Finance, Insurance, Real Estate And Trade Services",14844,3822,8992,27658
Nanded,2016,"Collective, Social And Individual Service",62,114,2993,3169
Nanded,2017,Agriculture,1400,1900,16,3316
Nanded,2017,Mining,267,11,,278
Nanded,2017,Commodity Manufacturing,42,465,2259,2766
Nanded,2017,"Electricity Generation, Gas, Water And Sewage Services",2902,3876,211,6989
Nanded,2017,Construction,117,4274,6,4397
Nanded,2017,Wholesale And Retail Trade And Hotel Business,247,2347,500,3094
Nanded,2017,"Transportation, Warehousing And Transportation",179,243,32,454
Nanded,2017,"Finance, Insurance, Real Estate And Trade Services",10664,26977,6309,43950
Nanded,2017,"Collective, Social And Individual Service",177,177,10,364
Nanded,2018,Agriculture,1430,1950,25,3405
Nanded,2018,Mining,273,13,,286
Nanded,2018,Commodity Manufacturing,47,470,2263,2780
Nanded,2018,"Electricity Generation, Gas, Water And Sewage Services",2970,3889,245,7104
Nanded,2018,Construction,122,4320,10,4452
Nanded,2018,Wholesale And Retail Trade And Hotel Business,258,2350,513,3121
Nanded,2018,"Transportation, Warehousing And Transportation",184,258,37,479
Nanded,2018,"Finance, Insurance, Real Estate And Trade Services",10680,26985,6320,43985
Nanded,2018,"Collective, Social And Individual Service",190,187,15,392
Nanded,2019,Agriculture,1320,1640,23,2983
Nanded,2019,Mining,273,10,0,286
Nanded,2019,Commodity Manufacturing,47,435,2160,2642
Nanded,2019,"Electricity Generation, Gas, Water And Sewage Services",2590,3542,241,6373
Nanded,2019,Construction,22,4320,10,4352
Nanded,2019,Wholesale And Retail Trade And Hotel Business,249,2240,490,2979
Nanded,2019,"Transportation, Warehousing And Transportation",170,243,32,445
Nanded,2019,"Finance, Insurance, Real Estate And Trade Services",9680,24985,5520,40185
Nanded,2019,"Collective, Social And Individual Service",185,180,10,375
Nanded,2020,Agriculture,1320,1640,23,2983
Nanded,2020,Mining,273,20,0,293
Nanded,2020,Commodity Manufacturing,47,455,2160,2662
Nanded,2020,"Electricity Generation, Gas, Water And Sewage Services",2590,3542,241,6373
Nanded,2020,Construction,22,4320,20,4362
Nanded,2020,Wholesale And Retail Trade And Hotel Business,249,2240,500,2989
Nanded,2020,"Transportation, Warehousing And Transportation",200,250,32,482
Nanded,2020,"Finance, Insurance, Real Estate And Trade Services",9640,24990,5520,40150
Nanded,2020,"Collective, Social And Individual Service",185,180,10,375
Nanded,2021,Agriculture,1307,506,413,2226
Nanded,2021,Mining,258,16,2963,3237
Nanded,2021,Commodity Manufacturing,458,176,1610,2244
Nanded,2021,"Electricity Generation, Gas, Water And Sewage Services",7309,18,1108,8435
Nanded,2021,Construction,34,3225,239,3498
Nanded,2021,Wholesale And Retail Trade And Hotel Business,108,111,1699,1918
Nanded,2021,"Transportation, Warehousing And Transportation",276,0,39,315
Nanded,2021,"Finance, Insurance, Real Estate And Trade Services",14191,658,14910,29759
Nanded,2021,"Collective, Social And Individual Service",174,0,799,973
Nandurbar,2006,Agriculture,1103,0,0,1103
Nandurbar,2006,Mining,425,0,0,425
Nandurbar,2006,Commodity Manufacturing,0,0,2212,2212
Nandurbar,2006,"Electricity Generation, Gas, Water And Sewage Services",0,129,0,129
Nandurbar,2006,Construction,443,0,0,443
Nandurbar,2006,Wholesale And Retail Trade And Hotel Business,65,0,0,65
Nandurbar,2006,"Transportation, Warehousing And Transportation",8,0,0,8
Nandurbar,2006,"Finance, Insurance, Real Estate And Trade Services",438,0,220,658
Nandurbar,2006,"Collective, Social And Individual Service",5048,6471,2657,14176
Nandurbar,2008,Agriculture,956,560,0,1516
Nandurbar,2008,Mining,45,0,0,45
Nandurbar,2008,Commodity Manufacturing,10,0,2450,2460
Nandurbar,2008,"Electricity Generation, Gas, Water And Sewage Services",25,870,0,895
Nandurbar,2008,Construction,450,159,0,609
Nandurbar,2008,Wholesale And Retail Trade And Hotel Business,0,0,60,60
Nandurbar,2008,"Transportation, Warehousing And Transportation",85,910,0,995
Nandurbar,2008,"Finance, Insurance, Real Estate And Trade Services",495,206,210,911
Nandurbar,2008,"Collective, Social And Individual Service",4682,4940,2554,7494
Nandurbar,2009,Agriculture,1189,565,0,1754
Nandurbar,2009,Mining,45,0,0,45
Nandurbar,2009,Commodity Manufacturing,10,0,2650,2660
Nandurbar,2009,"Electricity Generation, Gas, Water And Sewage Services",25,905,0,930
Nandurbar,2009,Construction,459,159,0,618
Nandurbar,2009,Wholesale And Retail Trade And Hotel Business,0,0,60,60
Nandurbar,2009,"Transportation, Warehousing And Transportation",80,1014,0,1094
Nandurbar,2009,"Finance, Insurance, Real Estate And Trade Services",509,212,225,946
Nandurbar,2009,"Collective, Social And Individual Service",10532,5736,2805,8541
Nandurbar,2010,Agriculture,1185,562,0,1747
Nandurbar,2010,Mining,44,0,0,44
Nandurbar,2010,Commodity Manufacturing,10,0,2650,2660
Nandurbar,2010,"Electricity Generation, Gas, Water And Sewage Services",28,907,0,935
Nandurbar,2010,Construction,460,157,0,617
Nandurbar,2010,Wholesale And Retail Trade And Hotel Business,0,0,58,58
Nandurbar,2010,"Transportation, Warehousing And Transportation",82,1017,0,1099
Nandurbar,2010,"Finance, Insurance, Real Estate And Trade Services",506,211,231,948
Nandurbar,2010,"Collective, Social And Individual Service",10711,5813,2886,8699
Nandurbar,2011,Agriculture,1181,558,0,1739
Nandurbar,2011,Mining,45,0,0,45
Nandurbar,2011,Commodity Manufacturing,9,0,2652,2661
Nandurbar,2011,"Electricity Generation, Gas, Water And Sewage Services",29,909,0,938
Nandurbar,2011,Construction,466,156,0,622
Nandurbar,2011,Wholesale And Retail Trade And Hotel Business,0,0,58,58
Nandurbar,2011,"Transportation, Warehousing And Transportation",79,1011,0,1090
Nandurbar,2011,"Finance, Insurance, Real Estate And Trade Services",512,210,238,960
Nandurbar,2011,"Collective, Social And Individual Service",10744,5824,2874,19442
Nandurbar,2012,Agriculture,1148,541,0,1689
Nandurbar,2012,Mining,42,0,0,42
Nandurbar,2012,Commodity Manufacturing,9,0,2568,2577
Nandurbar,2012,"Electricity Generation, Gas, Water And Sewage Services",27,904,0,931
Nandurbar,2012,Construction,462,146,0,608
Nandurbar,2012,Wholesale And Retail Trade And Hotel Business,0,0,56,56
Nandurbar,2012,"Transportation, Warehousing And Transportation",76,1006,0,1082
Nandurbar,2012,"Finance, Insurance, Real Estate And Trade Services",509,220,237,966
Nandurbar,2012,"Collective, Social And Individual Service",10891,5832,2846,19569
Nandurbar,2013,Agriculture,1124,533,0,1657
Nandurbar,2013,Mining,38,0,0,38
Nandurbar,2013,Commodity Manufacturing,8,0,2542,2550
Nandurbar,2013,"Electricity Generation, Gas, Water And Sewage Services",23,891,0,914
Nandurbar,2013,Construction,451,135,0,586
Nandurbar,2013,Wholesale And Retail Trade And Hotel Business,0,0,52,52
Nandurbar,2013,"Transportation, Warehousing And Transportation",72,982,0,1054
Nandurbar,2013,"Finance, Insurance, Real Estate And Trade Services",519,227,229,975
Nandurbar,2013,"Collective, Social And Individual Service",10955,5879,2918,19752
Nandurbar,2014,Agriculture,1102,524,0,1626
Nandurbar,2014,Mining,36,0,0,36
Nandurbar,2014,Commodity Manufacturing,7,0,2526,2533
Nandurbar,2014,"Electricity Generation, Gas, Water And Sewage Services",22,887,0,909
Nandurbar,2014,Construction,432,133,0,565
Nandurbar,2014,Wholesale And Retail Trade And Hotel Business,0,0,52,52
Nandurbar,2014,"Transportation, Warehousing And Transportation",70,978,0,1048
Nandurbar,2014,"Finance, Insurance, Real Estate And Trade Services",511,216,223,950
Nandurbar,2014,"Collective, Social And Individual Service",11213,5892,3012,20117
Nandurbar,2015,Agriculture,1091,521,0,1612
Nandurbar,2015,Mining,33,0,0,33
Nandurbar,2015,Commodity Manufacturing,6,0,2519,2525
Nandurbar,2015,"Electricity Generation, Gas, Water And Sewage Services",21,888,0,909
Nandurbar,2015,Construction,438,131,0,569
Nandurbar,2015,Wholesale And Retail Trade And Hotel Business,0,0,61,61
Nandurbar,2015,"Transportation, Warehousing And Transportation",69,975,0,1044
Nandurbar,2015,"Finance, Insurance, Real Estate And Trade Services",483,209,221,913
Nandurbar,2015,"Collective, Social And Individual Service",11166,5602,3114,19882
Nandurbar,2016,Agriculture,1084,519,0,1603
Nandurbar,2016,Mining,28,0,0,28
Nandurbar,2016,Commodity Manufacturing,7,0,2487,2494
Nandurbar,2016,"Electricity Generation, Gas, Water And Sewage Services",15,839,0,854
Nandurbar,2016,Construction,423,122,0,545
Nandurbar,2016,Wholesale And Retail Trade And Hotel Business,0,0,58,58
Nandurbar,2016,"Transportation, Warehousing And Transportation",67,938,0,1005
Nandurbar,2016,"Finance, Insurance, Real Estate And Trade Services",476,201,217,894
Nandurbar,2016,"Collective, Social And Individual Service",11168,5633,3091,19892
Nandurbar,2017,Agriculture,1069,514,0,1583
Nandurbar,2017,Mining,24,0,0,24
Nandurbar,2017,Commodity Manufacturing,6,0,2495,2501
Nandurbar,2017,"Electricity Generation, Gas, Water And Sewage Services",12,828,0,840
Nandurbar,2017,Construction,429,119,0,548
Nandurbar,2017,Wholesale And Retail Trade And Hotel Business,0,0,119,119
Nandurbar,2017,"Transportation, Warehousing And Transportation",63,934,0,997
Nandurbar,2017,"Finance, Insurance, Real Estate And Trade Services",472,204,231,907
Nandurbar,2017,"Collective, Social And Individual Service",11133,5606,3098,19837
Nandurbar,2018,Agriculture,1075,519,0,1594
Nandurbar,2018,Mining,21,0,0,21
Nandurbar,2018,Commodity Manufacturing,6,0,2456,2462
Nandurbar,2018,"Electricity Generation, Gas, Water And Sewage Services",11,824,0,835
Nandurbar,2018,Construction,432,126,0,558
Nandurbar,2018,Wholesale And Retail Trade And Hotel Business,0,0,116,116
Nandurbar,2018,"Transportation, Warehousing And Transportation",61,929,0,990
Nandurbar,2018,"Finance, Insurance, Real Estate And Trade Services",446,207,236,889
Nandurbar,2018,"Collective, Social And Individual Service",11126,5602,3094,19822
Nandurbar,2019,Agriculture,976,492,0,1468
Nandurbar,2019,Mining,19,0,0,19
Nandurbar,2019,Commodity Manufacturing,7,0,2384,2391
Nandurbar,2019,"Electricity Generation, Gas, Water And Sewage Services",10,801,0,811
Nandurbar,2019,Construction,416,109,0,525
Nandurbar,2019,Wholesale And Retail Trade And Hotel Business,0,0,98,98
Nandurbar,2019,"Transportation, Warehousing And Transportation",52,827,0,879
Nandurbar,2019,"Finance, Insurance, Real Estate And Trade Services",407,181,211,799
Nandurbar,2019,"Collective, Social And Individual Service",10928,5135,2891,18954
Nandurbar,2020,Agriculture,971,483,0,1454
Nandurbar,2020,Mining,15,0,0,15
Nandurbar,2020,Commodity Manufacturing,5,0,2276,2281
Nandurbar,2020,"Electricity Generation, Gas, Water And Sewage Services",8,781,0,789
Nandurbar,2020,Construction,402,99,0,501
Nandurbar,2020,Wholesale And Retail Trade And Hotel Business,0,0,101,101
Nandurbar,2020,"Transportation, Warehousing And Transportation",51,822,0,873
Nandurbar,2020,"Finance, Insurance, Real Estate And Trade Services",398,172,209,779
Nandurbar,2020,"Collective, Social And Individual Service",10819,5102,2852,18773
Nandurbar,2021,Agriculture,,,,
Nandurbar,2021,Mining,,,,
Nandurbar,2021,Commodity Manufacturing,,,,
Nandurbar,2021,"Electricity Generation, Gas, Water And Sewage Services",,,,
Nandurbar,2021,Construction,,,,
Nandurbar,2021,Wholesale And Retail Trade And Hotel Business,,,,
Nandurbar,2021,"Transportation, Warehousing And Transportation",,,,
Nandurbar,2021,"Finance, Insurance, Real Estate And Trade Services",,,,
Nandurbar,2021,"Collective, Social And Individual Service",,,,
Nashik,2012,Agriculture,1582,297,242,2121
Nashik,2012,Mining,81,48,10,139
Nashik,2012,Commodity Manufacturing,4772,8861,66712,80345
Nashik,2012,"Electricity Generation, Gas, Water And Sewage Services",1158,4013,187,5358
Nashik,2012,Construction,1237,3419,916,5572
Nashik,2012,Wholesale And Retail Trade And Hotel Business,30,40,5849,5919
Nashik,2012,"Transportation, Warehousing And Transportation",3219,6585,285,10089
Nashik,2012,"Finance, Insurance, Real Estate And Trade Services",2319,3450,14557,20326
Nashik,2012,"Collective, Social And Individual Service",17591,29545,34278,81414
Nashik,2013,Agriculture,1539,281,227,2047
Nashik,2013,Mining,74,42,7,123
Nashik,2013,Commodity Manufacturing,4347,8791,63429,76567
Nashik,2013,"Electricity Generation, Gas, Water And Sewage Services",1103,3992,172,5267
Nashik,2013,Construction,1197,3382,787,5366
Nashik,2013,Wholesale And Retail Trade And Hotel Business,26,35,5694,5755
Nashik,2013,"Transportation, Warehousing And Transportation",3021,6378,278,9677
Nashik,2013,"Finance, Insurance, Real Estate And Trade Services",2112,3312,12587,18011
Nashik,2013,"Collective, Social And Individual Service",14078,22665,26209,62952
Nashik,2014,Agriculture,1314,77,198,1589
Nashik,2014,Mining,14101,2097,64835,81033
Nashik,2014,Commodity Manufacturing,63,12,6256,6331
Nashik,2014,"Electricity Generation, Gas, Water And Sewage Services",537,63,40,640
Nashik,2014,Construction,1873,310,1610,3793
Nashik,2014,Wholesale And Retail Trade And Hotel Business,8732,380,4148,13260
Nashik,2014,"Transportation, Warehousing And Transportation",29,472,1887,2388
Nashik,2014,"Finance, Insurance, Real Estate And Trade Services",2227,3639,11651,17517
Nashik,2014,"Collective, Social And Individual Service",16112,26171,3753,46036
Nashik,2015,Agriculture,19,0,0,19
Nashik,2015,Mining,5105,2407,13817,21329
Nashik,2015,Commodity Manufacturing,0,0,22,22
Nashik,2015,"Electricity Generation, Gas, Water And Sewage Services",0,0,0,0
Nashik,2015,Construction,0,0,209,209
Nashik,2015,Wholesale And Retail Trade And Hotel Business,61,6129,339,6529
Nashik,2015,"Transportation, Warehousing And Transportation",0,0,220,220
Nashik,2015,"Finance, Insurance, Real Estate And Trade Services",0,39,2796,2835
Nashik,2015,"Collective, Social And Individual Service",849,241,0,1090
Nashik,2016,Agriculture,1510,85,210,1805
Nashik,2016,Mining,15242,2118,65910,83270
Nashik,2016,Commodity Manufacturing,75,17,7312,7404
Nashik,2016,"Electricity Generation, Gas, Water And Sewage Services",714,85,58,857
Nashik,2016,Construction,2212,507,1810,4529
Nashik,2016,Wholesale And Retail Trade And Hotel Business,9453,570,5137,15160
Nashik,2016,"Transportation, Warehousing And Transportation",65,517,1952,2534
Nashik,2016,"Finance, Insurance, Real Estate And Trade Services",2333,3740,12452,18525
Nashik,2016,"Collective, Social And Individual Service",1901,28212,4015,34128
Nashik,2017,Agriculture,2254,437,438,3129
Nashik,2017,Mining,12883,216,71912,85011
Nashik,2017,Commodity Manufacturing,27,1438,3701,5166
Nashik,2017,"Electricity Generation, Gas, Water And Sewage Services",658,143,0,801
Nashik,2017,Construction,3,430,1034,4467
Nashik,2017,Wholesale And Retail Trade And Hotel Business,2244,8212,4636,15092
Nashik,2017,"Transportation, Warehousing And Transportation",627,2,2541,3170
Nashik,2017,"Finance, Insurance, Real Estate And Trade Services",740,7230,19203,27173
Nashik,2017,"Collective, Social And Individual Service",9741,30430,2871,43042
Nashik,2018,Agriculture,1983,632,2641,5256
Nashik,2018,Mining,12872,508,13069,26449
Nashik,2018,Commodity Manufacturing,38,1509,1408,2955
Nashik,2018,"Electricity Generation, Gas, Water And Sewage Services",821,0,859,1680
Nashik,2018,Construction,2572,423,3013,6008
Nashik,2018,Wholesale And Retail Trade And Hotel Business,2000,7604,9742,19346
Nashik,2018,"Transportation, Warehousing And Transportation",416,2,414,832
Nashik,2018,"Finance, Insurance, Real Estate And Trade Services",583,6188,6704,13475
Nashik,2018,"Collective, Social And Individual Service",21454,356,45604,67414
Nashik,2019,Agriculture,1787,888,885,3560
Nashik,2019,Mining,12047,535,73530,86112
Nashik,2019,Commodity Manufacturing,0,1453,3638,5091
Nashik,2019,"Electricity Generation, Gas, Water And Sewage Services",0,961,0,961
Nashik,2019,Construction,2929,27,1739,4695
Nashik,2019,Wholesale And Retail Trade And Hotel Business,2763,6872,6637,16272
Nashik,2019,"Transportation, Warehousing And Transportation",420,0,2391,2811
Nashik,2019,"Finance, Insurance, Real Estate And Trade Services",395,5560,20574,26529
Nashik,2019,"Collective, Social And Individual Service",44759,820,3628,49207
Nashik,2020,Agriculture,1760,937,1035,3732
Nashik,2020,Mining,11327,535,72150,84012
Nashik,2020,Commodity Manufacturing,0,1446,3639,5085
Nashik,2020,"Electricity Generation, Gas, Water And Sewage Services",0,958,0,958
Nashik,2020,Construction,2950,26,1346,4322
Nashik,2020,Wholesale And Retail Trade And Hotel Business,3058,6642,6320,16020
Nashik,2020,"Transportation, Warehousing And Transportation",409,0,2339,2748
Nashik,2020,"Finance, Insurance, Real Estate And Trade Services",393,5378,20987,26758
Nashik,2020,"Collective, Social And Individual Service",44353,912,4055,49320
Nashik,2021,Agriculture,1653,824,871,3348
Nashik,2021,Mining,211,119,316,646
Nashik,2021,Commodity Manufacturing,10931,535,72118,83584
Nashik,2021,"Electricity Generation, Gas, Water And Sewage Services",0,1446,3641,5087
Nashik,2021,Construction,2950,27,1331,4308
Nashik,2021,Wholesale And Retail Trade And Hotel Business,59,196,6905,7160
Nashik,2021,"Transportation, Warehousing And Transportation",2881,5585,335,8801
Nashik,2021,"Finance, Insurance, Real Estate And Trade Services",108,5119,10890,16117
Nashik,2021,"Collective, Social And Individual Service",5586,0,4975,10561
Dharashiv,2012,Agriculture,879,37,203,1119
Dharashiv,2012,Mining,3,0,4790,4793
Dharashiv,2012,Commodity Manufacturing,90,0,593,683
Dharashiv,2012,"Electricity Generation, Gas, Water And Sewage Services",1570,1240,41,2851
Dharashiv,2012,Construction,23,0,45,68
Dharashiv,2012,Wholesale And Retail Trade And Hotel Business,1032,3197,1102,5331
Dharashiv,2012,"Transportation, Warehousing And Transportation",8003,72,865,8940
Dharashiv,2012,"Finance, Insurance, Real Estate And Trade Services",7382,26,7052,14460
Dharashiv,2012,"Collective, Social And Individual Service",2,0,199,201
Dharashiv,2013,Agriculture,782,25,189,996
Dharashiv,2013,Mining,2,0,4580,4582
Dharashiv,2013,Commodity Manufacturing,79,0,564,643
Dharashiv,2013,"Electricity Generation, Gas, Water And Sewage Services",1393,905,39,2337
Dharashiv,2013,Construction,19,0,42,61
Dharashiv,2013,Wholesale And Retail Trade And Hotel Business,944,2948,1074,4966
Dharashiv,2013,"Transportation, Warehousing And Transportation",6996,68,852,7916
Dharashiv,2013,"Finance, Insurance, Real Estate And Trade Services",7246,21,6993,14260
Dharashiv,2013,"Collective, Social And Individual Service",2,0,188,190
Dharashiv,2014,Agriculture,1096,835,227,2158
Dharashiv,2014,Mining,2,1,6390,6393
Dharashiv,2014,Commodity Manufacturing,154,79,782,1015
Dharashiv,2014,"Electricity Generation, Gas, Water And Sewage Services",1794,1368,122,3284
Dharashiv,2014,Construction,1443,870,0,2313
Dharashiv,2014,Wholesale And Retail Trade And Hotel Business,1249,3047,1067,5363
Dharashiv,2014,"Transportation, Warehousing And Transportation",7151,568,1253,8972
Dharashiv,2014,"Finance, Insurance, Real Estate And Trade Services",8123,7509,5261,20893
Dharashiv,2014,"Collective, Social And Individual Service",2446,6463,1109,10018
Dharashiv,2015,Agriculture,1121,845,252,2218
Dharashiv,2015,Mining,20,7,6420,6447
Dharashiv,2015,Commodity Manufacturing,184,85,802,1071
Dharashiv,2015,"Electricity Generation, Gas, Water And Sewage Services",1830,1372,135,3337
Dharashiv,2015,Construction,1463,873,15,2351
Dharashiv,2015,Wholesale And Retail Trade And Hotel Business,1284,3052,1091,5427
Dharashiv,2015,"Transportation, Warehousing And Transportation",7191,570,1281,9042
Dharashiv,2015,"Finance, Insurance, Real Estate And Trade Services",8150,7515,5280,20945
Dharashiv,2015,"Collective, Social And Individual Service",2465,6467,1133,10065
Dharashiv,2016,Agriculture,1141,855,263,2259
Dharashiv,2016,Mining,25,11,6437,6473
Dharashiv,2016,Commodity Manufacturing,190,91,812,1093
Dharashiv,2016,"Electricity Generation, Gas, Water And Sewage Services",1833,1387,141,3361
Dharashiv,2016,Construction,1467,884,19,2370
Dharashiv,2016,Wholesale And Retail Trade And Hotel Business,1293,3071,1110,5474
Dharashiv,2016,"Transportation, Warehousing And Transportation",7202,582,1295,9079
Dharashiv,2016,"Finance, Insurance, Real Estate And Trade Services",8165,7530,5301,20996
Dharashiv,2016,"Collective, Social And Individual Service",2512,6480,1214,10206
Dharashiv,2017,Agriculture,1146,858,306,2310
Dharashiv,2017,Mining,27,12,6492,6531
Dharashiv,2017,Commodity Manufacturing,193,93,851,1137
Dharashiv,2017,"Electricity Generation, Gas, Water And Sewage Services",1840,1394,168,3402
Dharashiv,2017,Construction,1470,887,40,2397
Dharashiv,2017,Wholesale And Retail Trade And Hotel Business,1306,3077,1161,5544
Dharashiv,2017,"Transportation, Warehousing And Transportation",7219,587,1357,9163
Dharashiv,2017,"Finance, Insurance, Real Estate And Trade Services",8175,7537,5452,21164
Dharashiv,2017,"Collective, Social And Individual Service",2521,6486,1281,10288
Dharashiv,2018,Agriculture,1186,860,323,2369
Dharashiv,2018,Mining,30,12,6535,6577
Dharashiv,2018,Commodity Manufacturing,205,93,983,1281
Dharashiv,2018,"Electricity Generation, Gas, Water And Sewage Services",1860,1396,203,3459
Dharashiv,2018,Construction,1501,890,55,2446
Dharashiv,2018,Wholesale And Retail Trade And Hotel Business,1380,3080,1225,5685
Dharashiv,2018,"Transportation, Warehousing And Transportation",7300,591,1397,9288
Dharashiv,2018,"Finance, Insurance, Real Estate And Trade Services",8200,7545,5662,21407
Dharashiv,2018,"Collective, Social And Individual Service",2535,6488,1301,10324
Dharashiv,2019,Agriculture,1190,865,329,2384
Dharashiv,2019,Mining,30,12,6540,6582
Dharashiv,2019,Commodity Manufacturing,208,95,983,1286
Dharashiv,2019,"Electricity Generation, Gas, Water And Sewage Services",1865,1397,205,3467
Dharashiv,2019,Construction,1501,891,57,2449
Dharashiv,2019,Wholesale And Retail Trade And Hotel Business,1390,3081,1235,5706
Dharashiv,2019,"Transportation, Warehousing And Transportation",7315,591,1415,9321
Dharashiv,2019,"Finance, Insurance, Real Estate And Trade Services",8732,7546,5833,22111
Dharashiv,2019,"Collective, Social And Individual Service",4388,6497,1400,12285
Dharashiv,2020,Agriculture,763,40,125,928
Dharashiv,2020,Mining,0,0,0,0
Dharashiv,2020,Commodity Manufacturing,124,15,4808,4947
Dharashiv,2020,"Electricity Generation, Gas, Water And Sewage Services",0,1178,60,1238
Dharashiv,2020,Construction,1043,0,1055,2098
Dharashiv,2020,Wholesale And Retail Trade And Hotel Business,44,21,736,801
Dharashiv,2020,"Transportation, Warehousing And Transportation",981,2715,163,3859
Dharashiv,2020,"Finance, Insurance, Real Estate And Trade Services",120,697,1375,2192
Dharashiv,2020,"Collective, Social And Individual Service",22778,3272,9702,35752
Dharashiv,2021,Agriculture,721,41,125,887
Dharashiv,2021,Mining,0,0,0,0
Dharashiv,2021,Commodity Manufacturing,124,15,4777,4916
