Year,District,Rural/Urban,Age Group,Main Workers,Marginal Workers,Non Workers
2001,Chandrapur,Urban,70-79,1091,216,3684
2001,Chandrapur,Urban,80+,246,44,1221
2001,Yavatmal,Total,05-09,484,272,140060
2001,Yavatmal,Total,10-14,6132,3335,148433
2001,Yavatmal,Total,15-19,41325,12105,81598
2001,Yavatmal,Total,20-24,70969,12385,31415
2001,Yavatmal,Total,25-29,81840,7956,9078
2001,Yavatmal,Total,30-34,83119,5300,2238
2001,Yavatmal,Total,35-39,80244,4317,1175
2001,Yavatmal,Total,40-49,120328,5579,2137
2001,Yavatmal,Total,50-59,66705,3372,4507
2001,Yavatmal,Total,60-69,45309,4752,16097
2001,Yavatmal,Total,70-79,13493,2199,14510
2001,Yavatmal,Total,80+,2288,339,5815
2001,Yavatmal,Rural,05-09,434,255,116699
2001,Yavatmal,Rural,10-14,5598,3204,120667
2001,Yavatmal,Rural,15-19,36714,11320,61320
2001,Yavatmal,Rural,20-24,60122,11264,20268
2001,Yavatmal,Rural,25-29,66371,6949,5429
2001,Yavatmal,Rural,30-34,66160,4684,1355
2001,Yavatmal,Rural,35-39,64153,3850,785
2001,Yavatmal,Rural,40-49,95566,4947,1533
2001,Yavatmal,Rural,50-59,53227,3014,2742
2001,Yavatmal,Rural,60-69,40426,4479,11322
2001,Yavatmal,Rural,70-79,11923,2094,11585
2001,Yavatmal,Rural,80+,1953,317,4757
2001,Yavatmal,Urban,05-09,50,17,23361
2001,Yavatmal,Urban,10-14,534,131,27766
2001,Yavatmal,Urban,15-19,4611,785,20278
2001,Yavatmal,Urban,20-24,10847,1121,11147
2001,Yavatmal,Urban,25-29,15469,1007,3649
2001,Yavatmal,Urban,30-34,16959,616,883
2001,Yavatmal,Urban,35-39,16091,467,390
2001,Yavatmal,Urban,40-49,24762,632,604
2001,Yavatmal,Urban,50-59,13478,358,1765
2001,Yavatmal,Urban,60-69,4883,273,4775
2001,Yavatmal,Urban,70-79,1570,105,2925
2001,Yavatmal,Urban,80+,335,22,1058
2001,Nanded,Total,05-09,1695,916,194196
2001,Nanded,Total,10-14,11907,6049,188266
2001,Nanded,Total,15-19,43530,12917,102324
2001,Nanded,Total,20-24,69116,12179,39737
2001,Nanded,Total,25-29,83924,9473,11185
2001,Nanded,Total,30-34,89387,7812,3126
2001,Nanded,Total,35-39,85282,6372,1574
2001,Nanded,Total,40-49,124027,8305,2401
2001,Nanded,Total,50-59,65047,4580,4275
2001,Nanded,Total,60-69,48906,6918,17982
2001,Nanded,Total,70-79,14818,2838,17189
2001,Nanded,Total,80+,3224,636,8104
2001,Nanded,Rural,05-09,1468,830,149000
2001,Nanded,Rural,10-14,10319,5564,141566
2001,Nanded,Rural,15-19,36088,11346,69760
2001,Nanded,Rural,20-24,54718,10264,22922
2001,Nanded,Rural,25-29,63523,7777,5748
2001,Nanded,Rural,30-34,66721,6426,1659
2001,Nanded,Rural,35-39,63938,5180,882
2001,Nanded,Rural,40-49,92556,6809,1376
2001,Nanded,Rural,50-59,49373,3866,2212
2001,Nanded,Rural,60-69,42412,6185,11853
2001,Nanded,Rural,70-79,12852,2605,13140
2001,Nanded,Rural,80+,2744,583,6403
2001,Nanded,Urban,05-09,227,86,45196
2001,Nanded,Urban,10-14,1588,485,46700
2001,Nanded,Urban,15-19,7442,1571,32564
2001,Nanded,Urban,20-24,14398,1915,16815
2001,Nanded,Urban,25-29,20401,1696,5437
2001,Nanded,Urban,30-34,22666,1386,1467
2001,Nanded,Urban,35-39,21344,1192,692
2001,Nanded,Urban,40-49,31471,1496,1025
2001,Nanded,Urban,50-59,15674,714,2063
2001,Nanded,Urban,60-69,6494,733,6129
2001,Nanded,Urban,70-79,1966,233,4049
2001,Nanded,Urban,80+,480,53,1701
2001,Hingoli,Total,05-09,329,312,64355
2001,Hingoli,Total,10-14,4799,2217,64290
2001,Hingoli,Total,15-19,18966,3283,28934
2001,Hingoli,Total,20-24,27911,2450,8543
2001,Hingoli,Total,25-29,31005,1591,2326
2001,Hingoli,Total,30-34,32643,1213,692
2001,Hingoli,Total,35-39,30675,970,419
2001,Hingoli,Total,40-49,44196,1357,639
2001,Hingoli,Total,50-59,23322,765,1101
2001,Hingoli,Total,60-69,20421,1364,5220
2001,Hingoli,Total,70-79,7281,799,6338
2001,Hingoli,Total,80+,1291,203,3324
2001,Hingoli,Rural,05-09,296,306,54099
2001,Hingoli,Rural,10-14,4375,2103,53402
2001,Hingoli,Rural,15-19,17113,2899,22170
2001,Hingoli,Rural,20-24,24559,2061,5723
2001,Hingoli,Rural,25-29,26595,1276,1382
2001,Hingoli,Rural,30-34,27533,944,447
2001,Hingoli,Rural,35-39,25842,731,292
2001,Hingoli,Rural,40-49,36974,1049,455
2001,Hingoli,Rural,50-59,19947,630,770
2001,Hingoli,Rural,60-69,18580,1213,4082
2001,Hingoli,Rural,70-79,6644,740,5373
2001,Hingoli,Rural,80+,1186,193,2925
2001,Hingoli,Urban,05-09,33,6,10256
2001,Hingoli,Urban,10-14,424,114,10888
2001,Hingoli,Urban,15-19,1853,384,6764
2001,Hingoli,Urban,20-24,3352,389,2820
2001,Hingoli,Urban,25-29,4410,315,944
2001,Hingoli,Urban,30-34,5110,269,245
2001,Hingoli,Urban,35-39,4833,239,127
2001,Hingoli,Urban,40-49,7222,308,184
2001,Hingoli,Urban,50-59,3375,135,331
2001,Hingoli,Urban,60-69,1841,151,1138
2001,Hingoli,Urban,70-79,637,59,965
2001,Hingoli,Urban,80+,105,10,399
2001,Parbhani,Total,05-09,483,202,102370
2001,Parbhani,Total,10-14,6769,2234,102019
2001,Parbhani,Total,15-19,27373,4282,47604
2001,Parbhani,Total,20-24,38030,3398,17411
2001,Parbhani,Total,25-29,43616,2275,4864
2001,Parbhani,Total,30-34,47925,1842,1505
2001,Parbhani,Total,35-39,48069,1566,771
2001,Parbhani,Total,40-49,70899,2029,1391
2001,Parbhani,Total,50-59,36805,1219,2538
2001,Parbhani,Total,60-69,30631,2345,10911
2001,Parbhani,Total,70-79,9515,1180,10537
2001,Parbhani,Total,80+,1379,203,4431
2001,Parbhani,Rural,05-09,360,165,69730
2001,Parbhani,Rural,10-14,5671,1919,67550
2001,Parbhani,Rural,15-19,21797,3364,26130
2001,Parbhani,Rural,20-24,28340,2373,7081
2001,Parbhani,Rural,25-29,30338,1388,1553
2001,Parbhani,Rural,30-34,32796,1094,556
2001,Parbhani,Rural,35-39,32757,922,333
2001,Parbhani,Rural,40-49,47198,1286,719
2001,Parbhani,Rural,50-59,25324,857,1144
2001,Parbhani,Rural,60-69,25444,1926,6501
2001,Parbhani,Rural,70-79,7811,1036,7414
2001,Parbhani,Rural,80+,1090,175,3192
2001,Parbhani,Urban,05-09,123,37,32640
2001,Parbhani,Urban,10-14,1098,315,34469
2001,Parbhani,Urban,15-19,5576,918,21474
2001,Parbhani,Urban,20-24,9690,1025,10330
2001,Parbhani,Urban,25-29,13278,887,3311
2001,Parbhani,Urban,30-34,15129,748,949
2001,Parbhani,Urban,35-39,15312,644,438
2001,Parbhani,Urban,40-49,23701,743,672
2001,Parbhani,Urban,50-59,11481,362,1394
2001,Parbhani,Urban,60-69,5187,419,4410
2001,Parbhani,Urban,70-79,1704,144,3123
2001,Parbhani,Urban,80+,289,28,1239
2001,Jalna,Total,05-09,581,186,105604
2001,Jalna,Total,10-14,6286,2388,109761
2001,Jalna,Total,15-19,29194,6110,49788
2001,Jalna,Total,20-24,43653,5142,14869
2001,Jalna,Total,25-29,46700,3259,3295
2001,Jalna,Total,30-34,50108,2526,1163
2001,Jalna,Total,35-39,50589,2249,829
2001,Jalna,Total,40-49,72625,3066,1591
2001,Jalna,Total,50-59,38746,1844,2619
2001,Jalna,Total,60-69,31382,2713,10327
2001,Jalna,Total,70-79,10714,1584,12019
2001,Jalna,Total,80+,2083,312,5113
2001,Jalna,Rural,05-09,482,158,85455
2001,Jalna,Rural,10-14,5550,2183,89021
2001,Jalna,Rural,15-19,25429,5327,36831
2001,Jalna,Rural,20-24,36366,4105,9266
2001,Jalna,Rural,25-29,37118,2399,1698
2001,Jalna,Rural,30-34,39620,1842,651
2001,Jalna,Rural,35-39,40492,1596,523
2001,Jalna,Rural,40-49,57971,2174,1051
2001,Jalna,Rural,50-59,32206,1466,1656
2001,Jalna,Rural,60-69,28449,2412,8002
2001,Jalna,Rural,70-79,9720,1446,10218
2001,Jalna,Rural,80+,1787,273,4362
2001,Jalna,Urban,05-09,99,28,20149
2001,Jalna,Urban,10-14,736,205,20740
2001,Jalna,Urban,15-19,3765,783,12957
2001,Jalna,Urban,20-24,7287,1037,5603
2001,Jalna,Urban,25-29,9582,860,1597
2001,Jalna,Urban,30-34,10488,684,512
2001,Jalna,Urban,35-39,10097,653,306
2001,Jalna,Urban,40-49,14654,892,540
2001,Jalna,Urban,50-59,6540,378,963
2001,Jalna,Urban,60-69,2933,301,2325
2001,Jalna,Urban,70-79,994,138,1801
2001,Jalna,Urban,80+,296,39,751
2001,Chhatrapati Sambhaji Nagar,Total,05-09,1016,845,181463
2001,Chhatrapati Sambhaji Nagar,Total,10-14,7770,5684,190495
2001,Chhatrapati Sambhaji Nagar,Total,15-19,46628,12047,103385
2001,Chhatrapati Sambhaji Nagar,Total,20-24,83419,10078,39175
2001,Chhatrapati Sambhaji Nagar,Total,25-29,97963,6399,9456
2001,Chhatrapati Sambhaji Nagar,Total,30-34,99242,4572,2600
2001,Chhatrapati Sambhaji Nagar,Total,35-39,92957,3891,1578
2001,Chhatrapati Sambhaji Nagar,Total,40-49,130481,5037,3166
2001,Chhatrapati Sambhaji Nagar,Total,50-59,65223,2612,6551
2001,Chhatrapati Sambhaji Nagar,Total,60-69,43558,3905,21836
2001,Chhatrapati Sambhaji Nagar,Total,70-79,14410,2027,19545
2001,Chhatrapati Sambhaji Nagar,Total,80+,2721,353,7931
2001,Chhatrapati Sambhaji Nagar,Rural,05-09,722,790,115692
2001,Chhatrapati Sambhaji Nagar,Rural,10-14,5951,5253,120546
2001,Chhatrapati Sambhaji Nagar,Rural,15-19,34237,10144,54581
2001,Chhatrapati Sambhaji Nagar,Rural,20-24,55157,7546,13017
2001,Chhatrapati Sambhaji Nagar,Rural,25-29,58160,4454,2410
2001,Chhatrapati Sambhaji Nagar,Rural,30-34,57523,3133,871
2001,Chhatrapati Sambhaji Nagar,Rural,35-39,55161,2786,655
2001,Chhatrapati Sambhaji Nagar,Rural,40-49,77492,3661,1338
2001,Chhatrapati Sambhaji Nagar,Rural,50-59,41438,2029,2447
2001,Chhatrapati Sambhaji Nagar,Rural,60-69,36115,3418,10935
2001,Chhatrapati Sambhaji Nagar,Rural,70-79,12332,1834,13168
2001,Chhatrapati Sambhaji Nagar,Rural,80+,2147,322,5729
2001,Chhatrapati Sambhaji Nagar,Urban,05-09,294,55,65771
2001,Chhatrapati Sambhaji Nagar,Urban,10-14,1819,431,69949
2001,Chhatrapati Sambhaji Nagar,Urban,15-19,12391,1903,48804
2001,Chhatrapati Sambhaji Nagar,Urban,20-24,28262,2532,26158
2001,Chhatrapati Sambhaji Nagar,Urban,25-29,39803,1945,7046
2001,Chhatrapati Sambhaji Nagar,Urban,30-34,41719,1439,1729
2001,Chhatrapati Sambhaji Nagar,Urban,35-39,37796,1105,923
2001,Chhatrapati Sambhaji Nagar,Urban,40-49,52989,1376,1828
2001,Chhatrapati Sambhaji Nagar,Urban,50-59,23785,583,4104
2001,Chhatrapati Sambhaji Nagar,Urban,60-69,7443,487,10901
2001,Chhatrapati Sambhaji Nagar,Urban,70-79,2078,193,6377
2001,Chhatrapati Sambhaji Nagar,Urban,80+,574,31,2202
2001,Nashik,Total,05-09,1591,1002,291812
2001,Nashik,Total,10-14,16423,9067,295061
2001,Nashik,Total,15-19,96787,21659,165914
2001,Nashik,Total,20-24,172258,19071,58998
2001,Nashik,Total,25-29,179273,11424,12528
2001,Nashik,Total,30-34,173496,7871,3735
2001,Nashik,Total,35-39,166184,6789,2440
2001,Nashik,Total,40-49,246799,9169,5213
2001,Nashik,Total,50-59,130848,6044,13025
2001,Nashik,Total,60-69,60464,6945,41234
2001,Nashik,Total,70-79,15484,2620,30140
2001,Nashik,Total,80+,3230,478,10437
2001,Nashik,Rural,05-09,1281,931,183292
2001,Nashik,Rural,10-14,12843,8322,177837
2001,Nashik,Rural,15-19,65809,17191,88842
2001,Nashik,Rural,20-24,106037,13268,22471
2001,Nashik,Rural,25-29,103098,7777,3744
2001,Nashik,Rural,30-34,96973,5531,1176
2001,Nashik,Rural,35-39,95692,4963,909
2001,Nashik,Rural,40-49,145702,6976,1853
2001,Nashik,Rural,50-59,82350,4949,4949
2001,Nashik,Rural,60-69,47619,6242,20767
2001,Nashik,Rural,70-79,12090,2382,18815
2001,Nashik,Rural,80+,2286,419,6799
2001,Nashik,Urban,05-09,310,71,108520
2001,Nashik,Urban,10-14,3580,745,117224
2001,Nashik,Urban,15-19,30978,4468,77072
2001,Nashik,Urban,20-24,66221,5803,36527
2001,Nashik,Urban,25-29,76175,3647,8784
2001,Nashik,Urban,30-34,76523,2340,2559
2001,Nashik,Urban,35-39,70492,1826,1531
2001,Nashik,Urban,40-49,101097,2193,3360
2001,Nashik,Urban,50-59,48498,1095,8076
2001,Nashik,Urban,60-69,12845,703,20467
2001,Nashik,Urban,70-79,3394,238,11325
2001,Nashik,Urban,80+,944,59,3638
2001,Thane,Total,05-09,1679,800,429476
2001,Thane,Total,10-14,13417,7118,436874
2001,Thane,Total,15-19,125929,27360,282160
2001,Thane,Total,20-24,302912,33760,126307
2001,Thane,Total,25-29,383785,27907,35895
2001,Thane,Total,30-34,364477,20747,12930
2001,Thane,Total,35-39,326717,18671,8442
2001,Thane,Total,40-49,464999,25314,19336
2001,Thane,Total,50-59,204853,13335,40824
2001,Thane,Total,60-69,53243,8270,75137
2001,Thane,Total,70-79,10949,2309,36339
2001,Thane,Total,80+,3117,480,11416
2001,Thane,Rural,05-09,544,583,128682
2001,Thane,Rural,10-14,5241,5633,126811
2001,Thane,Rural,15-19,37740,17700,58900
2001,Thane,Rural,20-24,71146,17214,16766
2001,Thane,Rural,25-29,83321,14224,4625
2001,Thane,Rural,30-34,76681,10938,1847
2001,Thane,Rural,35-39,71284,10421,1284
2001,Thane,Rural,40-49,104143,14936,2899
2001,Thane,Rural,50-59,52063,8583,5612
2001,Thane,Rural,60-69,22083,6194,13285
2001,Thane,Rural,70-79,4810,1738,8416
2001,Thane,Rural,80+,1080,352,3088
2001,Thane,Urban,05-09,1135,217,300794
2001,Thane,Urban,10-14,8176,1485,310063
2001,Thane,Urban,15-19,88189,9660,223260
2001,Thane,Urban,20-24,231766,16546,109541
2001,Thane,Urban,25-29,300464,13683,31270
2001,Thane,Urban,30-34,287796,9809,11083
2001,Thane,Urban,35-39,255433,8250,7158
2001,Thane,Urban,40-49,360856,10378,16437
2001,Thane,Urban,50-59,152790,4752,35212
2001,Thane,Urban,60-69,31160,2076,61852
2001,Thane,Urban,70-79,6139,571,27923
2001,Thane,Urban,80+,2037,128,8328
2001,Mumbai Suburban,Total,05-09,1922,380,406271
2001,Mumbai Suburban,Total,10-14,12155,2235,442618
2001,Mumbai Suburban,Total,15-19,127755,17065,348852
2001,Mumbai Suburban,Total,20-24,351052,29945,174411
2001,Mumbai Suburban,Total,25-29,430878,23202,50714
2001,Mumbai Suburban,Total,30-34,387073,15757,19800
2001,Mumbai Suburban,Total,35-39,349155,12513,12350
2001,Mumbai Suburban,Total,40-49,520524,16113,26676
2001,Mumbai Suburban,Total,50-59,262609,7277,56357
2001,Mumbai Suburban,Total,60-69,62517,3169,107787
2001,Mumbai Suburban,Total,70-79,13353,819,54085
2001,Mumbai Suburban,Total,80+,3966,208,16227
2001,Mumbai Suburban,Rural,05-09,0,0,0
2001,Mumbai Suburban,Rural,10-14,0,0,0
2001,Mumbai Suburban,Rural,15-19,0,0,0
2001,Mumbai Suburban,Rural,20-24,0,0,0
2001,Mumbai Suburban,Rural,25-29,0,0,0
2001,Mumbai Suburban,Rural,30-34,0,0,0
2001,Mumbai Suburban,Rural,35-39,0,0,0
2001,Mumbai Suburban,Rural,40-49,0,0,0
2001,Mumbai Suburban,Rural,50-59,0,0,0
2001,Mumbai Suburban,Rural,60-69,0,0,0
2001,Mumbai Suburban,Rural,70-79,0,0,0
2001,Mumbai Suburban,Rural,80+,0,0,0
2001,Mumbai Suburban,Urban,05-09,1922,380,406271
2001,Mumbai Suburban,Urban,10-14,12155,2235,442618
2001,Mumbai Suburban,Urban,15-19,127755,17065,348852
2001,Mumbai Suburban,Urban,20-24,351052,29945,174411
2001,Mumbai Suburban,Urban,25-29,430878,23202,50714
2001,Mumbai Suburban,Urban,30-34,387073,15757,19800
2001,Mumbai Suburban,Urban,35-39,349155,12513,12350
2001,Mumbai Suburban,Urban,40-49,520524,16113,26676
2001,Mumbai Suburban,Urban,50-59,262609,7277,56357
2001,Mumbai Suburban,Urban,60-69,62517,3169,107787
2001,Mumbai Suburban,Urban,70-79,13353,819,54085
2001,Mumbai Suburban,Urban,80+,3966,208,16227
2001,Mumbai City,Total,05-09,967,136,133585
2001,Mumbai City,Total,10-14,6592,742,148540
2001,Mumbai City,Total,15-19,61812,5546,130289
2001,Mumbai City,Total,20-24,159415,9862,74276
2001,Mumbai City,Total,25-29,177206,7845,24541
2001,Mumbai City,Total,30-34,153947,5103,10364
2001,Mumbai City,Total,35-39,136768,4048,6911
2001,Mumbai City,Total,40-49,209952,5206,13423
2001,Mumbai City,Total,50-59,116534,2609,23725
2001,Mumbai City,Total,60-69,32627,1105,41850
2001,Mumbai City,Total,70-79,9087,413,25781
2001,Mumbai City,Total,80+,2519,97,9676
2001,Mumbai City,Rural,05-09,0,0,0
2001,Mumbai City,Rural,10-14,0,0,0
2001,Mumbai City,Rural,15-19,0,0,0
2001,Mumbai City,Rural,20-24,0,0,0
2001,Mumbai City,Rural,25-29,0,0,0
2001,Mumbai City,Rural,30-34,0,0,0
2001,Mumbai City,Rural,35-39,0,0,0
2001,Mumbai City,Rural,40-49,0,0,0
2001,Mumbai City,Rural,50-59,0,0,0
2001,Mumbai City,Rural,60-69,0,0,0
2001,Mumbai City,Rural,70-79,0,0,0
2001,Mumbai City,Rural,80+,0,0,0
2001,Mumbai City,Urban,05-09,967,136,133585
2001,Mumbai City,Urban,10-14,6592,742,148540
2001,Mumbai City,Urban,15-19,61812,5546,130289
2001,Mumbai City,Urban,20-24,159415,9862,74276
2001,Mumbai City,Urban,25-29,177206,7845,24541
2001,Mumbai City,Urban,30-34,153947,5103,10364
2001,Mumbai City,Urban,35-39,136768,4048,6911
2001,Mumbai City,Urban,40-49,209952,5206,13423
2001,Mumbai City,Urban,50-59,116534,2609,23725
2001,Mumbai City,Urban,60-69,32627,1105,41850
2001,Mumbai City,Urban,70-79,9087,413,25781
2001,Mumbai City,Urban,80+,2519,97,9676
2001,Raigad,Total,05-09,348,502,117017
2001,Raigad,Total,10-14,2222,3187,125398
2001,Raigad,Total,15-19,21699,13123,76117
2001,Raigad,Total,20-24,55295,17198,29130
2001,Raigad,Total,25-29,72719,14304,8339
2001,Raigad,Total,30-34,73943,11268,2919
2001,Raigad,Total,35-39,67747,10276,1868
2001,Raigad,Total,40-49,101910,15127,4009
2001,Raigad,Total,50-59,55255,9421,8314
2001,Raigad,Total,60-69,24995,7476,19988
2001,Raigad,Total,70-79,6505,2299,13424
2001,Raigad,Total,80+,1347,417,5237
2001,Raigad,Rural,05-09,282,470,89605
2001,Raigad,Rural,10-14,1697,2961,96346
2001,Raigad,Rural,15-19,15966,11733,55148
2001,Raigad,Rural,20-24,38477,14900,19203
2001,Raigad,Rural,25-29,49472,12383,5530
2001,Raigad,Rural,30-34,49857,9789,1967
2001,Raigad,Rural,35-39,46424,8996,1253
2001,Raigad,Rural,40-49,71533,13358,2637
2001,Raigad,Rural,50-59,41845,8504,5445
2001,Raigad,Rural,60-69,21814,7043,14589
2001,Raigad,Rural,70-79,5610,2161,10606
2001,Raigad,Rural,80+,1092,387,4284
2001,Raigad,Urban,05-09,66,32,27412
2001,Raigad,Urban,10-14,525,226,29052
2001,Raigad,Urban,15-19,5733,1390,20969
2001,Raigad,Urban,20-24,16818,2298,9927
2001,Raigad,Urban,25-29,23247,1921,2809
2001,Raigad,Urban,30-34,24086,1479,952
2001,Raigad,Urban,35-39,21323,1280,615
2001,Raigad,Urban,40-49,30377,1769,1372
2001,Raigad,Urban,50-59,13410,917,2869
2001,Raigad,Urban,60-69,3181,433,5399
2001,Raigad,Urban,70-79,895,138,2818
2001,Raigad,Urban,80+,255,30,953
2001,Pune,Total,05-09,1663,864,361504
2001,Pune,Total,10-14,9981,6127,394900
2001,Pune,Total,15-19,95514,22840,269254
2001,Pune,Total,20-24,232944,27960,123697
2001,Pune,Total,25-29,294162,18441,29712
2001,Pune,Total,30-34,280974,12300,9464
2001,Pune,Total,35-39,253327,9888,6413
2001,Pune,Total,40-49,387426,13235,13449
2001,Pune,Total,50-59,208989,7913,32017
2001,Pune,Total,60-69,87901,8069,76371
2001,Pune,Total,70-79,25131,3703,52761
2001,Pune,Total,80+,5105,671,20437
2001,Pune,Rural,05-09,990,701,160624
2001,Pune,Rural,10-14,5776,5237,173325
2001,Pune,Rural,15-19,48063,15457,97498
2001,Pune,Rural,20-24,96242,14319,26151
2001,Pune,Rural,25-29,106177,8232,5149
2001,Pune,Rural,30-34,103347,5592,1824
2001,Pune,Rural,35-39,99171,4628,1346
2001,Pune,Rural,40-49,155200,6651,2851
2001,Pune,Rural,50-59,91009,4693,5933
2001,Pune,Rural,60-69,60820,6299,22343
2001,Pune,Rural,70-79,18391,3097,22154
2001,Pune,Rural,80+,3046,533,10071
2001,Pune,Urban,05-09,673,163,200880
2001,Pune,Urban,10-14,4205,890,221575
2001,Pune,Urban,15-19,47451,7383,171756
2001,Pune,Urban,20-24,136702,13641,97546
2001,Pune,Urban,25-29,187985,10209,24563
2001,Pune,Urban,30-34,177627,6708,7640
2001,Pune,Urban,35-39,154156,5260,5067
2001,Pune,Urban,40-49,232226,6584,10598
2001,Pune,Urban,50-59,117980,3220,26084
2001,Pune,Urban,60-69,27081,1770,54028
2001,Pune,Urban,70-79,6740,606,30607
2001,Pune,Urban,80+,2059,138,10366
2001,Ahilyanagar,Total,05-09,2091,956,222367
2001,Ahilyanagar,Total,10-14,9114,6117,249715
2001,Ahilyanagar,Total,15-19,63236,16886,141452
2001,Ahilyanagar,Total,20-24,122684,15739,46330
2001,Ahilyanagar,Total,25-29,131523,9324,9060
2001,Ahilyanagar,Total,30-34,133596,6686,3020
2001,Ahilyanagar,Total,35-39,131017,5651,2194
2001,Ahilyanagar,Total,40-49,202599,7753,4503
2001,Ahilyanagar,Total,50-59,114786,4902,8961
2001,Ahilyanagar,Total,60-69,73421,6757,33330
2001,Ahilyanagar,Total,70-79,21058,3081,31057
2001,Ahilyanagar,Total,80+,4251,566,12270
2001,Ahilyanagar,Rural,05-09,1710,853,180019
2001,Ahilyanagar,Rural,10-14,7629,5728,200433
2001,Ahilyanagar,Rural,15-19,51786,14863,106527
2001,Ahilyanagar,Rural,20-24,97744,13054,29981
2001,Ahilyanagar,Rural,25-29,103729,7581,5466
2001,Ahilyanagar,Rural,30-34,104845,5346,1924
2001,Ahilyanagar,Rural,35-39,102185,4528,1447
2001,Ahilyanagar,Rural,40-49,158943,6196,2930
2001,Ahilyanagar,Rural,50-59,93686,4182,5658
2001,Ahilyanagar,Rural,60-69,65790,6133,24664
2001,Ahilyanagar,Rural,70-79,18837,2836,25323
2001,Ahilyanagar,Rural,80+,3632,521,10412
2001,Ahilyanagar,Urban,05-09,381,103,42348
2001,Ahilyanagar,Urban,10-14,1485,389,49282
2001,Ahilyanagar,Urban,15-19,11450,2023,34925
2001,Ahilyanagar,Urban,20-24,24940,2685,16349
2001,Ahilyanagar,Urban,25-29,27794,1743,3594
2001,Ahilyanagar,Urban,30-34,28751,1340,1096
2001,Ahilyanagar,Urban,35-39,28832,1123,747
2001,Ahilyanagar,Urban,40-49,43656,1557,1573
2001,Ahilyanagar,Urban,50-59,21100,720,3303
2001,Ahilyanagar,Urban,60-69,7631,624,8666
2001,Ahilyanagar,Urban,70-79,2221,245,5734
2001,Ahilyanagar,Urban,80+,619,45,1858
2001,Beed,Total,05-09,598,564,137417
2001,Beed,Total,10-14,5374,4139,147673
2001,Beed,Total,15-19,29022,8217,80703
2001,Beed,Total,20-24,48798,6654,28353
2001,Beed,Total,25-29,59963,4296,6663
2001,Beed,Total,30-34,66376,3228,1847
2001,Beed,Total,35-39,65851,2769,934
2001,Beed,Total,40-49,102133,3579,1702
2001,Beed,Total,50-59,56936,2282,2955
2001,Beed,Total,60-69,48839,4367,13456
2001,Beed,Total,70-79,17789,2664,16324
2001,Beed,Total,80+,2649,512,7601
2001,Beed,Rural,05-09,488,539,113072
2001,Beed,Rural,10-14,4750,3939,120819
2001,Beed,Rural,15-19,25390,7484,61234
2001,Beed,Rural,20-24,41557,5783,18659
2001,Beed,Rural,25-29,49135,3491,3792
2001,Beed,Rural,30-34,53722,2542,1059
2001,Beed,Rural,35-39,53425,2145,558
2001,Beed,Rural,40-49,82905,2831,1106
2001,Beed,Rural,50-59,47872,1930,1881
2001,Beed,Rural,60-69,44637,3995,10038
2001,Beed,Rural,70-79,16296,2502,13802
2001,Beed,Rural,80+,2358,488,6579
2001,Beed,Urban,05-09,110,25,24345
2001,Beed,Urban,10-14,624,200,26854
2001,Beed,Urban,15-19,3632,733,19469
2001,Beed,Urban,20-24,7241,871,9694
2001,Beed,Urban,25-29,10828,805,2871
2001,Beed,Urban,30-34,12654,686,788
2001,Beed,Urban,35-39,12426,624,376
2001,Beed,Urban,40-49,19228,748,596
2001,Beed,Urban,50-59,9064,352,1074
2001,Beed,Urban,60-69,4202,372,3418
2001,Beed,Urban,70-79,1493,162,2522
2001,Beed,Urban,80+,291,24,1022
2001,Latur,Total,05-09,637,228,129551
2001,Latur,Total,10-14,5029,1675,138617
2001,Latur,Total,15-19,30253,5572,81233
2001,Latur,Total,20-24,55484,5941,30977
2001,Latur,Total,25-29,62259,4065,7993
2001,Latur,Total,30-34,64797,2891,2207
2001,Latur,Total,35-39,61696,2319,1089
2001,Latur,Total,40-49,93372,3071,1729
2001,Latur,Total,50-59,51719,1773,2810
2001,Latur,Total,60-69,46558,3275,12424
2001,Latur,Total,70-79,16512,1861,14821
2001,Latur,Total,80+,3262,432,7998
2001,Latur,Rural,05-09,440,210,97330
2001,Latur,Rural,10-14,4030,1480,103819
2001,Latur,Rural,15-19,25188,4838,57080
2001,Latur,Rural,20-24,45117,5029,19296
2001,Latur,Rural,25-29,47505,3303,4640
2001,Latur,Rural,30-34,48676,2237,1218
2001,Latur,Rural,35-39,46337,1748,623
2001,Latur,Rural,40-49,70129,2334,1077
2001,Latur,Rural,50-59,40327,1403,1549
2001,Latur,Rural,60-69,41334,2880,8508
2001,Latur,Rural,70-79,14584,1697,11936
2001,Latur,Rural,80+,2716,402,6580
