District,Year,Select Industry,Govt. Employees,Semi-Govt. Employees,Private Employees
Latur,2017,"Transportation, Warehousing And Transportation",6021.0,6518,121
Latur,2017,"Finance, Insurance, Real Estate And Trade Services",8081.0,11517,28232
Latur,2017,"Collective, Social And Individual Service",469.0,197,3658
Latur,2018,Agriculture,402.0,895,98
Latur,2018,Mining,13.0,15,55
Latur,2018,Commodity Manufacturing,72.0,93,102
Latur,2018,"Electricity Generation, Gas, Water And Sewage Services",2923.0,3972,15
Latur,2018,Construction,2958.0,631,982
Latur,2018,Wholesale And Retail Trade And Hotel Business,5.0,11,8365
Latur,2018,"Transportation, Warehousing And Transportation",6221.0,6818,190
Latur,2018,"Finance, Insurance, Real Estate And Trade Services",8381.0,11717,31232
Latur,2018,"Collective, Social And Individual Service",569.0,237,3958
Latur,2019,Agriculture,761.0,293,28
Latur,2019,Mining,342.0,0,6263
Latur,2019,Commodity Manufacturing,419.0,2000,1726
Latur,2019,"Electricity Generation, Gas, Water And Sewage Services",1645.0,124,849
Latur,2019,Construction,2.0,2818,343
Latur,2019,Wholesale And Retail Trade And Hotel Business,1098.0,1134,2195
Latur,2019,"Transportation, Warehousing And Transportation",65.0,208,880
Latur,2019,"Finance, Insurance, Real Estate And Trade Services",11648.0,10903,18730
Latur,2019,"Collective, Social And Individual Service",3.0,2,55
Latur,2020,Agriculture,660.0,296,28
Latur,2020,Mining,314.0,0,6392
Latur,2020,Commodity Manufacturing,412.0,2000,1733
Latur,2020,"Electricity Generation, Gas, Water And Sewage Services",1615.0,123,834
Latur,2020,Construction,2.0,10,341
Latur,2020,Wholesale And Retail Trade And Hotel Business,1098.0,1134,2205
Latur,2020,"Transportation, Warehousing And Transportation",60.0,3016,880
Latur,2020,"Finance, Insurance, Real Estate And Trade Services",11547.0,10901,18730
Latur,2020,"Collective, Social And Individual Service",3.0,2,55
Latur,2021,Agriculture,657.0,298,28
Latur,2021,Mining,313.0,0,6326
Latur,2021,Commodity Manufacturing,411.0,2000,1728
Latur,2021,"Electricity Generation, Gas, Water And Sewage Services",1572.0,122,824
Latur,2021,Construction,2.0,10,341
Latur,2021,Wholesale And Retail Trade And Hotel Business,1096.0,1134,2203
Latur,2021,"Transportation, Warehousing And Transportation",60.0,3016,880
Latur,2021,"Finance, Insurance, Real Estate And Trade Services",11322.0,10897,18736
Latur,2021,"Collective, Social And Individual Service",3.0,2,55
Mumbai City,2013,Agriculture,108.0,0,256
Mumbai City,2013,Mining,95.0,0,71
Mumbai City,2013,Commodity Manufacturing,27595.0,377,44487
Mumbai City,2013,"Electricity Generation, Gas, Water And Sewage Services",1675.0,14361,384
Mumbai City,2013,Construction,6225.0,1389,8192
Mumbai City,2013,Wholesale And Retail Trade And Hotel Business,2231.0,1389,3826
Mumbai City,2013,"Transportation, Warehousing And Transportation",31315.0,265,8837
Mumbai City,2013,"Finance, Insurance, Real Estate And Trade Services",59682.0,236,24597
Mumbai City,2013,"Collective, Social And Individual Service",100590.0,121563,123882
Mumbai City,2014,Agriculture,112.0,0,289
Mumbai City,2014,Mining,117.0,0,87
Mumbai City,2014,Commodity Manufacturing,29785.0,451,45375
Mumbai City,2014,"Electricity Generation, Gas, Water And Sewage Services",2295.0,15063,399
Mumbai City,2014,Construction,7982.0,1732,9417
Mumbai City,2014,Wholesale And Retail Trade And Hotel Business,3793.0,1573,3998
Mumbai City,2014,"Transportation, Warehousing And Transportation",32577.0,317,9273
Mumbai City,2014,"Finance, Insurance, Real Estate And Trade Services",60890.0,252,27372
Mumbai City,2014,"Collective, Social And Individual Service",145478.0,121612,122402
Mumbai City,2015,Agriculture,124.0,0,304
Mumbai City,2015,Mining,114.0,0,78
Mumbai City,2015,Commodity Manufacturing,30567.0,462,51932
Mumbai City,2015,"Electricity Generation, Gas, Water And Sewage Services",2173.0,16427,394
Mumbai City,2015,Construction,7260.0,1915,9407
Mumbai City,2015,Wholesale And Retail Trade And Hotel Business,3981.0,1765,4217
Mumbai City,2015,"Transportation, Warehousing And Transportation",34482.0,308,9174
Mumbai City,2015,"Finance, Insurance, Real Estate And Trade Services",61989.0,259,28943
Mumbai City,2015,"Collective, Social And Individual Service",146290.0,121685,181687
Mumbai City,2016,Agriculture,128.0,0,317
Mumbai City,2016,Mining,119.0,0,83
Mumbai City,2016,Commodity Manufacturing,31670.0,481,52443
Mumbai City,2016,"Electricity Generation, Gas, Water And Sewage Services",2803.0,17203,406
Mumbai City,2016,Construction,7803.0,2343,10503
Mumbai City,2016,Wholesale And Retail Trade And Hotel Business,4103.0,2143,5719
Mumbai City,2016,"Transportation, Warehousing And Transportation",35379.0,409,10307
Mumbai City,2016,"Finance, Insurance, Real Estate And Trade Services",62390.0,304,29455
Mumbai City,2016,"Collective, Social And Individual Service",147460.0,122890,190530
Mumbai City,2017,Agriculture,109.0,71,949
Mumbai City,2017,Mining,93.0,0,851
Mumbai City,2017,Commodity Manufacturing,32530.0,5581,63443
Mumbai City,2017,"Electricity Generation, Gas, Water And Sewage Services",1567.0,21203,988
Mumbai City,2017,Construction,6548.0,6843,21503
Mumbai City,2017,Wholesale And Retail Trade And Hotel Business,3789.0,6643,7269
Mumbai City,2017,"Transportation, Warehousing And Transportation",34145.0,1409,21307
Mumbai City,2017,"Finance, Insurance, Real Estate And Trade Services",50268.0,1304,40455
Mumbai City,2017,"Collective, Social And Individual Service",1194722.0,222890,245530
Mumbai City,2018,Agriculture,134.0,64,1099
Mumbai City,2018,Mining,118.0,0,952
Mumbai City,2018,Commodity Manufacturing,44530.0,4081,69443
Mumbai City,2018,"Electricity Generation, Gas, Water And Sewage Services",2567.0,16203,1113
Mumbai City,2018,Construction,9548.0,4843,23503
Mumbai City,2018,Wholesale And Retail Trade And Hotel Business,4789.0,4143,7789
Mumbai City,2018,"Transportation, Warehousing And Transportation",43145.0,709,24307
Mumbai City,2018,"Finance, Insurance, Real Estate And Trade Services",62268.0,704,45435
Mumbai City,2018,"Collective, Social And Individual Service",136472.0,134399,254595
Mumbai City,2019,Agriculture,131.0,63,1179
Mumbai City,2019,Mining,116.0,0,1013
Mumbai City,2019,Commodity Manufacturing,44500.0,4020,74899
Mumbai City,2019,"Electricity Generation, Gas, Water And Sewage Services",2552.0,15830,1218
Mumbai City,2019,Construction,9523.0,4706,26181
Mumbai City,2019,Wholesale And Retail Trade And Hotel Business,4769.0,4052,8330
Mumbai City,2019,"Transportation, Warehousing And Transportation",42930.0,705,28430
Mumbai City,2019,"Finance, Insurance, Real Estate And Trade Services",61953.0,702,52175
Mumbai City,2019,"Collective, Social And Individual Service",135657.0,164365,267200
Mumbai City,2020,Agriculture,423.0,61,458
Mumbai City,2020,Mining,831.0,146,224
Mumbai City,2020,Commodity Manufacturing,1934.0,23637,79843
Mumbai City,2020,"Electricity Generation, Gas, Water And Sewage Services",1710.0,39429,1499
Mumbai City,2020,Construction,1497.0,677,16070
Mumbai City,2020,Wholesale And Retail Trade And Hotel Business,2763.0,255,48425
Mumbai City,2020,"Transportation, Warehousing And Transportation",102273.0,40753,56398
Mumbai City,2020,"Finance, Insurance, Real Estate And Trade Services",9127.0,63991,192708
Mumbai City,2020,"Collective, Social And Individual Service",156296.0,24840,93629
Mumbai City,2021,Agriculture,1228.0,207,746
Mumbai City,2021,Mining,161.0,8007,17896
Mumbai City,2021,Commodity Manufacturing,31529.0,56178,65610
Mumbai City,2021,"Electricity Generation, Gas, Water And Sewage Services",1497.0,677,18032
Mumbai City,2021,Construction,86829.0,3042,36348
Mumbai City,2021,Wholesale And Retail Trade And Hotel Business,10847.0,37789,31823
Mumbai City,2021,"Transportation, Warehousing And Transportation",11405.0,42988,139202
Mumbai City,2021,"Finance, Insurance, Real Estate And Trade Services",6009.0,21008,97151
Mumbai City,2021,"Collective, Social And Individual Service",155794.0,26935,116983
Mumbai Suburban,2018,Agriculture,,,466
Mumbai Suburban,2018,Mining,,,2183
Mumbai Suburban,2018,Commodity Manufacturing,352.0,4844,70167
Mumbai Suburban,2018,"Electricity Generation, Gas, Water And Sewage Services",,,1866
Mumbai Suburban,2018,Construction,,,944
Mumbai Suburban,2018,Wholesale And Retail Trade And Hotel Business,,,31762
Mumbai Suburban,2018,"Transportation, Warehousing And Transportation",889.0,3500,377350
Mumbai Suburban,2018,"Finance, Insurance, Real Estate And Trade Services",296.0,,132459
Mumbai Suburban,2018,"Collective, Social And Individual Service",1126.0,,64881
Mumbai Suburban,2019,Agriculture,0.0,0,2409
Mumbai Suburban,2019,Mining,0.0,0,2890
Mumbai Suburban,2019,Commodity Manufacturing,0.0,422,72989
Mumbai Suburban,2019,"Electricity Generation, Gas, Water And Sewage Services",0.0,0,1849
Mumbai Suburban,2019,Construction,0.0,0,1011
Mumbai Suburban,2019,Wholesale And Retail Trade And Hotel Business,0.0,0,35894
Mumbai Suburban,2019,"Transportation, Warehousing And Transportation",1031.0,3497,402860
Mumbai Suburban,2019,"Finance, Insurance, Real Estate And Trade Services",247.0,0,117860
Mumbai Suburban,2019,"Collective, Social And Individual Service",0.0,0,437208
Mumbai Suburban,2020,Agriculture,0.0,0,3000
Mumbai Suburban,2020,Mining,0.0,0,4376
Mumbai Suburban,2020,Commodity Manufacturing,0.0,4024,78925
Mumbai Suburban,2020,"Electricity Generation, Gas, Water And Sewage Services",0.0,0,1824
Mumbai Suburban,2020,Construction,0.0,0,78
Mumbai Suburban,2020,Wholesale And Retail Trade And Hotel Business,0.0,0,36578
Mumbai Suburban,2020,"Transportation, Warehousing And Transportation",1108.0,3464,401331
Mumbai Suburban,2020,"Finance, Insurance, Real Estate And Trade Services",241.0,0,126470
Mumbai Suburban,2020,"Collective, Social And Individual Service",3672.0,0,279498
Mumbai Suburban,2021,Agriculture,0.0,0,3228
Mumbai Suburban,2021,Mining,0.0,0,2838
Mumbai Suburban,2021,Commodity Manufacturing,0.0,2281,97159
Mumbai Suburban,2021,"Electricity Generation, Gas, Water And Sewage Services",0.0,0,2009
Mumbai Suburban,2021,Construction,0.0,0,65
Mumbai Suburban,2021,Wholesale And Retail Trade And Hotel Business,0.0,0,38654
Mumbai Suburban,2021,"Transportation, Warehousing And Transportation",1405.0,0,438731
Mumbai Suburban,2021,"Finance, Insurance, Real Estate And Trade Services",244.0,0,121322
Mumbai Suburban,2021,"Collective, Social And Individual Service",3634.0,0,298790
Nagpur,2012,Agriculture,1620.0,325,875
Nagpur,2012,Mining,298.0,9975,375
Nagpur,2012,Commodity Manufacturing,1040.0,320,44100
Nagpur,2012,"Electricity Generation, Gas, Water And Sewage Services",170.0,5225,50
Nagpur,2012,Construction,4000.0,2600,2950
Nagpur,2012,Wholesale And Retail Trade And Hotel Business,425.0,3111,7250
Nagpur,2012,"Transportation, Warehousing And Transportation",2300.0,3370,2770
Nagpur,2012,"Finance, Insurance, Real Estate And Trade Services",3150.0,10150,28900
Nagpur,2012,"Collective, Social And Individual Service",31250.0,38280,36767
Nagpur,2013,Agriculture,1620.0,325,875
Nagpur,2013,Mining,298.0,9975,375
Nagpur,2013,Commodity Manufacturing,1040.0,320,44100
Nagpur,2013,"Electricity Generation, Gas, Water And Sewage Services",170.0,5225,50
Nagpur,2013,Construction,4000.0,2600,2950
Nagpur,2013,Wholesale And Retail Trade And Hotel Business,425.0,3111,7250
Nagpur,2013,"Transportation, Warehousing And Transportation",2300.0,3370,2770
Nagpur,2013,"Finance, Insurance, Real Estate And Trade Services",3150.0,10150,28900
Nagpur,2013,"Collective, Social And Individual Service",31250.0,38280,36767
Nagpur,2014,Mining,1620.0,9975,875
Nagpur,2014,Commodity Manufacturing,1040.0,320,44100
Nagpur,2014,"Electricity Generation, Gas, Water And Sewage Services",170.0,5225,50
Nagpur,2014,Construction,4000.0,2600,2950
Nagpur,2014,Wholesale And Retail Trade And Hotel Business,425.0,3111,7250
Nagpur,2014,"Transportation, Warehousing And Transportation",2300.0,3370,2770
Nagpur,2014,"Finance, Insurance, Real Estate And Trade Services",3150.0,10150,28900
Nagpur,2014,"Collective, Social And Individual Service",31250.0,38280,36767
Nagpur,2017,Agriculture,210.0,893,4519
Nagpur,2017,Mining,131.0,576,6312
Nagpur,2017,Commodity Manufacturing,106.0,303,4221
Nagpur,2017,"Electricity Generation, Gas, Water And Sewage Services",247.0,619,10942
Nagpur,2017,Construction,183.0,180,5913
Nagpur,2017,Wholesale And Retail Trade And Hotel Business,213.0,709,10918
Nagpur,2017,"Transportation, Warehousing And Transportation",205.0,276,3615
Nagpur,2017,"Finance, Insurance, Real Estate And Trade Services",5093.0,9923,14718
Nagpur,2017,"Collective, Social And Individual Service",312.0,536,5321
Nagpur,2018,Agriculture,816.0,920,8750
Nagpur,2018,Mining,418.0,636,11130
Nagpur,2018,Commodity Manufacturing,276.0,330,5442
Nagpur,2018,"Electricity Generation, Gas, Water And Sewage Services",560.0,690,13787
Nagpur,2018,Construction,392.0,203,6835
Nagpur,2018,Wholesale And Retail Trade And Hotel Business,496.0,784,13991
Nagpur,2018,"Transportation, Warehousing And Transportation",340.0,280,3938
Nagpur,2018,"Finance, Insurance, Real Estate And Trade Services",14404.0,18674,64539
Nagpur,2018,"Collective, Social And Individual Service",685.0,404,5836
Nagpur,2019,Agriculture,1170.0,1287,15310
Nagpur,2019,Mining,817.0,1035,14350
Nagpur,2019,Commodity Manufacturing,517.0,768,8571
Nagpur,2019,"Electricity Generation, Gas, Water And Sewage Services",934.0,883,19140
Nagpur,2019,Construction,511.0,412,11531
Nagpur,2019,Wholesale And Retail Trade And Hotel Business,818.0,954,19602
Nagpur,2019,"Transportation, Warehousing And Transportation",611.0,530,7424
Nagpur,2019,"Finance, Insurance, Real Estate And Trade Services",16302.0,18398,65014
Nagpur,2019,"Collective, Social And Individual Service",611.0,585,6129
Nagpur,2020,Agriculture,1220.0,1340,16021
Nagpur,2020,Mining,902.0,1101,15202
Nagpur,2020,Commodity Manufacturing,570.0,813,8611
Nagpur,2020,"Electricity Generation, Gas, Water And Sewage Services",1013.0,906,20240
Nagpur,2020,Construction,525.0,465,12098
Nagpur,2020,Wholesale And Retail Trade And Hotel Business,880.0,1002,19977
Nagpur,2020,"Transportation, Warehousing And Transportation",720.0,578,8202
Nagpur,2020,"Finance, Insurance, Real Estate And Trade Services",17210.0,18880,68304
Nagpur,2020,"Collective, Social And Individual Service",720.0,602,6571
Nagpur,2021,Agriculture,1225.0,1348,16028
Nagpur,2021,Mining,898.0,1107,15213
Nagpur,2021,Commodity Manufacturing,572.0,824,8656
Nagpur,2021,"Electricity Generation, Gas, Water And Sewage Services",1015.0,911,20249
Nagpur,2021,Construction,532.0,471,12192
Nagpur,2021,Wholesale And Retail Trade And Hotel Business,880.0,998,20145
Nagpur,2021,"Transportation, Warehousing And Transportation",728.0,582,8221
Nagpur,2021,"Finance, Insurance, Real Estate And Trade Services",17215.0,18884,68365
Nagpur,2021,"Collective, Social And Individual Service",724.0,621,6578
Nanded,2014,Agriculture,1264.0,671,289
Nanded,2014,Commodity Manufacturing,3659.0,1119,365
Nanded,2014,"Electricity Generation, Gas, Water And Sewage Services",2981.0,3862,61
Nanded,2014,Construction,2896.0,299,499
Nanded,2014,Wholesale And Retail Trade And Hotel Business,2134.0,2749,1282
Nanded,2014,"Transportation, Warehousing And Transportation",6715.0,1898,2915
Nanded,2014,"Finance, Insurance, Real Estate And Trade Services",14844.0,3829,8998
Nanded,2014,"Collective, Social And Individual Service",61.0,119,998
Nanded,2016,Agriculture,1265.0,672,285
Nanded,2016,Commodity Manufacturing,3659.0,1114,366
Nanded,2016,"Electricity Generation, Gas, Water And Sewage Services",2987.0,3866,63
Nanded,2016,Construction,2891.0,299,499
Nanded,2016,Wholesale And Retail Trade And Hotel Business,2135.0,2750,12820
Nanded,2016,"Transportation, Warehousing And Transportation",6711.0,1899,2917
Nanded,2016,"Finance, Insurance, Real Estate And Trade Services",14844.0,3822,8992
Nanded,2016,"Collective, Social And Individual Service",62.0,114,2993
Nanded,2017,Agriculture,1400.0,1900,16
Nanded,2017,Mining,267.0,11,
Nanded,2017,Commodity Manufacturing,42.0,465,2259
Nanded,2017,"Electricity Generation, Gas, Water And Sewage Services",2902.0,3876,211
Nanded,2017,Construction,117.0,4274,6
Nanded,2017,Wholesale And Retail Trade And Hotel Business,247.0,2347,500
Nanded,2017,"Transportation, Warehousing And Transportation",179.0,243,32
Nanded,2017,"Finance, Insurance, Real Estate And Trade Services",10664.0,26977,6309
Nanded,2017,"Collective, Social And Individual Service",177.0,177,10
Nanded,2018,Agriculture,1430.0,1950,25
Nanded,2018,Mining,273.0,13,
Nanded,2018,Commodity Manufacturing,47.0,470,2263
Nanded,2018,"Electricity Generation, Gas, Water And Sewage Services",2970.0,3889,245
Nanded,2018,Construction,122.0,4320,10
Nanded,2018,Wholesale And Retail Trade And Hotel Business,258.0,2350,513
Nanded,2018,"Transportation, Warehousing And Transportation",184.0,258,37
Nanded,2018,"Finance, Insurance, Real Estate And Trade Services",10680.0,26985,6320
Nanded,2018,"Collective, Social And Individual Service",190.0,187,15
Nanded,2019,Agriculture,1320.0,1640,23
Nanded,2019,Mining,273.0,10,0
Nanded,2019,Commodity Manufacturing,47.0,435,2160
Nanded,2019,"Electricity Generation, Gas, Water And Sewage Services",2590.0,3542,241
Nanded,2019,Construction,22.0,4320,10
Nanded,2019,Wholesale And Retail Trade And Hotel Business,249.0,2240,490
Nanded,2019,"Transportation, Warehousing And Transportation",170.0,243,32
Nanded,2019,"Finance, Insurance, Real Estate And Trade Services",9680.0,24985,5520
Nanded,2019,"Collective, Social And Individual Service",185.0,180,10
Nanded,2020,Agriculture,1320.0,1640,23
Nanded,2020,Mining,273.0,20,0
Nanded,2020,Commodity Manufacturing,47.0,455,2160
Nanded,2020,"Electricity Generation, Gas, Water And Sewage Services",2590.0,3542,241
Nanded,2020,Construction,22.0,4320,20
Nanded,2020,Wholesale And Retail Trade And Hotel Business,249.0,2240,500
Nanded,2020,"Transportation, Warehousing And Transportation",200.0,250,32
Nanded,2020,"Finance, Insurance, Real Estate And Trade Services",9640.0,24990,5520
Nanded,2020,"Collective, Social And Individual Service",185.0,180,10
Nanded,2021,Agriculture,1307.0,506,413
Nanded,2021,Mining,258.0,16,2963
Nanded,2021,Commodity Manufacturing,458.0,176,1610
Nanded,2021,"Electricity Generation, Gas, Water And Sewage Services",7309.0,18,1108
Nanded,2021,Construction,34.0,3225,239
Nanded,2021,Wholesale And Retail Trade And Hotel Business,108.0,111,1699
Nanded,2021,"Transportation, Warehousing And Transportation",276.0,0,39
Nanded,2021,"Finance, Insurance, Real Estate And Trade Services",14191.0,658,14910
Nanded,2021,"Collective, Social And Individual Service",174.0,0,799
Nandurbar,2006,Agriculture,1103.0,0,0
Nandurbar,2006,Mining,425.0,0,0
Nandurbar,2006,Commodity Manufacturing,0.0,0,2212
Nandurbar,2006,"Electricity Generation, Gas, Water And Sewage Services",0.0,129,0
Nandurbar,2006,Construction,443.0,0,0
Nandurbar,2006,Wholesale And Retail Trade And Hotel Business,65.0,0,0
Nandurbar,2006,"Transportation, Warehousing And Transportation",8.0,0,0
Nandurbar,2006,"Finance, Insurance, Real Estate And Trade Services",438.0,0,220
Nandurbar,2006,"Collective, Social And Individual Service",5048.0,6471,2657
Nandurbar,2008,Agriculture,956.0,560,0
Nandurbar,2008,Mining,45.0,0,0
Nandurbar,2008,Commodity Manufacturing,10.0,0,2450
Nandurbar,2008,"Electricity Generation, Gas, Water And Sewage Services",25.0,870,0
Nandurbar,2008,Construction,450.0,159,0
Nandurbar,2008,Wholesale And Retail Trade And Hotel Business,0.0,0,60
Nandurbar,2008,"Transportation, Warehousing And Transportation",85.0,910,0
Nandurbar,2008,"Finance, Insurance, Real Estate And Trade Services",495.0,206,210
Nandurbar,2008,"Collective, Social And Individual Service",4682.0,4940,2554
Nandurbar,2009,Agriculture,1189.0,565,0
Nandurbar,2009,Mining,45.0,0,0
Nandurbar,2009,Commodity Manufacturing,10.0,0,2650
Nandurbar,2009,"Electricity Generation, Gas, Water And Sewage Services",25.0,905,0
Nandurbar,2009,Construction,459.0,159,0
Nandurbar,2009,Wholesale And Retail Trade And Hotel Business,0.0,0,60
Nandurbar,2009,"Transportation, Warehousing And Transportation",80.0,1014,0
Nandurbar,2009,"Finance, Insurance, Real Estate And Trade Services",509.0,212,225
Nandurbar,2009,"Collective, Social And Individual Service",10532.0,5736,2805
Nandurbar,2010,Agriculture,1185.0,562,0
Nandurbar,2010,Mining,44.0,0,0
Nandurbar,2010,Commodity Manufacturing,10.0,0,2650
Nandurbar,2010,"Electricity Generation, Gas, Water And Sewage Services",28.0,907,0
Nandurbar,2010,Construction,460.0,157,0
Nandurbar,2010,Wholesale And Retail Trade And Hotel Business,0.0,0,58
Nandurbar,2010,"Transportation, Warehousing And Transportation",82.0,1017,0
Nandurbar,2010,"Finance, Insurance, Real Estate And Trade Services",506.0,211,231
Nandurbar,2010,"Collective, Social And Individual Service",10711.0,5813,2886
Nandurbar,2011,Agriculture,1181.0,558,0
Nandurbar,2011,Mining,45.0,0,0
Nandurbar,2011,Commodity Manufacturing,9.0,0,2652
Nandurbar,2011,"Electricity Generation, Gas, Water And Sewage Services",29.0,909,0
Nandurbar,2011,Construction,466.0,156,0
Nandurbar,2011,Wholesale And Retail Trade And Hotel Business,0.0,0,58
Nandurbar,2011,"Transportation, Warehousing And Transportation",79.0,1011,0
Nandurbar,2011,"Finance, Insurance, Real Estate And Trade Services",512.0,210,238
Nandurbar,2011,"Collective, Social And Individual Service",10744.0,5824,2874
Nandurbar,2012,Agriculture,1148.0,541,0
Nandurbar,2012,Mining,42.0,0,0
Nandurbar,2012,Commodity Manufacturing,9.0,0,2568
Nandurbar,2012,"Electricity Generation, Gas, Water And Sewage Services",27.0,904,0
Nandurbar,2012,Construction,462.0,146,0
Nandurbar,2012,Wholesale And Retail Trade And Hotel Business,0.0,0,56
Nandurbar,2012,"Transportation, Warehousing And Transportation",76.0,1006,0
Nandurbar,2012,"Finance, Insurance, Real Estate And Trade Services",509.0,220,237
Nandurbar,2012,"Collective, Social And Individual Service",10891.0,5832,2846
Nandurbar,2013,Agriculture,1124.0,533,0
Nandurbar,2013,Mining,38.0,0,0
Nandurbar,2013,Commodity Manufacturing,8.0,0,2542
Nandurbar,2013,"Electricity Generation, Gas, Water And Sewage Services",23.0,891,0
Nandurbar,2013,Construction,451.0,135,0
Nandurbar,2013,Wholesale And Retail Trade And Hotel Business,0.0,0,52
Nandurbar,2013,"Transportation, Warehousing And Transportation",72.0,982,0
Nandurbar,2013,"Finance, Insurance, Real Estate And Trade Services",519.0,227,229
Nandurbar,2013,"Collective, Social And Individual Service",10955.0,5879,2918
Nandurbar,2014,Agriculture,1102.0,524,0
Nandurbar,2014,Mining,36.0,0,0
Nandurbar,2014,Commodity Manufacturing,7.0,0,2526
Nandurbar,2014,"Electricity Generation, Gas, Water And Sewage Services",22.0,887,0
Nandurbar,2014,Construction,432.0,133,0
Nandurbar,2014,Wholesale And Retail Trade And Hotel Business,0.0,0,52
Nandurbar,2014,"Transportation, Warehousing And Transportation",70.0,978,0
Nandurbar,2014,"Finance, Insurance, Real Estate And Trade Services",511.0,216,223
Nandurbar,2014,"Collective, Social And Individual Service",11213.0,5892,3012
Nandurbar,2015,Agriculture,1091.0,521,0
Nandurbar,2015,Mining,33.0,0,0
Nandurbar,2015,Commodity Manufacturing,6.0,0,2519
Nandurbar,2015,"Electricity Generation, Gas, Water And Sewage Services",21.0,888,0
Nandurbar,2015,Construction,438.0,131,0
Nandurbar,2015,Wholesale And Retail Trade And Hotel Business,0.0,0,61
Nandurbar,2015,"Transportation, Warehousing And Transportation",69.0,975,0
Nandurbar,2015,"Finance, Insurance, Real Estate And Trade Services",483.0,209,221
Nandurbar,2015,"Collective, Social And Individual Service",11166.0,5602,3114
Nandurbar,2016,Agriculture,1084.0,519,0
Nandurbar,2016,Mining,28.0,0,0
Nandurbar,2016,Commodity Manufacturing,7.0,0,2487
Nandurbar,2016,"Electricity Generation, Gas, Water And Sewage Services",15.0,839,0
Nandurbar,2016,Construction,423.0,122,0
Nandurbar,2016,Wholesale And Retail Trade And Hotel Business,0.0,0,58
Nandurbar,2016,"Transportation, Warehousing And Transportation",67.0,938,0
Nandurbar,2016,"Finance, Insurance, Real Estate And Trade Services",476.0,201,217
Nandurbar,2016,"Collective, Social And Individual Service",11168.0,5633,3091
Nandurbar,2017,Agriculture,1069.0,514,0
Nandurbar,2017,Mining,24.0,0,0
Nandurbar,2017,Commodity Manufacturing,6.0,0,2495
Nandurbar,2017,"Electricity Generation, Gas, Water And Sewage Services",12.0,828,0
Nandurbar,2017,Construction,429.0,119,0
Nandurbar,2017,Wholesale And Retail Trade And Hotel Business,0.0,0,119
Nandurbar,2017,"Transportation, Warehousing And Transportation",63.0,934,0
Nandurbar,2017,"Finance, Insurance, Real Estate And Trade Services",472.0,204,231
Nandurbar,2017,"Collective, Social And Individual Service",11133.0,5606,3098
Nandurbar,2018,Agriculture,1075.0,519,0
Nandurbar,2018,Mining,21.0,0,0
Nandurbar,2018,Commodity Manufacturing,6.0,0,2456
Nandurbar,2018,"Electricity Generation, Gas, Water And Sewage Services",11.0,824,0
Nandurbar,2018,Construction,432.0,126,0
Nandurbar,2018,Wholesale And Retail Trade And Hotel Business,0.0,0,116
Nandurbar,2018,"Transportation, Warehousing And Transportation",61.0,929,0
Nandurbar,2018,"Finance, Insurance, Real Estate And Trade Services",446.0,207,236
Nandurbar,2018,"Collective, Social And Individual Service",11126.0,5602,3094
Nandurbar,2019,Agriculture,976.0,492,0
Nandurbar,2019,Mining,19.0,0,0
Nandurbar,2019,Commodity Manufacturing,7.0,0,2384
Nandurbar,2019,"Electricity Generation, Gas, Water And Sewage Services",10.0,801,0
Nandurbar,2019,Construction,416.0,109,0
Nandurbar,2019,Wholesale And Retail Trade And Hotel Business,0.0,0,98
Nandurbar,2019,"Transportation, Warehousing And Transportation",52.0,827,0
Nandurbar,2019,"Finance, Insurance, Real Estate And Trade Services",407.0,181,211
Nandurbar,2019,"Collective, Social And Individual Service",10928.0,5135,2891
Nandurbar,2020,Agriculture,971.0,483,0
Nandurbar,2020,Mining,15.0,0,0
Nandurbar,2020,Commodity Manufacturing,5.0,0,2276
Nandurbar,2020,"Electricity Generation, Gas, Water And Sewage Services",8.0,781,0
Nandurbar,2020,Construction,402.0,99,0
Nandurbar,2020,Wholesale And Retail Trade And Hotel Business,0.0,0,101
Nandurbar,2020,"Transportation, Warehousing And Transportation",51.0,822,0
Nandurbar,2020,"Finance, Insurance, Real Estate And Trade Services",398.0,172,209
Nandurbar,2020,"Collective, Social And Individual Service",10819.0,5102,2852
Nashik,2012,Agriculture,1582.0,297,242
Nashik,2012,Mining,81.0,48,10
Nashik,2012,Commodity Manufacturing,4772.0,8861,66712
Nashik,2012,"Electricity Generation, Gas, Water And Sewage Services",1158.0,4013,187
Nashik,2012,Construction,1237.0,3419,916
Nashik,2012,Wholesale And Retail Trade And Hotel Business,30.0,40,5849
Nashik,2012,"Transportation, Warehousing And Transportation",3219.0,6585,285
Nashik,2012,"Finance, Insurance, Real Estate And Trade Services",2319.0,3450,14557
Nashik,2012,"Collective, Social And Individual Service",17591.0,29545,34278
Nashik,2013,Agriculture,1539.0,281,227
Nashik,2013,Mining,74.0,42,7
Nashik,2013,Commodity Manufacturing,4347.0,8791,63429
Nashik,2013,"Electricity Generation, Gas, Water And Sewage Services",1103.0,3992,172
Nashik,2013,Construction,1197.0,3382,787
Nashik,2013,Wholesale And Retail Trade And Hotel Business,26.0,35,5694
Nashik,2013,"Transportation, Warehousing And Transportation",3021.0,6378,278
Nashik,2013,"Finance, Insurance, Real Estate And Trade Services",2112.0,3312,12587
Nashik,2013,"Collective, Social And Individual Service",14078.0,22665,26209
Nashik,2014,Agriculture,1314.0,77,198
