Year,District,Taluka,Road Type,Length
2016,Beed,Wadwani,Major district roads,39.0
2016,Beed,Wadwani,Other district roads,93.0
2016,Beed,Wadwani,District Roads,132.0
2016,Beed,Beed,National Highways,0.0
2016,Beed,Beed,Expressway,0.0
2016,Beed,Beed,Major State Highways,34.0
2016,Beed,Beed,State highways,98.0
2016,Beed,Beed,Major district roads,226.6
2016,Beed,Beed,Other district roads,256.85
2016,Beed,Beed,District Roads,483.45
2016,Beed,Cage,National Highways,70.5
2016,Beed,Cage,Expressway,0.0
2016,Beed,Cage,Major State Highways,0.0
2016,Beed,Cage,State highways,100.3
2016,Beed,Cage,Major district roads,174.4
2016,Beed,Cage,Other district roads,282.95
2016,Beed,Cage,District Roads,457.35
2016,Beed,Dharur,National Highways,29.0
2016,Beed,Dharur,Expressway,0.0
2016,Beed,Dharur,Major State Highways,26.0
2016,Beed,Dharur,State highways,26.0
2016,Beed,Dharur,Major district roads,114.5
2016,Beed,Dharur,Other district roads,110.5
2016,Beed,Dharur,District Roads,225.0
2016,Beed,Parli,National Highways,50.8
2016,Beed,Parli,Expressway,0.0
2016,Beed,Parli,Major State Highways,31.0
2016,Beed,Parli,State highways,157.05
2016,Beed,Parli,Major district roads,43.65
2016,Beed,Parli,Other district roads,179.8
2016,Beed,Parli,District Roads,223.45
2016,Beed,Ambajogai,National Highways,88.0
2016,Beed,Ambajogai,Expressway,0.0
2016,Beed,Ambajogai,Major State Highways,0.0
2016,Beed,Ambajogai,State highways,96.9
2016,Beed,Ambajogai,Major district roads,147.4
2016,Beed,Ambajogai,Other district roads,235.7
2016,Beed,Ambajogai,District Roads,383.1
2017,Beed,Ashti,National Highways,0.0
2017,Beed,Ashti,Expressway,0.0
2017,Beed,Ashti,Major State Highways,45.0
2017,Beed,Ashti,State highways,143.4
2017,Beed,Ashti,Major district roads,193.55
2017,Beed,Ashti,Other district roads,420.5
2017,Beed,Ashti,District Roads,614.05
2017,Beed,Patoda,National Highways,0.0
2017,Beed,Patoda,Expressway,0.0
2017,Beed,Patoda,Major State Highways,45.0
2017,Beed,Patoda,State highways,102.7
2017,Beed,Patoda,Major district roads,190.5
2017,Beed,Patoda,Other district roads,225.7
2017,Beed,Patoda,District Roads,416.2
2017,Beed,Shirur Kasar,National Highways,7.7
2017,Beed,Shirur Kasar,Expressway,0.0
2017,Beed,Shirur Kasar,Major State Highways,0.0
2017,Beed,Shirur Kasar,State highways,99.0
2017,Beed,Shirur Kasar,Major district roads,152.4
2017,Beed,Shirur Kasar,Other district roads,98.5
2017,Beed,Shirur Kasar,District Roads,250.9
2017,Beed,Gevrai,National Highways,0.0
2017,Beed,Gevrai,Expressway,0.0
2017,Beed,Gevrai,Major State Highways,0.0
2017,Beed,Gevrai,State highways,138.7
2017,Beed,Gevrai,Major district roads,276.4
2017,Beed,Gevrai,Other district roads,258.71
2017,Beed,Gevrai,District Roads,535.11
2017,Beed,Majalgaon,National Highways,36.0
2017,Beed,Majalgaon,Expressway,0.0
2017,Beed,Majalgaon,Major State Highways,0.0
2017,Beed,Majalgaon,State highways,45.0
2017,Beed,Majalgaon,Major district roads,87.05
2017,Beed,Majalgaon,Other district roads,261.18
2017,Beed,Majalgaon,District Roads,348.23
2017,Beed,Wadwani,National Highways,0.0
2017,Beed,Wadwani,Expressway,0.0
2017,Beed,Wadwani,Major State Highways,24.0
2017,Beed,Wadwani,State highways,59.5
2017,Beed,Wadwani,Major district roads,39.0
2017,Beed,Wadwani,Other district roads,102.0
2017,Beed,Wadwani,District Roads,141.0
2017,Beed,Beed,National Highways,93.0
2017,Beed,Beed,Expressway,0.0
2017,Beed,Beed,Major State Highways,0.0
2017,Beed,Beed,State highways,98.0
2017,Beed,Beed,Major district roads,226.6
2017,Beed,Beed,Other district roads,213.87
2017,Beed,Beed,District Roads,440.47
2017,Beed,Cage,National Highways,70.5
2017,Beed,Cage,Expressway,0.0
2017,Beed,Cage,Major State Highways,0.0
2017,Beed,Cage,State highways,100.3
2017,Beed,Cage,Major district roads,174.4
2017,Beed,Cage,Other district roads,281.95
2017,Beed,Cage,District Roads,456.35
2017,Beed,Dharur,National Highways,29.0
2017,Beed,Dharur,Expressway,0.0
2017,Beed,Dharur,Major State Highways,26.0
2017,Beed,Dharur,State highways,26.0
2017,Beed,Dharur,Major district roads,114.5
2017,Beed,Dharur,Other district roads,135.35
2017,Beed,Dharur,District Roads,249.85
2017,Beed,Parli,National Highways,50.8
2017,Beed,Parli,Expressway,0.0
2017,Beed,Parli,Major State Highways,31.0
2017,Beed,Parli,State highways,157.05
2017,Beed,Parli,Major district roads,43.65
2017,Beed,Parli,Other district roads,179.8
2017,Beed,Parli,District Roads,223.45
2017,Beed,Ambajogai,National Highways,88.0
2017,Beed,Ambajogai,Expressway,0.0
2017,Beed,Ambajogai,Major State Highways,0.0
2017,Beed,Ambajogai,State highways,96.9
2017,Beed,Ambajogai,Major district roads,147.4
2017,Beed,Ambajogai,Other district roads,235.68
2017,Beed,Ambajogai,District Roads,383.08
2018,Beed,Ashti,National Highways,0.0
2018,Beed,Ashti,Expressway,0.0
2018,Beed,Ashti,Major State Highways,45.0
2018,Beed,Ashti,State highways,89.5
2018,Beed,Ashti,Major district roads,445.5
2018,Beed,Ashti,Other district roads,409.15
2018,Beed,Ashti,District Roads,854.65
2018,Beed,Patoda,National Highways,0.0
2018,Beed,Patoda,Expressway,0.0
2018,Beed,Patoda,Major State Highways,45.0
2018,Beed,Patoda,State highways,16.5
2018,Beed,Patoda,Major district roads,149.9
2018,Beed,Patoda,Other district roads,62.7
2018,Beed,Patoda,District Roads,212.6
2018,Beed,Shirur Kasar,National Highways,7.7
2018,Beed,Shirur Kasar,Expressway,0.0
2018,Beed,Shirur Kasar,Major State Highways,10.0
2018,Beed,Shirur Kasar,State highways,87.7
2018,Beed,Shirur Kasar,Major district roads,156.7
2018,Beed,Shirur Kasar,Other district roads,88.5
2018,Beed,Shirur Kasar,District Roads,245.2
2018,Beed,Gevrai,National Highways,0.0
2018,Beed,Gevrai,Expressway,0.0
2018,Beed,Gevrai,Major State Highways,0.0
2018,Beed,Gevrai,State highways,132.6
2018,Beed,Gevrai,Major district roads,285.9
2018,Beed,Gevrai,Other district roads,258.85
2018,Beed,Gevrai,District Roads,544.75
2018,Beed,Majalgaon,National Highways,36.0
2018,Beed,Majalgaon,Expressway,0.0
2018,Beed,Majalgaon,Major State Highways,0.0
2018,Beed,Majalgaon,State highways,22.5
2018,Beed,Majalgaon,Major district roads,62.85
2018,Beed,Majalgaon,Other district roads,308.3
2018,Beed,Majalgaon,District Roads,371.15
2018,Beed,Wadwani,National Highways,0.0
2018,Beed,Wadwani,Expressway,0.0
2018,Beed,Wadwani,Major State Highways,0.0
2018,Beed,Wadwani,State highways,65.95
2018,Beed,Wadwani,Major district roads,39.0
2018,Beed,Wadwani,Other district roads,25.7
2018,Beed,Wadwani,District Roads,64.7
2018,Beed,Beed,National Highways,93.0
2018,Beed,Beed,Expressway,0.0
2018,Beed,Beed,Major State Highways,4.0
2018,Beed,Beed,State highways,97.0
2018,Beed,Beed,Major district roads,308.2
2018,Beed,Beed,Other district roads,245.85
2018,Beed,Beed,District Roads,554.05
2018,Beed,Cage,National Highways,70.5
2018,Beed,Cage,Expressway,0.0
2018,Beed,Cage,Major State Highways,0.0
2018,Beed,Cage,State highways,92.8
2018,Beed,Cage,Major district roads,302.1
2018,Beed,Cage,Other district roads,245.0
2018,Beed,Cage,District Roads,547.1
2018,Beed,Dharur,National Highways,29.0
2018,Beed,Dharur,Expressway,0.0
2018,Beed,Dharur,Major State Highways,0.0
2018,Beed,Dharur,State highways,20.0
2018,Beed,Dharur,Major district roads,114.5
2018,Beed,Dharur,Other district roads,50.2
2018,Beed,Dharur,District Roads,164.7
2018,Beed,Parli,National Highways,50.8
2018,Beed,Parli,Expressway,0.0
2018,Beed,Parli,Major State Highways,0.0
2018,Beed,Parli,State highways,98.6
2018,Beed,Parli,Major district roads,44.65
2018,Beed,Parli,Other district roads,87.8
2018,Beed,Parli,District Roads,132.45
2018,Beed,Ambajogai,National Highways,88.0
2018,Beed,Ambajogai,Expressway,0.0
2018,Beed,Ambajogai,Major State Highways,0.0
2018,Beed,Ambajogai,State highways,76.0
2018,Beed,Ambajogai,Major district roads,147.9
2018,Beed,Ambajogai,Other district roads,408.35
2018,Beed,Ambajogai,District Roads,556.25
2019,Beed,Ashti,National Highways,45.0
2019,Beed,Ashti,Expressway,0.0
2019,Beed,Ashti,Major State Highways,45.0
2019,Beed,Ashti,State highways,89.2
2019,Beed,Ashti,Major district roads,437.7
2019,Beed,Ashti,Other district roads,186.05
2019,Beed,Ashti,District Roads,623.75
2019,Beed,Patoda,National Highways,66.65
2019,Beed,Patoda,Expressway,0.0
2019,Beed,Patoda,Major State Highways,45.0
2019,Beed,Patoda,State highways,16.5
2019,Beed,Patoda,Major district roads,149.9
2019,Beed,Patoda,Other district roads,62.7
2019,Beed,Patoda,District Roads,212.6
2019,Beed,Shirur Kasar,National Highways,34.95
2019,Beed,Shirur Kasar,Expressway,0.0
2019,Beed,Shirur Kasar,Major State Highways,10.0
2019,Beed,Shirur Kasar,State highways,87.7
2019,Beed,Shirur Kasar,Major district roads,156.7
2019,Beed,Shirur Kasar,Other district roads,88.5
2019,Beed,Shirur Kasar,District Roads,245.2
2019,Beed,Gevrai,National Highways,27.0
2019,Beed,Gevrai,Expressway,0.0
2019,Beed,Gevrai,Major State Highways,0.0
2019,Beed,Gevrai,State highways,132.6
2019,Beed,Gevrai,Major district roads,285.9
2019,Beed,Gevrai,Other district roads,337.03
2019,Beed,Gevrai,District Roads,622.93
2019,Beed,Majalgaon,National Highways,83.0
2019,Beed,Majalgaon,Expressway,0.0
2019,Beed,Majalgaon,Major State Highways,0.0
2019,Beed,Majalgaon,State highways,45.0
2019,Beed,Majalgaon,Major district roads,87.05
2019,Beed,Majalgaon,Other district roads,223.7
2019,Beed,Majalgaon,District Roads,310.75
2019,Beed,Wadwani,National Highways,25.5
2019,Beed,Wadwani,Expressway,0.0
2019,Beed,Wadwani,Major State Highways,0.0
2019,Beed,Wadwani,State highways,61.95
2019,Beed,Wadwani,Major district roads,44.0
2019,Beed,Wadwani,Other district roads,95.0
2019,Beed,Wadwani,District Roads,139.0
2019,Beed,Beed,National Highways,59.25
2019,Beed,Beed,Expressway,0.0
2019,Beed,Beed,Major State Highways,4.0
2019,Beed,Beed,State highways,97.0
2019,Beed,Beed,Major district roads,308.2
2019,Beed,Beed,Other district roads,268.85
2019,Beed,Beed,District Roads,577.05
2019,Beed,Cage,National Highways,70.5
2019,Beed,Cage,Expressway,0.0
2019,Beed,Cage,Major State Highways,0.0
2019,Beed,Cage,State highways,100.3
2019,Beed,Cage,Major district roads,277.1
2019,Beed,Cage,Other district roads,282.95
2019,Beed,Cage,District Roads,560.05
2019,Beed,Dharur,National Highways,68.5
2019,Beed,Dharur,Expressway,0.0
2019,Beed,Dharur,Major State Highways,0.0
2019,Beed,Dharur,State highways,26.0
2019,Beed,Dharur,Major district roads,114.5
2019,Beed,Dharur,Other district roads,110.5
2019,Beed,Dharur,District Roads,225.0
2019,Beed,Parli,National Highways,123.8
2019,Beed,Parli,Expressway,0.0
2019,Beed,Parli,Major State Highways,0.0
2019,Beed,Parli,State highways,106.25
2019,Beed,Parli,Major district roads,43.65
2019,Beed,Parli,Other district roads,176.8
2019,Beed,Parli,District Roads,220.45
2019,Beed,Ambajogai,National Highways,100.0
2019,Beed,Ambajogai,Expressway,0.0
2019,Beed,Ambajogai,Major State Highways,0.0
2019,Beed,Ambajogai,State highways,98.9
2019,Beed,Ambajogai,Major district roads,142.4
2019,Beed,Ambajogai,Other district roads,236.6
2019,Beed,Ambajogai,District Roads,379.0
2020,Beed,Ashti,National Highways,45.0
2020,Beed,Ashti,Expressway,0.0
2020,Beed,Ashti,Major State Highways,45.0
2020,Beed,Ashti,State highways,89.2
2020,Beed,Ashti,Major district roads,437.7
2020,Beed,Ashti,Other district roads,186.05
2020,Beed,Ashti,District Roads,623.75
2020,Beed,Patoda,National Highways,66.65
2020,Beed,Patoda,Expressway,0.0
2020,Beed,Patoda,Major State Highways,45.0
2020,Beed,Patoda,State highways,16.5
2020,Beed,Patoda,Major district roads,149.9
2020,Beed,Patoda,Other district roads,62.7
2020,Beed,Patoda,District Roads,212.6
2020,Beed,Shirur Kasar,National Highways,34.95
2020,Beed,Shirur Kasar,Expressway,0.0
2020,Beed,Shirur Kasar,Major State Highways,10.0
2020,Beed,Shirur Kasar,State highways,87.7
2020,Beed,Shirur Kasar,Major district roads,156.7
2020,Beed,Shirur Kasar,Other district roads,88.5
2020,Beed,Shirur Kasar,District Roads,245.2
2020,Beed,Gevrai,National Highways,27.0
2020,Beed,Gevrai,Expressway,0.0
2020,Beed,Gevrai,Major State Highways,0.0
2020,Beed,Gevrai,State highways,164.4
2020,Beed,Gevrai,Major district roads,302.9
2020,Beed,Gevrai,Other district roads,299.53
2020,Beed,Gevrai,District Roads,602.43
2020,Beed,Majalgaon,National Highways,83.0
2020,Beed,Majalgaon,Expressway,0.0
2020,Beed,Majalgaon,Major State Highways,0.0
2020,Beed,Majalgaon,State highways,45.0
2020,Beed,Majalgaon,Major district roads,87.05
2020,Beed,Majalgaon,Other district roads,223.7
2020,Beed,Majalgaon,District Roads,310.75
2020,Beed,Wadwani,National Highways,25.5
2020,Beed,Wadwani,Expressway,0.0
2020,Beed,Wadwani,Major State Highways,0.0
2020,Beed,Wadwani,State highways,58.95
2020,Beed,Wadwani,Major district roads,39.0
2020,Beed,Wadwani,Other district roads,93.0
2020,Beed,Wadwani,District Roads,132.0
2020,Beed,Beed,National Highways,59.25
2020,Beed,Beed,Expressway,0.0
2020,Beed,Beed,Major State Highways,4.0
2020,Beed,Beed,State highways,65.2
2020,Beed,Beed,Major district roads,291.2
2020,Beed,Beed,Other district roads,265.85
2020,Beed,Beed,District Roads,557.05
2020,Beed,Cage,National Highways,70.5
2020,Beed,Cage,Expressway,0.0
2020,Beed,Cage,Major State Highways,0.0
2020,Beed,Cage,State highways,100.3
2020,Beed,Cage,Major district roads,277.1
2020,Beed,Cage,Other district roads,282.95
2020,Beed,Cage,District Roads,560.05
2020,Beed,Dharur,National Highways,68.5
2020,Beed,Dharur,Expressway,0.0
2020,Beed,Dharur,Major State Highways,0.0
2020,Beed,Dharur,State highways,26.0
2020,Beed,Dharur,Major district roads,114.5
2020,Beed,Dharur,Other district roads,110.5
2020,Beed,Dharur,District Roads,225.0
2020,Beed,Parli,National Highways,123.8
2020,Beed,Parli,Expressway,0.0
2020,Beed,Parli,Major State Highways,0.0
2020,Beed,Parli,State highways,103.45
2020,Beed,Parli,Major district roads,43.65
2020,Beed,Parli,Other district roads,176.8
2020,Beed,Parli,District Roads,220.45
2020,Beed,Ambajogai,National Highways,100.0
2020,Beed,Ambajogai,Expressway,0.0
2020,Beed,Ambajogai,Major State Highways,0.0
2020,Beed,Ambajogai,State highways,89.9
2020,Beed,Ambajogai,Major district roads,142.4
2020,Beed,Ambajogai,Other district roads,235.6
2020,Beed,Ambajogai,District Roads,378.0
2021,Beed,Ashti,National Highways,43.0
2021,Beed,Ashti,Expressway,0.0
2021,Beed,Ashti,Major State Highways,45.0
2021,Beed,Ashti,State highways,89.2
2021,Beed,Ashti,Major district roads,437.7
2021,Beed,Ashti,Other district roads,186.05
2021,Beed,Ashti,District Roads,623.75
2021,Beed,Patoda,National Highways,75.35
2021,Beed,Patoda,Expressway,0.0
2021,Beed,Patoda,Major State Highways,45.0
2021,Beed,Patoda,State highways,16.5
2021,Beed,Patoda,Major district roads,149.9
2021,Beed,Patoda,Other district roads,62.7
2021,Beed,Patoda,District Roads,212.6
2021,Beed,Shirur Kasar,National Highways,34.95
2021,Beed,Shirur Kasar,Expressway,0.0
2021,Beed,Shirur Kasar,Major State Highways,10.0
2021,Beed,Shirur Kasar,State highways,87.7
2021,Beed,Shirur Kasar,Major district roads,156.7
2021,Beed,Shirur Kasar,Other district roads,88.5
2021,Beed,Shirur Kasar,District Roads,245.2
2021,Beed,Gevrai,National Highways,27.0
2021,Beed,Gevrai,Expressway,0.0
2021,Beed,Gevrai,Major State Highways,0.0
2021,Beed,Gevrai,State highways,164.4
2021,Beed,Gevrai,Major district roads,302.9
2021,Beed,Gevrai,Other district roads,299.53
2021,Beed,Gevrai,District Roads,602.43
2021,Beed,Majalgaon,National Highways,83.0
2021,Beed,Majalgaon,Expressway,0.0
2021,Beed,Majalgaon,Major State Highways,0.0
2021,Beed,Majalgaon,State highways,45.0
2021,Beed,Majalgaon,Major district roads,75.05
2021,Beed,Majalgaon,Other district roads,223.7
2021,Beed,Majalgaon,District Roads,298.75
2021,Beed,Wadwani,National Highways,25.5
2021,Beed,Wadwani,Expressway,0.0
2021,Beed,Wadwani,Major State Highways,0.0
2021,Beed,Wadwani,State highways,58.95
2021,Beed,Wadwani,Major district roads,39.0
2021,Beed,Wadwani,Other district roads,93.0
2021,Beed,Wadwani,District Roads,132.0
2021,Beed,Beed,National Highways,50.35
2021,Beed,Beed,Expressway,0.0
2021,Beed,Beed,Major State Highways,4.0
2021,Beed,Beed,State highways,65.2
2021,Beed,Beed,Major district roads,291.2
2021,Beed,Beed,Other district roads,265.85
2021,Beed,Beed,District Roads,557.05
