District,Year,Items,Units
Chh. Sambhaji Nagar,2017,Ghee,51.3
Chh. Sambhaji Nagar,2017,Energy Milk,
Chh. Sambhaji Nagar,2017,Lassi,1393.63
Chh. Sambhaji Nagar,2017,Masala Milk,134483.0
Chh. Sambhaji Nagar,2017,Sustainable cow's milk,
Chh. Sambhaji Nagar,2018,Milk Powder,
Chh. Sambhaji Nagar,2018,White butter,
Chh. Sambhaji Nagar,2018,Ghee,43.69
Chh. Sambhaji Nagar,2018,Energy Milk,
Chh. Sambhaji Nagar,2018,Lassi,1548.2
Chh. Sambhaji Nagar,2018,Masala Milk,175960.0
Chh. Sambhaji Nagar,2018,Sustainable cow's milk,
Chh. Sambhaji Nagar,2019,Milk Powder,
Chh. Sambhaji Nagar,2019,White butter,
Chh. Sambhaji Nagar,2019,Ghee,32.93
Chh. Sambhaji Nagar,2019,Energy Milk,
Chh. Sambhaji Nagar,2019,Lassi,1476.48
Chh. Sambhaji Nagar,2019,Masala Milk,231316.0
Chh. Sambhaji Nagar,2019,Sustainable cow's milk,
Chh. Sambhaji Nagar,2020,Milk Powder,
Chh. Sambhaji Nagar,2020,White butter,
Chh. Sambhaji Nagar,2020,Ghee,36.27
Chh. Sambhaji Nagar,2020,Energy Milk,
Chh. Sambhaji Nagar,2020,Lassi,1103.3
Chh. Sambhaji Nagar,2020,Masala Milk,12767.0
Chh. Sambhaji Nagar,2020,Sustainable cow's milk,
Chh. Sambhaji Nagar,2021,Milk Powder,
Chh. Sambhaji Nagar,2021,White butter,
Chh. Sambhaji Nagar,2021,Ghee,38.78
Chh. Sambhaji Nagar,2021,Energy Milk,
Chh. Sambhaji Nagar,2021,Lassi,3308.2
Chh. Sambhaji Nagar,2021,Masala Milk,36908.0
Chh. Sambhaji Nagar,2021,Sustainable cow's milk,
Nanded,2014,Milk Powder,
Nanded,2014,White butter,
Nanded,2014,Ghee,
Nanded,2014,Energy Milk,
Nanded,2014,Lassi,
Nanded,2014,Masala Milk,
Nanded,2014,Sustainable cow's milk,
Nanded,2015,Milk Powder,
Nanded,2015,White butter,
Nanded,2015,Ghee,
Nanded,2015,Energy Milk,
Nanded,2015,Lassi,
Nanded,2015,Masala Milk,
Nanded,2015,Sustainable cow's milk,4661761.0
Nanded,2016,Milk Powder,
Nanded,2016,White butter,
Nanded,2016,Ghee,
Nanded,2016,Energy Milk,
Nanded,2016,Lassi,
Nanded,2016,Masala Milk,
Nanded,2016,Sustainable cow's milk,5110000.0
Nanded,2017,Milk Powder,
Nanded,2017,White butter,
Nanded,2017,Ghee,
Nanded,2017,Energy Milk,
Nanded,2017,Lassi,
Nanded,2017,Masala Milk,
Nanded,2017,Sustainable cow's milk,
Nanded,2018,Milk Powder,
Nanded,2018,White butter,
Nanded,2018,Ghee,
Nanded,2018,Energy Milk,
Nanded,2018,Lassi,
Nanded,2018,Masala Milk,
Nanded,2018,Sustainable cow's milk,
Nanded,2019,Milk Powder,
Nanded,2019,White butter,
Nanded,2019,Ghee,
Nanded,2019,Energy Milk,
Nanded,2019,Lassi,
Nanded,2019,Masala Milk,
Nanded,2019,Sustainable cow's milk,
Nanded,2020,Milk Powder,
Nanded,2020,White butter,
Nanded,2020,Ghee,
Nanded,2020,Energy Milk,
Nanded,2020,Lassi,
Nanded,2020,Masala Milk,
Nanded,2020,Sustainable cow's milk,
Nanded,2021,Milk Powder,
Nanded,2021,White butter,
Nanded,2021,Ghee,
Nanded,2021,Energy Milk,
Nanded,2021,Lassi,
Nanded,2021,Masala Milk,
Nanded,2021,Sustainable cow's milk,
