District,Year,Taluka,Annual Target for Artificial Insemination,Actual Artificial Insemination Numbers,Percentage of Artificial Insemination Target Achieved
Nanded,2017,Mudkhed,10734.0,,15.24
Nanded,2017,bhokar,16101.0,,19.68
Nanded,2017,umari,10734.0,,14.89
Nanded,2017,dharmabad,10156.0,,19.89
Nanded,2017,biloli,19679.0,,13.54
Nanded,2017,naygaon,24468.0,,29.080000000000002
Nanded,2017,loha,30565.0,,16.35
Nanded,2017,kandhar,31664.0,,17.13
Nanded,2017,Mukhed,25046.0,,17.13
Nanded,2017,deglur,31624.0,,17.85
Nanded,2018,Mahur,8975.0,,8.65
Nanded,2018,Kinvat,21266.0,,23.88
Nanded,2018,Himalay nagar,5077.0,,13.750000000000002
Nanded,2018,hadgaon,28332.0,,53.67999999999999
Nanded,2018,andhrapur,9491.0,,75.46
Nanded,2018,Nanded,13528.0,,49.33
Nanded,2018,Mudkhed,16568.0,,55.3
Nanded,2018,bhokar,13572.0,,26.890000000000004
Nanded,2018,umari,10806.0,,22.34
Nanded,2018,dharmabad,4885.0,,17.68
Nanded,2018,biloli,9864.0,,41.66
Nanded,2018,naygaon,11101.0,,40.31
Nanded,2018,loha,36832.0,,96.8
Nanded,2018,kandhar,26893.0,,50.83
Nanded,2018,Mukhed,26738.0,,40.65
Nanded,2018,deglur,8046.0,,40.57
Nanded,2019,Mahur,3000.0,,28.83
Nanded,2019,Kinvat,6000.0,,39.58
Nanded,2019,Himalay nagar,2500.0,,42.84
Nanded,2019,hadgaon,7000.0,,82.91
Nanded,2019,andhrapur,5500.0,,94.7
Nanded,2019,Nanded,5000.0,,94.34
Nanded,2019,Mudkhed,5000.0,,96.18
Nanded,2019,bhokar,4000.0,,64.95
Nanded,2019,umari,4000.0,,67.9
Nanded,2019,dharmabad,1500.0,,91.33
Nanded,2019,biloli,4000.0,,102.27
Nanded,2019,naygaon,6000.0,,69.18
Nanded,2019,loha,11000.0,,79.8
Nanded,2019,kandhar,9000.0,,56.64
Nanded,2019,Mukhed,10000.0,,40.78
Nanded,2019,deglur,5000.0,,74.36
Nanded,2020,Mahur,3000.0,,30.930000000000003
Nanded,2020,Kinvat,6000.0,,40.32
Nanded,2020,Himalay nagar,2500.0,,47.72
Nanded,2020,hadgaon,7000.0,,84.34
Nanded,2020,andhrapur,5500.0,,88.31
Nanded,2020,Nanded,5000.0,,89.54
Nanded,2020,Mudkhed,5000.0,,101.03999999999999
Nanded,2020,bhokar,4000.0,,58.32999999999999
Nanded,2020,umari,4000.0,,75.75
Nanded,2020,dharmabad,1500.0,,88.53
Nanded,2020,biloli,4000.0,,99.23
Nanded,2020,naygaon,6000.0,,62.68
Nanded,2020,loha,11000.0,,88.47
Nanded,2020,kandhar,9000.0,,63.5
Nanded,2020,Mukhed,10000.0,,40.11
Nanded,2020,deglur,5000.0,,54.6
Nanded,2021,Mahur,3269.0,,16.18
Nanded,2021,Kinvat,10076.0,,15.98
Nanded,2021,Himalay nagar,1612.0,,86.6
Nanded,2021,hadgaon,6505.0,,59.78
Nanded,2021,andhrapur,3229.0,,104.49
Nanded,2021,Nanded,4838.0,,75.34
Nanded,2021,Mudkhed,4750.0,,93.72
Nanded,2021,bhokar,3451.0,,58.93000000000001
Nanded,2021,umari,4090.0,,58.22999999999999
Nanded,2021,dharmabad,3009.0,,35.22
Nanded,2021,biloli,4227.0,,72.15
Nanded,2021,naygaon,5798.0,,39.77
Nanded,2021,loha,8906.0,,82.76
Nanded,2021,kandhar,6614.0,,72.21
Nanded,2021,Mukhed,7062.0,,40.31
Nanded,2021,deglur,5404.0,,30.769999999999996
Nandurbar,2009,Akkalkuva,190.0,,169.0
Nandurbar,2009,Akrani,140.0,,102.0
Nandurbar,2009,Taloda,1420.0,,68.0
Nandurbar,2009,Shahada,2591.0,,81.0
Nandurbar,2009,Nandurbar,299.0,,95.22
Nandurbar,2009,Navapur,1980.0,,63.0
Nandurbar,2010,Akkalkuva,1118.0,,40.0
Nandurbar,2010,Akrani,650.0,,30.0
Nandurbar,2010,Taloda,1499.0,,67.0
Nandurbar,2010,Shahada,6205.0,,76.6
Nandurbar,2010,Nandurbar,4992.0,,80.0
Nandurbar,2010,Navapur,2580.0,,94.0
Nandurbar,2011,Akkalkuva,2211.0,,25.7
Nandurbar,2011,Akrani,1780.0,,11.06
Nandurbar,2011,Taloda,1181.0,,78.2
Nandurbar,2011,Shahada,4965.0,,83.8
Nandurbar,2011,Nandurbar,3535.0,,107.0
Nandurbar,2011,Navapur,3435.0,,56.99999999999999
Nandurbar,2012,Akkalkuva,2211.0,,49.2
Nandurbar,2012,Akrani,1780.0,,17.02
Nandurbar,2012,Taloda,1181.0,,110.66
Nandurbar,2012,Shahada,4965.0,,94.09
Nandurbar,2012,Nandurbar,3535.0,,128.5
Nandurbar,2012,Navapur,3435.0,,77.05
Nandurbar,2013,Akkalkuva,1180.0,,87.54
Nandurbar,2013,Akrani,891.0,,29.410000000000004
Nandurbar,2013,Taloda,1506.0,,90.97
Nandurbar,2013,Shahada,6785.0,,67.96
Nandurbar,2013,Nandurbar,4589.0,,98.28
Nandurbar,2013,Navapur,4539.0,,68.03
Nandurbar,2014,Akkalkuva,1615.0,,65.51
Nandurbar,2014,Akrani,1085.0,,21.38
Nandurbar,2014,Taloda,1798.0,,85.48
Nandurbar,2014,Shahada,6934.0,,74.46
Nandurbar,2014,Nandurbar,5034.0,,85.78
Nandurbar,2014,Navapur,4973.0,,65.71
Nandurbar,2015,Akkalkuva,1414.0,,62.1
Nandurbar,2015,Akrani,942.0,,27.0
Nandurbar,2015,Taloda,1778.0,,88.1
Nandurbar,2015,Shahada,7556.0,,64.6
Nandurbar,2015,Nandurbar,4909.0,,82.6
Nandurbar,2015,Navapur,4801.0,,63.1
Nandurbar,2016,Akkalkuva,4754.0,,24.6
Nandurbar,2016,Akrani,3889.0,,7.6
Nandurbar,2016,Taloda,2752.0,,58.099999999999994
Nandurbar,2016,Shahada,9913.0,,54.6
Nandurbar,2016,Nandurbar,7239.0,,63.6
Nandurbar,2016,Navapur,7173.0,,55.00000000000001
Nandurbar,2017,Akkalkuva,16808.0,,10.3
Nandurbar,2017,Akrani,21652.0,,2.5
Nandurbar,2017,Taloda,19131.0,,7.8
Nandurbar,2017,Shahada,25105.0,,23.8
Nandurbar,2017,Nandurbar,24035.0,,23.5
Nandurbar,2017,Navapur,29690.0,,16.9
Nandurbar,2018,Akkalkuva,16237.0,,10.9
Nandurbar,2018,Akrani,24983.0,,2.2
Nandurbar,2018,Taloda,12424.0,,12.2
Nandurbar,2018,Shahada,33968.0,,17.5
Nandurbar,2018,Nandurbar,27672.0,,20.1
Nandurbar,2018,Navapur,39960.0,,10.3
Nandurbar,2019,Akkalkuva,1788.0,,92.4
Nandurbar,2019,Akrani,1530.0,,60.0
Nandurbar,2019,Taloda,2226.0,,112.99999999999999
Nandurbar,2019,Shahada,9024.0,,70.9
Nandurbar,2019,Nandurbar,9218.0,,72.7
Nandurbar,2019,Navapur,7295.0,,50.9
Nandurbar,2020,Akkalkuva,1798.0,,69.7
Nandurbar,2020,Akrani,1530.0,,45.9
Nandurbar,2020,Taloda,2226.0,,64.5
Nandurbar,2020,Shahada,7919.0,,72.3
Nandurbar,2020,Nandurbar,9210.0,,49.7
Nandurbar,2020,Navapur,7300.0,,38.1
Nandurbar,2021,Akkalkuva,1950.0,,71.0
Nandurbar,2021,Akrani,1330.0,,65.0
Nandurbar,2021,Taloda,2200.0,,72.3
Nandurbar,2021,Shahada,8230.0,,73.8
Nandurbar,2021,Nandurbar,5550.0,,73.9
Nandurbar,2021,Navapur,4034.0,,77.4
Nashik,2012,Surgana,3878.0,,21.5
Nashik,2012,Kalwan,4219.0,,52.900000000000006
Nashik,2012,Devala,4640.0,,77.2
Nashik,2012,Baglan,11499.0,,64.3
Nashik,2012,Malegaon,16214.0,,58.3
Nashik,2012,Nandgaon,5100.0,,43.6
Nashik,2012,Chandwad,13449.0,,63.800000000000004
Nashik,2012,Dindori,15022.0,,77.4
Nashik,2012,Peth,3032.0,,25.6
Nashik,2012,Trimbak,4190.0,,64.1
Nashik,2012,Nashik,10490.0,,92.2
Nashik,2012,Igatpuri,8653.0,,42.3
Nashik,2012,Sinner,18811.0,,63.3
Nashik,2012,Nifad,29123.0,,80.3
Nashik,2012,Yewala,14030.0,,62.7
Nashik,2013,Surgana,3540.0,,33.27
Nashik,2013,Kalwan,4778.0,,75.91
Nashik,2013,Devala,4671.0,,84.56
Nashik,2013,Baglan,12517.0,,66.21
Nashik,2013,Malegaon,26027.0,,57.49999999999999
Nashik,2013,Nandgaon,5684.0,,62.9
Nashik,2013,Chandwad,12449.0,,85.41
Nashik,2013,Dindori,13860.0,,109.15000000000002
Nashik,2013,Peth,3032.0,,34.47
Nashik,2013,Trimbak,4800.0,,85.08
Nashik,2013,Nashik,9869.0,,98.5
Nashik,2013,Igatpuri,7408.0,,78.79
Nashik,2013,Sinner,18596.0,,69.7
Nashik,2013,Nifad,29502.0,,90.0
Nashik,2013,Yewala,15909.0,,75.74
Nashik,2014,Surgana,3926.0,,35.76
Nashik,2014,Kalwan,6636.0,,91.95
Nashik,2014,Devala,4776.0,,85.22
Nashik,2014,Baglan,13355.0,,62.69
Nashik,2014,Malegaon,20266.0,,75.76
Nashik,2014,Nandgaon,8010.0,,52.900000000000006
Nashik,2014,Chandwad,12563.0,,87.31
Nashik,2014,Dindori,14286.0,,98.89
Nashik,2014,Peth,3696.0,,32.9
Nashik,2014,Trimbak,4833.0,,76.04
Nashik,2014,Nashik,10327.0,,96.59
Nashik,2014,Igatpuri,9409.0,,58.3
Nashik,2014,Sinner,18370.0,,85.9
Nashik,2014,Nifad,30048.0,,90.65
Nashik,2014,Yewala,15144.0,,82.55
Nashik,2015,Surgana,4319.0,,39.0
Nashik,2015,Kalwan,7409.0,,67.0
Nashik,2015,Devala,5254.0,,93.0
Nashik,2015,Baglan,14076.0,,69.0
Nashik,2015,Malegaon,22183.0,,97.0
Nashik,2015,Nandgaon,8811.0,,44.0
Nashik,2015,Chandwad,13819.0,,79.0
Nashik,2015,Dindori,15715.0,,101.0
Nashik,2015,Peth,4066.0,,61.0
Nashik,2015,Trimbak,5316.0,,66.0
Nashik,2015,Nashik,12800.0,,98.0
Nashik,2015,Igatpuri,10350.0,,73.0
Nashik,2015,Sinner,20292.0,,61.0
Nashik,2015,Nifad,32943.0,,80.0
Nashik,2015,Yewala,17550.0,,91.0
Nashik,2016,Surgana,2881.0,,56.00000000000001
Nashik,2016,Kalwan,7734.0,,59.0
Nashik,2016,Devala,3910.0,,69.0
Nashik,2016,Baglan,9650.0,,69.0
Nashik,2016,Malegaon,13619.0,,72.0
Nashik,2016,Nandgaon,6019.0,,63.0
Nashik,2016,Chandwad,11528.0,,88.0
Nashik,2016,Dindori,11613.0,,121.0
Nashik,2016,Peth,3669.0,,63.0
Nashik,2016,Trimbak,4979.0,,75.0
Nashik,2016,Nashik,7855.0,,120.0
Nashik,2016,Igatpuri,13324.0,,57.99999999999999
Nashik,2016,Sinner,18068.0,,52.0
Nashik,2016,Nifad,16007.0,,118.0
Nashik,2016,Yewala,13302.0,,93.0
Nashik,2017,Surgana,4138.0,,31.0
Nashik,2017,Kalwan,11296.0,,20.0
Nashik,2017,Devala,8880.0,,25.0
Nashik,2017,Baglan,15146.0,,27.0
Nashik,2017,Malegaon,43227.0,,24.0
Nashik,2017,Nandgaon,12207.0,,24.0
Nashik,2017,Chandwad,21452.0,,25.0
Nashik,2017,Dindori,22787.0,,21.0
Nashik,2017,Peth,4219.0,,25.0
Nashik,2017,Trimbak,8504.0,,26.0
Nashik,2017,Nashik,22920.0,,34.0
Nashik,2017,Igatpuri,12242.0,,26.0
Nashik,2017,Sinner,22541.0,,30.0
Nashik,2017,Nifad,27593.0,,25.0
Nashik,2017,Yewala,23329.0,,25.0
Nashik,2018,Surgana,12044.0,,20.0
Nashik,2018,Kalwan,21831.0,,19.0
Nashik,2018,Devala,21361.0,,23.0
Nashik,2018,Baglan,62238.0,,15.0
Nashik,2018,Malegaon,64860.0,,28.999999999999996
Nashik,2018,Nandgaon,24247.0,,19.0
Nashik,2018,Chandwad,41741.0,,25.0
Nashik,2018,Dindori,54010.0,,25.0
Nashik,2018,Peth,14249.0,,23.0
Nashik,2018,Trimbak,21115.0,,28.000000000000004
Nashik,2018,Nashik,34822.0,,40.0
Nashik,2018,Igatpuri,25746.0,,33.0
Nashik,2018,Sinner,59295.0,,26.0
Nashik,2018,Nifad,53405.0,,43.0
Nashik,2018,Yewala,41870.0,,39.0
Nashik,2019,Surgana,12044.0,,20.0
Nashik,2019,Kalwan,19909.0,,46.0
Nashik,2019,Devala,21361.0,,23.0
Nashik,2019,Baglan,57261.0,,43.0
Nashik,2019,Malegaon,38900.0,,28.000000000000004
Nashik,2019,Nandgaon,24247.0,,24.0
Nashik,2019,Chandwad,41741.0,,20.0
Nashik,2019,Dindori,54010.0,,14.000000000000002
Nashik,2019,Peth,14249.0,,27.0
Nashik,2019,Trimbak,21150.0,,33.0
Nashik,2019,Nashik,28167.0,,48.0
Nashik,2019,Igatpuri,25746.0,,25.0
Nashik,2019,Sinner,54369.0,,26.0
Nashik,2019,Nifad,50005.0,,18.0
Nashik,2019,Yewala,38721.0,,26.0
Nashik,2020,Surgana,12044.0,,22.0
Nashik,2020,Kalwan,19909.0,,16.0
Nashik,2020,Devala,21361.0,,9.0
Nashik,2020,Baglan,57261.0,,13.0
Nashik,2020,Malegaon,38900.0,,20.0
Nashik,2020,Nandgaon,24247.0,,13.0
Nashik,2020,Chandwad,41741.0,,18.0
Nashik,2020,Dindori,54010.0,,22.0
Nashik,2020,Peth,14249.0,,18.0
Nashik,2020,Trimbak,21150.0,,18.0
Nashik,2020,Nashik,28167.0,,45.0
Nashik,2020,Igatpuri,25746.0,,25.0
Nashik,2020,Sinner,54369.0,,24.0
Nashik,2020,Nifad,50005.0,,38.0
Nashik,2020,Yewala,38721.0,,25.0
Nashik,2021,Surgana,3000.0,,62.0
Nashik,2021,Kalwan,4700.0,,62.0
Nashik,2021,Devala,5000.0,,28.999999999999996
Nashik,2021,Baglan,13500.0,,42.0
Nashik,2021,Malegaon,9634.0,,74.0
Nashik,2021,Nandgaon,5600.0,,39.0
Nashik,2021,Chandwad,9800.0,,65.0
Nashik,2021,Dindori,12500.0,,76.0
Nashik,2021,Peth,3240.0,,61.0
Nashik,2021,Trimbak,4500.0,,70.0
Nashik,2021,Nashik,6800.0,,140.0
Nashik,2021,Igatpuri,6000.0,,91.0
Nashik,2021,Sinner,12000.0,,103.0
Nashik,2021,Nifad,12200.0,,124.0
Nashik,2021,Yewala,9000.0,,82.0
Dharashiv,2012,Paranda,2126.0,,81.0
Dharashiv,2012,Bhum,524.0,,93.0
Dharashiv,2012,Washi,0.0,,0.0
Dharashiv,2012,Kalamb,465.0,,100.0
Dharashiv,2012,Dharashiv,467.0,,100.0
Dharashiv,2012,Tuljapur,373.0,,100.0
Dharashiv,2012,Lohara,0.0,,0.0
Dharashiv,2012,Umaraga,1287.0,,100.0
Dharashiv,2013,Paranda,9851.0,,100.0
Dharashiv,2013,Bhum,12501.0,,90.0
Dharashiv,2013,Washi,6660.0,,119.0
Dharashiv,2013,Kalamb,9626.0,,95.0
Dharashiv,2013,Dharashiv,11188.0,,129.0
Dharashiv,2013,Tuljapur,6178.0,,109.00000000000001
Dharashiv,2013,Lohara,5285.0,,107.0
Dharashiv,2013,Umaraga,8966.0,,114.99999999999999
Dharashiv,2014,Paranda,6198.0,,100.0
Dharashiv,2014,Bhum,11050.0,,100.0
Dharashiv,2014,Washi,5300.0,,100.0
Dharashiv,2014,Kalamb,9100.0,,89.85
Dharashiv,2014,Dharashiv,9883.0,,96.18
Dharashiv,2014,Tuljapur,11572.0,,100.0
Dharashiv,2014,Lohara,9457.0,,100.0
Dharashiv,2014,Umaraga,7800.0,,100.0
Dharashiv,2015,Paranda,11974.0,,75.89
Dharashiv,2015,Bhum,13930.0,,92.95
Dharashiv,2015,Washi,9381.0,,92.72
Dharashiv,2015,Kalamb,11047.0,,75.14
Dharashiv,2015,Dharashiv,13919.0,,100.0
Dharashiv,2015,Tuljapur,8121.0,,100.0
Dharashiv,2015,Lohara,6886.0,,78.3
Dharashiv,2015,Umaraga,12285.0,,86.44
Dharashiv,2016,Paranda,13680.0,,61.480000000000004
Dharashiv,2016,Bhum,17823.0,,71.2
Dharashiv,2016,Washi,12361.0,,67.92
Dharashiv,2016,Kalamb,16171.0,,58.72999999999999
Dharashiv,2016,Dharashiv,19234.0,,100.0
Dharashiv,2016,Tuljapur,16727.0,,60.42000000000001
Dharashiv,2016,Lohara,8230.0,,62.029999999999994
Dharashiv,2016,Umaraga,14260.0,,67.46
Dharashiv,2017,Paranda,17999.0,,48.81
Dharashiv,2017,Bhum,25637.0,,48.44
Dharashiv,2017,Washi,17068.0,,48.19
Dharashiv,2017,Kalamb,29410.0,,38.79
Dharashiv,2017,Dharashiv,38373.0,,46.17
Dharashiv,2017,Tuljapur,40817.0,,28.53
Dharashiv,2017,Lohara,18639.0,,32.68
Dharashiv,2017,Umaraga,25676.0,,34.92
Dharashiv,2018,Paranda,24351.0,,35.51
Dharashiv,2018,Bhum,32850.0,,50.79
Dharashiv,2018,Washi,17068.0,,44.34
Dharashiv,2018,Kalamb,33890.0,,25.629999999999995
Dharashiv,2018,Dharashiv,46228.0,,35.79
Dharashiv,2018,Tuljapur,43857.0,,29.92
Dharashiv,2018,Lohara,18639.0,,29.439999999999998
Dharashiv,2018,Umaraga,28145.0,,37.07
Dharashiv,2019,Paranda,15135.0,,49.0
Dharashiv,2019,Bhum,21921.0,,57.99999999999999
Dharashiv,2019,Washi,13486.0,,46.0
Dharashiv,2019,Kalamb,14954.0,,51.0
Dharashiv,2019,Dharashiv,27572.0,,48.0
Dharashiv,2019,Tuljapur,19388.0,,60.0
Dharashiv,2019,Lohara,8631.0,,54.0
Dharashiv,2019,Umaraga,16372.0,,67.0
Dharashiv,2020,Paranda,11892.0,,67.0
Dharashiv,2020,Bhum,18963.0,,57.99999999999999
Dharashiv,2020,Washi,11486.0,,43.0
Dharashiv,2020,Kalamb,11717.0,,71.0
Dharashiv,2020,Dharashiv,23648.0,,56.00000000000001
Dharashiv,2020,Tuljapur,16861.0,,60.0
Dharashiv,2020,Lohara,6631.0,,88.0
Dharashiv,2020,Umaraga,16831.0,,53.0
Dharashiv,2021,Paranda,11892.0,,67.0
Dharashiv,2021,Bhum,18963.0,,68.0
Dharashiv,2021,Washi,11486.0,,43.0
Dharashiv,2021,Kalamb,11717.0,,71.0
Dharashiv,2021,Dharashiv,23648.0,,56.00000000000001
Dharashiv,2021,Tuljapur,16861.0,,60.0
Dharashiv,2021,Lohara,6631.0,,88.0
Dharashiv,2021,Umaraga,16831.0,,53.0
Palghar,2014,Palghar,5040.0,,67.0
Palghar,2014,Vasai,3023.0,,68.0
Palghar,2014,Dahanu,3838.0,,57.99999999999999
Palghar,2014,Javhar,2184.0,,45.0
Palghar,2014,Talasari,1715.0,,56.00000000000001
Palghar,2014,Mokhada,1560.0,,48.0
Palghar,2014,Vikramgad,2020.0,,50.0
Palghar,2014,Wada,3564.0,,52.0
Palghar,2015,Palghar,4180.0,,89.9
Palghar,2015,Vasai,2451.0,,93.96
Palghar,2015,Dahanu,2960.0,,82.73
Palghar,2015,Javhar,1395.0,,80.28
Palghar,2015,Talasari,1215.0,,89.13
Palghar,2015,Mokhada,1065.0,,77.74
Palghar,2015,Vikramgad,1400.0,,79.28
Palghar,2015,Wada,2480.0,,79.47
Palghar,2016,Talasari,2020.0,,66.0
Palghar,2016,Dahanu,4525.0,,53.0
Palghar,2016,Vikramgad,2378.0,,54.0
Palghar,2016,Javhar,2572.0,,47.0
Palghar,2016,Mokhada,1836.0,,51.0
Palghar,2016,Wada,4197.0,,61.0
Palghar,2016,Palghar,5935.0,,67.0
Palghar,2016,Vasai,3560.0,,69.0
Palghar,2017,Talasari,2126.0,,44.0
Palghar,2017,Dahanu,4763.0,,63.0
Palghar,2017,Vikramgad,2503.0,,39.0
Palghar,2017,Javhar,2707.0,,60.0
Palghar,2017,Mokhada,1933.0,,56.00000000000001
Palghar,2017,Wada,4418.0,,61.0
Palghar,2017,Palghar,6247.0,,74.0
Palghar,2017,Vasai,3747.0,,87.0
Palghar,2018,Talasari,8155.0,,13.62
Palghar,2018,Dahanu,23220.0,,16.86
Palghar,2018,Vikramgad,19960.0,,5.83
Palghar,2018,Javhar,13202.0,,10.77
Palghar,2018,Mokhada,9785.0,,8.76
Palghar,2018,Wada,13667.0,,25.95
Palghar,2018,Palghar,19098.0,,23.54
Palghar,2018,Vasai,36413.0,,10.46
Palghar,2019,Talasari,9281.0,,16.82
Palghar,2019,Dahanu,23944.0,,17.8
Palghar,2019,Vikramgad,10471.0,,14.42
Palghar,2019,Javhar,11568.0,,12.91
Palghar,2019,Mokhada,13273.0,,7.470000000000001
Palghar,2019,Wada,14128.0,,37.12
Palghar,2019,Palghar,18921.0,,18.48
Palghar,2019,Vasai,37266.0,,11.31
Palghar,2020,Talasari,1250.0,,64.88
Palghar,2020,Dahanu,4000.0,,62.05
Palghar,2020,Vikramgad,2000.0,,31.45
Palghar,2020,Javhar,1700.0,,28.000000000000004
Palghar,2020,Mokhada,1250.0,,28.000000000000004
Palghar,2020,Wada,3200.0,,68.38
Palghar,2020,Palghar,4550.0,,56.220000000000006
Palghar,2020,Vasai,10550.0,,20.95
Palghar,2021,Talasari,3000.0,,40.1
Palghar,2021,Dahanu,7000.0,,29.830000000000002
Palghar,2021,Vikramgad,4000.0,,16.53
Palghar,2021,Javhar,5550.0,,16.05
Palghar,2021,Mokhada,3000.0,,12.83
Palghar,2021,Wada,7500.0,,30.48
Palghar,2021,Palghar,8000.0,,39.03
Palghar,2021,Vasai,4500.0,,52.89
Parbhani,2013,Selu,3577.0,,66.26
Parbhani,2013,Jintur,6739.0,,78.01
Parbhani,2013,Parbhani,7220.0,,86.52
Parbhani,2013,Manvat,2718.0,,68.03
Parbhani,2013,Pathari,1950.0,,57.69
Parbhani,2013,Sonpeth,2414.0,,96.56
Parbhani,2013,Gangakhed,4060.0,,98.94
Parbhani,2013,Palam,2720.0,,107.1
Parbhani,2013,Purna,4053.0,,96.03
Parbhani,2014,Selu,3577.0,,67.01
Parbhani,2014,Jintur,6739.0,,73.94
Parbhani,2014,Parbhani,7220.0,,94.74
Parbhani,2014,Manvat,2718.0,,63.35999999999999
Parbhani,2014,Pathari,1950.0,,60.099999999999994
Parbhani,2014,Sonpeth,2414.0,,110.52
Parbhani,2014,Gangakhed,4060.0,,78.45
Parbhani,2014,Palam,2720.0,,110.55
Parbhani,2014,Purna,4053.0,,104.07
Parbhani,2015,Selu,3600.0,,25.0
Parbhani,2015,Jintur,900.0,,27.0
Parbhani,2015,Parbhani,0.0,,0.0
Parbhani,2015,Manvat,0.0,,0.0
Parbhani,2015,Pathari,900.0,,44.0
Parbhani,2015,Sonpeth,0.0,,0.0
Parbhani,2015,Gangakhed,900.0,,40.0
Parbhani,2015,Palam,0.0,,0.0
Parbhani,2015,Purna,900.0,,30.0
Parbhani,2016,Selu,7200.0,,22.44
Parbhani,2016,Jintur,17100.0,,23.45
Parbhani,2016,Parbhani,16200.0,,41.82
Parbhani,2016,Manvat,5400.0,,32.65
Parbhani,2016,Pathari,4500.0,,32.07
Parbhani,2016,Sonpeth,6300.0,,45.6
Parbhani,2016,Gangakhed,8100.0,,26.150000000000002
Parbhani,2016,Palam,5400.0,,44.24
Parbhani,2016,Purna,7200.0,,59.650000000000006
Parbhani,2017,Selu,13425.0,,13.390000000000002
Parbhani,2017,Jintur,35458.0,,11.78
Parbhani,2017,Parbhani,26576.0,,29.04
Parbhani,2017,Manvat,10378.0,,20.57
Parbhani,2017,Pathari,10834.0,,14.75
Parbhani,2017,Sonpeth,12108.0,,24.29
Parbhani,2017,Gangakhed,23393.0,,11.33
Parbhani,2017,Palam,10378.0,,30.28
Parbhani,2017,Purna,17634.0,,21.49
Parbhani,2018,Selu,7853.0,,17.37
Parbhani,2018,Jintur,35337.0,,11.81
Parbhani,2018,Parbhani,30164.0,,27.279999999999998
Parbhani,2018,Manvat,11779.0,,21.89
Parbhani,2018,Pathari,7853.0,,15.920000000000002
Parbhani,2018,Sonpeth,13743.0,,21.82
Parbhani,2018,Gangakhed,20879.0,,11.83
Parbhani,2018,Palam,11779.0,,19.86
Parbhani,2018,Purna,14145.0,,27.589999999999996
Parbhani,2019,Selu,2928.0,,76.47
Parbhani,2019,Jintur,7475.0,,62.17
Parbhani,2019,Parbhani,7084.0,,100.0
Parbhani,2019,Manvat,2264.0,,100.0
Parbhani,2019,Pathari,2563.0,,76.59
Parbhani,2019,Sonpeth,2072.0,,100.0
Parbhani,2019,Gangakhed,5273.0,,61.35
Parbhani,2019,Palam,4154.0,,57.70000000000001
Parbhani,2019,Purna,6317.0,,76.06
Parbhani,2020,Selu,0.0,,0.0
Parbhani,2020,Jintur,0.0,,0.0
Parbhani,2020,Parbhani,0.0,,0.0
Parbhani,2020,Manvat,0.0,,0.0
Parbhani,2020,Pathari,0.0,,0.0
Parbhani,2020,Sonpeth,0.0,,0.0
Parbhani,2020,Gangakhed,0.0,,0.0
Parbhani,2020,Palam,0.0,,0.0
Parbhani,2020,Purna,0.0,,0.0
Parbhani,2021,Selu,2565.0,,19.45
Parbhani,2021,Jintur,1000.0,,37.9
Parbhani,2021,Parbhani,0.0,,0.0
Parbhani,2021,Manvat,0.0,,0.0
Parbhani,2021,Pathari,1108.0,,48.92
Parbhani,2021,Sonpeth,0.0,,0.0
Parbhani,2021,Gangakhed,1000.0,,44.3
Parbhani,2021,Palam,0.0,,0.0
Parbhani,2021,Purna,2961.0,,27.46
Raigad,2012,Uran,761.0,,65.18
Raigad,2012,Panwel,1906.0,,44.65
Raigad,2012,karjat,3049.0,,52.47999999999999
Raigad,2012,khalapur,952.0,,77.52
Raigad,2012,pen,1332.0,,93.24
Raigad,2012,alibag,980.0,,158.06
Raigad,2012,murud,950.0,,78.32
Raigad,2012,roha,1712.0,,77.45
Raigad,2012,sudhagad,1143.0,,36.4
Raigad,2012,mangaon,1336.0,,75.67
Raigad,2012,tala,575.0,,57.91
Raigad,2012,shreevardhan,1139.0,,81.56
Raigad,2012,mhasala,762.0,,53.67000000000001
Raigad,2012,mahad,1713.0,,76.3
Raigad,2012,poladpur,762.0,,82.28
Raigad,2013,Uran,801.0,,61.67
Raigad,2013,Panwel,1965.0,,87.79
Raigad,2013,karjat,2466.0,,69.3
Raigad,2013,khalapur,801.0,,88.14
Raigad,2013,pen,1193.0,,94.94
Raigad,2013,alibag,1091.0,,135.47
Raigad,2013,murud,997.0,,74.42
Raigad,2013,roha,1782.0,,82.38
Raigad,2013,sudhagad,1193.0,,31.94
Raigad,2013,mangaon,1389.0,,73.58
Raigad,2013,tala,605.0,,56.36
Raigad,2013,shreevardhan,1193.0,,80.8
Raigad,2013,mhasala,801.0,,51.56
Raigad,2013,mahad,1782.0,,79.74
Raigad,2013,poladpur,801.0,,80.15
Raigad,2014,Uran,577.0,,90.5
Raigad,2014,Panwel,1965.0,,88.4
Raigad,2014,karjat,3319.0,,58.4
Raigad,2014,khalapur,1037.0,,77.1
Raigad,2014,pen,1453.0,,87.1
Raigad,2014,alibag,1038.0,,139.6
Raigad,2014,murud,997.0,,74.4
Raigad,2014,roha,1867.0,,85.0
Raigad,2014,sudhagad,1193.0,,31.900000000000002
Raigad,2014,mangaon,1452.0,,75.8
Raigad,2014,tala,615.0,,47.8
Raigad,2014,shreevardhan,1193.0,,70.7
Raigad,2014,mhasala,832.0,,38.0
Raigad,2014,mahad,1782.0,,73.0
