Year,District,Taluka Old,Taluka,Agriculture Loans,Non-Agriculture Loans,Total Loans
2016,Washim,Washim,Washim,2627200000.0,229700000.0,2856900000.0
2016,Washim,Resod,Resod,1118400000.0,127100000.0,1245500000.0
2017,Washim,Malegaon,Malegaon,1834300000.0,747500000.0,2581900000.0
2017,Washim,Mangrulpir,Mangrulpir,1800100000.0,882800000.0,2683000000.0
2017,Washim,Karanja,Karanja,2106200000.0,1242200000.0,3348400000.0
2017,Washim,Manora,Manora,1285000000.0,470600000.0,1755500000.0
2017,Washim,Washim,Washim,3041200000.0,2397000000.0,5438200000.0
2017,Washim,Resod,Resod,2130000000.0,1346100000.0,3476100000.0
2018,Washim,Malegaon,Malegaon,866900000.0,375600000.0,1242600000.0
2018,Washim,Mangrulpir,Mangrulpir,514400000.0,288000000.0,802500000.0
2018,Washim,Karanja,Karanja,703600000.0,344300000.0,1047900000.0
2018,Washim,Manora,Manora,258800000.0,76500000.0,335200000.0
2018,Washim,Washim,Washim,1882100000.0,1655800000.0,3537800000.0
2018,Washim,Resod,Resod,827800000.0,591000000.0,1418800000.0
2019,Washim,Malegaon,Malegaon,423100000.0,379800000.0,802900000.0
2019,Washim,Mangrulpir,Mangrulpir,501400000.0,463800000.0,965300000.0
2019,Washim,Karanja,Karanja,520300000.0,480000000.0,1000300000.0
2019,Washim,Manora,Manora,412100000.0,381400000.0,793500000.0
2019,Washim,Washim,Washim,567800000.0,526500000.0,1094300000.0
2019,Washim,Resod,Resod,500100000.0,463800000.0,963900000.0
2020,Washim,Malegaon,Malegaon,730000000.0,200000000.0,930000000.0
2020,Washim,Mangrulpir,Mangrulpir,780000000.0,230000000.0,1010000000.0
2020,Washim,Karanja,Karanja,750000000.0,218000000.0,968000000.0
2020,Washim,Manora,Manora,568300000.0,180000000.0,748300000.0
2020,Washim,Washim,Washim,1100000000.0,316700000.0,1416700000.0
2020,Washim,Resod,Resod,830000000.0,210000000.0,1040000000.0
2021,Washim,Malegaon,Malegaon,713900000.0,99100000.0,813000000.0
2021,Washim,Mangrulpir,Mangrulpir,677800000.0,244900000.0,922700000.0
2021,Washim,Karanja,Karanja,1151200000.0,338500000.0,1489700000.0
2021,Washim,Manora,Manora,477900000.0,205300000.0,683200000.0
2021,Washim,Washim,Washim,1742500000.0,477200000.0,2219700000.0
2021,Washim,Resod,Resod,728900000.0,235900000.0,964800000.0
2016,Yavatmal,Ner,Ner,495600000.0,170500000.0,666100000.0
2016,Yavatmal,Babhulgaon,Babhulgaon,291300000.0,29500000.0,320800000.0
2016,Yavatmal,Kalamb,Kalamb,374600000.0,58800000.0,433400000.0
2016,Yavatmal,Yavatmal,Yavatmal,1865500000.0,2023600000.0,3889100000.0
2016,Yavatmal,Darvha,Darvha,1192700000.0,278100000.0,1470800000.0
2016,Yavatmal,Digras,Digras,300900000.0,64000000.0,364900000.0
2016,Yavatmal,Pusad,Pusad,828000000.0,433500000.0,1261500000.0
2016,Yavatmal,Umarkhed,Umarkhed,836900000.0,342100000.0,1179000000.0
2016,Yavatmal,Mahagaon,Mahagaon,810400000.0,74500000.0,884900000.0
2016,Yavatmal,Aarni,Aarni,771900000.0,73800000.0,845700000.0
2016,Yavatmal,Ghantaji,Ghantaji,686500000.0,194400000.0,880900000.0
2016,Yavatmal,Kelapur,Kelapur,647500000.0,231300000.0,878800000.0
2016,Yavatmal,Ralegaon,Ralegaon,516200000.0,74500000.0,590700000.0
2016,Yavatmal,Maregaon,Maregaon,257300000.0,51200000.0,308500000.0
2016,Yavatmal,Zari Jamani,Zari Jamani,423300000.0,25500000.0,448800000.0
2016,Yavatmal,Vani,Vani,1007800000.0,872800000.0,1880600000.0
2017,Yavatmal,Ner,Ner,110800000.0,76900000.0,187700000.0
2017,Yavatmal,Babhulgaon,Babhulgaon,129300000.0,40100000.0,169400000.0
2017,Yavatmal,Kalamb,Kalamb,162100000.0,141200000.0,303300000.0
2017,Yavatmal,Yavatmal,Yavatmal,2388700000.0,5369300000.0,7758000000.0
2017,Yavatmal,Darvha,Darvha,259800000.0,452300000.0,712100000.0
2017,Yavatmal,Digras,Digras,120200000.0,229500000.0,349700000.0
2017,Yavatmal,Pusad,Pusad,574200000.0,904500000.0,1478700000.0
2017,Yavatmal,Umarkhed,Umarkhed,305100000.0,757600000.0,1062700000.0
2017,Yavatmal,Mahagaon,Mahagaon,158400000.0,107900000.0,266300000.0
2017,Yavatmal,Aarni,Aarni,229400000.0,276100000.0,505500000.0
2017,Yavatmal,Ghantaji,Ghantaji,247600000.0,170400000.0,418000000.0
2017,Yavatmal,Kelapur,Kelapur,466900000.0,474400000.0,941300000.0
2017,Yavatmal,Ralegaon,Ralegaon,294800000.0,164300000.0,459100000.0
2017,Yavatmal,Maregaon,Maregaon,240400000.0,83100000.0,323500000.0
2017,Yavatmal,Zari Jamani,Zari Jamani,200600000.0,50200000.0,250800000.0
2017,Yavatmal,Vani,Vani,971500000.0,2015900000.0,2987400000.0
2018,Yavatmal,Ner,Ner,12400000.0,4400000.0,16700000.0
2018,Yavatmal,Babhulgaon,Babhulgaon,3300000.0,1500000.0,4800000.0
2018,Yavatmal,Kalamb,Kalamb,9400000.0,2500000.0,12000000.0
2018,Yavatmal,Yavatmal,Yavatmal,30300000.0,105300000.0,135600000.0
2018,Yavatmal,Darvha,Darvha,21100000.0,9000000.0,30100000.0
2018,Yavatmal,Digras,Digras,4400000.0,5500000.0,10000000.0
2018,Yavatmal,Pusad,Pusad,11800000.0,17500000.0,29300000.0
2018,Yavatmal,Umarkhed,Umarkhed,12500000.0,11300000.0,23800000.0
2018,Yavatmal,Mahagaon,Mahagaon,19800000.0,1900000.0,21700000.0
2018,Yavatmal,Aarni,Aarni,7700000.0,4900000.0,12600000.0
2018,Yavatmal,Ghantaji,Ghantaji,9500000.0,5700000.0,15100000.0
2018,Yavatmal,Kelapur,Kelapur,8100000.0,7600000.0,15700000.0
2018,Yavatmal,Ralegaon,Ralegaon,8100000.0,2800000.0,10900000.0
2018,Yavatmal,Maregaon,Maregaon,2200000.0,2300000.0,4500000.0
2018,Yavatmal,Zari Jamani,Zari Jamani,4700000.0,2100000.0,6800000.0
2018,Yavatmal,Vani,Vani,19400000.0,27300000.0,46700000.0
2020,Yavatmal,Ner,Ner,2606700000.0,1527700000.0,4134400000.0
2020,Yavatmal,Babhulgaon,Babhulgaon,1705000000.0,1236100000.0,2941100000.0
2020,Yavatmal,Kalamb,Kalamb,2314500000.0,1341600000.0,3656100000.0
2020,Yavatmal,Yavatmal,Yavatmal,4402700000.0,11621100000.0,16023800000.0
2020,Yavatmal,Darvha,Darvha,3478300000.0,1988100000.0,5466400000.0
2020,Yavatmal,Digras,Digras,1815400000.0,1641000000.0,3456400000.0
2020,Yavatmal,Pusad,Pusad,2556200000.0,2836100000.0,5392300000.0
2020,Yavatmal,Umarkhed,Umarkhed,2621500000.0,2210000000.0,4831500000.0
2020,Yavatmal,Mahagaon,Mahagaon,3348500000.0,1281500000.0,4630000000.0
2020,Yavatmal,Aarni,Aarni,2141600000.0,1580600000.0,3722200000.0
2020,Yavatmal,Ghantaji,Ghantaji,2317800000.0,1654300000.0,3972100000.0
2020,Yavatmal,Kelapur,Kelapur,2179400000.0,1847600000.0,4027000000.0
2020,Yavatmal,Ralegaon,Ralegaon,2180100000.0,1370400000.0,3550500000.0
2020,Yavatmal,Maregaon,Maregaon,1593700000.0,1318800000.0,2912500000.0
2020,Yavatmal,Zari Jamani,Zari Jamani,1845200000.0,1299100000.0,3144300000.0
2020,Yavatmal,Vani,Vani,3310500000.0,3818200000.0,7128700000.0
2021,Yavatmal,Ner,Ner,1352300000.0,710300000.0,2062600000.0
2021,Yavatmal,Babhulgaon,Babhulgaon,1682200000.0,184700000.0,1866900000.0
2021,Yavatmal,Kalamb,Kalamb,2058900000.0,463800000.0,2522700000.0
2021,Yavatmal,Yavatmal,Yavatmal,5957700000.0,23861900000.0,29819600000.0
2021,Yavatmal,Darvha,Darvha,5216600000.0,769400000.0,5986000000.0
2021,Yavatmal,Digras,Digras,3236500000.0,866800000.0,4103300000.0
2021,Yavatmal,Pusad,Pusad,5975900000.0,4554700000.0,10530600000.0
2021,Yavatmal,Umarkhed,Umarkhed,3285200000.0,1668100000.0,4953300000.0
2021,Yavatmal,Mahagaon,Mahagaon,3522200000.0,1301500000.0,4823700000.0
2021,Yavatmal,Aarni,Aarni,3816200000.0,1407400000.0,5223600000.0
2021,Yavatmal,Ghantaji,Ghantaji,2269500000.0,1259900000.0,3529400000.0
2021,Yavatmal,Kelapur,Kelapur,2877500000.0,1788400000.0,4665900000.0
2021,Yavatmal,Ralegaon,Ralegaon,1815800000.0,716700000.0,2532500000.0
2021,Yavatmal,Maregaon,Maregaon,857800000.0,176800000.0,1034600000.0
2021,Yavatmal,Zari Jamani,Zari Jamani,1423500000.0,404800000.0,1828300000.0
2021,Yavatmal,Vani,Vani,4740400000.0,5158200000.0,9898600000.0
2012,Chh. Sambhaji Nagar,Kannad,Kannad,0.0,0.0,0.0
2015,Chh. Sambhaji Nagar,Kannad,Kannad,1714000000.0,337400000.0,2051400000.0
2015,Chh. Sambhaji Nagar,Soyegaon,Soyegaon,673100000.0,2900000.0,676000000.0
2015,Chh. Sambhaji Nagar,Sillod,Sillod,2436000000.0,233000000.0,2669000000.0
2015,Chh. Sambhaji Nagar,Phulambri,Phulambri,665100000.0,1080700000.0,1745800000.0
2015,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,4827100000.0,10096200000.0,14923300000.0
2015,Chh. Sambhaji Nagar,Khultabad,Khultabad,865100000.0,7200000.0,872300000.0
2015,Chh. Sambhaji Nagar,Vaijapur,Vaijapur,1832400000.0,181700000.0,2014100000.0
2015,Chh. Sambhaji Nagar,Gangapur,Gangapur,1316000000.0,3354900000.0,4670900000.0
2015,Chh. Sambhaji Nagar,Paithan,Paithan,1330100000.0,342800000.0,1672900000.0
2018,Chh. Sambhaji Nagar,Kannad,Kannad,3726400000.0,5244200000.0,8970600000.0
2018,Chh. Sambhaji Nagar,Soyegaon,Soyegaon,1035100000.0,2913400000.0,3948500000.0
2018,Chh. Sambhaji Nagar,Sillod,Sillod,2898300000.0,4078800000.0,6977100000.0
2018,Chh. Sambhaji Nagar,Phulambri,Phulambri,1035100000.0,2913400000.0,3948500000.0
2018,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,2691300000.0,23307400000.0,25998700000.0
2018,Chh. Sambhaji Nagar,Khultabad,Khultabad,1035100000.0,2913400000.0,3948500000.0
2018,Chh. Sambhaji Nagar,Vaijapur,Vaijapur,3105300000.0,6409500000.0,9514800000.0
2018,Chh. Sambhaji Nagar,Gangapur,Gangapur,2070200000.0,5826900000.0,7897100000.0
2018,Chh. Sambhaji Nagar,Paithan,Paithan,3105300000.0,4661500000.0,7766800000.0
2019,Chh. Sambhaji Nagar,Kannad,Kannad,2505000000.0,4828100000.0,7333100000.0
2019,Chh. Sambhaji Nagar,Soyegaon,Soyegaon,894700000.0,3017500000.0,3912200000.0
2019,Chh. Sambhaji Nagar,Sillod,Sillod,2505000000.0,5431600000.0,7936600000.0
2019,Chh. Sambhaji Nagar,Phulambri,Phulambri,1073600000.0,3017500000.0,4091100000.0
2019,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,3220800000.0,24140300000.0,27361100000.0
2019,Chh. Sambhaji Nagar,Khultabad,Khultabad,715700000.0,3017500000.0,3733300000.0
2019,Chh. Sambhaji Nagar,Vaijapur,Vaijapur,2326100000.0,4224600000.0,6550700000.0
2019,Chh. Sambhaji Nagar,Gangapur,Gangapur,1789300000.0,6035100000.0,7824400000.0
2019,Chh. Sambhaji Nagar,Paithan,Paithan,2862900000.0,6638600000.0,9501500000.0
2020,Chh. Sambhaji Nagar,Kannad,Kannad,7247900000.0,14253200000.0,21501100000.0
2020,Chh. Sambhaji Nagar,Soyegaon,Soyegaon,2588500000.0,8908300000.0,11496800000.0
2020,Chh. Sambhaji Nagar,Sillod,Sillod,7247900000.0,16034900000.0,23282800000.0
2020,Chh. Sambhaji Nagar,Phulambri,Phulambri,3106200000.0,8908300000.0,12014500000.0
2020,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,9318700000.0,71266000000.0,80584800000.0
2020,Chh. Sambhaji Nagar,Khultabad,Khultabad,2070800000.0,8908300000.0,10979100000.0
2020,Chh. Sambhaji Nagar,Vaijapur,Vaijapur,6730200000.0,12471600000.0,19201800000.0
2020,Chh. Sambhaji Nagar,Gangapur,Gangapur,5177100000.0,17816500000.0,22993600000.0
2020,Chh. Sambhaji Nagar,Paithan,Paithan,8283300000.0,19598200000.0,27881500000.0
2021,Chh. Sambhaji Nagar,Kannad,Kannad,5079500000.0,2794700000.0,7874200000.0
2021,Chh. Sambhaji Nagar,Soyegaon,Soyegaon,1548600000.0,241800000.0,1790400000.0
2021,Chh. Sambhaji Nagar,Sillod,Sillod,6743000000.0,10841600000.0,17584500000.0
2021,Chh. Sambhaji Nagar,Phulambri,Phulambri,1710000000.0,2402300000.0,4112200000.0
2021,Chh. Sambhaji Nagar,Chhatrapati Sambhaji Nagar,Chhatrapati Sambhaji Nagar,25924500000.0,202305500000.0,228230000000.0
2021,Chh. Sambhaji Nagar,Khultabad,Khultabad,2144900000.0,705700000.0,2850600000.0
2021,Chh. Sambhaji Nagar,Vaijapur,Vaijapur,8794900000.0,4108000000.0,12903000000.0
2021,Chh. Sambhaji Nagar,Gangapur,Gangapur,8415100000.0,8294200000.0,16709400000.0
2021,Chh. Sambhaji Nagar,Paithan,Paithan,6823800000.0,5035300000.0,11859100000.0
2011,Sangli,Shirala,Shirala,622100000.0,23300000.0,645400000.0
2011,Sangli,Walwa,Walwa,5194900000.0,897700000.0,6092600000.0
2011,Sangli,Palus,Palus,1050700000.0,164700000.0,1215400000.0
2011,Sangli,Kadegaon,Kadegaon,527300000.0,568100000.0,1095400000.0
2011,Sangli,Khanapur,Khanapur,1141500000.0,276900000.0,1418400000.0
2011,Sangli,Atpadi,Atpadi,535000000.0,127300000.0,662300000.0
2011,Sangli,Tasgaon,Tasgaon,1479700000.0,167400000.0,1647100000.0
2011,Sangli,Miraj,Miraj,6222600000.0,3176900000.0,9399500000.0
2011,Sangli,Kavathe Mahakal,Kavathe Mahakal,466900000.0,25100000.0,492000000.0
2011,Sangli,Jat,Jat,544700000.0,46000000.0,590700000.0
2012,Sangli,Shirala,Shirala,1386800000.0,1254500000.0,2641300000.0
2012,Sangli,Walwa,Walwa,2257300000.0,1169500000.0,3426800000.0
2012,Sangli,Palus,Palus,1306500000.0,575900000.0,1882400000.0
2012,Sangli,Kadegaon,Kadegaon,541200000.0,359200000.0,900400000.0
2012,Sangli,Khanapur,Khanapur,653800000.0,644800000.0,1298600000.0
2012,Sangli,Atpadi,Atpadi,305200000.0,574800000.0,880000000.0
2012,Sangli,Tasgaon,Tasgaon,2032100000.0,814300000.0,2846400000.0
2012,Sangli,Miraj,Miraj,5058200000.0,7280500000.0,12338700000.0
2012,Sangli,Kavathe Mahakal,Kavathe Mahakal,527400000.0,1445100000.0,1972500000.0
2012,Sangli,Jat,Jat,577600000.0,266900000.0,844500000.0
2013,Sangli,Shirala,Shirala,1238000000.0,1044500000.0,2282500000.0
2013,Sangli,Walwa,Walwa,2015100000.0,973600000.0,2988700000.0
2013,Sangli,Palus,Palus,1166300000.0,478700000.0,1645000000.0
2013,Sangli,Kadegaon,Kadegaon,483100000.0,299100000.0,782200000.0
2013,Sangli,Khanapur,Khanapur,583600000.0,536800000.0,1120400000.0
2013,Sangli,Atpadi,Atpadi,272400000.0,478800000.0,751200000.0
2013,Sangli,Tasgaon,Tasgaon,1814000000.0,677900000.0,2491900000.0
2013,Sangli,Miraj,Miraj,4515500000.0,6060600000.0,10576100000.0
2013,Sangli,Kavathe Mahakal,Kavathe Mahakal,570800000.0,1202900000.0,1773700000.0
2013,Sangli,Jat,Jat,515600000.0,222300000.0,737900000.0
2014,Sangli,Shirala,Shirala,1183200000.0,1254800000.0,2438000000.0
2014,Sangli,Walwa,Walwa,2682700000.0,1022300000.0,3705000000.0
2014,Sangli,Palus,Palus,1571100000.0,507400000.0,2078500000.0
2014,Sangli,Kadegaon,Kadegaon,1142700000.0,370200000.0,1512900000.0
2014,Sangli,Khanapur,Khanapur,857000000.0,579700000.0,1436700000.0
2014,Sangli,Atpadi,Atpadi,571300000.0,502700000.0,1074000000.0
2014,Sangli,Tasgaon,Tasgaon,199500000.0,738900000.0,938400000.0
2014,Sangli,Miraj,Miraj,14003400000.0,19837400000.0,33840800000.0
2014,Sangli,Kavathe Mahakal,Kavathe Mahakal,1704100000.0,1719600000.0,3423700000.0
2014,Sangli,Jat,Jat,2852900000.0,1403200000.0,4256100000.0
2015,Sangli,Shirala,Shirala,1409000000.0,1680400000.0,3089400000.0
2015,Sangli,Walwa,Walwa,3194700000.0,1524700000.0,4719400000.0
2015,Sangli,Palus,Palus,1870900000.0,658200000.0,2529100000.0
2015,Sangli,Kadegaon,Kadegaon,1360700000.0,407300000.0,1768000000.0
2015,Sangli,Khanapur,Khanapur,1020500000.0,637700000.0,1658200000.0
2015,Sangli,Atpadi,Atpadi,680300000.0,553000000.0,1233300000.0
2015,Sangli,Tasgaon,Tasgaon,2381100000.0,912900000.0,3294000000.0
2015,Sangli,Miraj,Miraj,16675900000.0,30525000000.0,47200900000.0
2015,Sangli,Kavathe Mahakal,Kavathe Mahakal,2029300000.0,2091700000.0,4121000000.0
2015,Sangli,Jat,Jat,3397600000.0,1643700000.0,5041300000.0
2016,Sangli,Shirala,Shirala,2107300000.0,916700000.0,3024000000.0
2016,Sangli,Walwa,Walwa,4778000000.0,831700000.0,5609700000.0
2016,Sangli,Palus,Palus,2798200000.0,359000000.0,3157200000.0
2016,Sangli,Kadegaon,Kadegaon,2035100000.0,222100000.0,2257200000.0
2016,Sangli,Khanapur,Khanapur,1526300000.0,347800000.0,1874100000.0
2016,Sangli,Atpadi,Atpadi,1017500000.0,301600000.0,1319100000.0
2016,Sangli,Tasgaon,Tasgaon,3561200000.0,498000000.0,4059200000.0
2016,Sangli,Miraj,Miraj,24940800000.0,16651900000.0,41592700000.0
2016,Sangli,Kavathe Mahakal,Kavathe Mahakal,3035100000.0,1141500000.0,4176600000.0
2016,Sangli,Jat,Jat,5081500000.0,896500000.0,5978000000.0
2017,Sangli,Shirala,Shirala,202500000.0,1531100000.0,1733600000.0
2017,Sangli,Walwa,Walwa,145800000.0,1213200000.0,1359000000.0
2017,Sangli,Palus,Palus,135000000.0,1424600000.0,1559600000.0
2017,Sangli,Kadegaon,Kadegaon,192200000.0,1373300000.0,1565500000.0
2017,Sangli,Khanapur,Khanapur,215500000.0,1636500000.0,1852000000.0
2017,Sangli,Atpadi,Atpadi,196600000.0,1362500000.0,1559100000.0
2017,Sangli,Tasgaon,Tasgaon,223400000.0,1751700000.0,1975100000.0
2017,Sangli,Miraj,Miraj,226500000.0,1818200000.0,2044700000.0
2017,Sangli,Kavathe Mahakal,Kavathe Mahakal,208300000.0,1451800000.0,1660100000.0
2017,Sangli,Jat,Jat,116300000.0,895900000.0,1012200000.0
2018,Sangli,Shirala,Shirala,137100000.0,77000000.0,214100000.0
2018,Sangli,Walwa,Walwa,984900000.0,3556100000.0,4541000000.0
2018,Sangli,Palus,Palus,932500000.0,367900000.0,1300400000.0
2018,Sangli,Kadegaon,Kadegaon,1105300000.0,184300000.0,1289600000.0
2018,Sangli,Khanapur,Khanapur,129400000.0,335600000.0,465000000.0
2018,Sangli,Atpadi,Atpadi,104500000.0,67100000.0,171600000.0
2018,Sangli,Tasgaon,Tasgaon,465600000.0,470700000.0,936300000.0
2018,Sangli,Miraj,Miraj,19100000.0,120300000.0,139400000.0
2018,Sangli,Kavathe Mahakal,Kavathe Mahakal,226400000.0,150400000.0,376800000.0
2018,Sangli,Jat,Jat,320500000.0,420500000.0,741000000.0
2021,Sangli,Shirala,Shirala,1650000000.0,4405500000.0,6055500000.0
2021,Sangli,Walwa,Walwa,5742600000.0,10042900000.0,15785500000.0
2021,Sangli,Palus,Palus,4000600000.0,7854800000.0,11855400000.0
2021,Sangli,Kadegaon,Kadegaon,1746600000.0,7138900000.0,8885500000.0
2021,Sangli,Khanapur,Khanapur,1716800000.0,5690600000.0,7407400000.0
2021,Sangli,Atpadi,Atpadi,2045300000.0,3781300000.0,5826600000.0
2021,Sangli,Tasgaon,Tasgaon,4407500000.0,3729400000.0,8136900000.0
2021,Sangli,Miraj,Miraj,9145600000.0,55949600000.0,65095200000.0
2021,Sangli,Kavathe Mahakal,Kavathe Mahakal,2221300000.0,4544200000.0,6765500000.0
2021,Sangli,Jat,Jat,3918900000.0,3113000000.0,7031900000.0
2016,Satara,Mahableshwar,Mahableshwar,781900000.0,524100000.0,1306000000.0
2016,Satara,Wai,Wai,3292100000.0,2206600000.0,5498700000.0
2016,Satara,Khandala,Khandala,2551300000.0,1710100000.0,4261400000.0
2016,Satara,Phaltan,Phaltan,4526500000.0,3034000000.0,7560500000.0
2016,Satara,Man,Man,2469000000.0,1654900000.0,4123900000.0
2016,Satara,Khatav,Khatav,2592500000.0,1737800000.0,4330300000.0
2016,Satara,Koregaon,Koregaon,3950200000.0,2620300000.0,6570500000.0
2016,Satara,Satara,Satara,9053100000.0,6068100000.0,15121200000.0
2016,Satara,Javli,Javli,987700000.0,662000000.0,1649700000.0
2016,Satara,Patan,Patan,2757000000.0,1848100000.0,4605100000.0
2016,Satara,Karad,Karad,8230100000.0,5394900000.0,13625000000.0
2017,Satara,Mahableshwar,Mahableshwar,1390100000.0,926700000.0,2316800000.0
2017,Satara,Wai,Wai,5853000000.0,3902000000.0,9754900000.0
2017,Satara,Khandala,Khandala,4535900000.0,3023900000.0,7559800000.0
2017,Satara,Phaltan,Phaltan,8047600000.0,5365100000.0,13412700000.0
2017,Satara,Man,Man,4389600000.0,2926400000.0,7316000000.0
2017,Satara,Khatav,Khatav,4609200000.0,3072800000.0,7682000000.0
2017,Satara,Koregaon,Koregaon,6993800000.0,4662500000.0,11656300000.0
2017,Satara,Satara,Satara,16095200000.0,10730100000.0,26825300000.0
2017,Satara,Javli,Javli,1755900000.0,1170600000.0,2926500000.0
2017,Satara,Patan,Patan,4901800000.0,3267800000.0,8169600000.0
2017,Satara,Karad,Karad,14502600000.0,9668400000.0,24171000000.0
2018,Satara,Mahableshwar,Mahableshwar,1490000000.0,802300000.0,2292300000.0
2018,Satara,Wai,Wai,6273700000.0,3378100000.0,9651800000.0
2018,Satara,Khandala,Khandala,4861900000.0,2618000000.0,7479900000.0
2018,Satara,Phaltan,Phaltan,8626100000.0,4644800000.0,13270900000.0
2018,Satara,Man,Man,4705100000.0,2533500000.0,7238600000.0
2018,Satara,Khatav,Khatav,4940500000.0,2660300000.0,7600800000.0
2018,Satara,Koregaon,Koregaon,7496500000.0,4036600000.0,11533100000.0
2018,Satara,Satara,Satara,17252100000.0,9289600000.0,26541700000.0
2018,Satara,Javli,Javli,1882100000.0,1013400000.0,2895500000.0
2018,Satara,Patan,Patan,5254100000.0,2829100000.0,8083200000.0
2018,Satara,Karad,Karad,15545100000.0,8370400000.0,23915500000.0
2019,Satara,Mahableshwar,Mahableshwar,1824700000.0,982500000.0,2807200000.0
2019,Satara,Wai,Wai,7682800000.0,4136900000.0,11819700000.0
2019,Satara,Khandala,Khandala,5954000000.0,3206000000.0,9160000000.0
2019,Satara,Phaltan,Phaltan,10563500000.0,5688100000.0,16251600000.0
2019,Satara,Man,Man,5761900000.0,3102600000.0,8864500000.0
2019,Satara,Khatav,Khatav,6050200000.0,3257800000.0,9308000000.0
2019,Satara,Koregaon,Koregaon,9180200000.0,4943200000.0,14123400000.0
2019,Satara,Satara,Satara,21127100000.0,11376100000.0,32503200000.0
2019,Satara,Javli,Javli,2304800000.0,1241100000.0,3545900000.0
2019,Satara,Patan,Patan,6434200000.0,3464600000.0,9898800000.0
2019,Satara,Karad,Karad,19036600000.0,10250500000.0,29287100000.0
2020,Satara,Mahableshwar,Mahableshwar,1916300000.0,1056100000.0,2972400000.0
2020,Satara,Wai,Wai,8126900000.0,4611900000.0,12738800000.0
2020,Satara,Khandala,Khandala,5132800000.0,3632300000.0,8765100000.0
2020,Satara,Phaltan,Phaltan,10864400000.0,6417400000.0,17281800000.0
2020,Satara,Man,Man,5818600000.0,3294500000.0,9113100000.0
2020,Satara,Khatav,Khatav,5932100000.0,3461400000.0,9393500000.0
2020,Satara,Koregaon,Koregaon,9467800000.0,5628700000.0,15096500000.0
2020,Satara,Satara,Satara,20877800000.0,11905900000.0,32783700000.0
2020,Satara,Javli,Javli,2463800000.0,1388700000.0,3852500000.0
2020,Satara,Patan,Patan,6411300000.0,3811200000.0,10222500000.0
2020,Satara,Karad,Karad,19485200000.0,11464700000.0,30949900000.0
2021,Satara,Mahableshwar,Mahableshwar,1999400000.0,1174300000.0,3173700000.0
2021,Satara,Wai,Wai,8569000000.0,5032600000.0,13601600000.0
2021,Satara,Khandala,Khandala,5896000000.0,3462800000.0,9358800000.0
2021,Satara,Phaltan,Phaltan,11624900000.0,6827400000.0,18452300000.0
2021,Satara,Man,Man,6130100000.0,3600200000.0,9730300000.0
2021,Satara,Khatav,Khatav,6318700000.0,3711000000.0,10029700000.0
2021,Satara,Koregaon,Koregaon,10155000000.0,5964000000.0,16119000000.0
2021,Satara,Satara,Satara,22053000000.0,12951800000.0,35004800000.0
2021,Satara,Javli,Javli,2591400000.0,1522000000.0,4113400000.0
2021,Satara,Patan,Patan,6876400000.0,4038500000.0,10914900000.0
2021,Satara,Karad,Karad,20819000000.0,12227100000.0,33046100000.0
2009,Jalgaon,Chopda,Chopda,46767200000.0,19403600000.0,66170800000.0
2009,Jalgaon,Yawal,Yawal,30205400000.0,57912800000.0,88118200000.0
2009,Jalgaon,Raver,Raver,48321600000.0,9171300000.0,57492900000.0
2009,Jalgaon,Muktainagar (Edlabad),Muktainagar (Edlabad),26541100000.0,5435200000.0,31976300000.0
2009,Jalgaon,Bodvad,Bodvad,4969500000.0,4137200000.0,9106700000.0
2009,Jalgaon,Bhusawal,Bhusawal,17004000000.0,16175600000.0,33179600000.0
2009,Jalgaon,Jalgaon,Jalgaon,208011300000.0,191096200000.0,399107500000.0
2009,Jalgaon,Erandol,Erandol,19376000000.0,6692300000.0,26068300000.0
2009,Jalgaon,Dharangaon,Dharangaon,28561200000.0,5242600000.0,33803800000.0
2009,Jalgaon,Amalner,Amalner,53088700000.0,7163900000.0,60252600000.0
2009,Jalgaon,Parola,Parola,32238000000.0,1747000000.0,33985000000.0
2009,Jalgaon,Bhadgaon,Bhadgaon,31062700000.0,84900000.0,31147600000.0
2009,Jalgaon,Chalisgaon,Chalisgaon,80506800000.0,61576500000.0,142083300000.0
2009,Jalgaon,Pachora,Pachora,50723900000.0,15160500000.0,65884400000.0
2009,Jalgaon,Jamner,Jamner,83285300000.0,13987600000.0,97272900000.0
2010,Jalgaon,Chopda,Chopda,1931600000.0,916400000.0,2848000000.0
2010,Jalgaon,Yawal,Yawal,3262300000.0,1192800000.0,4455100000.0
2010,Jalgaon,Raver,Raver,4443300000.0,1972300000.0,6415600000.0
2010,Jalgaon,Muktainagar (Edlabad),Muktainagar (Edlabad),1626700000.0,901900000.0,2528600000.0
2010,Jalgaon,Bodvad,Bodvad,1180900000.0,682500000.0,1863400000.0
2010,Jalgaon,Bhusawal,Bhusawal,2425300000.0,2468100000.0,4893400000.0
2010,Jalgaon,Jalgaon,Jalgaon,2371500000.0,6718900000.0,9090400000.0
2010,Jalgaon,Erandol,Erandol,1372500000.0,1144300000.0,2516800000.0
