Year,District,Rural/Urban,Select School Management Type,Primary School (I-V),Upper Primary School (I-VIII),Higher Secondary School (I-XII),Secondary School (I-X),Secondary School (VI-X)
2015,Jalna,Urban,Government Aided,28,48,12,20,4
2015,Jalna,Urban,Central Govt,3,0,0,0,0
2015,Jalna,Urban,Local Body,29,17,0,7,0
2015,Jalna,Urban,Others,0,2,0,0,0
2015,Jalna,Urban,Private Unaided (Recognized),55,19,1,14,12
2016,Jalna,Rural,Government Aided,5,17,69,63,15
2016,Jalna,Rural,Central Govt,0,0,0,0,0
2016,Jalna,Rural,Local Body,964,510,1,22,0
2016,Jalna,Rural,Others,2,1,0,0,0
2016,Jalna,Rural,Private Unaided (Recognized),118,26,8,23,25
2016,Jalna,Urban,Government Aided,31,56,15,23,3
2016,Jalna,Urban,Local Body,37,21,0,13,0
2016,Jalna,Urban,Others,4,3,0,0,0
2016,Jalna,Urban,Private Unaided (Recognized),83,24,2,16,16
2017,Jalna,Rural,Government Aided,5,18,68,67,29
2017,Jalna,Rural,Local Body,943,527,1,22,1
2017,Jalna,Rural,Others,1,5,0,0,0
2017,Jalna,Rural,Private Unaided (Recognized),111,40,15,20,19
2017,Jalna,Urban,Government Aided,34,55,13,27,7
2017,Jalna,Urban,Local Body,32,26,0,9,3
2017,Jalna,Urban,Others,9,2,0,0,4
2017,Jalna,Urban,Private Unaided (Recognized),64,43,4,19,13
2018,Jalna,Rural,Government Aided,7,19,71,68,31
2018,Jalna,Rural,Local Body,928,531,1,22,1
2018,Jalna,Rural,Others,1,5,1,0,0
2018,Jalna,Rural,Private Unaided (Recognized),112,41,29,34,16
2018,Jalna,Urban,Government Aided,32,60,14,26,8
2018,Jalna,Urban,Local Body,32,26,0,9,3
2018,Jalna,Urban,Others,3,3,0,0,3
2018,Jalna,Urban,Private Unaided (Recognized),61,45,10,36,13
2019,Jalna,Rural,Government Aided,7,23,71,73,33
2019,Jalna,Rural,Local Body,906,530,1,22,1
2019,Jalna,Rural,Others,1,5,1,0,0
2019,Jalna,Rural,Private Unaided (Recognized),104,45,43,27,12
2019,Jalna,Urban,Government Aided,32,61,14,26,10
2019,Jalna,Urban,Local Body,25,25,0,9,3
2019,Jalna,Urban,Others,3,2,0,0,3
2019,Jalna,Urban,Private Unaided (Recognized),61,41,13,41,11
2020,Jalna,Rural,Government Aided,7,26,71,73,31
2020,Jalna,Rural,Local Body,905,530,1,22,4
2020,Jalna,Rural,Others,1,5,1,0,0
2020,Jalna,Rural,Private Unaided (Recognized),96,42,55,28,11
2020,Jalna,Urban,Government Aided,33,65,14,26,12
2020,Jalna,Urban,Local Body,25,25,0,9,3
2020,Jalna,Urban,Others,3,2,0,0,3
2020,Jalna,Urban,Private Unaided (Recognized),57,37,17,40,9
2021,Jalna,Rural,Government Aided,7,27,72,74,35
2021,Jalna,Rural,Local Body,903,531,1,22,4
2021,Jalna,Rural,Others,1,4,1,0,0
2021,Jalna,Rural,Private Unaided (Recognized),91,38,50,27,6
2021,Jalna,Urban,Government Aided,32,68,15,28,14
2021,Jalna,Urban,Local Body,27,24,0,9,3
2021,Jalna,Urban,Others,2,2,0,0,3
2021,Jalna,Urban,Private Unaided (Recognized),55,38,23,42,6
2012,Kolhapur,Rural,Government Aided,22,25,100,211,237
2012,Kolhapur,Rural,Local Body,1147,850,1,1,0
2012,Kolhapur,Rural,Others,53,25,1,12,14
2012,Kolhapur,Rural,Private Unaided (Recognized),96,39,3,27,74
2012,Kolhapur,Urban,Government Aided,73,41,40,56,20
2012,Kolhapur,Urban,Local Body,24,74,2,1,0
2012,Kolhapur,Urban,Others,20,55,0,1,2
2012,Kolhapur,Urban,Private Unaided (Recognized),55,42,2,12,25
2013,Kolhapur,Rural,Government Aided,98,61,101,214,13
2013,Kolhapur,Rural,Central Govt,0,0,1,0,0
2013,Kolhapur,Rural,Local Body,1146,851,1,1,0
2013,Kolhapur,Rural,Others,20,6,0,5,311
2013,Kolhapur,Rural,Private Unaided (Recognized),70,25,3,33,2
2013,Kolhapur,Urban,Government Aided,131,77,39,56,1
2013,Kolhapur,Urban,Central Govt,0,0,0,0,0
2013,Kolhapur,Urban,Local Body,33,128,3,2,0
2013,Kolhapur,Urban,Others,6,1,0,0,46
2013,Kolhapur,Urban,Private Unaided (Recognized),12,4,2,12,0
2014,Kolhapur,Rural,Government Aided,41,40,101,216,260
2014,Kolhapur,Rural,Local Body,1130,852,1,1,0
2014,Kolhapur,Rural,Others,8,5,0,2,3
2014,Kolhapur,Rural,Private Unaided (Recognized),158,54,4,35,63
2014,Kolhapur,Urban,Government Aided,93,43,40,55,20
2014,Kolhapur,Urban,Central Govt,0,0,0,0,0
2014,Kolhapur,Urban,Local Body,32,121,2,2,1
2014,Kolhapur,Urban,Others,1,0,0,0,0
2014,Kolhapur,Urban,Private Unaided (Recognized),61,40,1,12,32
2015,Kolhapur,Rural,Government Aided,41,42,103,215,256
2015,Kolhapur,Rural,Local Body,1129,852,1,1,0
2015,Kolhapur,Rural,Others,7,2,0,2,0
2015,Kolhapur,Rural,Private Unaided (Recognized),170,61,2,39,67
2015,Kolhapur,Urban,Government Aided,94,43,40,54,23
2015,Kolhapur,Urban,Central Govt,0,0,0,0,0
2015,Kolhapur,Urban,Local Body,32,121,2,2,1
2015,Kolhapur,Urban,Others,0,1,0,0,0
2015,Kolhapur,Urban,Private Unaided (Recognized),60,39,1,12,26
2016,Kolhapur,Rural,Government Aided,41,40,103,214,258
2016,Kolhapur,Rural,Local Body,1129,855,1,1,0
2016,Kolhapur,Rural,Others,4,2,0,4,1
2016,Kolhapur,Rural,Private Unaided (Recognized),176,69,5,45,66
2016,Kolhapur,Urban,Government Aided,94,43,39,54,23
2016,Kolhapur,Urban,Central Govt,0,0,0,0,0
2016,Kolhapur,Urban,Local Body,30,119,2,2,1
2016,Kolhapur,Urban,Others,1,0,0,0,0
2016,Kolhapur,Urban,Private Unaided (Recognized),62,42,2,13,24
2017,Kolhapur,Rural,Government Aided,40,40,110,210,276
2017,Kolhapur,Rural,Local Body,1112,861,1,1,1
2017,Kolhapur,Rural,Others,3,4,0,4,1
2017,Kolhapur,Rural,Private Unaided (Recognized),130,102,11,66,50
2017,Kolhapur,Urban,Government Aided,91,46,39,55,27
2017,Kolhapur,Urban,Local Body,28,123,2,2,1
2017,Kolhapur,Urban,Others,0,0,0,0,0
2017,Kolhapur,Urban,Private Unaided (Recognized),54,55,4,14,18
2018,Kolhapur,Rural,Government Aided,36,41,110,211,277
2018,Kolhapur,Rural,Local Body,1104,858,1,1,0
2018,Kolhapur,Rural,Others,1,1,0,3,3
2018,Kolhapur,Rural,Private Unaided (Recognized),125,97,15,67,45
2018,Kolhapur,Urban,Government Aided,91,46,39,55,29
2018,Kolhapur,Urban,Local Body,26,120,2,2,1
2018,Kolhapur,Urban,Others,0,0,0,0,0
2018,Kolhapur,Urban,Private Unaided (Recognized),55,56,4,17,17
2019,Kolhapur,Rural,Government Aided,36,42,110,211,281
2019,Kolhapur,Rural,Local Body,1099,860,1,1,0
2019,Kolhapur,Rural,Others,2,1,0,4,3
2019,Kolhapur,Rural,Private Unaided (Recognized),120,93,20,70,43
2019,Kolhapur,Urban,Government Aided,90,47,39,55,29
2019,Kolhapur,Urban,Local Body,26,120,2,2,0
2019,Kolhapur,Urban,Others,0,0,0,0,0
2019,Kolhapur,Urban,Private Unaided (Recognized),55,57,5,18,17
2020,Kolhapur,Rural,Government Aided,37,43,110,211,281
2020,Kolhapur,Rural,Local Body,1098,860,1,1,0
2020,Kolhapur,Rural,Others,0,1,0,4,4
2020,Kolhapur,Rural,Private Unaided (Recognized),114,92,23,71,41
2020,Kolhapur,Urban,Government Aided,90,47,39,55,29
2020,Kolhapur,Urban,Local Body,26,119,2,2,0
2020,Kolhapur,Urban,Others,0,0,0,0,0
2020,Kolhapur,Urban,Private Unaided (Recognized),56,56,4,18,17
2021,Kolhapur,Rural,Government Aided,35,41,102,203,278
2021,Kolhapur,Rural,Local Body,1073,847,1,1,0
2021,Kolhapur,Rural,Others,0,1,0,4,4
2021,Kolhapur,Rural,Private Unaided (Recognized),105,77,25,67,38
2021,Kolhapur,Urban,Government Aided,95,52,48,63,33
2021,Kolhapur,Urban,Local Body,49,132,2,2,0
2021,Kolhapur,Urban,Others,0,0,0,0,0
2021,Kolhapur,Urban,Private Unaided (Recognized),54,68,3,20,18
2012,Latur,Rural,Government Aided,35,49,106,148,88
2012,Latur,Rural,Local Body,723,501,0,41,1
2012,Latur,Rural,Others,29,43,9,8,10
2012,Latur,Rural,Private Unaided (Recognized),41,18,0,6,21
2012,Latur,Urban,Government Aided,65,151,33,50,13
2012,Latur,Urban,Local Body,9,6,0,8,0
2012,Latur,Urban,Others,38,26,1,6,2
2012,Latur,Urban,Private Unaided (Recognized),44,52,1,10,23
2013,Latur,Rural,Government Aided,60,79,113,152,0
2013,Latur,Rural,Central Govt,0,1,0,0,0
2013,Latur,Rural,Local Body,723,501,0,40,0
2013,Latur,Rural,Others,4,4,2,3,119
2013,Latur,Rural,Private Unaided (Recognized),44,25,0,7,1
2013,Latur,Urban,Government Aided,82,167,35,54,0
2013,Latur,Urban,Central Govt,0,0,1,0,0
2013,Latur,Urban,Local Body,25,10,0,8,0
2013,Latur,Urban,Others,4,3,0,0,42
2013,Latur,Urban,Private Unaided (Recognized),45,53,0,11,1
2014,Latur,Rural,Government Aided,58,83,114,153,97
2014,Latur,Rural,Central Govt,0,1,0,0,0
2014,Latur,Rural,Local Body,720,501,0,41,1
2014,Latur,Rural,Others,3,3,0,1,0
2014,Latur,Rural,Private Unaided (Recognized),73,29,1,8,23
2014,Latur,Urban,Government Aided,83,177,36,57,15
2014,Latur,Urban,Local Body,26,10,0,7,0
2014,Latur,Urban,Others,3,2,0,0,0
2014,Latur,Urban,Private Unaided (Recognized),48,50,0,11,32
2015,Latur,Rural,Government Aided,57,82,114,154,90
2015,Latur,Rural,Central Govt,0,2,0,1,0
2015,Latur,Rural,Local Body,720,501,0,41,1
2015,Latur,Rural,Others,2,2,0,0,1
2015,Latur,Rural,Private Unaided (Recognized),98,29,1,8,28
2015,Latur,Urban,Government Aided,84,182,36,56,19
2015,Latur,Urban,Central Govt,2,0,0,0,0
2015,Latur,Urban,Local Body,26,10,0,7,0
2015,Latur,Urban,Others,2,2,0,0,1
2015,Latur,Urban,Private Unaided (Recognized),53,46,0,12,27
2016,Latur,Rural,Government Aided,58,76,111,151,96
2016,Latur,Rural,Central Govt,0,1,0,0,0
2016,Latur,Rural,Local Body,713,497,0,40,1
2016,Latur,Rural,Others,1,3,0,1,1
2016,Latur,Rural,Private Unaided (Recognized),102,33,2,9,21
2016,Latur,Urban,Government Aided,85,188,39,56,20
2016,Latur,Urban,Local Body,33,14,0,8,0
2016,Latur,Urban,Others,2,1,0,0,0
2016,Latur,Urban,Private Unaided (Recognized),71,46,0,16,29
2017,Latur,Rural,Government Aided,50,79,105,152,101
2017,Latur,Rural,Local Body,717,488,0,37,1
2017,Latur,Rural,Others,3,2,2,1,5
2017,Latur,Rural,Private Unaided (Recognized),96,48,4,10,18
2017,Latur,Urban,Government Aided,77,201,39,60,26
2017,Latur,Urban,Local Body,38,12,0,12,1
2017,Latur,Urban,Others,1,0,1,0,1
2017,Latur,Urban,Private Unaided (Recognized),60,64,3,18,32
2018,Latur,Rural,Government Aided,47,71,105,151,99
2018,Latur,Rural,Local Body,711,489,0,36,1
2018,Latur,Rural,Others,2,0,1,1,5
2018,Latur,Rural,Private Unaided (Recognized),83,42,19,11,15
2018,Latur,Urban,Government Aided,81,213,40,63,31
2018,Latur,Urban,Local Body,36,12,0,14,0
2018,Latur,Urban,Others,1,0,1,0,1
2018,Latur,Urban,Private Unaided (Recognized),55,75,7,19,29
2019,Latur,Rural,Government Aided,49,77,105,155,98
2019,Latur,Rural,Local Body,709,491,0,36,1
2019,Latur,Rural,Others,2,1,1,0,5
2019,Latur,Rural,Private Unaided (Recognized),78,41,26,14,18
2019,Latur,Urban,Government Aided,80,222,40,65,32
2019,Latur,Urban,Local Body,36,12,0,14,0
2019,Latur,Urban,Others,1,0,1,0,1
2019,Latur,Urban,Private Unaided (Recognized),52,67,10,19,31
2020,Latur,Rural,Government Aided,49,77,105,155,99
2020,Latur,Rural,Local Body,709,491,0,36,1
2020,Latur,Rural,Others,0,1,1,0,5
2020,Latur,Rural,Private Unaided (Recognized),77,40,35,15,17
2020,Latur,Urban,Government Aided,80,222,39,65,33
2020,Latur,Urban,Local Body,36,12,0,14,0
2020,Latur,Urban,Others,1,0,1,0,1
2020,Latur,Urban,Private Unaided (Recognized),51,63,12,21,31
2021,Latur,Rural,Government Aided,49,83,104,157,101
2021,Latur,Rural,Local Body,701,491,0,37,1
2021,Latur,Rural,Others,0,1,1,0,4
2021,Latur,Rural,Private Unaided (Recognized),68,40,32,16,16
2021,Latur,Urban,Government Aided,80,219,40,62,33
2021,Latur,Urban,Local Body,42,12,0,13,0
2021,Latur,Urban,Others,1,0,1,0,2
2021,Latur,Urban,Private Unaided (Recognized),48,54,15,21,28
2012,Mumbai,Urban,Government Aided,0,4,153,483,123
2012,Mumbai,Urban,Others,0,1,9,9,1
2012,Mumbai,Urban,Private Unaided (Recognized),0,14,97,402,72
2013,Mumbai,Urban,Government Aided,0,5,153,487,12
2013,Mumbai,Urban,Central Govt,0,0,9,5,0
2013,Mumbai,Urban,Others,0,0,0,2,174
2013,Mumbai,Urban,Private Unaided (Recognized),5,20,98,408,7
2014,Mumbai,Urban,Government Aided,0,5,153,489,119
2014,Mumbai,Urban,Central Govt,0,0,9,5,0
2014,Mumbai,Urban,Others,0,0,0,0,0
2014,Mumbai,Urban,Private Unaided (Recognized),9,26,102,429,75
2015,Mumbai,Urban,Government Aided,0,5,153,488,116
2015,Mumbai,Urban,Central Govt,0,0,9,5,0
2015,Mumbai,Urban,Others,0,0,0,0,0
2015,Mumbai,Urban,Private Unaided (Recognized),11,37,105,440,80
2016,Mumbai,Urban,Government Aided,0,5,153,484,116
2016,Mumbai,Urban,Central Govt,0,0,9,5,0
2016,Mumbai,Urban,Others,0,0,0,0,0
2016,Mumbai,Urban,Private Unaided (Recognized),10,43,106,457,79
2017,Mumbai,Urban,Government Aided,0,4,170,464,113
2017,Mumbai,Urban,Others,2,5,10,9,4
2017,Mumbai,Urban,Private Unaided (Recognized),7,24,157,469,55
2018,Mumbai,Urban,Government Aided,0,4,167,465,118
2018,Mumbai,Urban,Others,2,2,10,9,3
2018,Mumbai,Urban,Private Unaided (Recognized),12,23,162,472,61
2019,Mumbai,Urban,Government Aided,0,4,168,457,117
2019,Mumbai,Urban,Others,3,4,10,11,2
2019,Mumbai,Urban,Private Unaided (Recognized),10,17,180,482,66
2020,Mumbai,Urban,Government Aided,0,4,167,450,114
2020,Mumbai,Urban,Others,2,4,10,13,2
2020,Mumbai,Urban,Private Unaided (Recognized),11,13,189,489,64
2021,Mumbai,Urban,Government Aided,0,3,167,449,114
2021,Mumbai,Urban,Others,0,0,9,5,0
2021,Mumbai,Urban,Private Unaided (Recognized),10,13,194,491,64
2012,Mumbai Suburban,Urban,Government Aided,439,0,0,0,0
2012,Mumbai Suburban,Urban,Others,228,921,0,37,105
2012,Mumbai Suburban,Urban,Private Unaided (Recognized),683,4,0,2,0
2013,Mumbai Suburban,Rural,Others,1,0,0,0,0
2013,Mumbai Suburban,Urban,Government Aided,442,0,0,0,0
2013,Mumbai Suburban,Urban,Central Govt,2,0,0,0,0
2013,Mumbai Suburban,Urban,Local Body,217,905,0,37,1
2013,Mumbai Suburban,Urban,Others,104,4,0,0,105
2013,Mumbai Suburban,Urban,Private Unaided (Recognized),649,3,0,2,0
2014,Mumbai Suburban,Urban,Government Aided,436,0,0,0,0
2014,Mumbai Suburban,Urban,Central Govt,2,0,0,0,0
2014,Mumbai Suburban,Urban,Local Body,214,895,0,37,105
2014,Mumbai Suburban,Urban,Others,79,0,0,0,1
2014,Mumbai Suburban,Urban,Private Unaided (Recognized),659,4,0,2,0
2015,Mumbai Suburban,Urban,Government Aided,465,1,0,0,0
2015,Mumbai Suburban,Urban,Central Govt,2,0,0,0,0
2015,Mumbai Suburban,Urban,Local Body,208,875,0,38,104
2015,Mumbai Suburban,Urban,Others,97,1,0,0,1
2015,Mumbai Suburban,Urban,Private Unaided (Recognized),669,8,0,2,0
2016,Mumbai Suburban,Urban,Government Aided,452,7,0,0,0
2016,Mumbai Suburban,Urban,Central Govt,2,0,0,0,0
2016,Mumbai Suburban,Urban,Local Body,202,847,0,38,103
2016,Mumbai Suburban,Urban,Others,116,1,0,0,1
2016,Mumbai Suburban,Urban,Private Unaided (Recognized),697,7,0,2,0
2017,Mumbai Suburban,Urban,Government Aided,435,17,0,0,0
2017,Mumbai Suburban,Urban,Local Body,158,823,24,62,8
2017,Mumbai Suburban,Urban,Others,179,44,0,4,0
2017,Mumbai Suburban,Urban,Private Unaided (Recognized),667,57,1,5,0
2018,Mumbai Suburban,Urban,Government Aided,432,16,0,0,0
2018,Mumbai Suburban,Urban,Local Body,143,790,0,85,12
2018,Mumbai Suburban,Urban,Others,177,51,0,1,0
2018,Mumbai Suburban,Urban,Private Unaided (Recognized),654,64,0,6,0
2019,Mumbai Suburban,Urban,Government Aided,425,16,0,0,0
2019,Mumbai Suburban,Urban,Local Body,133,785,0,87,11
2019,Mumbai Suburban,Urban,Others,169,62,0,3,0
2019,Mumbai Suburban,Urban,Private Unaided (Recognized),654,65,0,9,0
2020,Mumbai Suburban,Urban,Government Aided,419,16,0,0,0
2020,Mumbai Suburban,Urban,Local Body,132,779,0,102,10
2020,Mumbai Suburban,Urban,Others,163,61,0,3,0
2020,Mumbai Suburban,Urban,Private Unaided (Recognized),651,63,0,8,0
2021,Mumbai Suburban,Urban,Government Aided,414,17,0,0,0
2021,Mumbai Suburban,Urban,Local Body,128,763,0,102,11
2021,Mumbai Suburban,Urban,Others,150,57,0,3,0
2021,Mumbai Suburban,Urban,Private Unaided (Recognized),649,64,0,8,0
2012,Nagpur,Rural,Government Aided,38,31,92,132,53
2012,Nagpur,Rural,Local Body,1054,497,5,4,2
2012,Nagpur,Rural,Others,48,35,7,12,12
2012,Nagpur,Rural,Private Unaided (Recognized),94,69,18,32,24
2012,Nagpur,Urban,Government Aided,192,149,120,151,37
2012,Nagpur,Urban,Local Body,55,28,3,7,1
2012,Nagpur,Urban,Others,148,87,9,22,3
2012,Nagpur,Urban,Private Unaided (Recognized),210,177,16,41,95
2013,Nagpur,Rural,Government Aided,43,59,94,136,0
2013,Nagpur,Rural,Central Govt,0,0,1,0,0
2013,Nagpur,Rural,Local Body,1055,497,5,4,1
2013,Nagpur,Rural,Others,24,2,3,6,85
2013,Nagpur,Rural,Private Unaided (Recognized),126,69,21,35,0
2013,Nagpur,Urban,Government Aided,206,154,120,151,2
2013,Nagpur,Urban,Central Govt,0,0,4,0,0
2013,Nagpur,Urban,Local Body,152,103,8,25,1
2013,Nagpur,Urban,Others,26,4,0,4,132
2013,Nagpur,Urban,Private Unaided (Recognized),228,181,14,40,5
2014,Nagpur,Rural,Government Aided,46,59,97,141,66
2014,Nagpur,Rural,Central Govt,0,0,1,0,0
2014,Nagpur,Rural,Local Body,1053,496,5,4,1
2014,Nagpur,Rural,Others,24,2,3,5,0
2014,Nagpur,Rural,Private Unaided (Recognized),156,73,20,33,21
2014,Nagpur,Urban,Government Aided,215,161,120,153,35
2014,Nagpur,Urban,Central Govt,0,0,4,0,0
2014,Nagpur,Urban,Local Body,147,101,8,25,5
2014,Nagpur,Urban,Others,26,2,0,0,0
2014,Nagpur,Urban,Private Unaided (Recognized),214,175,14,41,104
2015,Nagpur,Rural,Government Aided,47,56,97,142,68
2015,Nagpur,Rural,Central Govt,3,0,2,0,0
2015,Nagpur,Rural,Local Body,1054,496,5,4,1
2015,Nagpur,Rural,Others,32,3,2,5,0
2015,Nagpur,Rural,Private Unaided (Recognized),164,78,20,33,19
2015,Nagpur,Urban,Government Aided,211,167,120,152,41
2015,Nagpur,Urban,Central Govt,4,0,4,0,0
2015,Nagpur,Urban,Local Body,137,99,8,25,5
2015,Nagpur,Urban,Others,19,3,0,0,0
2015,Nagpur,Urban,Private Unaided (Recognized),229,173,14,42,100
2016,Nagpur,Rural,Government Aided,47,58,98,143,70
2016,Nagpur,Rural,Central Govt,0,0,1,0,0
2016,Nagpur,Rural,Local Body,1052,494,5,4,2
2016,Nagpur,Rural,Others,32,2,2,5,0
2016,Nagpur,Rural,Private Unaided (Recognized),177,89,19,36,15
2016,Nagpur,Urban,Government Aided,211,166,120,158,42
2016,Nagpur,Urban,Central Govt,0,0,4,0,0
2016,Nagpur,Urban,Local Body,122,95,8,25,4
2016,Nagpur,Urban,Others,20,10,0,0,0
2016,Nagpur,Urban,Private Unaided (Recognized),223,170,18,58,98
2017,Nagpur,Rural,Government Aided,48,58,105,131,72
2017,Nagpur,Rural,Local Body,1038,484,5,5,2
2017,Nagpur,Rural,Others,17,8,3,5,1
2017,Nagpur,Rural,Private Unaided (Recognized),138,106,36,75,14
2017,Nagpur,Urban,Government Aided,195,188,122,152,46
2017,Nagpur,Urban,Local Body,108,101,8,15,9
2017,Nagpur,Urban,Others,13,22,4,0,1
2017,Nagpur,Urban,Private Unaided (Recognized),194,208,31,75,77
2018,Nagpur,Rural,Government Aided,47,59,104,129,73
2018,Nagpur,Rural,Local Body,1021,484,5,5,2
2018,Nagpur,Rural,Others,15,5,3,5,1
2018,Nagpur,Rural,Private Unaided (Recognized),134,111,40,82,10
2018,Nagpur,Urban,Government Aided,189,189,122,151,46
2018,Nagpur,Urban,Local Body,106,100,8,15,9
2018,Nagpur,Urban,Others,11,49,4,0,1
2018,Nagpur,Urban,Private Unaided (Recognized),182,202,42,88,75
2019,Nagpur,Rural,Government Aided,47,59,103,131,72
2019,Nagpur,Rural,Local Body,1017,486,5,5,2
2019,Nagpur,Rural,Others,14,6,3,4,1
2019,Nagpur,Rural,Private Unaided (Recognized),126,115,46,89,10
2019,Nagpur,Urban,Government Aided,188,189,124,154,46
2019,Nagpur,Urban,Local Body,104,101,8,14,9
2019,Nagpur,Urban,Others,13,49,4,0,1
2019,Nagpur,Urban,Private Unaided (Recognized),174,203,53,96,75
2020,Nagpur,Rural,Government Aided,47,59,103,131,72
2020,Nagpur,Rural,Local Body,1009,481,6,4,2
2020,Nagpur,Rural,Others,13,5,3,4,1
2020,Nagpur,Rural,Private Unaided (Recognized),120,108,61,90,10
2020,Nagpur,Urban,Government Aided,187,189,123,155,46
2020,Nagpur,Urban,Local Body,87,90,8,13,9
2020,Nagpur,Urban,Others,13,48,4,1,1
2020,Nagpur,Urban,Private Unaided (Recognized),171,198,59,96,72
2021,Nagpur,Rural,Government Aided,34,49,94,122,69
2021,Nagpur,Rural,Local Body,993,484,6,4,2
2021,Nagpur,Rural,Others,10,2,3,4,2
2021,Nagpur,Rural,Private Unaided (Recognized),105,82,57,85,7
2021,Nagpur,Urban,Government Aided,199,198,133,167,50
2021,Nagpur,Urban,Local Body,101,89,8,13,9
2021,Nagpur,Urban,Others,3,39,4,1,0
2021,Nagpur,Urban,Private Unaided (Recognized),175,209,73,103,74
2012,Nanded,Rural,Government Aided,50,53,77,133,35
2012,Nanded,Rural,Local Body,1467,616,0,47,5
2012,Nanded,Rural,Others,32,64,16,24,14
2012,Nanded,Rural,Private Unaided (Recognized),47,18,10,28,49
2012,Nanded,Urban,Government Aided,89,136,33,61,23
2012,Nanded,Urban,Local Body,42,41,0,18,3
2012,Nanded,Urban,Others,23,30,2,4,4
2012,Nanded,Urban,Private Unaided (Recognized),50,27,2,18,16
2013,Nanded,Rural,Government Aided,66,106,84,148,4
2013,Nanded,Rural,Central Govt,0,0,0,0,0
2013,Nanded,Rural,Local Body,1479,615,0,46,0
2013,Nanded,Rural,Others,10,11,10,10,96
2013,Nanded,Rural,Private Unaided (Recognized),59,22,11,27,4
2013,Nanded,Urban,Government Aided,103,158,35,60,0
2013,Nanded,Urban,Central Govt,0,1,0,2,0
2013,Nanded,Urban,Local Body,51,49,0,18,0
2013,Nanded,Urban,Others,4,4,0,1,41
2013,Nanded,Urban,Private Unaided (Recognized),60,27,2,19,0
2014,Nanded,Rural,Government Aided,65,110,91,157,60
2014,Nanded,Rural,Central Govt,0,0,0,0,0
2014,Nanded,Rural,Local Body,1472,616,0,46,7
2014,Nanded,Rural,Others,7,12,7,9,0
2014,Nanded,Rural,Private Unaided (Recognized),71,22,7,22,39
2014,Nanded,Urban,Government Aided,103,165,38,61,24
2014,Nanded,Urban,Central Govt,0,1,0,2,0
2014,Nanded,Urban,Local Body,51,48,0,18,3
2014,Nanded,Urban,Others,8,5,1,1,0
2014,Nanded,Urban,Private Unaided (Recognized),69,27,0,17,17
2015,Nanded,Rural,Government Aided,66,113,92,155,60
2015,Nanded,Rural,Central Govt,6,6,2,0,0
2015,Nanded,Rural,Local Body,1471,619,0,46,7
2015,Nanded,Rural,Others,2,7,6,9,0
2015,Nanded,Rural,Private Unaided (Recognized),83,24,9,29,43
2015,Nanded,Urban,Government Aided,104,170,38,62,25
2015,Nanded,Urban,Central Govt,8,4,0,3,0
2015,Nanded,Urban,Local Body,53,49,0,19,3
2015,Nanded,Urban,Others,4,2,0,0,2
2015,Nanded,Urban,Private Unaided (Recognized),76,28,1,17,17
2016,Nanded,Rural,Government Aided,69,110,90,151,65
2016,Nanded,Rural,Central Govt,0,0,0,0,0
2016,Nanded,Rural,Local Body,1464,618,0,46,7
2016,Nanded,Rural,Others,9,11,8,9,0
2016,Nanded,Rural,Private Unaided (Recognized),113,28,10,32,39
2016,Nanded,Urban,Government Aided,107,180,40,62,25
2016,Nanded,Urban,Central Govt,0,0,0,2,0
2016,Nanded,Urban,Local Body,57,52,0,21,3
2016,Nanded,Urban,Others,4,6,0,1,2
2016,Nanded,Urban,Private Unaided (Recognized),85,29,4,19,17
2017,Nanded,Rural,Government Aided,63,114,86,161,66
2017,Nanded,Rural,Local Body,1453,633,0,46,7
2017,Nanded,Rural,Others,5,11,9,11,0
2017,Nanded,Rural,Private Unaided (Recognized),103,45,31,36,38
2017,Nanded,Urban,Government Aided,102,185,39,61,26
2017,Nanded,Urban,Local Body,61,54,0,22,6
2017,Nanded,Urban,Others,5,2,3,2,4
2017,Nanded,Urban,Private Unaided (Recognized),67,50,13,22,14
2018,Nanded,Rural,Government Aided,62,113,86,161,69
2018,Nanded,Rural,Local Body,1410,626,0,45,7
2018,Nanded,Rural,Others,4,9,10,14,0
2018,Nanded,Rural,Private Unaided (Recognized),101,45,40,36,35
2018,Nanded,Urban,Government Aided,103,184,39,61,26
2018,Nanded,Urban,Local Body,55,53,0,16,7
2018,Nanded,Urban,Others,5,1,2,2,4
2018,Nanded,Urban,Private Unaided (Recognized),75,48,18,23,14
2019,Nanded,Rural,Government Aided,63,113,85,164,81
2019,Nanded,Rural,Local Body,1410,621,0,44,7
2019,Nanded,Rural,Others,3,9,9,14,1
2019,Nanded,Rural,Private Unaided (Recognized),91,43,43,39,21
2019,Nanded,Urban,Government Aided,102,186,39,63,29
2019,Nanded,Urban,Local Body,54,57,0,17,7
2019,Nanded,Urban,Others,3,1,2,2,4
2019,Nanded,Urban,Private Unaided (Recognized),72,44,26,29,13
2020,Nanded,Rural,Government Aided,64,115,82,164,86
2020,Nanded,Rural,Local Body,1405,619,0,44,7
2020,Nanded,Rural,Others,2,7,8,14,1
2020,Nanded,Rural,Private Unaided (Recognized),88,43,51,34,18
2020,Nanded,Urban,Government Aided,106,183,41,63,29
2020,Nanded,Urban,Local Body,55,59,0,19,8
2020,Nanded,Urban,Others,2,2,2,3,4
2020,Nanded,Urban,Private Unaided (Recognized),70,41,32,31,12
2021,Nanded,Rural,Government Aided,68,112,80,165,83
