Year,District,Select Schooling Level,Social Category,Overall,Boys,Girls
2013,Ratnagiri,Primary (I-V),ST,9.64,10.05,9.22
2013,Ratnagiri,Upper Primary (VI-VIII),Overall,1.37,0.41,2.4
2013,Ratnagiri,Upper Primary (VI-VIII),General,0.57,0.0,2.43
2013,Ratnagiri,Upper Primary (VI-VIII),OBC,1.27,0.55,2.03
2013,Ratnagiri,Upper Primary (VI-VIII),SC,0.77,0.42,1.16
2013,Ratnagiri,Upper Primary (VI-VIII),ST,25.78,24.93,26.78
2013,Ratnagiri,Secondary (IX-X),Overall,18.41,18.4,18.43
2013,Ratnagiri,Secondary (IX-X),General,15.01,16.68,13.18
2013,Ratnagiri,Secondary (IX-X),OBC,19.54,18.62,20.59
2013,Ratnagiri,Secondary (IX-X),SC,18.81,19.79,17.75
2013,Ratnagiri,Secondary (IX-X),ST,41.64,40.94,42.54
2013,Sangli,Primary (I-V),Overall,0.9,0.96,0.82
2013,Sangli,Primary (I-V),General,1.37,1.32,1.42
2013,Sangli,Primary (I-V),OBC,0.03,0.15,0.0
2013,Sangli,Primary (I-V),SC,0.72,0.92,0.48
2013,Sangli,Primary (I-V),ST,17.34,17.67,16.93
2013,Sangli,Upper Primary (VI-VIII),Overall,1.35,0.92,1.88
2013,Sangli,Upper Primary (VI-VIII),General,1.36,0.97,1.84
2013,Sangli,Upper Primary (VI-VIII),OBC,1.46,1.18,1.8
2013,Sangli,Upper Primary (VI-VIII),SC,0.52,0.0,1.8
2013,Sangli,Upper Primary (VI-VIII),ST,16.78,18.27,14.79
2013,Sangli,Secondary (IX-X),Overall,14.24,15.32,12.89
2013,Sangli,Secondary (IX-X),General,12.89,14.81,10.53
2013,Sangli,Secondary (IX-X),OBC,14.17,14.34,13.94
2013,Sangli,Secondary (IX-X),SC,19.96,20.04,19.87
2013,Sangli,Secondary (IX-X),ST,2.66,6.55,0.0
2013,Satara,Primary (I-V),Overall,0.83,0.69,1.0
2013,Satara,Primary (I-V),General,1.45,1.44,1.46
2013,Satara,Primary (I-V),OBC,0.0,0.0,0.35
2013,Satara,Primary (I-V),SC,0.5,0.27,0.76
2013,Satara,Primary (I-V),ST,0.0,0.0,0.47
2013,Satara,Upper Primary (VI-VIII),Overall,0.4,0.0,1.45
2013,Satara,Upper Primary (VI-VIII),General,0.94,0.23,1.8
2013,Satara,Upper Primary (VI-VIII),OBC,0.0,0.0,0.73
2013,Satara,Upper Primary (VI-VIII),SC,0.62,0.36,0.94
2013,Satara,Upper Primary (VI-VIII),ST,12.03,12.53,11.38
2013,Satara,Secondary (IX-X),Overall,13.08,13.52,12.54
2013,Satara,Secondary (IX-X),General,12.09,12.43,11.67
2013,Satara,Secondary (IX-X),OBC,12.77,12.82,12.71
2013,Satara,Secondary (IX-X),SC,16.18,17.34,14.82
2013,Satara,Secondary (IX-X),ST,40.26,44.34,33.33
2013,Sindhudurg,Primary (I-V),Overall,0.45,0.47,0.44
2013,Sindhudurg,Primary (I-V),General,0.0,0.0,0.0
2013,Sindhudurg,Primary (I-V),OBC,1.72,1.84,1.59
2013,Sindhudurg,Primary (I-V),SC,0.0,0.5,0.0
2013,Sindhudurg,Primary (I-V),ST,2.04,0.34,3.78
2013,Sindhudurg,Upper Primary (VI-VIII),Overall,0.0,0.0,0.44
2013,Sindhudurg,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2013,Sindhudurg,Upper Primary (VI-VIII),OBC,3.49,2.79,4.25
2013,Sindhudurg,Upper Primary (VI-VIII),SC,0.0,0.0,0.87
2013,Sindhudurg,Upper Primary (VI-VIII),ST,0.0,0.0,0.0
2013,Sindhudurg,Secondary (IX-X),Overall,12.73,12.87,12.59
2013,Sindhudurg,Secondary (IX-X),General,9.99,9.92,10.06
2013,Sindhudurg,Secondary (IX-X),OBC,17.39,17.55,17.2
2013,Sindhudurg,Secondary (IX-X),SC,11.99,13.87,9.84
2013,Sindhudurg,Secondary (IX-X),ST,15.28,10.18,20.37
2013,Solapur,Primary (I-V),Overall,3.54,3.44,3.66
2013,Solapur,Primary (I-V),General,3.07,3.0,3.17
2013,Solapur,Primary (I-V),OBC,3.27,3.25,3.3
2013,Solapur,Primary (I-V),SC,4.14,3.72,4.57
2013,Solapur,Primary (I-V),ST,11.65,11.77,11.49
2013,Solapur,Upper Primary (VI-VIII),Overall,3.97,2.7,5.45
2013,Solapur,Upper Primary (VI-VIII),General,2.98,2.38,3.69
2013,Solapur,Upper Primary (VI-VIII),OBC,3.68,1.95,5.69
2013,Solapur,Upper Primary (VI-VIII),SC,5.49,3.32,7.91
2013,Solapur,Upper Primary (VI-VIII),ST,18.25,18.58,17.81
2013,Solapur,Secondary (IX-X),Overall,22.51,22.01,23.14
2013,Solapur,Secondary (IX-X),General,20.88,20.93,20.82
2013,Solapur,Secondary (IX-X),OBC,21.26,20.2,22.63
2013,Solapur,Secondary (IX-X),SC,27.28,26.06,28.85
2013,Solapur,Secondary (IX-X),ST,49.55,50.07,48.72
2013,Wardha,Primary (I-V),Overall,1.27,1.46,1.07
2013,Wardha,Primary (I-V),General,2.53,2.96,2.06
2013,Wardha,Primary (I-V),OBC,0.32,0.44,0.18
2013,Wardha,Primary (I-V),SC,3.07,3.49,2.61
2013,Wardha,Primary (I-V),ST,2.61,2.67,2.55
2013,Wardha,Upper Primary (VI-VIII),Overall,0.35,0.04,0.69
2013,Wardha,Upper Primary (VI-VIII),General,10.13,9.34,11.05
2013,Wardha,Upper Primary (VI-VIII),OBC,0.0,0.0,0.0
2013,Wardha,Upper Primary (VI-VIII),SC,1.29,1.9,0.61
2013,Wardha,Upper Primary (VI-VIII),ST,1.04,1.01,1.08
2013,Wardha,Secondary (IX-X),Overall,10.82,13.16,8.33
2013,Wardha,Secondary (IX-X),General,23.88,25.84,21.68
2013,Wardha,Secondary (IX-X),OBC,7.86,10.59,4.98
2013,Wardha,Secondary (IX-X),SC,10.09,11.8,8.19
2013,Wardha,Secondary (IX-X),ST,16.38,17.78,14.95
2013,Washim,Primary (I-V),Overall,1.46,1.86,1.03
2013,Washim,Primary (I-V),General,4.54,5.14,3.9
2013,Washim,Primary (I-V),OBC,0.0,0.24,0.0
2013,Washim,Primary (I-V),SC,2.09,2.38,1.77
2013,Washim,Primary (I-V),ST,4.54,5.69,3.23
2013,Washim,Upper Primary (VI-VIII),Overall,3.29,2.93,3.68
2013,Washim,Upper Primary (VI-VIII),General,3.73,3.13,4.41
2013,Washim,Upper Primary (VI-VIII),OBC,2.64,2.8,2.47
2013,Washim,Upper Primary (VI-VIII),SC,2.21,1.56,2.91
2013,Washim,Upper Primary (VI-VIII),ST,10.49,7.47,14.09
2013,Washim,Secondary (IX-X),Overall,14.9,13.0,17.18
2013,Washim,Secondary (IX-X),General,16.4,15.74,17.14
2013,Washim,Secondary (IX-X),OBC,13.52,11.78,15.63
2013,Washim,Secondary (IX-X),SC,14.27,11.44,17.71
2013,Washim,Secondary (IX-X),ST,27.35,24.48,31.04
2013,Yavatmal,Primary (I-V),Overall,2.12,2.06,2.18
2013,Yavatmal,Primary (I-V),General,3.53,4.35,2.62
2013,Yavatmal,Primary (I-V),OBC,1.19,0.96,1.42
2013,Yavatmal,Primary (I-V),SC,2.72,2.59,2.85
2013,Yavatmal,Primary (I-V),ST,3.29,3.14,3.46
2013,Yavatmal,Upper Primary (VI-VIII),Overall,4.26,3.48,5.11
2013,Yavatmal,Upper Primary (VI-VIII),General,5.75,5.54,5.97
2013,Yavatmal,Upper Primary (VI-VIII),OBC,3.15,2.3,4.13
2013,Yavatmal,Upper Primary (VI-VIII),SC,3.46,2.56,4.42
2013,Yavatmal,Upper Primary (VI-VIII),ST,6.77,5.98,7.64
2013,Yavatmal,Secondary (IX-X),Overall,20.43,21.16,19.62
2013,Yavatmal,Secondary (IX-X),General,22.77,24.58,20.84
2013,Yavatmal,Secondary (IX-X),OBC,19.23,19.6,18.8
2013,Yavatmal,Secondary (IX-X),SC,19.85,22.11,17.27
2013,Yavatmal,Secondary (IX-X),ST,22.92,22.77,23.1
2014,Ahilyanagar,Primary (I-V),Overall,0.17,0.0,0.4
2014,Ahilyanagar,Primary (I-V),General,0.0,0.0,0.0
2014,Ahilyanagar,Primary (I-V),OBC,0.45,0.02,0.98
2014,Ahilyanagar,Primary (I-V),SC,1.1,1.06,1.15
2014,Ahilyanagar,Primary (I-V),ST,3.14,2.93,3.36
2014,Ahilyanagar,Upper Primary (VI-VIII),Overall,0.09,0.0,1.63
2014,Ahilyanagar,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2014,Ahilyanagar,Upper Primary (VI-VIII),OBC,0.0,0.0,1.51
2014,Ahilyanagar,Upper Primary (VI-VIII),SC,1.0,0.0,3.0
2014,Ahilyanagar,Upper Primary (VI-VIII),ST,5.24,2.99,7.83
2014,Ahilyanagar,Secondary (IX-X),Overall,12.85,12.45,13.38
2014,Ahilyanagar,Secondary (IX-X),General,12.71,12.36,13.15
2014,Ahilyanagar,Secondary (IX-X),OBC,8.1,7.74,8.58
2014,Ahilyanagar,Secondary (IX-X),SC,19.16,18.9,19.48
2014,Ahilyanagar,Secondary (IX-X),ST,21.42,20.73,22.31
2014,Akola,Primary (I-V),Overall,0.0,0.0,0.0
2014,Akola,Primary (I-V),General,1.16,1.96,0.29
2014,Akola,Primary (I-V),OBC,0.0,0.0,0.0
2014,Akola,Primary (I-V),SC,0.0,0.0,0.0
2014,Akola,Primary (I-V),ST,4.09,3.37,4.88
2014,Akola,Upper Primary (VI-VIII),Overall,0.0,0.0,0.49
2014,Akola,Upper Primary (VI-VIII),General,0.66,0.75,0.55
2014,Akola,Upper Primary (VI-VIII),OBC,0.0,0.0,0.05
2014,Akola,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2014,Akola,Upper Primary (VI-VIII),ST,5.35,4.16,6.81
2014,Akola,Secondary (IX-X),Overall,14.06,15.33,12.63
2014,Akola,Secondary (IX-X),General,13.32,15.12,11.37
2014,Akola,Secondary (IX-X),OBC,11.69,12.78,10.47
2014,Akola,Secondary (IX-X),SC,18.12,19.62,16.44
2014,Akola,Secondary (IX-X),ST,20.67,19.72,21.86
2014,Amravati,Primary (I-V),Overall,0.66,0.78,0.54
2014,Amravati,Primary (I-V),General,0.28,1.02,0.0
2014,Amravati,Primary (I-V),OBC,0.37,0.31,0.43
2014,Amravati,Primary (I-V),SC,0.0,0.0,0.0
2014,Amravati,Primary (I-V),ST,2.85,3.09,2.59
2014,Amravati,Upper Primary (VI-VIII),Overall,0.98,0.34,1.68
2014,Amravati,Upper Primary (VI-VIII),General,2.2,2.22,2.17
2014,Amravati,Upper Primary (VI-VIII),OBC,0.0,0.0,0.49
2014,Amravati,Upper Primary (VI-VIII),SC,0.02,0.0,0.73
2014,Amravati,Upper Primary (VI-VIII),ST,3.75,2.62,4.95
2014,Amravati,Secondary (IX-X),Overall,15.96,18.38,13.35
2014,Amravati,Secondary (IX-X),General,19.74,20.8,18.68
2014,Amravati,Secondary (IX-X),OBC,13.13,16.64,9.33
2014,Amravati,Secondary (IX-X),SC,15.14,17.29,12.81
2014,Amravati,Secondary (IX-X),ST,22.59,23.09,22.0
2014,Beed,Primary (I-V),Overall,0.0,0.0,0.0
2014,Beed,Primary (I-V),General,0.29,0.86,0.0
2014,Beed,Primary (I-V),OBC,0.0,0.0,0.0
2014,Beed,Primary (I-V),SC,0.23,0.22,0.26
2014,Beed,Primary (I-V),ST,0.0,0.0,0.22
2014,Beed,Upper Primary (VI-VIII),Overall,0.0,0.0,0.81
2014,Beed,Upper Primary (VI-VIII),General,0.0,0.0,0.93
2014,Beed,Upper Primary (VI-VIII),OBC,0.0,0.0,0.27
2014,Beed,Upper Primary (VI-VIII),SC,0.0,0.0,2.23
2014,Beed,Upper Primary (VI-VIII),ST,1.23,4.42,0.0
2014,Beed,Secondary (IX-X),Overall,8.25,4.55,13.02
2014,Beed,Secondary (IX-X),General,4.99,1.78,9.0
2014,Beed,Secondary (IX-X),OBC,11.69,7.95,16.65
2014,Beed,Secondary (IX-X),SC,10.17,5.11,16.75
2014,Beed,Secondary (IX-X),ST,1.02,0.0,10.17
2014,Bhandara,Primary (I-V),Overall,0.51,0.5,0.53
2014,Bhandara,Primary (I-V),General,1.9,4.42,0.0
2014,Bhandara,Primary (I-V),OBC,0.14,0.1,0.18
2014,Bhandara,Primary (I-V),SC,0.93,1.02,0.84
2014,Bhandara,Primary (I-V),ST,2.44,1.17,3.81
2014,Bhandara,Upper Primary (VI-VIII),Overall,0.0,0.09,0.0
2014,Bhandara,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2014,Bhandara,Upper Primary (VI-VIII),OBC,0.16,0.19,0.14
2014,Bhandara,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2014,Bhandara,Upper Primary (VI-VIII),ST,1.74,1.51,2.0
2014,Bhandara,Secondary (IX-X),Overall,8.78,10.7,6.81
2014,Bhandara,Secondary (IX-X),General,8.39,9.19,7.53
2014,Bhandara,Secondary (IX-X),OBC,8.69,11.08,6.27
2014,Bhandara,Secondary (IX-X),SC,6.21,7.41,4.93
2014,Bhandara,Secondary (IX-X),ST,15.97,15.54,16.42
2014,Buldhana,Primary (I-V),Overall,1.08,1.26,0.88
2014,Buldhana,Primary (I-V),General,2.81,3.11,2.49
2014,Buldhana,Primary (I-V),OBC,0.59,0.83,0.3
2014,Buldhana,Primary (I-V),SC,0.75,0.75,0.75
2014,Buldhana,Primary (I-V),ST,1.77,1.72,1.83
2014,Buldhana,Upper Primary (VI-VIII),Overall,1.87,1.31,2.53
2014,Buldhana,Upper Primary (VI-VIII),General,3.46,3.77,3.11
2014,Buldhana,Upper Primary (VI-VIII),OBC,0.72,0.11,1.45
2014,Buldhana,Upper Primary (VI-VIII),SC,2.3,1.55,3.16
2014,Buldhana,Upper Primary (VI-VIII),ST,7.47,5.3,9.95
2014,Buldhana,Secondary (IX-X),Overall,16.2,16.52,15.83
2014,Buldhana,Secondary (IX-X),General,20.94,20.61,21.33
2014,Buldhana,Secondary (IX-X),OBC,14.03,14.49,13.47
2014,Buldhana,Secondary (IX-X),SC,17.67,18.03,17.24
2014,Buldhana,Secondary (IX-X),ST,19.64,20.32,18.61
2014,Chandrapur,Primary (I-V),Overall,0.61,0.75,0.45
2014,Chandrapur,Primary (I-V),General,1.46,2.14,0.69
2014,Chandrapur,Primary (I-V),OBC,0.28,0.38,0.17
2014,Chandrapur,Primary (I-V),SC,0.51,0.68,0.31
2014,Chandrapur,Primary (I-V),ST,1.24,1.25,1.24
2014,Chandrapur,Upper Primary (VI-VIII),Overall,0.0,0.0,0.35
2014,Chandrapur,Upper Primary (VI-VIII),General,0.26,0.1,0.45
2014,Chandrapur,Upper Primary (VI-VIII),OBC,0.0,0.0,0.26
2014,Chandrapur,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2014,Chandrapur,Upper Primary (VI-VIII),ST,0.83,0.08,1.65
2014,Chandrapur,Secondary (IX-X),Overall,11.59,13.01,10.01
2014,Chandrapur,Secondary (IX-X),General,13.97,16.64,10.78
2014,Chandrapur,Secondary (IX-X),OBC,10.89,12.14,9.53
2014,Chandrapur,Secondary (IX-X),SC,8.93,10.55,7.08
2014,Chandrapur,Secondary (IX-X),ST,15.24,16.49,13.9
2014,Chh. Sambhaji Nagar,Primary (I-V),Overall,0.0,0.0,0.0
2014,Chh. Sambhaji Nagar,Primary (I-V),General,0.0,0.0,0.0
2014,Chh. Sambhaji Nagar,Primary (I-V),OBC,0.0,0.0,0.0
2014,Chh. Sambhaji Nagar,Primary (I-V),SC,0.0,0.0,0.0
2014,Chh. Sambhaji Nagar,Primary (I-V),ST,0.39,0.06,0.76
2014,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),Overall,0.0,0.0,1.17
2014,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),General,0.0,0.0,0.82
2014,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),OBC,0.04,0.0,1.05
2014,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),SC,0.0,0.0,1.77
2014,Chh. Sambhaji Nagar,Upper Primary (VI-VIII),ST,4.59,5.49,3.48
2014,Chh. Sambhaji Nagar,Secondary (IX-X),Overall,9.28,6.98,12.27
2014,Chh. Sambhaji Nagar,Secondary (IX-X),General,9.85,7.69,12.49
2014,Chh. Sambhaji Nagar,Secondary (IX-X),OBC,7.38,4.69,11.18
2014,Chh. Sambhaji Nagar,Secondary (IX-X),SC,10.37,8.42,12.84
2014,Chh. Sambhaji Nagar,Secondary (IX-X),ST,12.39,10.33,15.52
2014,Dharashiv,Primary (I-V),Overall,1.43,1.51,1.34
2014,Dharashiv,Primary (I-V),General,1.39,1.38,1.4
2014,Dharashiv,Primary (I-V),OBC,1.63,1.92,1.31
2014,Dharashiv,Primary (I-V),SC,1.6,1.9,1.28
2014,Dharashiv,Primary (I-V),ST,0.0,0.0,1.18
2014,Dharashiv,Upper Primary (VI-VIII),Overall,0.63,0.0,1.44
2014,Dharashiv,Upper Primary (VI-VIII),General,1.18,0.88,1.52
2014,Dharashiv,Upper Primary (VI-VIII),OBC,0.0,0.0,0.48
2014,Dharashiv,Upper Primary (VI-VIII),SC,1.08,0.05,2.24
2014,Dharashiv,Upper Primary (VI-VIII),ST,3.4,2.07,5.18
2014,Dharashiv,Secondary (IX-X),Overall,17.07,17.17,16.95
2014,Dharashiv,Secondary (IX-X),General,17.08,17.74,16.33
2014,Dharashiv,Secondary (IX-X),OBC,15.41,15.02,15.88
2014,Dharashiv,Secondary (IX-X),SC,19.91,18.55,21.56
2014,Dharashiv,Secondary (IX-X),ST,16.0,19.71,9.61
2014,Dhule,Primary (I-V),Overall,0.82,0.49,1.2
2014,Dhule,Primary (I-V),General,0.0,0.73,0.0
2014,Dhule,Primary (I-V),OBC,0.0,0.0,0.0
2014,Dhule,Primary (I-V),SC,0.0,0.0,0.0
2014,Dhule,Primary (I-V),ST,3.14,2.7,3.63
2014,Dhule,Upper Primary (VI-VIII),Overall,0.7,0.19,1.32
2014,Dhule,Upper Primary (VI-VIII),General,0.0,0.22,0.0
2014,Dhule,Upper Primary (VI-VIII),OBC,0.0,0.0,0.36
2014,Dhule,Upper Primary (VI-VIII),SC,0.02,0.0,0.1
2014,Dhule,Upper Primary (VI-VIII),ST,2.68,1.89,3.67
2014,Dhule,Secondary (IX-X),Overall,14.3,12.95,16.03
2014,Dhule,Secondary (IX-X),General,18.43,19.0,17.79
2014,Dhule,Secondary (IX-X),OBC,9.15,6.91,11.99
2014,Dhule,Secondary (IX-X),SC,13.28,12.1,14.74
2014,Dhule,Secondary (IX-X),ST,23.21,22.23,24.65
2014,Gadchiroli,Primary (I-V),Overall,2.9,2.92,2.89
2014,Gadchiroli,Primary (I-V),General,0.08,0.3,0.0
2014,Gadchiroli,Primary (I-V),OBC,0.82,0.85,0.8
2014,Gadchiroli,Primary (I-V),SC,0.46,1.01,0.0
2014,Gadchiroli,Primary (I-V),ST,5.56,5.42,5.72
2014,Gadchiroli,Upper Primary (VI-VIII),Overall,2.18,2.14,2.22
2014,Gadchiroli,Upper Primary (VI-VIII),General,0.1,0.79,0.0
2014,Gadchiroli,Upper Primary (VI-VIII),OBC,0.56,0.83,0.27
2014,Gadchiroli,Upper Primary (VI-VIII),SC,0.76,1.03,0.48
2014,Gadchiroli,Upper Primary (VI-VIII),ST,4.63,4.0,5.34
2014,Gadchiroli,Secondary (IX-X),Overall,13.01,12.83,13.2
2014,Gadchiroli,Secondary (IX-X),General,11.43,8.19,14.89
2014,Gadchiroli,Secondary (IX-X),OBC,11.31,11.72,10.88
2014,Gadchiroli,Secondary (IX-X),SC,8.95,8.52,9.4
2014,Gadchiroli,Secondary (IX-X),ST,16.77,16.67,16.89
2014,Gondia,Primary (I-V),Overall,0.27,0.27,0.27
2014,Gondia,Primary (I-V),General,0.59,0.03,1.2
2014,Gondia,Primary (I-V),OBC,0.1,0.26,0.0
2014,Gondia,Primary (I-V),SC,0.0,0.0,0.0
2014,Gondia,Primary (I-V),ST,2.02,1.85,2.19
2014,Gondia,Upper Primary (VI-VIII),Overall,0.0,0.0,0.15
2014,Gondia,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2014,Gondia,Upper Primary (VI-VIII),OBC,0.01,0.0,0.26
2014,Gondia,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2014,Gondia,Upper Primary (VI-VIII),ST,1.18,1.06,1.3
2014,Gondia,Secondary (IX-X),Overall,4.47,5.71,3.22
2014,Gondia,Secondary (IX-X),General,2.59,6.11,0.0
2014,Gondia,Secondary (IX-X),OBC,4.37,5.86,2.86
2014,Gondia,Secondary (IX-X),SC,0.0,0.0,0.38
2014,Gondia,Secondary (IX-X),ST,9.04,10.22,7.91
2014,Hingoli,Primary (I-V),Overall,1.44,2.78,0.0
2014,Hingoli,Primary (I-V),General,0.0,1.3,0.0
2014,Hingoli,Primary (I-V),OBC,2.14,3.69,0.45
2014,Hingoli,Primary (I-V),SC,2.27,3.02,1.47
2014,Hingoli,Primary (I-V),ST,3.83,4.61,2.98
2014,Hingoli,Upper Primary (VI-VIII),Overall,2.39,5.3,0.0
2014,Hingoli,Upper Primary (VI-VIII),General,1.03,3.96,0.0
2014,Hingoli,Upper Primary (VI-VIII),OBC,2.8,7.33,0.0
2014,Hingoli,Upper Primary (VI-VIII),SC,2.78,4.37,1.14
2014,Hingoli,Upper Primary (VI-VIII),ST,5.2,5.52,4.85
2014,Hingoli,Secondary (IX-X),Overall,16.37,16.52,16.18
2014,Hingoli,Secondary (IX-X),General,15.39,15.86,14.82
2014,Hingoli,Secondary (IX-X),OBC,16.61,17.94,14.92
2014,Hingoli,Secondary (IX-X),SC,17.9,16.48,19.58
2014,Hingoli,Secondary (IX-X),ST,16.07,14.55,18.25
2014,Jalgaon,Primary (I-V),Overall,0.88,0.86,0.9
2014,Jalgaon,Primary (I-V),General,0.0,0.0,0.0
2014,Jalgaon,Primary (I-V),OBC,1.51,1.41,1.64
2014,Jalgaon,Primary (I-V),SC,1.36,1.45,1.27
2014,Jalgaon,Primary (I-V),ST,3.14,2.84,3.5
2014,Jalgaon,Upper Primary (VI-VIII),Overall,1.32,0.4,2.45
2014,Jalgaon,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2014,Jalgaon,Upper Primary (VI-VIII),OBC,2.29,0.83,4.16
2014,Jalgaon,Upper Primary (VI-VIII),SC,2.03,0.1,4.19
2014,Jalgaon,Upper Primary (VI-VIII),ST,4.77,3.65,6.19
2014,Jalgaon,Secondary (IX-X),Overall,17.88,18.25,17.39
2014,Jalgaon,Secondary (IX-X),General,9.2,12.7,5.0
2014,Jalgaon,Secondary (IX-X),OBC,17.14,17.27,16.95
2014,Jalgaon,Secondary (IX-X),SC,22.78,21.46,24.46
2014,Jalgaon,Secondary (IX-X),ST,30.42,27.64,34.63
2014,Jalna,Primary (I-V),Overall,0.79,1.14,0.41
2014,Jalna,Primary (I-V),General,0.3,0.59,0.0
2014,Jalna,Primary (I-V),OBC,0.89,1.39,0.34
2014,Jalna,Primary (I-V),SC,1.83,1.84,1.83
2014,Jalna,Primary (I-V),ST,1.04,2.29,0.0
2014,Jalna,Upper Primary (VI-VIII),Overall,0.5,0.0,2.45
2014,Jalna,Upper Primary (VI-VIII),General,0.0,0.0,0.87
2014,Jalna,Upper Primary (VI-VIII),OBC,2.12,0.25,4.22
2014,Jalna,Upper Primary (VI-VIII),SC,0.24,0.0,2.41
2014,Jalna,Upper Primary (VI-VIII),ST,2.91,1.75,4.33
2014,Jalna,Secondary (IX-X),Overall,10.47,8.05,13.57
2014,Jalna,Secondary (IX-X),General,10.67,8.47,13.39
2014,Jalna,Secondary (IX-X),OBC,12.08,8.86,16.26
2014,Jalna,Secondary (IX-X),SC,6.99,6.1,8.2
2014,Jalna,Secondary (IX-X),ST,4.07,1.49,8.46
2014,Kolhapur,Primary (I-V),Overall,0.65,0.55,0.76
2014,Kolhapur,Primary (I-V),General,0.9,0.77,1.05
2014,Kolhapur,Primary (I-V),OBC,0.08,0.03,0.15
2014,Kolhapur,Primary (I-V),SC,0.32,0.24,0.41
2014,Kolhapur,Primary (I-V),ST,3.91,4.47,3.19
2014,Kolhapur,Upper Primary (VI-VIII),Overall,0.0,0.0,0.46
2014,Kolhapur,Upper Primary (VI-VIII),General,0.3,0.0,0.88
2014,Kolhapur,Upper Primary (VI-VIII),OBC,0.0,0.0,0.0
2014,Kolhapur,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2014,Kolhapur,Upper Primary (VI-VIII),ST,11.47,4.8,20.35
2014,Kolhapur,Secondary (IX-X),Overall,13.94,14.86,12.76
2014,Kolhapur,Secondary (IX-X),General,13.26,14.07,12.22
2014,Kolhapur,Secondary (IX-X),OBC,12.91,14.29,11.08
2014,Kolhapur,Secondary (IX-X),SC,18.72,19.35,17.99
2014,Kolhapur,Secondary (IX-X),ST,17.65,30.52,1.81
2014,Latur,Primary (I-V),Overall,0.0,0.0,0.0
2014,Latur,Primary (I-V),General,0.0,0.0,0.0
2014,Latur,Primary (I-V),OBC,0.0,0.0,0.32
2014,Latur,Primary (I-V),SC,1.02,0.97,1.07
2014,Latur,Primary (I-V),ST,0.0,0.0,0.43
2014,Latur,Upper Primary (VI-VIII),Overall,0.44,0.0,1.81
2014,Latur,Upper Primary (VI-VIII),General,0.76,0.0,1.91
2014,Latur,Upper Primary (VI-VIII),OBC,0.0,0.0,1.77
2014,Latur,Upper Primary (VI-VIII),SC,1.14,0.28,2.11
2014,Latur,Upper Primary (VI-VIII),ST,0.0,0.0,0.0
2014,Latur,Secondary (IX-X),Overall,11.24,11.21,11.29
2014,Latur,Secondary (IX-X),General,9.83,10.62,8.83
2014,Latur,Secondary (IX-X),OBC,9.82,9.25,10.64
2014,Latur,Secondary (IX-X),SC,16.26,15.73,16.94
2014,Latur,Secondary (IX-X),ST,15.99,12.8,20.33
2014,Mumbai,Primary (I-V),Overall,0.0,0.0,0.0
2014,Mumbai,Primary (I-V),General,0.0,0.0,0.0
2014,Mumbai,Primary (I-V),OBC,0.0,0.0,0.0
2014,Mumbai,Primary (I-V),SC,0.0,0.0,0.0
2014,Mumbai,Primary (I-V),ST,0.0,0.0,0.0
2014,Mumbai,Upper Primary (VI-VIII),Overall,0.0,0.0,0.0
2014,Mumbai,Upper Primary (VI-VIII),General,0.0,0.0,0.0
2014,Mumbai,Upper Primary (VI-VIII),OBC,0.0,0.0,0.0
2014,Mumbai,Upper Primary (VI-VIII),SC,0.0,0.0,0.0
2014,Mumbai,Upper Primary (VI-VIII),ST,0.0,0.0,0.0
2014,Mumbai,Secondary (IX-X),Overall,5.93,8.15,3.33
2014,Mumbai,Secondary (IX-X),General,4.91,6.82,2.68
2014,Mumbai,Secondary (IX-X),OBC,4.44,6.8,1.72
2014,Mumbai,Secondary (IX-X),SC,16.67,21.24,11.36
2014,Mumbai,Secondary (IX-X),ST,0.0,0.0,0.0
2014,Mumbai Suburban,Primary (I-V),Overall,17.93,18.16,17.68
2014,Mumbai Suburban,Primary (I-V),General,18.36,18.7,17.99
2014,Mumbai Suburban,Primary (I-V),OBC,17.87,17.54,18.21
2014,Mumbai Suburban,Primary (I-V),SC,14.94,14.65,15.22
2014,Mumbai Suburban,Primary (I-V),ST,8.71,6.78,10.7
2014,Mumbai Suburban,Upper Primary (VI-VIII),Overall,27.47,26.31,28.63
2014,Mumbai Suburban,Upper Primary (VI-VIII),General,25.98,24.92,27.07
2014,Mumbai Suburban,Upper Primary (VI-VIII),OBC,30.22,29.08,31.32
2014,Mumbai Suburban,Upper Primary (VI-VIII),SC,31.01,29.73,32.24
2014,Mumbai Suburban,Upper Primary (VI-VIII),ST,36.01,34.27,37.72
