Year,District,Type of School,Central Govt,Government Aided,Local body,Others,Private Unaided
2018,Satara,Higher Secondary School (I-XII),,3220.0,14.0,,668.0
2018,Satara,Higher Secondary School (XI-XII),,548.0,,30.0,184.0
2018,Sindhudurg,Primary School (I-V),,53.0,1741.0,10.0,115.0
2018,Sindhudurg,Upper Primary School (I-VIII),,27.0,1999.0,6.0,130.0
2018,Sindhudurg,Secondary School (VI-X),,295.0,,2.0,47.0
2018,Sindhudurg,Secondary School (I-X),,657.0,,,342.0
2018,Sindhudurg,Higher Secondary School (I-XII),,1098.0,,,50.0
2018,Sindhudurg,Higher Secondary School (XI-XII),,100.0,,,90.0
2018,Solapur,Primary School (I-V),,1236.0,5381.0,9.0,988.0
2018,Solapur,Upper Primary School (I-VIII),,2191.0,5068.0,17.0,1005.0
2018,Solapur,Secondary School (VI-X),,748.0,21.0,2.0,360.0
2018,Solapur,Secondary School (I-X),,4016.0,54.0,29.0,1330.0
2018,Solapur,Higher Secondary School (I-XII),,6062.0,38.0,37.0,609.0
2018,Solapur,Higher Secondary School (XI-XII),,462.0,,,396.0
2018,Thane,Primary School (I-V),,1147.0,2148.0,257.0,2271.0
2018,Thane,Upper Primary School (I-VIII),,3681.0,4989.0,760.0,9798.0
2018,Thane,Secondary School (VI-X),,1354.0,70.0,46.0,2875.0
2018,Thane,Secondary School (I-X),,2504.0,32.0,168.0,3269.0
2018,Thane,Higher Secondary School (I-XII),,3468.0,,272.0,3921.0
2018,Thane,Higher Secondary School (XI-XII),,522.0,,24.0,1235.0
2018,Wardha,Primary School (I-V),,213.0,1480.0,17.0,324.0
2018,Wardha,Upper Primary School (I-VIII),,214.0,1513.0,29.0,444.0
2018,Wardha,Secondary School (VI-X),,270.0,,11.0,87.0
2018,Wardha,Secondary School (I-X),,1023.0,17.0,20.0,849.0
2018,Wardha,Higher Secondary School (I-XII),,1689.0,147.0,25.0,381.0
2018,Wardha,Higher Secondary School (XI-XII),,140.0,,,180.0
2018,Washim,Primary School (I-V),,98.0,1336.0,29.0,398.0
2018,Washim,Upper Primary School (I-VIII),,487.0,1966.0,21.0,369.0
2018,Washim,Secondary School (VI-X),,195.0,,11.0,66.0
2018,Washim,Secondary School (I-X),,742.0,12.0,19.0,336.0
2018,Washim,Higher Secondary School (I-XII),,2030.0,120.0,19.0,166.0
2018,Washim,Higher Secondary School (XI-XII),,104.0,,,131.0
2018,Yavatmal,Primary School (I-V),,305.0,2914.0,28.0,595.0
2018,Yavatmal,Upper Primary School (I-VIII),,956.0,4975.0,18.0,717.0
2018,Yavatmal,Secondary School (VI-X),,642.0,107.0,78.0,110.0
2018,Yavatmal,Secondary School (I-X),,1407.0,130.0,75.0,1086.0
2018,Yavatmal,Higher Secondary School (I-XII),,2810.0,101.0,97.0,310.0
2018,Yavatmal,Higher Secondary School (XI-XII),,220.0,,6.0,294.0
2019,Ahilyanagar,Primary School (I-V),,578.0,8071.0,3.0,1042.0
2019,Ahilyanagar,Upper Primary School (I-VIII),,882.0,3721.0,12.0,1583.0
2019,Ahilyanagar,Secondary School (VI-X),,749.0,,17.0,371.0
2019,Ahilyanagar,Secondary School (I-X),,4183.0,11.0,166.0,1514.0
2019,Ahilyanagar,Higher Secondary School (I-XII),,6558.0,,188.0,1216.0
2019,Ahilyanagar,Higher Secondary School (XI-XII),,731.0,,12.0,669.0
2019,Akola,Primary School (I-V),,163.0,1445.0,24.0,692.0
2019,Akola,Upper Primary School (I-VIII),,787.0,2497.0,13.0,973.0
2019,Akola,Secondary School (VI-X),,464.0,13.0,24.0,161.0
2019,Akola,Secondary School (I-X),,1102.0,85.0,21.0,623.0
2019,Akola,Higher Secondary School (I-XII),,2411.0,66.0,,580.0
2019,Akola,Higher Secondary School (XI-XII),,128.0,,4.0,267.0
2019,Amravati,Primary School (I-V),,477.0,2471.0,5.0,791.0
2019,Amravati,Upper Primary School (I-VIII),,668.0,3999.0,40.0,765.0
2019,Amravati,Secondary School (VI-X),,579.0,33.0,37.0,90.0
2019,Amravati,Secondary School (I-X),,2056.0,188.0,65.0,1303.0
2019,Amravati,Higher Secondary School (I-XII),,3483.0,177.0,167.0,630.0
2019,Amravati,Higher Secondary School (XI-XII),,337.0,,26.0,86.0
2019,Beed,Primary School (I-V),,551.0,4462.0,21.0,651.0
2019,Beed,Upper Primary School (I-VIII),,1936.0,4239.0,23.0,923.0
2019,Beed,Secondary School (VI-X),,359.0,35.0,18.0,88.0
2019,Beed,Secondary School (I-X),,3006.0,691.0,35.0,919.0
2019,Beed,Higher Secondary School (I-XII),,3647.0,20.0,11.0,449.0
2019,Beed,Higher Secondary School (XI-XII),,473.0,,,346.0
2019,Bhandara,Primary School (I-V),,214.0,1212.0,7.0,128.0
2019,Bhandara,Upper Primary School (I-VIII),,325.0,1448.0,18.0,396.0
2019,Bhandara,Secondary School (VI-X),,160.0,7.0,7.0,39.0
2019,Bhandara,Secondary School (I-X),,860.0,80.0,24.0,457.0
2019,Bhandara,Higher Secondary School (I-XII),,1500.0,385.0,37.0,404.0
2019,Bhandara,Higher Secondary School (XI-XII),,83.0,,3.0,125.0
2019,Buldhana,Primary School (I-V),,252.0,2635.0,3.0,729.0
2019,Buldhana,Upper Primary School (I-VIII),,559.0,4349.0,,607.0
2019,Buldhana,Secondary School (VI-X),,323.0,67.0,30.0,89.0
2019,Buldhana,Secondary School (I-X),,1451.0,242.0,34.0,1115.0
2019,Buldhana,Higher Secondary School (I-XII),,3543.0,245.0,,725.0
2019,Buldhana,Higher Secondary School (XI-XII),,96.0,,8.0,346.0
2019,Chandrapur,Primary School (I-V),,223.0,2304.0,4.0,464.0
2019,Chandrapur,Upper Primary School (I-VIII),,503.0,3316.0,37.0,697.0
2019,Chandrapur,Secondary School (VI-X),,460.0,43.0,32.0,160.0
2019,Chandrapur,Secondary School (I-X),,1295.0,103.0,72.0,1624.0
2019,Chandrapur,Higher Secondary School (I-XII),,2503.0,53.0,158.0,802.0
2019,Chandrapur,Higher Secondary School (XI-XII),,265.0,,,305.0
2019,Chh. Sambhaji Nagar,Primary School (I-V),,644.0,3087.0,39.0,1333.0
2019,Chh. Sambhaji Nagar,Upper Primary School (I-VIII),,3959.0,5680.0,50.0,4063.0
2019,Chh. Sambhaji Nagar,Secondary School (VI-X),,858.0,18.0,17.0,560.0
2019,Chh. Sambhaji Nagar,Secondary School (I-X),,2208.0,599.0,51.0,1685.0
2019,Chh. Sambhaji Nagar,Higher Secondary School (I-XII),,3512.0,164.0,86.0,1772.0
2019,Chh. Sambhaji Nagar,Higher Secondary School (XI-XII),,564.0,,9.0,883.0
2019,Dharashiv,Primary School (I-V),,331.0,1627.0,13.0,426.0
2019,Dharashiv,Upper Primary School (I-VIII),,693.0,3116.0,16.0,353.0
2019,Dharashiv,Secondary School (VI-X),,635.0,11.0,16.0,92.0
2019,Dharashiv,Secondary School (I-X),,1266.0,531.0,14.0,189.0
2019,Dharashiv,Higher Secondary School (I-XII),,1563.0,59.0,,113.0
2019,Dharashiv,Higher Secondary School (XI-XII),,255.0,,,170.0
2019,Dhule,Primary School (I-V),,618.0,3610.0,6.0,495.0
2019,Dhule,Upper Primary School (I-VIII),,1088.0,435.0,58.0,518.0
2019,Dhule,Secondary School (VI-X),,203.0,,14.0,66.0
2019,Dhule,Secondary School (I-X),,2273.0,8.0,102.0,693.0
2019,Dhule,Higher Secondary School (I-XII),,3362.0,65.0,131.0,173.0
2019,Dhule,Higher Secondary School (XI-XII),,147.0,,4.0,114.0
2019,Gadchiroli,Primary School (I-V),,63.0,2180.0,,160.0
2019,Gadchiroli,Upper Primary School (I-VIII),,257.0,1912.0,17.0,324.0
2019,Gadchiroli,Secondary School (VI-X),,287.0,38.0,24.0,56.0
2019,Gadchiroli,Secondary School (I-X),,759.0,32.0,279.0,447.0
2019,Gadchiroli,Higher Secondary School (I-XII),,1500.0,70.0,287.0,80.0
2019,Gadchiroli,Higher Secondary School (XI-XII),,58.0,,2.0,142.0
2019,Gondia,Primary School (I-V),,109.0,1300.0,24.0,279.0
2019,Gondia,Upper Primary School (I-VIII),,475.0,2468.0,,600.0
2019,Gondia,Secondary School (VI-X),,330.0,,18.0,35.0
2019,Gondia,Secondary School (I-X),,543.0,75.0,49.0,499.0
2019,Gondia,Higher Secondary School (I-XII),,1616.0,219.0,122.0,295.0
2019,Gondia,Higher Secondary School (XI-XII),,101.0,,5.0,240.0
2019,Hingoli,Primary School (I-V),,195.0,1372.0,,228.0
2019,Hingoli,Upper Primary School (I-VIII),,607.0,2293.0,7.0,417.0
2019,Hingoli,Secondary School (VI-X),,145.0,20.0,3.0,73.0
2019,Hingoli,Secondary School (I-X),,748.0,296.0,41.0,158.0
2019,Hingoli,Higher Secondary School (I-XII),,1097.0,,18.0,245.0
2019,Hingoli,Higher Secondary School (XI-XII),,104.0,,,259.0
2019,Jalgaon,Primary School (I-V),,1039.0,4537.0,49.0,874.0
2019,Jalgaon,Upper Primary School (I-VIII),,1566.0,3149.0,53.0,1312.0
2019,Jalgaon,Secondary School (VI-X),,355.0,19.0,,171.0
2019,Jalgaon,Secondary School (I-X),,5314.0,43.0,131.0,1222.0
2019,Jalgaon,Higher Secondary School (I-XII),,4925.0,128.0,107.0,646.0
2019,Jalgaon,Higher Secondary School (XI-XII),,523.0,,19.0,179.0
2019,Jalna,Primary School (I-V),,253.0,2268.0,19.0,820.0
2019,Jalna,Upper Primary School (I-VIII),,767.0,3446.0,22.0,616.0
2019,Jalna,Secondary School (VI-X),,248.0,35.0,20.0,118.0
2019,Jalna,Secondary School (I-X),,1380.0,408.0,,789.0
2019,Jalna,Higher Secondary School (I-XII),,1894.0,13.0,4.0,371.0
2019,Jalna,Higher Secondary School (XI-XII),,223.0,,,368.0
2019,Kolhapur,Primary School (I-V),,693.0,2719.0,17.0,824.0
2019,Kolhapur,Upper Primary School (I-VIII),,748.0,6162.0,3.0,1562.0
2019,Kolhapur,Secondary School (VI-X),,1608.0,,17.0,323.0
2019,Kolhapur,Secondary School (I-X),,3326.0,36.0,17.0,1276.0
2019,Kolhapur,Higher Secondary School (I-XII),,3842.0,40.0,,553.0
2019,Kolhapur,Higher Secondary School (XI-XII),,688.0,8.0,14.0,306.0
2019,Latur,Primary School (I-V),,925.0,1767.0,12.0,669.0
2019,Latur,Upper Primary School (I-VIII),,2842.0,3560.0,6.0,1038.0
2019,Latur,Secondary School (VI-X),,692.0,4.0,29.0,243.0
2019,Latur,Secondary School (I-X),,2553.0,602.0,,477.0
2019,Latur,Higher Secondary School (I-XII),,3509.0,,18.0,620.0
2019,Latur,Higher Secondary School (XI-XII),,195.0,,,655.0
2019,Mumbai,Primary School (I-V),,,,13.0,78.0
2019,Mumbai,Upper Primary School (I-VIII),,19.0,,22.0,472.0
2019,Mumbai,Secondary School (VI-X),,390.0,,11.0,414.0
2019,Mumbai,Secondary School (I-X),,8971.0,,263.0,11473.0
2019,Mumbai,Higher Secondary School (I-XII),,6230.0,,486.0,6769.0
2019,Mumbai,Higher Secondary School (XI-XII),,2460.0,,47.0,1272.0
2019,Mumbai Suburban,Primary School (I-V),,3182.0,596.0,,6620.0
2019,Mumbai Suburban,Upper Primary School (I-VIII),,186.0,7594.0,,770.0
2019,Mumbai Suburban,Secondary School (VI-X),,,153.0,,
2019,Mumbai Suburban,Secondary School (I-X),,,1489.0,,124.0
2019,Mumbai Suburban,Primary School (I-V),,,,892.0,
2019,Mumbai Suburban,Upper Primary School (I-VIII),,,,536.0,
2019,Mumbai Suburban,Secondary School (I-X),,,,22.0,
2019,Nagpur,Primary School (I-V),,1378.0,2533.0,169.0,1790.0
2019,Nagpur,Upper Primary School (I-VIII),,2467.0,3019.0,249.0,3364.0
2019,Nagpur,Secondary School (VI-X),,606.0,104.0,11.0,498.0
2019,Nagpur,Secondary School (I-X),,3281.0,347.0,39.0,4098.0
2019,Nagpur,Higher Secondary School (I-XII),,5701.0,264.0,302.0,3403.0
2019,Nagpur,Higher Secondary School (XI-XII),,650.0,,14.0,430.0
2019,Nanded,Primary School (I-V),,829.0,3401.0,27.0,783.0
2019,Nanded,Upper Primary School (I-VIII),,2573.0,4903.0,42.0,800.0
2019,Nanded,Secondary School (VI-X),,596.0,75.0,29.0,174.0
2019,Nanded,Secondary School (I-X),,2676.0,928.0,154.0,1066.0
2019,Nanded,Higher Secondary School (I-XII),,3241.0,,151.0,925.0
2019,Nanded,Higher Secondary School (XI-XII),,340.0,,3.0,466.0
2019,Nandurbar,Primary School (I-V),,263.0,3392.0,3.0,302.0
2019,Nandurbar,Upper Primary School (I-VIII),,632.0,927.0,120.0,199.0
2019,Nandurbar,Secondary School (VI-X),,191.0,50.0,19.0,33.0
2019,Nandurbar,Secondary School (I-X),,1740.0,16.0,510.0,603.0
2019,Nandurbar,Higher Secondary School (I-XII),,1991.0,30.0,237.0,65.0
2019,Nandurbar,Higher Secondary School (XI-XII),,98.0,,9.0,58.0
2019,Nashik,Primary School (I-V),,1190.0,7087.0,64.0,1707.0
2019,Nashik,Upper Primary School (I-VIII),,2376.0,6068.0,65.0,2488.0
2019,Nashik,Secondary School (VI-X),,1366.0,90.0,12.0,465.0
2019,Nashik,Secondary School (I-X),,4673.0,23.0,646.0,2626.0
2019,Nashik,Higher Secondary School (I-XII),,6027.0,25.0,618.0,1279.0
2019,Nashik,Higher Secondary School (XI-XII),,819.0,,5.0,621.0
2019,Palghar,Primary School (I-V),,253.0,3139.0,158.0,734.0
2019,Palghar,Upper Primary School (I-VIII),,716.0,2489.0,640.0,3723.0
2019,Palghar,Secondary School (VI-X),,393.0,55.0,29.0,998.0
2019,Palghar,Secondary School (I-X),,1229.0,363.0,836.0,1733.0
2019,Palghar,Higher Secondary School (I-XII),,1315.0,,518.0,1207.0
2019,Palghar,Higher Secondary School (XI-XII),,124.0,,5.0,557.0
2019,Parbhani,Primary School (I-V),,460.0,1602.0,2.0,451.0
2019,Parbhani,Upper Primary School (I-VIII),,1655.0,3293.0,19.0,779.0
2019,Parbhani,Secondary School (VI-X),,383.0,77.0,27.0,238.0
2019,Parbhani,Secondary School (I-X),,1419.0,314.0,7.0,322.0
2019,Parbhani,Higher Secondary School (I-XII),,1572.0,26.0,,251.0
2019,Parbhani,Higher Secondary School (XI-XII),,248.0,,,584.0
2019,Pune,Primary School (I-V),,1465.0,6868.0,130.0,2642.0
2019,Pune,Upper Primary School (I-VIII),,2230.0,8521.0,193.0,8651.0
2019,Pune,Secondary School (VI-X),,1200.0,299.0,28.0,1388.0
2019,Pune,Secondary School (I-X),,4803.0,271.0,167.0,9655.0
2019,Pune,Higher Secondary School (I-XII),,8997.0,138.0,880.0,7332.0
2019,Pune,Higher Secondary School (XI-XII),,1155.0,,,1544.0
2019,Raigad,Primary School (I-V),,,,46.0,
2019,Raigad,Upper Primary School (I-VIII),,,,47.0,
2019,Raigad,Secondary School (VI-X),,,,13.0,
2019,Raigad,Secondary School (I-X),,,,48.0,
2019,Raigad,Higher Secondary School (I-XII),,,,183.0,
2019,Raigad,Higher Secondary School (XI-XII),,,,5.0,
2019,Raigad,Primary School (I-V),,347.0,3901.0,,885.0
2019,Raigad,Upper Primary School (I-VIII),,306.0,3192.0,,1803.0
2019,Raigad,Secondary School (VI-X),,478.0,29.0,,417.0
2019,Raigad,Secondary School (I-X),,1497.0,28.0,,1928.0
2019,Raigad,Higher Secondary School (I-XII),,2953.0,,,2020.0
2019,Raigad,Higher Secondary School (XI-XII),,100.0,,,207.0
2019,Ratnagiri,Primary School (I-V),,142.0,2836.0,15.0,231.0
2019,Ratnagiri,Upper Primary School (I-VIII),,21.0,4115.0,16.0,664.0
2019,Ratnagiri,Secondary School (VI-X),,650.0,,2.0,173.0
2019,Ratnagiri,Secondary School (I-X),,815.0,,20.0,488.0
2019,Ratnagiri,Higher Secondary School (I-XII),,1765.0,9.0,,159.0
2019,Ratnagiri,Higher Secondary School (XI-XII),,166.0,,4.0,163.0
2019,Sangli,Primary School (I-V),,539.0,2860.0,,615.0
2019,Sangli,Upper Primary School (I-VIII),,928.0,3367.0,,866.0
2019,Sangli,Secondary School (VI-X),,591.0,,30.0,277.0
2019,Sangli,Secondary School (I-X),,2670.0,29.0,,598.0
2019,Sangli,Higher Secondary School (I-XII),,3566.0,,,283.0
2019,Sangli,Higher Secondary School (XI-XII),,424.0,,,342.0
2019,Satara,Primary School (I-V),,380.0,4087.0,29.0,399.0
2019,Satara,Upper Primary School (I-VIII),,407.0,4074.0,30.0,789.0
2019,Satara,Secondary School (VI-X),,756.0,,3.0,176.0
2019,Satara,Secondary School (I-X),,2758.0,6.0,21.0,1267.0
2019,Satara,Higher Secondary School (I-XII),,3125.0,14.0,,728.0
2019,Satara,Higher Secondary School (XI-XII),,543.0,,23.0,204.0
2019,Sindhudurg,Primary School (I-V),,50.0,1604.0,10.0,119.0
2019,Sindhudurg,Upper Primary School (I-VIII),,24.0,2021.0,11.0,144.0
2019,Sindhudurg,Secondary School (VI-X),,288.0,,4.0,42.0
2019,Sindhudurg,Secondary School (I-X),,655.0,,,358.0
2019,Sindhudurg,Higher Secondary School (I-XII),,1096.0,,,49.0
2019,Sindhudurg,Higher Secondary School (XI-XII),,98.0,,,83.0
2019,Solapur,Primary School (I-V),,1225.0,5379.0,9.0,1032.0
2019,Solapur,Upper Primary School (I-VIII),,2162.0,4983.0,17.0,1074.0
2019,Solapur,Secondary School (VI-X),,757.0,20.0,3.0,359.0
2019,Solapur,Secondary School (I-X),,3970.0,52.0,23.0,1509.0
2019,Solapur,Higher Secondary School (I-XII),,6137.0,36.0,37.0,673.0
2019,Solapur,Higher Secondary School (XI-XII),,508.0,,,435.0
2019,Thane,Primary School (I-V),,1123.0,2195.0,353.0,2356.0
2019,Thane,Upper Primary School (I-VIII),,3648.0,4837.0,646.0,10487.0
2019,Thane,Secondary School (VI-X),,1336.0,77.0,39.0,2949.0
2019,Thane,Secondary School (I-X),,2464.0,32.0,212.0,3825.0
2019,Thane,Higher Secondary School (I-XII),,3476.0,,286.0,4711.0
2019,Thane,Higher Secondary School (XI-XII),,553.0,,16.0,1255.0
2019,Wardha,Primary School (I-V),,202.0,1454.0,13.0,340.0
2019,Wardha,Upper Primary School (I-VIII),,213.0,1483.0,15.0,429.0
2019,Wardha,Secondary School (VI-X),,281.0,,15.0,75.0
2019,Wardha,Secondary School (I-X),,958.0,12.0,32.0,935.0
2019,Wardha,Higher Secondary School (I-XII),,1654.0,131.0,25.0,413.0
2019,Wardha,Higher Secondary School (XI-XII),,146.0,,,179.0
2019,Washim,Primary School (I-V),,106.0,1317.0,26.0,399.0
2019,Washim,Upper Primary School (I-VIII),,484.0,1954.0,29.0,336.0
2019,Washim,Secondary School (VI-X),,211.0,,13.0,47.0
2019,Washim,Secondary School (I-X),,734.0,15.0,20.0,403.0
2019,Washim,Higher Secondary School (I-XII),,2011.0,135.0,20.0,193.0
2019,Washim,Higher Secondary School (XI-XII),,103.0,,,115.0
2019,Yavatmal,Primary School (I-V),,315.0,2889.0,24.0,583.0
2019,Yavatmal,Upper Primary School (I-VIII),,970.0,4838.0,21.0,788.0
2019,Yavatmal,Secondary School (VI-X),,646.0,98.0,69.0,103.0
2019,Yavatmal,Secondary School (I-X),,1426.0,155.0,98.0,1257.0
2019,Yavatmal,Higher Secondary School (I-XII),,2721.0,91.0,112.0,378.0
2019,Yavatmal,Higher Secondary School (XI-XII),,204.0,,6.0,293.0
2020,Ahilyanagar,Primary School (I-V),,574.0,7953.0,3.0,920.0
2020,Ahilyanagar,Upper Primary School (I-VIII),,852.0,3705.0,12.0,1417.0
2020,Ahilyanagar,Secondary School (VI-X),,739.0,,15.0,349.0
2020,Ahilyanagar,Secondary School (I-X),,4086.0,10.0,153.0,1480.0
2020,Ahilyanagar,Higher Secondary School (I-XII),,6515.0,,166.0,1531.0
2020,Ahilyanagar,Higher Secondary School (XI-XII),,734.0,,10.0,694.0
2020,Akola,Primary School (I-V),,156.0,1399.0,24.0,690.0
2020,Akola,Upper Primary School (I-VIII),,806.0,2441.0,14.0,872.0
2020,Akola,Secondary School (VI-X),,461.0,11.0,23.0,139.0
2020,Akola,Secondary School (I-X),,1082.0,80.0,20.0,577.0
2020,Akola,Higher Secondary School (I-XII),,2310.0,62.0,,622.0
2020,Akola,Higher Secondary School (XI-XII),,156.0,,4.0,253.0
2020,Amravati,Primary School (I-V),,461.0,2401.0,3.0,755.0
2020,Amravati,Upper Primary School (I-VIII),,635.0,3837.0,31.0,711.0
2020,Amravati,Secondary School (VI-X),,570.0,33.0,34.0,78.0
2020,Amravati,Secondary School (I-X),,1967.0,182.0,80.0,1404.0
2020,Amravati,Higher Secondary School (I-XII),,3330.0,171.0,155.0,644.0
2020,Amravati,Higher Secondary School (XI-XII),,330.0,,26.0,79.0
2020,Beed,Primary School (I-V),,545.0,4414.0,6.0,640.0
2020,Beed,Upper Primary School (I-VIII),,2013.0,4074.0,22.0,827.0
2020,Beed,Secondary School (VI-X),,355.0,36.0,18.0,88.0
2020,Beed,Secondary School (I-X),,2946.0,649.0,33.0,931.0
2020,Beed,Higher Secondary School (I-XII),,3614.0,18.0,,532.0
2020,Beed,Higher Secondary School (XI-XII),,466.0,,,342.0
2020,Bhandara,Primary School (I-V),,205.0,1213.0,11.0,125.0
2020,Bhandara,Upper Primary School (I-VIII),,317.0,1381.0,12.0,346.0
2020,Bhandara,Secondary School (VI-X),,152.0,7.0,7.0,38.0
2020,Bhandara,Secondary School (I-X),,804.0,65.0,17.0,473.0
2020,Bhandara,Higher Secondary School (I-XII),,1431.0,375.0,37.0,430.0
2020,Bhandara,Higher Secondary School (XI-XII),,80.0,,2.0,131.0
2020,Buldhana,Primary School (I-V),,249.0,2600.0,3.0,673.0
2020,Buldhana,Upper Primary School (I-VIII),,526.0,4249.0,,533.0
2020,Buldhana,Secondary School (VI-X),,321.0,64.0,24.0,86.0
2020,Buldhana,Secondary School (I-X),,1429.0,232.0,28.0,1214.0
2020,Buldhana,Higher Secondary School (I-XII),,3525.0,234.0,11.0,768.0
2020,Buldhana,Higher Secondary School (XI-XII),,101.0,,8.0,372.0
2020,Chandrapur,Primary School (I-V),,226.0,2238.0,,411.0
2020,Chandrapur,Upper Primary School (I-VIII),,490.0,3230.0,6.0,665.0
2020,Chandrapur,Secondary School (VI-X),,472.0,41.0,28.0,126.0
2020,Chandrapur,Secondary School (I-X),,1224.0,97.0,57.0,1668.0
2020,Chandrapur,Higher Secondary School (I-XII),,2399.0,51.0,146.0,814.0
2020,Chandrapur,Higher Secondary School (XI-XII),,254.0,,,312.0
2020,Chh. Sambhaji Nagar,Primary School (I-V),,632.0,3050.0,41.0,1282.0
2020,Chh. Sambhaji Nagar,Upper Primary School (I-VIII),,3997.0,5526.0,36.0,3991.0
2020,Chh. Sambhaji Nagar,Secondary School (VI-X),,894.0,17.0,18.0,515.0
2020,Chh. Sambhaji Nagar,Secondary School (I-X),,2158.0,576.0,50.0,1590.0
2020,Chh. Sambhaji Nagar,Higher Secondary School (I-XII),,3468.0,157.0,85.0,2223.0
2020,Chh. Sambhaji Nagar,Higher Secondary School (XI-XII),,563.0,,8.0,841.0
2020,Dharashiv,Primary School (I-V),,318.0,1607.0,14.0,400.0
2020,Dharashiv,Upper Primary School (I-VIII),,668.0,3062.0,16.0,304.0
2020,Dharashiv,Secondary School (VI-X),,622.0,11.0,17.0,100.0
2020,Dharashiv,Secondary School (I-X),,1221.0,505.0,14.0,218.0
2020,Dharashiv,Higher Secondary School (I-XII),,1506.0,55.0,,147.0
2020,Dharashiv,Higher Secondary School (XI-XII),,251.0,,,168.0
2020,Dhule,Primary School (I-V),,604.0,3526.0,6.0,505.0
2020,Dhule,Upper Primary School (I-VIII),,1091.0,427.0,58.0,498.0
2020,Dhule,Secondary School (VI-X),,206.0,,12.0,65.0
2020,Dhule,Secondary School (I-X),,2178.0,8.0,100.0,757.0
2020,Dhule,Higher Secondary School (I-XII),,3274.0,61.0,152.0,218.0
2020,Dhule,Higher Secondary School (XI-XII),,151.0,,4.0,114.0
2020,Gadchiroli,Primary School (I-V),,61.0,2072.0,,149.0
2020,Gadchiroli,Upper Primary School (I-VIII),,254.0,1837.0,13.0,306.0
2020,Gadchiroli,Secondary School (VI-X),,278.0,36.0,19.0,54.0
2020,Gadchiroli,Secondary School (I-X),,742.0,13.0,212.0,385.0
2020,Gadchiroli,Higher Secondary School (I-XII),,1381.0,82.0,245.0,142.0
2020,Gadchiroli,Higher Secondary School (XI-XII),,60.0,,2.0,141.0
2020,Gondia,Primary School (I-V),,109.0,1262.0,19.0,227.0
2020,Gondia,Upper Primary School (I-VIII),,460.0,2360.0,,503.0
2020,Gondia,Secondary School (VI-X),,329.0,,16.0,32.0
2020,Gondia,Secondary School (I-X),,522.0,69.0,43.0,527.0
2020,Gondia,Higher Secondary School (I-XII),,1536.0,206.0,130.0,409.0
2020,Gondia,Higher Secondary School (XI-XII),,106.0,,2.0,223.0
2020,Hingoli,Primary School (I-V),,176.0,1376.0,,216.0
2020,Hingoli,Upper Primary School (I-VIII),,633.0,2283.0,8.0,415.0
2020,Hingoli,Secondary School (VI-X),,143.0,30.0,3.0,61.0
2020,Hingoli,Secondary School (I-X),,721.0,294.0,40.0,193.0
2020,Hingoli,Higher Secondary School (I-XII),,1070.0,,18.0,245.0
2020,Hingoli,Higher Secondary School (XI-XII),,237.0,,,134.0
2020,Jalgaon,Primary School (I-V),,1037.0,4401.0,49.0,837.0
2020,Jalgaon,Upper Primary School (I-VIII),,1636.0,3099.0,28.0,1260.0
2020,Jalgaon,Secondary School (VI-X),,352.0,19.0,,176.0
2020,Jalgaon,Secondary School (I-X),,5238.0,41.0,112.0,1214.0
2020,Jalgaon,Higher Secondary School (I-XII),,4839.0,124.0,106.0,672.0
2020,Jalgaon,Higher Secondary School (XI-XII),,532.0,,18.0,199.0
2020,Jalna,Primary School (I-V),,249.0,2236.0,19.0,753.0
2020,Jalna,Upper Primary School (I-VIII),,805.0,3333.0,22.0,593.0
2020,Jalna,Secondary School (VI-X),,232.0,63.0,20.0,106.0
2020,Jalna,Secondary School (I-X),,1367.0,394.0,,841.0
2020,Jalna,Higher Secondary School (I-XII),,1835.0,11.0,4.0,516.0
2020,Jalna,Higher Secondary School (XI-XII),,231.0,,,391.0
2020,Kolhapur,Primary School (I-V),,684.0,2683.0,,796.0
2020,Kolhapur,Upper Primary School (I-VIII),,747.0,5928.0,3.0,1474.0
2020,Kolhapur,Secondary School (VI-X),,1574.0,,23.0,312.0
2020,Kolhapur,Secondary School (I-X),,3262.0,27.0,16.0,1271.0
2020,Kolhapur,Higher Secondary School (I-XII),,3782.0,39.0,,614.0
2020,Kolhapur,Higher Secondary School (XI-XII),,678.0,8.0,14.0,330.0
2020,Latur,Primary School (I-V),,905.0,1752.0,2.0,651.0
2020,Latur,Upper Primary School (I-VIII),,2819.0,3511.0,6.0,933.0
2020,Latur,Secondary School (VI-X),,689.0,3.0,29.0,238.0
2020,Latur,Secondary School (I-X),,2494.0,589.0,,515.0
2020,Latur,Higher Secondary School (I-XII),,3386.0,,21.0,703.0
2020,Latur,Higher Secondary School (XI-XII),,189.0,,,634.0
2020,Mumbai,Primary School (I-V),,,,19.0,92.0
2020,Mumbai,Upper Primary School (I-VIII),,17.0,,22.0,361.0
2020,Mumbai,Secondary School (VI-X),,383.0,,11.0,394.0
2020,Mumbai,Secondary School (I-X),,8687.0,,252.0,11196.0
2020,Mumbai,Higher Secondary School (I-XII),,5986.0,,463.0,6738.0
2020,Mumbai,Higher Secondary School (XI-XII),,2324.0,,40.0,1165.0
2020,Mumbai Suburban,Primary School (I-V),,3036.0,547.0,,6207.0
2020,Mumbai Suburban,Upper Primary School (I-VIII),,175.0,7351.0,,699.0
2020,Mumbai Suburban,Secondary School (VI-X),,,136.0,,
