Year,District,Rural/Urban,Type of School,Central Govt,Government Aided,Local Body,Others,Private Unaided (Recognized)
2021,Gondia,Urban,Secondary School (I-X),,13.0,5.0,1.0,15.0
2021,Gondia,Urban,Higher Secondary School (I-XII),,13.0,5.0,0.0,17.0
2012,Hingoli,Rural,Primary School (I-V),,5.0,508.0,13.0,22.0
2012,Hingoli,Rural,Upper Primary School (I-VIII),,5.0,306.0,12.0,9.0
2012,Hingoli,Rural,Secondary School (VI-X),,11.0,1.0,2.0,16.0
2012,Hingoli,Rural,Secondary School (I-X),,27.0,24.0,7.0,2.0
2012,Hingoli,Rural,Higher Secondary School (I-XII),,34.0,0.0,5.0,4.0
2012,Hingoli,Urban,Primary School (I-V),,10.0,15.0,5.0,12.0
2012,Hingoli,Urban,Upper Primary School (I-VIII),,20.0,10.0,6.0,9.0
2012,Hingoli,Urban,Secondary School (VI-X),,3.0,0.0,0.0,4.0
2012,Hingoli,Urban,Secondary School (I-X),,9.0,3.0,0.0,5.0
2012,Hingoli,Urban,Higher Secondary School (I-XII),,8.0,1.0,0.0,0.0
2013,Hingoli,Rural,Primary School (I-V),0.0,12.0,506.0,2.0,29.0
2013,Hingoli,Rural,Upper Primary School (I-VIII),0.0,12.0,307.0,3.0,14.0
2013,Hingoli,Rural,Secondary School (VI-X),0.0,0.0,0.0,33.0,0.0
2013,Hingoli,Rural,Secondary School (I-X),0.0,28.0,24.0,3.0,4.0
2013,Hingoli,Rural,Higher Secondary School (I-XII),0.0,37.0,0.0,1.0,4.0
2013,Hingoli,Urban,Primary School (I-V),,15.0,15.0,0.0,16.0
2013,Hingoli,Urban,Upper Primary School (I-VIII),,26.0,12.0,0.0,9.0
2013,Hingoli,Urban,Secondary School (VI-X),,0.0,0.0,10.0,0.0
2013,Hingoli,Urban,Secondary School (I-X),,9.0,3.0,0.0,5.0
2013,Hingoli,Urban,Higher Secondary School (I-XII),,7.0,1.0,1.0,0.0
2014,Hingoli,Rural,Primary School (I-V),0.0,12.0,507.0,2.0,32.0
2014,Hingoli,Rural,Upper Primary School (I-VIII),0.0,16.0,307.0,4.0,8.0
2014,Hingoli,Rural,Secondary School (VI-X),0.0,14.0,1.0,0.0,18.0
2014,Hingoli,Rural,Secondary School (I-X),0.0,30.0,24.0,3.0,5.0
2014,Hingoli,Rural,Higher Secondary School (I-XII),0.0,36.0,0.0,1.0,7.0
2014,Hingoli,Urban,Primary School (I-V),,18.0,17.0,0.0,14.0
2014,Hingoli,Urban,Upper Primary School (I-VIII),,26.0,12.0,1.0,10.0
2014,Hingoli,Urban,Secondary School (VI-X),,3.0,0.0,0.0,7.0
2014,Hingoli,Urban,Secondary School (I-X),,9.0,3.0,0.0,5.0
2014,Hingoli,Urban,Higher Secondary School (I-XII),,7.0,1.0,0.0,0.0
2015,Hingoli,Rural,Primary School (I-V),8.0,14.0,507.0,1.0,42.0
2015,Hingoli,Rural,Upper Primary School (I-VIII),4.0,18.0,309.0,1.0,10.0
2015,Hingoli,Rural,Secondary School (VI-X),0.0,20.0,1.0,0.0,12.0
2015,Hingoli,Rural,Secondary School (I-X),1.0,31.0,23.0,3.0,5.0
2015,Hingoli,Rural,Higher Secondary School (I-XII),0.0,36.0,0.0,1.0,5.0
2015,Hingoli,Urban,Primary School (I-V),7.0,20.0,20.0,0.0,20.0
2015,Hingoli,Urban,Upper Primary School (I-VIII),1.0,28.0,15.0,1.0,11.0
2015,Hingoli,Urban,Secondary School (VI-X),0.0,3.0,0.0,0.0,7.0
2015,Hingoli,Urban,Secondary School (I-X),1.0,12.0,5.0,0.0,2.0
2015,Hingoli,Urban,Higher Secondary School (I-XII),0.0,9.0,1.0,0.0,0.0
2016,Hingoli,Rural,Primary School (I-V),0.0,14.0,508.0,4.0,44.0
2016,Hingoli,Rural,Upper Primary School (I-VIII),0.0,18.0,310.0,3.0,15.0
2016,Hingoli,Rural,Secondary School (VI-X),0.0,20.0,1.0,0.0,17.0
2016,Hingoli,Rural,Secondary School (I-X),0.0,30.0,23.0,5.0,4.0
2016,Hingoli,Rural,Higher Secondary School (I-XII),0.0,37.0,0.0,1.0,3.0
2016,Hingoli,Urban,Primary School (I-V),,20.0,20.0,8.0,19.0
2016,Hingoli,Urban,Upper Primary School (I-VIII),,28.0,15.0,3.0,12.0
2016,Hingoli,Urban,Secondary School (VI-X),,3.0,1.0,0.0,6.0
2016,Hingoli,Urban,Secondary School (I-X),,12.0,5.0,0.0,3.0
2016,Hingoli,Urban,Higher Secondary School (I-XII),,9.0,1.0,0.0,0.0
2017,Hingoli,Rural,Primary School (I-V),,12.0,489.0,4.0,43.0
2017,Hingoli,Rural,Upper Primary School (I-VIII),,21.0,327.0,3.0,19.0
2017,Hingoli,Rural,Secondary School (VI-X),,14.0,1.0,0.0,12.0
2017,Hingoli,Rural,Secondary School (I-X),,35.0,23.0,5.0,13.0
2017,Hingoli,Rural,Higher Secondary School (I-XII),,38.0,0.0,1.0,11.0
2017,Hingoli,Urban,Primary School (I-V),,19.0,21.0,7.0,12.0
2017,Hingoli,Urban,Upper Primary School (I-VIII),,29.0,15.0,1.0,19.0
2017,Hingoli,Urban,Secondary School (VI-X),,6.0,2.0,1.0,6.0
2017,Hingoli,Urban,Secondary School (I-X),,11.0,5.0,0.0,4.0
2017,Hingoli,Urban,Higher Secondary School (I-XII),,8.0,0.0,0.0,0.0
2018,Hingoli,Rural,Primary School (I-V),,10.0,487.0,1.0,37.0
2018,Hingoli,Rural,Upper Primary School (I-VIII),,22.0,327.0,2.0,22.0
2018,Hingoli,Rural,Secondary School (VI-X),,15.0,1.0,0.0,12.0
2018,Hingoli,Rural,Secondary School (I-X),,36.0,23.0,4.0,11.0
2018,Hingoli,Rural,Higher Secondary School (I-XII),,36.0,0.0,1.0,20.0
2018,Hingoli,Urban,Primary School (I-V),,19.0,20.0,1.0,12.0
2018,Hingoli,Urban,Upper Primary School (I-VIII),,29.0,15.0,1.0,20.0
2018,Hingoli,Urban,Secondary School (VI-X),,7.0,2.0,1.0,5.0
2018,Hingoli,Urban,Secondary School (I-X),,11.0,5.0,0.0,5.0
2018,Hingoli,Urban,Higher Secondary School (I-XII),,8.0,0.0,0.0,6.0
2019,Hingoli,Rural,Primary School (I-V),,11.0,488.0,0.0,33.0
2019,Hingoli,Rural,Upper Primary School (I-VIII),,23.0,326.0,1.0,22.0
2019,Hingoli,Rural,Secondary School (VI-X),,18.0,1.0,0.0,9.0
2019,Hingoli,Rural,Secondary School (I-X),,38.0,23.0,5.0,10.0
2019,Hingoli,Rural,Higher Secondary School (I-XII),,38.0,0.0,1.0,28.0
2019,Hingoli,Urban,Primary School (I-V),,19.0,20.0,0.0,13.0
2019,Hingoli,Urban,Upper Primary School (I-VIII),,30.0,15.0,1.0,19.0
2019,Hingoli,Urban,Secondary School (VI-X),,7.0,2.0,1.0,5.0
2019,Hingoli,Urban,Secondary School (I-X),,11.0,5.0,0.0,5.0
2019,Hingoli,Urban,Higher Secondary School (I-XII),,8.0,0.0,0.0,10.0
2020,Hingoli,Rural,Primary School (I-V),,9.0,488.0,0.0,30.0
2020,Hingoli,Rural,Upper Primary School (I-VIII),,26.0,326.0,1.0,23.0
2020,Hingoli,Rural,Secondary School (VI-X),,20.0,1.0,0.0,7.0
2020,Hingoli,Rural,Secondary School (I-X),,38.0,23.0,5.0,13.0
2020,Hingoli,Rural,Higher Secondary School (I-XII),,37.0,0.0,1.0,28.0
2020,Hingoli,Urban,Primary School (I-V),,18.0,20.0,0.0,13.0
2020,Hingoli,Urban,Upper Primary School (I-VIII),,31.0,15.0,1.0,20.0
2020,Hingoli,Urban,Secondary School (VI-X),,6.0,3.0,1.0,5.0
2020,Hingoli,Urban,Secondary School (I-X),,11.0,5.0,0.0,5.0
2020,Hingoli,Urban,Higher Secondary School (I-XII),,8.0,0.0,0.0,10.0
2021,Hingoli,Rural,Primary School (I-V),,7.0,487.0,0.0,26.0
2021,Hingoli,Rural,Upper Primary School (I-VIII),,21.0,325.0,0.0,22.0
2021,Hingoli,Rural,Secondary School (VI-X),,20.0,1.0,0.0,6.0
2021,Hingoli,Rural,Secondary School (I-X),,36.0,22.0,4.0,14.0
2021,Hingoli,Rural,Higher Secondary School (I-XII),,36.0,0.0,1.0,20.0
2021,Hingoli,Urban,Primary School (I-V),,19.0,21.0,0.0,13.0
2021,Hingoli,Urban,Upper Primary School (I-VIII),,37.0,16.0,1.0,22.0
2021,Hingoli,Urban,Secondary School (VI-X),,6.0,3.0,1.0,7.0
2021,Hingoli,Urban,Secondary School (I-X),,13.0,6.0,1.0,4.0
2021,Hingoli,Urban,Higher Secondary School (I-XII),,9.0,0.0,1.0,16.0
2012,Jalgaon,Rural,Primary School (I-V),,24.0,1385.0,25.0,59.0
2012,Jalgaon,Rural,Upper Primary School (I-VIII),,8.0,396.0,50.0,14.0
2012,Jalgaon,Rural,Secondary School (VI-X),,29.0,0.0,14.0,21.0
2012,Jalgaon,Rural,Secondary School (I-X),,289.0,0.0,32.0,27.0
2012,Jalgaon,Rural,Higher Secondary School (I-XII),,100.0,0.0,14.0,2.0
2012,Jalgaon,Urban,Primary School (I-V),,71.0,49.0,36.0,61.0
2012,Jalgaon,Urban,Upper Primary School (I-VIII),,63.0,67.0,42.0,45.0
2012,Jalgaon,Urban,Secondary School (VI-X),,11.0,1.0,6.0,33.0
2012,Jalgaon,Urban,Secondary School (I-X),,83.0,5.0,0.0,19.0
2012,Jalgaon,Urban,Higher Secondary School (I-XII),,48.0,4.0,2.0,2.0
2013,Jalgaon,Rural,Primary School (I-V),2.0,38.0,1385.0,9.0,74.0
2013,Jalgaon,Rural,Upper Primary School (I-VIII),2.0,50.0,394.0,10.0,18.0
2013,Jalgaon,Rural,Secondary School (VI-X),0.0,1.0,0.0,69.0,2.0
2013,Jalgaon,Rural,Secondary School (I-X),0.0,297.0,0.0,15.0,33.0
2013,Jalgaon,Rural,Higher Secondary School (I-XII),2.0,110.0,0.0,3.0,4.0
2013,Jalgaon,Urban,Primary School (I-V),0.0,84.0,55.0,5.0,76.0
2013,Jalgaon,Urban,Upper Primary School (I-VIII),0.0,73.0,95.0,1.0,42.0
2013,Jalgaon,Urban,Secondary School (VI-X),0.0,4.0,0.0,45.0,7.0
2013,Jalgaon,Urban,Secondary School (I-X),0.0,85.0,5.0,1.0,20.0
2013,Jalgaon,Urban,Higher Secondary School (I-XII),1.0,47.0,4.0,0.0,1.0
2014,Jalgaon,Rural,Primary School (I-V),1.0,39.0,1384.0,3.0,102.0
2014,Jalgaon,Rural,Upper Primary School (I-VIII),2.0,51.0,394.0,9.0,19.0
2014,Jalgaon,Rural,Secondary School (VI-X),0.0,42.0,0.0,1.0,24.0
2014,Jalgaon,Rural,Secondary School (I-X),0.0,300.0,0.0,14.0,38.0
2014,Jalgaon,Rural,Higher Secondary School (I-XII),2.0,111.0,0.0,2.0,3.0
2014,Jalgaon,Urban,Primary School (I-V),0.0,83.0,54.0,3.0,87.0
2014,Jalgaon,Urban,Upper Primary School (I-VIII),0.0,76.0,93.0,0.0,41.0
2014,Jalgaon,Urban,Secondary School (VI-X),0.0,14.0,6.0,1.0,37.0
2014,Jalgaon,Urban,Secondary School (I-X),0.0,87.0,5.0,0.0,19.0
2014,Jalgaon,Urban,Higher Secondary School (I-XII),1.0,46.0,4.0,0.0,2.0
2015,Jalgaon,Rural,Primary School (I-V),1.0,40.0,1382.0,2.0,120.0
2015,Jalgaon,Rural,Upper Primary School (I-VIII),2.0,52.0,392.0,7.0,21.0
2015,Jalgaon,Rural,Secondary School (VI-X),0.0,47.0,0.0,1.0,20.0
2015,Jalgaon,Rural,Secondary School (I-X),0.0,299.0,0.0,13.0,38.0
2015,Jalgaon,Rural,Higher Secondary School (I-XII),2.0,111.0,0.0,2.0,4.0
2015,Jalgaon,Urban,Primary School (I-V),0.0,85.0,53.0,1.0,81.0
2015,Jalgaon,Urban,Upper Primary School (I-VIII),0.0,75.0,92.0,0.0,51.0
2015,Jalgaon,Urban,Secondary School (VI-X),0.0,19.0,6.0,0.0,26.0
2015,Jalgaon,Urban,Secondary School (I-X),0.0,88.0,5.0,0.0,19.0
2015,Jalgaon,Urban,Higher Secondary School (I-XII),1.0,46.0,4.0,0.0,2.0
2016,Jalgaon,Rural,Primary School (I-V),1.0,41.0,1383.0,2.0,144.0
2016,Jalgaon,Rural,Upper Primary School (I-VIII),2.0,51.0,390.0,7.0,26.0
2016,Jalgaon,Rural,Secondary School (VI-X),0.0,44.0,0.0,1.0,23.0
2016,Jalgaon,Rural,Secondary School (I-X),0.0,302.0,0.0,14.0,39.0
2016,Jalgaon,Rural,Higher Secondary School (I-XII),2.0,111.0,0.0,2.0,5.0
2016,Jalgaon,Urban,Primary School (I-V),0.0,84.0,51.0,1.0,85.0
2016,Jalgaon,Urban,Upper Primary School (I-VIII),0.0,76.0,86.0,0.0,53.0
2016,Jalgaon,Urban,Secondary School (VI-X),0.0,19.0,6.0,0.0,26.0
2016,Jalgaon,Urban,Secondary School (I-X),0.0,90.0,5.0,0.0,20.0
2016,Jalgaon,Urban,Higher Secondary School (I-XII),1.0,47.0,4.0,0.0,1.0
2017,Jalgaon,Rural,Primary School (I-V),,41.0,1372.0,4.0,132.0
2017,Jalgaon,Rural,Upper Primary School (I-VIII),,53.0,402.0,9.0,53.0
2017,Jalgaon,Rural,Secondary School (VI-X),,44.0,0.0,0.0,15.0
2017,Jalgaon,Rural,Secondary School (I-X),,306.0,0.0,12.0,43.0
2017,Jalgaon,Rural,Higher Secondary School (I-XII),,115.0,0.0,4.0,13.0
2017,Jalgaon,Urban,Primary School (I-V),,75.0,46.0,1.0,66.0
2017,Jalgaon,Urban,Upper Primary School (I-VIII),,83.0,88.0,0.0,69.0
2017,Jalgaon,Urban,Secondary School (VI-X),,18.0,6.0,0.0,18.0
2017,Jalgaon,Urban,Secondary School (I-X),,92.0,4.0,0.0,30.0
2017,Jalgaon,Urban,Higher Secondary School (I-XII),,54.0,5.0,1.0,6.0
2018,Jalgaon,Rural,Primary School (I-V),,43.0,1359.0,4.0,129.0
2018,Jalgaon,Rural,Upper Primary School (I-VIII),,53.0,403.0,8.0,53.0
2018,Jalgaon,Rural,Secondary School (VI-X),,44.0,0.0,0.0,17.0
2018,Jalgaon,Rural,Secondary School (I-X),,309.0,0.0,12.0,46.0
2018,Jalgaon,Rural,Higher Secondary School (I-XII),,117.0,0.0,4.0,13.0
2018,Jalgaon,Urban,Primary School (I-V),,81.0,43.0,2.0,54.0
2018,Jalgaon,Urban,Upper Primary School (I-VIII),,88.0,86.0,0.0,74.0
2018,Jalgaon,Urban,Secondary School (VI-X),,17.0,5.0,0.0,18.0
2018,Jalgaon,Urban,Secondary School (I-X),,91.0,4.0,0.0,31.0
2018,Jalgaon,Urban,Higher Secondary School (I-XII),,54.0,5.0,1.0,7.0
2019,Jalgaon,Rural,Primary School (I-V),,43.0,1353.0,3.0,120.0
2019,Jalgaon,Rural,Upper Primary School (I-VIII),,53.0,407.0,9.0,57.0
2019,Jalgaon,Rural,Secondary School (VI-X),,45.0,0.0,0.0,18.0
2019,Jalgaon,Rural,Secondary School (I-X),,316.0,0.0,12.0,45.0
2019,Jalgaon,Rural,Higher Secondary School (I-XII),,117.0,0.0,4.0,25.0
2019,Jalgaon,Urban,Primary School (I-V),,83.0,41.0,4.0,56.0
2019,Jalgaon,Urban,Upper Primary School (I-VIII),,89.0,86.0,1.0,73.0
2019,Jalgaon,Urban,Secondary School (VI-X),,19.0,5.0,0.0,15.0
2019,Jalgaon,Urban,Secondary School (I-X),,93.0,4.0,0.0,30.0
2019,Jalgaon,Urban,Higher Secondary School (I-XII),,55.0,5.0,1.0,9.0
2020,Jalgaon,Rural,Primary School (I-V),,43.0,1344.0,3.0,112.0
2020,Jalgaon,Rural,Upper Primary School (I-VIII),,57.0,415.0,6.0,57.0
2020,Jalgaon,Rural,Secondary School (VI-X),,45.0,0.0,0.0,18.0
2020,Jalgaon,Rural,Secondary School (I-X),,318.0,0.0,12.0,45.0
2020,Jalgaon,Rural,Higher Secondary School (I-XII),,118.0,0.0,4.0,25.0
2020,Jalgaon,Urban,Primary School (I-V),,82.0,39.0,4.0,53.0
2020,Jalgaon,Urban,Upper Primary School (I-VIII),,90.0,85.0,1.0,73.0
2020,Jalgaon,Urban,Secondary School (VI-X),,19.0,4.0,0.0,15.0
2020,Jalgaon,Urban,Secondary School (I-X),,93.0,4.0,0.0,31.0
2020,Jalgaon,Urban,Higher Secondary School (I-XII),,55.0,5.0,1.0,10.0
2021,Jalgaon,Rural,Primary School (I-V),,40.0,1334.0,2.0,104.0
2021,Jalgaon,Rural,Upper Primary School (I-VIII),,56.0,403.0,5.0,61.0
2021,Jalgaon,Rural,Secondary School (VI-X),,45.0,0.0,0.0,19.0
2021,Jalgaon,Rural,Secondary School (I-X),,316.0,0.0,11.0,41.0
2021,Jalgaon,Rural,Higher Secondary School (I-XII),,113.0,0.0,5.0,26.0
2021,Jalgaon,Urban,Primary School (I-V),,85.0,44.0,4.0,58.0
2021,Jalgaon,Urban,Upper Primary School (I-VIII),,92.0,96.0,1.0,76.0
2021,Jalgaon,Urban,Secondary School (VI-X),,19.0,4.0,0.0,14.0
2021,Jalgaon,Urban,Secondary School (I-X),,95.0,4.0,0.0,35.0
2021,Jalgaon,Urban,Higher Secondary School (I-XII),,60.0,5.0,0.0,10.0
2012,Jalna,Rural,Primary School (I-V),,5.0,987.0,9.0,46.0
2012,Jalna,Rural,Upper Primary School (I-VIII),,10.0,481.0,16.0,20.0
2012,Jalna,Rural,Secondary School (VI-X),,12.0,0.0,2.0,26.0
2012,Jalna,Rural,Secondary School (I-X),,58.0,31.0,3.0,21.0
2012,Jalna,Rural,Higher Secondary School (I-XII),,68.0,1.0,0.0,9.0
2012,Jalna,Urban,Primary School (I-V),,23.0,27.0,4.0,41.0
2012,Jalna,Urban,Upper Primary School (I-VIII),,41.0,14.0,5.0,19.0
2012,Jalna,Urban,Secondary School (VI-X),,3.0,0.0,0.0,13.0
2012,Jalna,Urban,Secondary School (I-X),,18.0,7.0,2.0,15.0
2012,Jalna,Urban,Higher Secondary School (I-XII),,12.0,0.0,1.0,1.0
2013,Jalna,Rural,Primary School (I-V),0.0,7.0,977.0,4.0,65.0
2013,Jalna,Rural,Upper Primary School (I-VIII),0.0,21.0,481.0,2.0,24.0
2013,Jalna,Rural,Secondary School (VI-X),0.0,1.0,0.0,40.0,3.0
2013,Jalna,Rural,Secondary School (I-X),0.0,60.0,28.0,0.0,25.0
2013,Jalna,Rural,Higher Secondary School (I-XII),0.0,67.0,1.0,1.0,11.0
2013,Jalna,Urban,Primary School (I-V),,26.0,27.0,1.0,41.0
2013,Jalna,Urban,Upper Primary School (I-VIII),,47.0,14.0,2.0,19.0
2013,Jalna,Urban,Secondary School (VI-X),,1.0,0.0,15.0,2.0
2013,Jalna,Urban,Secondary School (I-X),,19.0,7.0,1.0,14.0
2013,Jalna,Urban,Higher Secondary School (I-XII),,12.0,0.0,0.0,1.0
2014,Jalna,Rural,Primary School (I-V),0.0,7.0,983.0,3.0,83.0
2014,Jalna,Rural,Upper Primary School (I-VIII),0.0,23.0,511.0,1.0,24.0
2014,Jalna,Rural,Secondary School (VI-X),0.0,13.0,0.0,0.0,32.0
2014,Jalna,Rural,Secondary School (I-X),0.0,62.0,28.0,1.0,28.0
2014,Jalna,Rural,Higher Secondary School (I-XII),0.0,67.0,1.0,1.0,11.0
2014,Jalna,Urban,Primary School (I-V),,27.0,31.0,2.0,51.0
2014,Jalna,Urban,Upper Primary School (I-VIII),,48.0,17.0,3.0,19.0
2014,Jalna,Urban,Secondary School (VI-X),,3.0,0.0,1.0,15.0
2014,Jalna,Urban,Secondary School (I-X),,19.0,7.0,0.0,15.0
2014,Jalna,Urban,Higher Secondary School (I-XII),,12.0,0.0,0.0,1.0
2015,Jalna,Rural,Primary School (I-V),2.0,8.0,979.0,3.0,116.0
2015,Jalna,Rural,Upper Primary School (I-VIII),1.0,25.0,511.0,1.0,26.0
2015,Jalna,Rural,Secondary School (VI-X),0.0,15.0,0.0,0.0,31.0
2015,Jalna,Rural,Secondary School (I-X),1.0,65.0,28.0,0.0,23.0
2015,Jalna,Rural,Higher Secondary School (I-XII),0.0,69.0,1.0,0.0,9.0
2015,Jalna,Urban,Primary School (I-V),3.0,28.0,29.0,0.0,55.0
2015,Jalna,Urban,Upper Primary School (I-VIII),0.0,48.0,17.0,2.0,19.0
2015,Jalna,Urban,Secondary School (VI-X),0.0,4.0,0.0,0.0,12.0
2015,Jalna,Urban,Secondary School (I-X),0.0,20.0,7.0,0.0,14.0
2015,Jalna,Urban,Higher Secondary School (I-XII),0.0,12.0,0.0,0.0,1.0
2016,Jalna,Rural,Primary School (I-V),0.0,5.0,964.0,2.0,118.0
2016,Jalna,Rural,Upper Primary School (I-VIII),0.0,17.0,510.0,1.0,26.0
2016,Jalna,Rural,Secondary School (VI-X),0.0,15.0,0.0,0.0,25.0
2016,Jalna,Rural,Secondary School (I-X),0.0,63.0,22.0,0.0,23.0
2016,Jalna,Rural,Higher Secondary School (I-XII),0.0,69.0,1.0,0.0,8.0
2016,Jalna,Urban,Primary School (I-V),,31.0,37.0,4.0,83.0
2016,Jalna,Urban,Upper Primary School (I-VIII),,56.0,21.0,3.0,24.0
2016,Jalna,Urban,Secondary School (VI-X),,3.0,0.0,0.0,16.0
2016,Jalna,Urban,Secondary School (I-X),,23.0,13.0,0.0,16.0
2016,Jalna,Urban,Higher Secondary School (I-XII),,15.0,0.0,0.0,2.0
2017,Jalna,Rural,Primary School (I-V),,5.0,943.0,1.0,111.0
2017,Jalna,Rural,Upper Primary School (I-VIII),,18.0,527.0,5.0,40.0
2017,Jalna,Rural,Secondary School (VI-X),,29.0,1.0,0.0,19.0
2017,Jalna,Rural,Secondary School (I-X),,67.0,22.0,0.0,20.0
2017,Jalna,Rural,Higher Secondary School (I-XII),,68.0,1.0,0.0,15.0
2017,Jalna,Urban,Primary School (I-V),,34.0,32.0,9.0,64.0
2017,Jalna,Urban,Upper Primary School (I-VIII),,55.0,26.0,2.0,43.0
2017,Jalna,Urban,Secondary School (VI-X),,7.0,3.0,4.0,13.0
2017,Jalna,Urban,Secondary School (I-X),,27.0,9.0,0.0,19.0
2017,Jalna,Urban,Higher Secondary School (I-XII),,13.0,0.0,0.0,4.0
2018,Jalna,Rural,Primary School (I-V),,7.0,928.0,1.0,112.0
2018,Jalna,Rural,Upper Primary School (I-VIII),,19.0,531.0,5.0,41.0
2018,Jalna,Rural,Secondary School (VI-X),,31.0,1.0,0.0,16.0
2018,Jalna,Rural,Secondary School (I-X),,68.0,22.0,0.0,34.0
2018,Jalna,Rural,Higher Secondary School (I-XII),,71.0,1.0,1.0,29.0
2018,Jalna,Urban,Primary School (I-V),,32.0,32.0,3.0,61.0
2018,Jalna,Urban,Upper Primary School (I-VIII),,60.0,26.0,3.0,45.0
2018,Jalna,Urban,Secondary School (VI-X),,8.0,3.0,3.0,13.0
2018,Jalna,Urban,Secondary School (I-X),,26.0,9.0,0.0,36.0
2018,Jalna,Urban,Higher Secondary School (I-XII),,14.0,0.0,0.0,10.0
2019,Jalna,Rural,Primary School (I-V),,7.0,906.0,1.0,104.0
2019,Jalna,Rural,Upper Primary School (I-VIII),,23.0,530.0,5.0,45.0
2019,Jalna,Rural,Secondary School (VI-X),,33.0,1.0,0.0,12.0
2019,Jalna,Rural,Secondary School (I-X),,73.0,22.0,0.0,27.0
2019,Jalna,Rural,Higher Secondary School (I-XII),,71.0,1.0,1.0,43.0
2019,Jalna,Urban,Primary School (I-V),,32.0,25.0,3.0,61.0
2019,Jalna,Urban,Upper Primary School (I-VIII),,61.0,25.0,2.0,41.0
2019,Jalna,Urban,Secondary School (VI-X),,10.0,3.0,3.0,11.0
2019,Jalna,Urban,Secondary School (I-X),,26.0,9.0,0.0,41.0
2019,Jalna,Urban,Higher Secondary School (I-XII),,14.0,0.0,0.0,13.0
2020,Jalna,Rural,Primary School (I-V),,7.0,905.0,1.0,96.0
2020,Jalna,Rural,Upper Primary School (I-VIII),,26.0,530.0,5.0,42.0
2020,Jalna,Rural,Secondary School (VI-X),,31.0,4.0,0.0,11.0
2020,Jalna,Rural,Secondary School (I-X),,73.0,22.0,0.0,28.0
2020,Jalna,Rural,Higher Secondary School (I-XII),,71.0,1.0,1.0,55.0
2020,Jalna,Urban,Primary School (I-V),,33.0,25.0,3.0,57.0
2020,Jalna,Urban,Upper Primary School (I-VIII),,65.0,25.0,2.0,37.0
2020,Jalna,Urban,Secondary School (VI-X),,12.0,3.0,3.0,9.0
2020,Jalna,Urban,Secondary School (I-X),,26.0,9.0,0.0,40.0
2020,Jalna,Urban,Higher Secondary School (I-XII),,14.0,0.0,0.0,17.0
2021,Jalna,Rural,Primary School (I-V),,7.0,903.0,1.0,91.0
2021,Jalna,Rural,Upper Primary School (I-VIII),,27.0,531.0,4.0,38.0
2021,Jalna,Rural,Secondary School (VI-X),,35.0,4.0,0.0,6.0
2021,Jalna,Rural,Secondary School (I-X),,74.0,22.0,0.0,27.0
2021,Jalna,Rural,Higher Secondary School (I-XII),,72.0,1.0,1.0,50.0
2021,Jalna,Urban,Primary School (I-V),,32.0,27.0,2.0,55.0
2021,Jalna,Urban,Upper Primary School (I-VIII),,68.0,24.0,2.0,38.0
2021,Jalna,Urban,Secondary School (VI-X),,14.0,3.0,3.0,6.0
2021,Jalna,Urban,Secondary School (I-X),,28.0,9.0,0.0,42.0
2021,Jalna,Urban,Higher Secondary School (I-XII),,15.0,0.0,0.0,23.0
2012,Kolhapur,Rural,Primary School (I-V),,22.0,1147.0,53.0,96.0
2012,Kolhapur,Rural,Upper Primary School (I-VIII),,25.0,850.0,25.0,39.0
2012,Kolhapur,Rural,Secondary School (VI-X),,237.0,0.0,14.0,74.0
2012,Kolhapur,Rural,Secondary School (I-X),,211.0,1.0,12.0,27.0
2012,Kolhapur,Rural,Higher Secondary School (I-XII),,100.0,1.0,1.0,3.0
2012,Kolhapur,Urban,Primary School (I-V),,73.0,24.0,20.0,55.0
2012,Kolhapur,Urban,Upper Primary School (I-VIII),,41.0,74.0,55.0,42.0
2012,Kolhapur,Urban,Secondary School (VI-X),,20.0,0.0,2.0,25.0
2012,Kolhapur,Urban,Secondary School (I-X),,56.0,1.0,1.0,12.0
2012,Kolhapur,Urban,Higher Secondary School (I-XII),,40.0,2.0,0.0,2.0
2013,Kolhapur,Rural,Primary School (I-V),0.0,98.0,1146.0,20.0,70.0
2013,Kolhapur,Rural,Upper Primary School (I-VIII),0.0,61.0,851.0,6.0,25.0
2013,Kolhapur,Rural,Secondary School (VI-X),0.0,13.0,0.0,311.0,2.0
2013,Kolhapur,Rural,Secondary School (I-X),0.0,214.0,1.0,5.0,33.0
2013,Kolhapur,Rural,Higher Secondary School (I-XII),1.0,101.0,1.0,0.0,3.0
2013,Kolhapur,Urban,Primary School (I-V),0.0,131.0,33.0,6.0,12.0
2013,Kolhapur,Urban,Upper Primary School (I-VIII),0.0,77.0,128.0,1.0,4.0
2013,Kolhapur,Urban,Secondary School (VI-X),0.0,1.0,0.0,46.0,0.0
2013,Kolhapur,Urban,Secondary School (I-X),0.0,56.0,2.0,0.0,12.0
2013,Kolhapur,Urban,Higher Secondary School (I-XII),0.0,39.0,3.0,0.0,2.0
2014,Kolhapur,Rural,Primary School (I-V),,41.0,1130.0,8.0,158.0
2014,Kolhapur,Rural,Upper Primary School (I-VIII),,40.0,852.0,5.0,54.0
2014,Kolhapur,Rural,Secondary School (VI-X),,260.0,0.0,3.0,63.0
2014,Kolhapur,Rural,Secondary School (I-X),,216.0,1.0,2.0,35.0
2014,Kolhapur,Rural,Higher Secondary School (I-XII),,101.0,1.0,0.0,4.0
