Year,District,Age Group,Gender,Primary,Middle,Matriculation/Secondary,Higher Secondary/ Intermediate/ Pre University/ Senior Secondary,Non technical diploma or certificate not equal to degree,Technical diploma or certificate not equal to degree,Graduate and above
1991,Thane,7,Male,0,0,0,0,0,0,0
1991,Wardha,7,Male,0,0,0,0,0,0,0
1991,Yavatmal,7,Male,0,0,0,0,0,0,0
2001,Ahilyanagar,7,Male,0,0,0,0,0,0,0
2001,Akola,7,Male,0,0,0,0,0,0,0
2001,Amravati,7,Male,0,0,0,0,0,0,0
2001,Beed,7,Male,0,0,0,0,0,0,0
2001,Bhandara,7,Male,0,0,0,0,0,0,0
2001,Buldhana,7,Male,0,0,0,0,0,0,0
2001,Chandrapur,7,Male,0,0,0,0,0,0,0
2001,Chhatrapati Sambhaji Nagar,7,Male,0,0,0,0,0,0,0
2001,Dharashiv,7,Male,0,0,0,0,0,0,0
2001,Dhule,7,Male,0,0,0,0,0,0,0
2001,Gadchiroli,7,Male,0,0,0,0,0,0,0
2001,Gondia,7,Male,0,0,0,0,0,0,0
2001,Hingoli,7,Male,0,0,0,0,0,0,0
2001,Jalgaon,7,Male,0,0,0,0,0,0,0
2001,Jalna,7,Male,0,0,0,0,0,0,0
2001,Kolhapur,7,Male,0,0,0,0,0,0,0
2001,Latur,7,Male,0,0,0,0,0,0,0
2001,Mumbai City,7,Male,0,0,0,0,0,0,0
2001,Mumbai Suburban,7,Male,0,0,0,0,0,0,0
2001,Nagpur,7,Male,0,0,0,0,0,0,0
2001,Nanded,7,Male,0,0,0,0,0,0,0
2001,Nandurbar,7,Male,0,0,0,0,0,0,0
2001,Nashik,7,Male,0,0,0,0,0,0,0
2001,Parbhani,7,Male,0,0,0,0,0,0,0
2001,Pune,7,Male,0,0,0,0,0,0,0
2001,Raigad,7,Male,0,0,0,0,0,0,0
2001,Ratnagiri,7,Male,0,0,0,0,0,0,0
2001,Sangli,7,Male,0,0,0,0,0,0,0
2001,Satara,7,Male,0,0,0,0,0,0,0
2001,Sindhudurg,7,Male,0,0,0,0,0,0,0
2001,Solapur,7,Male,0,0,0,0,0,0,0
2001,Thane,7,Male,0,0,0,0,0,0,0
2001,Wardha,7,Male,0,0,0,0,0,0,0
2001,Washim,7,Male,0,0,0,0,0,0,0
2001,Yavatmal,7,Male,0,0,0,0,0,0,0
2011,Ahilyanagar,7,Male,0,0,0,0,0,0,0
2011,Akola,7,Male,0,0,0,0,0,0,0
2011,Amravati,7,Male,0,0,0,0,0,0,0
2011,Beed,7,Male,0,0,0,0,0,0,0
2011,Bhandara,7,Male,0,0,0,0,0,0,0
2011,Buldhana,7,Male,0,0,0,0,0,0,0
2011,Chandrapur,7,Male,0,0,0,0,0,0,0
2011,Chhatrapati Sambhaji Nagar,7,Male,0,0,0,0,0,0,0
2011,Dharashiv,7,Male,0,0,0,0,0,0,0
2011,Dhule,7,Male,0,0,0,0,0,0,0
2011,Gadchiroli,7,Male,0,0,0,0,0,0,0
2011,Gondia,7,Male,0,0,0,0,0,0,0
2011,Hingoli,7,Male,0,0,0,0,0,0,0
2011,Jalgaon,7,Male,0,0,0,0,0,0,0
2011,Jalna,7,Male,0,0,0,0,0,0,0
2011,Kolhapur,7,Male,0,0,0,0,0,0,0
2011,Latur,7,Male,0,0,0,0,0,0,0
2011,Mumbai City,7,Male,0,0,0,0,0,0,0
2011,Mumbai Suburban,7,Male,0,0,0,0,0,0,0
2011,Nagpur,7,Male,0,0,0,0,0,0,0
2011,Nanded,7,Male,0,0,0,0,0,0,0
2011,Nandurbar,7,Male,0,0,0,0,0,0,0
2011,Nashik,7,Male,0,0,0,0,0,0,0
2011,Parbhani,7,Male,0,0,0,0,0,0,0
2011,Pune,7,Male,0,0,0,0,0,0,0
2011,Raigad,7,Male,0,0,0,0,0,0,0
2011,Ratnagiri,7,Male,0,0,0,0,0,0,0
2011,Sangli,7,Male,0,0,0,0,0,0,0
2011,Satara,7,Male,0,0,0,0,0,0,0
2011,Sindhudurg,7,Male,0,0,0,0,0,0,0
2011,Solapur,7,Male,0,0,0,0,0,0,0
2011,Thane,7,Male,0,0,0,0,0,0,0
2011,Wardha,7,Male,0,0,0,0,0,0,0
2011,Washim,7,Male,0,0,0,0,0,0,0
2011,Yavatmal,7,Male,0,0,0,0,0,0,0
1991,Ahilyanagar,7,Female,0,0,0,0,0,0,0
1991,Amravati,7,Female,0,0,0,0,0,0,0
1991,Beed,7,Female,0,0,0,0,0,0,0
1991,Buldhana,7,Female,0,0,0,0,0,0,0
1991,Chandrapur,7,Female,0,0,0,0,0,0,0
1991,Chhatrapati Sambhaji Nagar,7,Female,0,0,0,0,0,0,0
1991,Dharashiv,7,Female,0,0,0,0,0,0,0
1991,Gadchiroli,7,Female,0,0,0,0,0,0,0
1991,Jalgaon,7,Female,0,0,0,0,0,0,0
1991,Jalna,7,Female,0,0,0,0,0,0,0
1991,Kolhapur,7,Female,0,0,0,0,0,0,0
1991,Latur,7,Female,0,0,0,0,0,0,0
1991,Nagpur,7,Female,0,0,0,0,0,0,0
1991,Nashik,7,Female,0,0,0,0,0,0,0
1991,Parbhani,7,Female,0,0,0,0,0,0,0
1991,Pune,7,Female,0,0,0,0,0,0,0
1991,Raigad,7,Female,0,0,0,0,0,0,0
1991,Ratnagiri,7,Female,0,0,0,0,0,0,0
1991,Sangli,7,Female,0,0,0,0,0,0,0
1991,Satara,7,Female,0,0,0,0,0,0,0
1991,Sindhudurg,7,Female,0,0,0,0,0,0,0
1991,Solapur,7,Female,0,0,0,0,0,0,0
1991,Thane,7,Female,0,0,0,0,0,0,0
1991,Wardha,7,Female,0,0,0,0,0,0,0
1991,Yavatmal,7,Female,0,0,0,0,0,0,0
2001,Ahilyanagar,7,Female,0,0,0,0,0,0,0
2001,Akola,7,Female,0,0,0,0,0,0,0
2001,Amravati,7,Female,0,0,0,0,0,0,0
2001,Beed,7,Female,0,0,0,0,0,0,0
2001,Bhandara,7,Female,0,0,0,0,0,0,0
2001,Buldhana,7,Female,0,0,0,0,0,0,0
2001,Chandrapur,7,Female,0,0,0,0,0,0,0
2001,Chhatrapati Sambhaji Nagar,7,Female,0,0,0,0,0,0,0
2001,Dharashiv,7,Female,0,0,0,0,0,0,0
2001,Dhule,7,Female,0,0,0,0,0,0,0
2001,Gadchiroli,7,Female,0,0,0,0,0,0,0
2001,Gondia,7,Female,0,0,0,0,0,0,0
2001,Hingoli,7,Female,0,0,0,0,0,0,0
2001,Jalgaon,7,Female,0,0,0,0,0,0,0
2001,Jalna,7,Female,0,0,0,0,0,0,0
2001,Kolhapur,7,Female,0,0,0,0,0,0,0
2001,Latur,7,Female,0,0,0,0,0,0,0
2001,Mumbai City,7,Female,0,0,0,0,0,0,0
2001,Mumbai Suburban,7,Female,0,0,0,0,0,0,0
2001,Nagpur,7,Female,0,0,0,0,0,0,0
2001,Nanded,7,Female,0,0,0,0,0,0,0
2001,Nandurbar,7,Female,0,0,0,0,0,0,0
2001,Nashik,7,Female,0,0,0,0,0,0,0
2001,Parbhani,7,Female,0,0,0,0,0,0,0
2001,Pune,7,Female,0,0,0,0,0,0,0
2001,Raigad,7,Female,0,0,0,0,0,0,0
2001,Ratnagiri,7,Female,0,0,0,0,0,0,0
2001,Sangli,7,Female,0,0,0,0,0,0,0
2001,Satara,7,Female,0,0,0,0,0,0,0
2001,Sindhudurg,7,Female,0,0,0,0,0,0,0
2001,Solapur,7,Female,0,0,0,0,0,0,0
2001,Thane,7,Female,0,0,0,0,0,0,0
2001,Wardha,7,Female,0,0,0,0,0,0,0
2001,Washim,7,Female,0,0,0,0,0,0,0
2001,Yavatmal,7,Female,0,0,0,0,0,0,0
2011,Ahilyanagar,7,Female,0,0,0,0,0,0,0
2011,Akola,7,Female,0,0,0,0,0,0,0
2011,Amravati,7,Female,0,0,0,0,0,0,0
2011,Beed,7,Female,0,0,0,0,0,0,0
2011,Bhandara,7,Female,0,0,0,0,0,0,0
2011,Buldhana,7,Female,0,0,0,0,0,0,0
2011,Chandrapur,7,Female,0,0,0,0,0,0,0
2011,Chhatrapati Sambhaji Nagar,7,Female,0,0,0,0,0,0,0
2011,Dharashiv,7,Female,0,0,0,0,0,0,0
2011,Dhule,7,Female,0,0,0,0,0,0,0
2011,Gadchiroli,7,Female,0,0,0,0,0,0,0
2011,Gondia,7,Female,0,0,0,0,0,0,0
2011,Hingoli,7,Female,0,0,0,0,0,0,0
2011,Jalgaon,7,Female,0,0,0,0,0,0,0
2011,Jalna,7,Female,0,0,0,0,0,0,0
2011,Kolhapur,7,Female,0,0,0,0,0,0,0
2011,Latur,7,Female,0,0,0,0,0,0,0
2011,Mumbai City,7,Female,0,0,0,0,0,0,0
2011,Mumbai Suburban,7,Female,0,0,0,0,0,0,0
2011,Nagpur,7,Female,0,0,0,0,0,0,0
2011,Nanded,7,Female,0,0,0,0,0,0,0
2011,Nandurbar,7,Female,0,0,0,0,0,0,0
2011,Nashik,7,Female,0,0,0,0,0,0,0
2011,Parbhani,7,Female,0,0,0,0,0,0,0
2011,Pune,7,Female,0,0,0,0,0,0,0
2011,Raigad,7,Female,0,0,0,0,0,0,0
2011,Ratnagiri,7,Female,0,0,0,0,0,0,0
2011,Sangli,7,Female,0,0,0,0,0,0,0
2011,Satara,7,Female,0,0,0,0,0,0,0
2011,Sindhudurg,7,Female,0,0,0,0,0,0,0
2011,Solapur,7,Female,0,0,0,0,0,0,0
2011,Thane,7,Female,0,0,0,0,0,0,0
2011,Wardha,7,Female,0,0,0,0,0,0,0
2011,Washim,7,Female,0,0,0,0,0,0,0
2011,Yavatmal,7,Female,0,0,0,0,0,0,0
1991,Ahilyanagar,8,Male,0,0,0,0,0,0,0
1991,Amravati,8,Male,0,0,0,0,0,0,0
1991,Beed,8,Male,0,0,0,0,0,0,0
1991,Buldhana,8,Male,0,0,0,0,0,0,0
1991,Chandrapur,8,Male,0,0,0,0,0,0,0
1991,Chhatrapati Sambhaji Nagar,8,Male,0,0,0,0,0,0,0
1991,Dharashiv,8,Male,0,0,0,0,0,0,0
1991,Gadchiroli,8,Male,0,0,0,0,0,0,0
1991,Jalgaon,8,Male,0,0,0,0,0,0,0
1991,Jalna,8,Male,0,0,0,0,0,0,0
1991,Kolhapur,8,Male,0,0,0,0,0,0,0
1991,Latur,8,Male,0,0,0,0,0,0,0
1991,Nagpur,8,Male,0,0,0,0,0,0,0
1991,Nashik,8,Male,0,0,0,0,0,0,0
1991,Parbhani,8,Male,0,0,0,0,0,0,0
1991,Pune,8,Male,0,0,0,0,0,0,0
1991,Raigad,8,Male,0,0,0,0,0,0,0
1991,Ratnagiri,8,Male,0,0,0,0,0,0,0
1991,Sangli,8,Male,0,0,0,0,0,0,0
1991,Satara,8,Male,0,0,0,0,0,0,0
1991,Sindhudurg,8,Male,0,0,0,0,0,0,0
1991,Solapur,8,Male,0,0,0,0,0,0,0
1991,Thane,8,Male,0,0,0,0,0,0,0
1991,Wardha,8,Male,0,0,0,0,0,0,0
1991,Yavatmal,8,Male,0,0,0,0,0,0,0
2001,Ahilyanagar,8,Male,0,0,0,0,0,0,0
2001,Akola,8,Male,0,0,0,0,0,0,0
2001,Amravati,8,Male,0,0,0,0,0,0,0
2001,Beed,8,Male,0,0,0,0,0,0,0
2001,Bhandara,8,Male,0,0,0,0,0,0,0
2001,Buldhana,8,Male,0,0,0,0,0,0,0
2001,Chandrapur,8,Male,0,0,0,0,0,0,0
2001,Chhatrapati Sambhaji Nagar,8,Male,0,0,0,0,0,0,0
2001,Dharashiv,8,Male,0,0,0,0,0,0,0
2001,Dhule,8,Male,0,0,0,0,0,0,0
2001,Gadchiroli,8,Male,0,0,0,0,0,0,0
2001,Gondia,8,Male,0,0,0,0,0,0,0
2001,Hingoli,8,Male,0,0,0,0,0,0,0
2001,Jalgaon,8,Male,0,0,0,0,0,0,0
2001,Jalna,8,Male,0,0,0,0,0,0,0
2001,Kolhapur,8,Male,0,0,0,0,0,0,0
2001,Latur,8,Male,0,0,0,0,0,0,0
2001,Mumbai City,8,Male,0,0,0,0,0,0,0
2001,Mumbai Suburban,8,Male,0,0,0,0,0,0,0
2001,Nagpur,8,Male,0,0,0,0,0,0,0
2001,Nanded,8,Male,0,0,0,0,0,0,0
2001,Nandurbar,8,Male,0,0,0,0,0,0,0
2001,Nashik,8,Male,0,0,0,0,0,0,0
2001,Parbhani,8,Male,0,0,0,0,0,0,0
2001,Pune,8,Male,0,0,0,0,0,0,0
2001,Raigad,8,Male,0,0,0,0,0,0,0
2001,Ratnagiri,8,Male,0,0,0,0,0,0,0
2001,Sangli,8,Male,0,0,0,0,0,0,0
2001,Satara,8,Male,0,0,0,0,0,0,0
2001,Sindhudurg,8,Male,0,0,0,0,0,0,0
2001,Solapur,8,Male,0,0,0,0,0,0,0
2001,Thane,8,Male,0,0,0,0,0,0,0
2001,Wardha,8,Male,0,0,0,0,0,0,0
2001,Washim,8,Male,0,0,0,0,0,0,0
2001,Yavatmal,8,Male,0,0,0,0,0,0,0
2011,Ahilyanagar,8,Male,0,0,0,0,0,0,0
2011,Akola,8,Male,0,0,0,0,0,0,0
2011,Amravati,8,Male,0,0,0,0,0,0,0
2011,Beed,8,Male,0,0,0,0,0,0,0
2011,Bhandara,8,Male,0,0,0,0,0,0,0
2011,Buldhana,8,Male,0,0,0,0,0,0,0
2011,Chandrapur,8,Male,0,0,0,0,0,0,0
2011,Chhatrapati Sambhaji Nagar,8,Male,0,0,0,0,0,0,0
2011,Dharashiv,8,Male,0,0,0,0,0,0,0
2011,Dhule,8,Male,0,0,0,0,0,0,0
2011,Gadchiroli,8,Male,0,0,0,0,0,0,0
2011,Gondia,8,Male,0,0,0,0,0,0,0
2011,Hingoli,8,Male,0,0,0,0,0,0,0
2011,Jalgaon,8,Male,0,0,0,0,0,0,0
2011,Jalna,8,Male,0,0,0,0,0,0,0
2011,Kolhapur,8,Male,0,0,0,0,0,0,0
2011,Latur,8,Male,0,0,0,0,0,0,0
2011,Mumbai City,8,Male,0,0,0,0,0,0,0
2011,Mumbai Suburban,8,Male,0,0,0,0,0,0,0
2011,Nagpur,8,Male,0,0,0,0,0,0,0
2011,Nanded,8,Male,0,0,0,0,0,0,0
2011,Nandurbar,8,Male,0,0,0,0,0,0,0
2011,Nashik,8,Male,0,0,0,0,0,0,0
2011,Parbhani,8,Male,0,0,0,0,0,0,0
2011,Pune,8,Male,0,0,0,0,0,0,0
2011,Raigad,8,Male,0,0,0,0,0,0,0
2011,Ratnagiri,8,Male,0,0,0,0,0,0,0
2011,Sangli,8,Male,0,0,0,0,0,0,0
2011,Satara,8,Male,0,0,0,0,0,0,0
2011,Sindhudurg,8,Male,0,0,0,0,0,0,0
2011,Solapur,8,Male,0,0,0,0,0,0,0
2011,Thane,8,Male,0,0,0,0,0,0,0
2011,Wardha,8,Male,0,0,0,0,0,0,0
2011,Washim,8,Male,0,0,0,0,0,0,0
2011,Yavatmal,8,Male,0,0,0,0,0,0,0
1991,Ahilyanagar,8,Female,0,0,0,0,0,0,0
1991,Amravati,8,Female,0,0,0,0,0,0,0
1991,Beed,8,Female,0,0,0,0,0,0,0
1991,Buldhana,8,Female,0,0,0,0,0,0,0
1991,Chandrapur,8,Female,0,0,0,0,0,0,0
1991,Chhatrapati Sambhaji Nagar,8,Female,0,0,0,0,0,0,0
1991,Dharashiv,8,Female,0,0,0,0,0,0,0
1991,Gadchiroli,8,Female,0,0,0,0,0,0,0
1991,Jalgaon,8,Female,0,0,0,0,0,0,0
1991,Jalna,8,Female,0,0,0,0,0,0,0
1991,Kolhapur,8,Female,0,0,0,0,0,0,0
1991,Latur,8,Female,0,0,0,0,0,0,0
1991,Nagpur,8,Female,0,0,0,0,0,0,0
1991,Nashik,8,Female,0,0,0,0,0,0,0
1991,Parbhani,8,Female,0,0,0,0,0,0,0
1991,Pune,8,Female,0,0,0,0,0,0,0
1991,Raigad,8,Female,0,0,0,0,0,0,0
1991,Ratnagiri,8,Female,0,0,0,0,0,0,0
1991,Sangli,8,Female,0,0,0,0,0,0,0
1991,Satara,8,Female,0,0,0,0,0,0,0
1991,Sindhudurg,8,Female,0,0,0,0,0,0,0
1991,Solapur,8,Female,0,0,0,0,0,0,0
1991,Thane,8,Female,0,0,0,0,0,0,0
1991,Wardha,8,Female,0,0,0,0,0,0,0
1991,Yavatmal,8,Female,0,0,0,0,0,0,0
2001,Ahilyanagar,8,Female,0,0,0,0,0,0,0
2001,Akola,8,Female,0,0,0,0,0,0,0
2001,Amravati,8,Female,0,0,0,0,0,0,0
2001,Beed,8,Female,0,0,0,0,0,0,0
2001,Bhandara,8,Female,0,0,0,0,0,0,0
2001,Buldhana,8,Female,0,0,0,0,0,0,0
2001,Chandrapur,8,Female,0,0,0,0,0,0,0
2001,Chhatrapati Sambhaji Nagar,8,Female,0,0,0,0,0,0,0
2001,Dharashiv,8,Female,0,0,0,0,0,0,0
2001,Dhule,8,Female,0,0,0,0,0,0,0
2001,Gadchiroli,8,Female,0,0,0,0,0,0,0
2001,Gondia,8,Female,0,0,0,0,0,0,0
2001,Hingoli,8,Female,0,0,0,0,0,0,0
2001,Jalgaon,8,Female,0,0,0,0,0,0,0
2001,Jalna,8,Female,0,0,0,0,0,0,0
2001,Kolhapur,8,Female,0,0,0,0,0,0,0
2001,Latur,8,Female,0,0,0,0,0,0,0
2001,Mumbai City,8,Female,0,0,0,0,0,0,0
2001,Mumbai Suburban,8,Female,0,0,0,0,0,0,0
2001,Nagpur,8,Female,0,0,0,0,0,0,0
2001,Nanded,8,Female,0,0,0,0,0,0,0
2001,Nandurbar,8,Female,0,0,0,0,0,0,0
2001,Nashik,8,Female,0,0,0,0,0,0,0
2001,Parbhani,8,Female,0,0,0,0,0,0,0
2001,Pune,8,Female,0,0,0,0,0,0,0
2001,Raigad,8,Female,0,0,0,0,0,0,0
2001,Ratnagiri,8,Female,0,0,0,0,0,0,0
2001,Sangli,8,Female,0,0,0,0,0,0,0
2001,Satara,8,Female,0,0,0,0,0,0,0
2001,Sindhudurg,8,Female,0,0,0,0,0,0,0
2001,Solapur,8,Female,0,0,0,0,0,0,0
2001,Thane,8,Female,0,0,0,0,0,0,0
2001,Wardha,8,Female,0,0,0,0,0,0,0
2001,Washim,8,Female,0,0,0,0,0,0,0
2001,Yavatmal,8,Female,0,0,0,0,0,0,0
2011,Ahilyanagar,8,Female,0,0,0,0,0,0,0
2011,Akola,8,Female,0,0,0,0,0,0,0
2011,Amravati,8,Female,0,0,0,0,0,0,0
2011,Beed,8,Female,0,0,0,0,0,0,0
2011,Bhandara,8,Female,0,0,0,0,0,0,0
2011,Buldhana,8,Female,0,0,0,0,0,0,0
2011,Chandrapur,8,Female,0,0,0,0,0,0,0
2011,Chhatrapati Sambhaji Nagar,8,Female,0,0,0,0,0,0,0
2011,Dharashiv,8,Female,0,0,0,0,0,0,0
2011,Dhule,8,Female,0,0,0,0,0,0,0
2011,Gadchiroli,8,Female,0,0,0,0,0,0,0
2011,Gondia,8,Female,0,0,0,0,0,0,0
2011,Hingoli,8,Female,0,0,0,0,0,0,0
2011,Jalgaon,8,Female,0,0,0,0,0,0,0
2011,Jalna,8,Female,0,0,0,0,0,0,0
2011,Kolhapur,8,Female,0,0,0,0,0,0,0
2011,Latur,8,Female,0,0,0,0,0,0,0
2011,Mumbai City,8,Female,0,0,0,0,0,0,0
2011,Mumbai Suburban,8,Female,0,0,0,0,0,0,0
2011,Nagpur,8,Female,0,0,0,0,0,0,0
2011,Nanded,8,Female,0,0,0,0,0,0,0
2011,Nandurbar,8,Female,0,0,0,0,0,0,0
2011,Nashik,8,Female,0,0,0,0,0,0,0
2011,Parbhani,8,Female,0,0,0,0,0,0,0
2011,Pune,8,Female,0,0,0,0,0,0,0
2011,Raigad,8,Female,0,0,0,0,0,0,0
2011,Ratnagiri,8,Female,0,0,0,0,0,0,0
2011,Sangli,8,Female,0,0,0,0,0,0,0
2011,Satara,8,Female,0,0,0,0,0,0,0
2011,Sindhudurg,8,Female,0,0,0,0,0,0,0
2011,Solapur,8,Female,0,0,0,0,0,0,0
2011,Thane,8,Female,0,0,0,0,0,0,0
2011,Wardha,8,Female,0,0,0,0,0,0,0
2011,Washim,8,Female,0,0,0,0,0,0,0
2011,Yavatmal,8,Female,0,0,0,0,0,0,0
1991,Ahilyanagar,9,Male,6860,0,0,0,0,0,0
1991,Amravati,9,Male,2410,0,0,0,0,0,0
1991,Beed,9,Male,3210,0,0,0,0,0,0
1991,Buldhana,9,Male,1320,0,0,0,0,0,0
1991,Chandrapur,9,Male,1140,0,0,0,0,0,0
1991,Chhatrapati Sambhaji Nagar,9,Male,3620,0,0,0,0,0,0
1991,Dharashiv,9,Male,2600,0,0,0,0,0,0
1991,Gadchiroli,9,Male,350,0,0,0,0,0,0
1991,Jalgaon,9,Male,5110,0,0,0,0,0,0
1991,Jalna,9,Male,1870,0,0,0,0,0,0
1991,Kolhapur,9,Male,5590,0,0,0,0,0,0
1991,Latur,9,Male,4474,0,0,0,0,0,0
1991,Nagpur,9,Male,4680,0,0,0,0,0,0
1991,Nashik,9,Male,7590,0,0,0,0,0,0
1991,Parbhani,9,Male,3490,0,0,0,0,0,0
1991,Pune,9,Male,12040,0,0,0,0,0,0
1991,Raigad,9,Male,4450,0,0,0,0,0,0
1991,Ratnagiri,9,Male,1670,0,0,0,0,0,0
1991,Sangli,9,Male,4270,0,0,0,0,0,0
1991,Satara,9,Male,8030,0,0,0,0,0,0
1991,Sindhudurg,9,Male,1220,0,0,0,0,0,0
1991,Solapur,9,Male,6240,0,0,0,0,0,0
1991,Thane,9,Male,11260,0,0,0,0,0,0
1991,Wardha,9,Male,960,0,0,0,0,0,0
1991,Yavatmal,9,Male,1700,0,0,0,0,0,0
2001,Ahilyanagar,9,Male,2628,0,0,0,0,0,0
2001,Akola,9,Male,787,0,0,0,0,0,0
2001,Amravati,9,Male,1127,0,0,0,0,0,0
2001,Beed,9,Male,1082,0,0,0,0,0,0
2001,Bhandara,9,Male,349,0,0,0,0,0,0
2001,Buldhana,9,Male,711,0,0,0,0,0,0
2001,Chandrapur,9,Male,740,0,0,0,0,0,0
2001,Chhatrapati Sambhaji Nagar,9,Male,2115,0,0,0,0,0,0
2001,Dharashiv,9,Male,1007,0,0,0,0,0,0
2001,Dhule,9,Male,902,0,0,0,0,0,0
2001,Gadchiroli,9,Male,208,0,0,0,0,0,0
2001,Gondia,9,Male,390,0,0,0,0,0,0
2001,Hingoli,9,Male,505,0,0,0,0,0,0
2001,Jalgaon,9,Male,2355,0,0,0,0,0,0
2001,Jalna,9,Male,1053,0,0,0,0,0,0
2001,Kolhapur,9,Male,1461,0,0,0,0,0,0
2001,Latur,9,Male,1271,0,0,0,0,0,0
2001,Mumbai City,9,Male,2298,0,0,0,0,0,0
2001,Mumbai Suburban,9,Male,5612,0,0,0,0,0,0
2001,Nagpur,9,Male,2023,0,0,0,0,0,0
2001,Nanded,9,Male,2105,0,0,0,0,0,0
2001,Nandurbar,9,Male,420,0,0,0,0,0,0
2001,Nashik,9,Male,2500,0,0,0,0,0,0
2001,Parbhani,9,Male,1029,0,0,0,0,0,0
2001,Pune,9,Male,4390,0,0,0,0,0,0
2001,Raigad,9,Male,1427,0,0,0,0,0,0
2001,Ratnagiri,9,Male,539,0,0,0,0,0,0
2001,Sangli,9,Male,1609,0,0,0,0,0,0
2001,Satara,9,Male,2258,0,0,0,0,0,0
2001,Sindhudurg,9,Male,240,0,0,0,0,0,0
2001,Solapur,9,Male,3858,0,0,0,0,0,0
2001,Thane,9,Male,5113,0,0,0,0,0,0
2001,Wardha,9,Male,386,0,0,0,0,0,0
2001,Washim,9,Male,403,0,0,0,0,0,0
2001,Yavatmal,9,Male,837,0,0,0,0,0,0
2011,Ahilyanagar,9,Male,2530,0,0,0,0,0,0
2011,Akola,9,Male,659,0,0,0,0,0,0
2011,Amravati,9,Male,1874,0,0,0,0,0,0
2011,Beed,9,Male,933,0,0,0,0,0,0
2011,Bhandara,9,Male,387,0,0,0,0,0,0
2011,Buldhana,9,Male,756,0,0,0,0,0,0
2011,Chandrapur,9,Male,613,0,0,0,0,0,0
2011,Chhatrapati Sambhaji Nagar,9,Male,1932,0,0,0,0,0,0
2011,Dharashiv,9,Male,769,0,0,0,0,0,0
2011,Dhule,9,Male,1301,0,0,0,0,0,0
2011,Gadchiroli,9,Male,312,0,0,0,0,0,0
2011,Gondia,9,Male,447,0,0,0,0,0,0
2011,Hingoli,9,Male,462,0,0,0,0,0,0
2011,Jalgaon,9,Male,2088,0,0,0,0,0,0
2011,Jalna,9,Male,805,0,0,0,0,0,0
2011,Kolhapur,9,Male,1314,0,0,0,0,0,0
2011,Latur,9,Male,1036,0,0,0,0,0,0
2011,Mumbai City,9,Male,2018,0,0,0,0,0,0
2011,Mumbai Suburban,9,Male,6123,0,0,0,0,0,0
2011,Nagpur,9,Male,2586,0,0,0,0,0,0
2011,Nanded,9,Male,1755,0,0,0,0,0,0
2011,Nandurbar,9,Male,823,0,0,0,0,0,0
2011,Nashik,9,Male,2916,0,0,0,0,0,0
2011,Parbhani,9,Male,836,0,0,0,0,0,0
2011,Pune,9,Male,4622,0,0,0,0,0,0
2011,Raigad,9,Male,2015,0,0,0,0,0,0
2011,Ratnagiri,9,Male,365,0,0,0,0,0,0
2011,Sangli,9,Male,1233,0,0,0,0,0,0
2011,Satara,9,Male,1321,0,0,0,0,0,0
2011,Sindhudurg,9,Male,156,0,0,0,0,0,0
2011,Solapur,9,Male,1822,0,0,0,0,0,0
2011,Thane,9,Male,7012,0,0,0,0,0,0
2011,Wardha,9,Male,415,0,0,0,0,0,0
2011,Washim,9,Male,481,0,0,0,0,0,0
2011,Yavatmal,9,Male,1037,0,0,0,0,0,0
1991,Ahilyanagar,9,Female,5500,0,0,0,0,0,0
1991,Amravati,9,Female,2480,0,0,0,0,0,0
1991,Beed,9,Female,2650,0,0,0,0,0,0
1991,Buldhana,9,Female,1010,0,0,0,0,0,0
1991,Chandrapur,9,Female,1230,0,0,0,0,0,0
1991,Chhatrapati Sambhaji Nagar,9,Female,3350,0,0,0,0,0,0
1991,Dharashiv,9,Female,2510,0,0,0,0,0,0
1991,Gadchiroli,9,Female,320,0,0,0,0,0,0
1991,Jalgaon,9,Female,5060,0,0,0,0,0,0
1991,Jalna,9,Female,1260,0,0,0,0,0,0
1991,Kolhapur,9,Female,5900,0,0,0,0,0,0
1991,Latur,9,Female,3940,0,0,0,0,0,0
1991,Nagpur,9,Female,4830,0,0,0,0,0,0
1991,Nashik,9,Female,7480,0,0,0,0,0,0
1991,Parbhani,9,Female,2490,0,0,0,0,0,0
1991,Pune,9,Female,12300,0,0,0,0,0,0
1991,Raigad,9,Female,3130,0,0,0,0,0,0
1991,Ratnagiri,9,Female,1490,0,0,0,0,0,0
1991,Sangli,9,Female,4350,0,0,0,0,0,0
1991,Satara,9,Female,6910,0,0,0,0,0,0
1991,Sindhudurg,9,Female,1360,0,0,0,0,0,0
1991,Solapur,9,Female,5360,0,0,0,0,0,0
1991,Thane,9,Female,10540,0,0,0,0,0,0
1991,Wardha,9,Female,990,0,0,0,0,0,0
1991,Yavatmal,9,Female,1520,0,0,0,0,0,0
2001,Ahilyanagar,9,Female,2600,0,0,0,0,0,0
2001,Akola,9,Female,865,0,0,0,0,0,0
2001,Amravati,9,Female,1222,0,0,0,0,0,0
2001,Beed,9,Female,1212,0,0,0,0,0,0
2001,Bhandara,9,Female,317,0,0,0,0,0,0
2001,Buldhana,9,Female,709,0,0,0,0,0,0
2001,Chandrapur,9,Female,784,0,0,0,0,0,0
2001,Chhatrapati Sambhaji Nagar,9,Female,2092,0,0,0,0,0,0
2001,Dharashiv,9,Female,1061,0,0,0,0,0,0
2001,Dhule,9,Female,884,0,0,0,0,0,0
