Year,District,Select School Management Type,Social Category,Female,Male
2013,Wardha,Government Aided,ORC,,
2013,Wardha,Government Aided,Others,,
2013,Wardha,Private Unaided,General,255.0,45.0
2013,Wardha,Private Unaided,OBC,625.0,230.0
2013,Wardha,Private Unaided,SC,123.0,43.0
2013,Wardha,Private Unaided,ST,29.0,14.0
2013,Wardha,Private Unaided,ORC,,
2013,Wardha,Private Unaided,Others,2.0,
2013,Wardha,Central Govt,General,3.0,7.0
2013,Wardha,Central Govt,OBC,6.0,9.0
2013,Wardha,Central Govt,SC,4.0,9.0
2013,Wardha,Central Govt,ST,2.0,2.0
2013,Wardha,Central Govt,ORC,,
2013,Wardha,Central Govt,Others,,
2013,Wardha,Local body,General,111.0,84.0
2013,Wardha,Local body,OBC,1010.0,1389.0
2013,Wardha,Local body,SC,207.0,327.0
2013,Wardha,Local body,ST,79.0,148.0
2013,Wardha,Local body,ORC,,
2013,Wardha,Local body,Others,1.0,
2013,Wardha,Others,General,71.0,78.0
2013,Wardha,Others,OBC,119.0,307.0
2013,Wardha,Others,SC,38.0,91.0
2013,Wardha,Others,ST,10.0,23.0
2013,Wardha,Others,ORC,,
2013,Wardha,Others,Others,,
2013,Washim,Government Aided,General,203.0,824.0
2013,Washim,Government Aided,OBC,181.0,1183.0
2013,Washim,Government Aided,SC,58.0,361.0
2013,Washim,Government Aided,ST,36.0,170.0
2013,Washim,Government Aided,ORC,,
2013,Washim,Government Aided,Others,,
2013,Washim,Private Unaided,General,119.0,182.0
2013,Washim,Private Unaided,OBC,248.0,284.0
2013,Washim,Private Unaided,SC,55.0,83.0
2013,Washim,Private Unaided,ST,16.0,30.0
2013,Washim,Private Unaided,ORC,,
2013,Washim,Private Unaided,Others,,
2013,Washim,Central Govt,General,3.0,4.0
2013,Washim,Central Govt,OBC,1.0,7.0
2013,Washim,Central Govt,SC,1.0,8.0
2013,Washim,Central Govt,ST,,
2013,Washim,Central Govt,ORC,,
2013,Washim,Central Govt,Others,,
2013,Washim,Local body,General,287.0,830.0
2013,Washim,Local body,OBC,484.0,1265.0
2013,Washim,Local body,SC,144.0,341.0
2013,Washim,Local body,ST,57.0,165.0
2013,Washim,Local body,ORC,,
2013,Washim,Local body,Others,,7.0
2013,Washim,Others,General,9.0,106.0
2013,Washim,Others,OBC,38.0,245.0
2013,Washim,Others,SC,11.0,75.0
2013,Washim,Others,ST,8.0,19.0
2013,Washim,Others,ORC,,
2013,Washim,Others,Others,,
2013,Yavatmal,Government Aided,General,339.0,925.0
2013,Yavatmal,Government Aided,OBC,574.0,2009.0
2013,Yavatmal,Government Aided,SC,180.0,512.0
2013,Yavatmal,Government Aided,ST,186.0,418.0
2013,Yavatmal,Government Aided,ORC,,
2013,Yavatmal,Government Aided,Others,35.0,70.0
2013,Yavatmal,Private Unaided,General,371.0,264.0
2013,Yavatmal,Private Unaided,OBC,484.0,415.0
2013,Yavatmal,Private Unaided,SC,117.0,130.0
2013,Yavatmal,Private Unaided,ST,49.0,55.0
2013,Yavatmal,Private Unaided,ORC,,
2013,Yavatmal,Private Unaided,Others,40.0,36.0
2013,Yavatmal,Central Govt,General,4.0,3.0
2013,Yavatmal,Central Govt,OBC,1.0,8.0
2013,Yavatmal,Central Govt,SC,1.0,14.0
2013,Yavatmal,Central Govt,ST,1.0,1.0
2013,Yavatmal,Central Govt,ORC,,
2013,Yavatmal,Central Govt,Others,1.0,
2013,Yavatmal,Local body,General,573.0,922.0
2013,Yavatmal,Local body,OBC,1551.0,3289.0
2013,Yavatmal,Local body,SC,480.0,888.0
2013,Yavatmal,Local body,ST,348.0,820.0
2013,Yavatmal,Local body,ORC,,
2013,Yavatmal,Local body,Others,65.0,73.0
2013,Yavatmal,Others,General,102.0,337.0
2013,Yavatmal,Others,OBC,231.0,858.0
2013,Yavatmal,Others,SC,78.0,298.0
2013,Yavatmal,Others,ST,50.0,126.0
2013,Yavatmal,Others,ORC,,
2013,Yavatmal,Others,Others,11.0,26.0
2014,Ahilyanagar,Government Aided,General,2093.0,5066.0
2014,Ahilyanagar,Government Aided,OBC,687.0,1727.0
2014,Ahilyanagar,Government Aided,SC,512.0,1213.0
2014,Ahilyanagar,Government Aided,ST,210.0,630.0
2014,Ahilyanagar,Government Aided,ORC,473.0,1397.0
2014,Ahilyanagar,Government Aided,Others,45.0,108.0
2014,Ahilyanagar,Private Unaided,General,1307.0,903.0
2014,Ahilyanagar,Private Unaided,OBC,353.0,325.0
2014,Ahilyanagar,Private Unaided,SC,180.0,191.0
2014,Ahilyanagar,Private Unaided,ST,66.0,60.0
2014,Ahilyanagar,Private Unaided,ORC,185.0,258.0
2014,Ahilyanagar,Private Unaided,Others,135.0,46.0
2014,Ahilyanagar,Central Govt,General,35.0,34.0
2014,Ahilyanagar,Central Govt,OBC,2.0,11.0
2014,Ahilyanagar,Central Govt,SC,6.0,10.0
2014,Ahilyanagar,Central Govt,ST,1.0,3.0
2014,Ahilyanagar,Central Govt,ORC,,1.0
2014,Ahilyanagar,Central Govt,Others,,
2014,Ahilyanagar,Local body,General,2319.0,2961.0
2014,Ahilyanagar,Local body,OBC,919.0,1056.0
2014,Ahilyanagar,Local body,SC,602.0,885.0
2014,Ahilyanagar,Local body,ST,201.0,728.0
2014,Ahilyanagar,Local body,ORC,822.0,1245.0
2014,Ahilyanagar,Local body,Others,51.0,44.0
2014,Ahilyanagar,Others,General,45.0,95.0
2014,Ahilyanagar,Others,OBC,24.0,37.0
2014,Ahilyanagar,Others,SC,16.0,25.0
2014,Ahilyanagar,Others,ST,13.0,19.0
2014,Ahilyanagar,Others,ORC,27.0,46.0
2014,Ahilyanagar,Others,Others,,1.0
2014,Akola,Government Aided,General,511.0,1311.0
2014,Akola,Government Aided,OBC,445.0,1224.0
2014,Akola,Government Aided,SC,168.0,484.0
2014,Akola,Government Aided,ST,81.0,235.0
2014,Akola,Government Aided,ORC,134.0,485.0
2014,Akola,Government Aided,Others,25.0,84.0
2014,Akola,Private Unaided,General,661.0,318.0
2014,Akola,Private Unaided,OBC,653.0,268.0
2014,Akola,Private Unaided,SC,179.0,119.0
2014,Akola,Private Unaided,ST,61.0,22.0
2014,Akola,Private Unaided,ORC,74.0,47.0
2014,Akola,Private Unaided,Others,68.0,36.0
2014,Akola,Central Govt,General,1.0,11.0
2014,Akola,Central Govt,OBC,1.0,6.0
2014,Akola,Central Govt,SC,1.0,5.0
2014,Akola,Central Govt,ST,1.0,
2014,Akola,Central Govt,ORC,,
2014,Akola,Central Govt,Others,,
2014,Akola,Local body,General,516.0,821.0
2014,Akola,Local body,OBC,753.0,944.0
2014,Akola,Local body,SC,206.0,313.0
2014,Akola,Local body,ST,106.0,187.0
2014,Akola,Local body,ORC,203.0,423.0
2014,Akola,Local body,Others,31.0,59.0
2014,Akola,Others,General,4.0,9.0
2014,Akola,Others,OBC,12.0,28.0
2014,Akola,Others,SC,6.0,6.0
2014,Akola,Others,ST,,1.0
2014,Akola,Others,ORC,4.0,5.0
2014,Akola,Others,Others,,1.0
2014,Amravati,Government Aided,General,819.0,1197.0
2014,Amravati,Government Aided,OBC,1261.0,2537.0
2014,Amravati,Government Aided,SC,401.0,740.0
2014,Amravati,Government Aided,ST,201.0,344.0
2014,Amravati,Government Aided,ORC,277.0,692.0
2014,Amravati,Government Aided,Others,1.0,
2014,Amravati,Private Unaided,General,462.0,221.0
2014,Amravati,Private Unaided,OBC,941.0,343.0
2014,Amravati,Private Unaided,SC,197.0,131.0
2014,Amravati,Private Unaided,ST,53.0,22.0
2014,Amravati,Private Unaided,ORC,105.0,48.0
2014,Amravati,Private Unaided,Others,,
2014,Amravati,Central Govt,General,1.0,12.0
2014,Amravati,Central Govt,OBC,2.0,6.0
2014,Amravati,Central Govt,SC,2.0,10.0
2014,Amravati,Central Govt,ST,,1.0
2014,Amravati,Central Govt,ORC,,1.0
2014,Amravati,Central Govt,Others,,
2014,Amravati,Local body,General,571.0,844.0
2014,Amravati,Local body,OBC,1648.0,1763.0
2014,Amravati,Local body,SC,451.0,579.0
2014,Amravati,Local body,ST,185.0,363.0
2014,Amravati,Local body,ORC,433.0,768.0
2014,Amravati,Local body,Others,,
2014,Amravati,Others,General,20.0,39.0
2014,Amravati,Others,OBC,89.0,116.0
2014,Amravati,Others,SC,36.0,44.0
2014,Amravati,Others,ST,6.0,18.0
2014,Amravati,Others,ORC,8.0,26.0
2014,Amravati,Others,Others,,
2014,Beed,Government Aided,General,1109.0,3761.0
2014,Beed,Government Aided,OBC,245.0,1006.0
2014,Beed,Government Aided,SC,186.0,796.0
2014,Beed,Government Aided,ST,66.0,233.0
2014,Beed,Government Aided,ORC,240.0,1605.0
2014,Beed,Government Aided,Others,5.0,18.0
2014,Beed,Private Unaided,General,560.0,798.0
2014,Beed,Private Unaided,OBC,112.0,196.0
2014,Beed,Private Unaided,SC,111.0,195.0
2014,Beed,Private Unaided,ST,28.0,43.0
2014,Beed,Private Unaided,ORC,169.0,400.0
2014,Beed,Private Unaided,Others,5.0,11.0
2014,Beed,Central Govt,General,,8.0
2014,Beed,Central Govt,OBC,2.0,4.0
2014,Beed,Central Govt,SC,4.0,8.0
2014,Beed,Central Govt,ST,,
2014,Beed,Central Govt,ORC,,
2014,Beed,Central Govt,Others,,
2014,Beed,Local body,General,1354.0,2488.0
2014,Beed,Local body,OBC,442.0,856.0
2014,Beed,Local body,SC,363.0,807.0
2014,Beed,Local body,ST,140.0,468.0
2014,Beed,Local body,ORC,706.0,2010.0
2014,Beed,Local body,Others,32.0,18.0
2014,Beed,Others,General,8.0,54.0
2014,Beed,Others,OBC,1.0,2.0
2014,Beed,Others,SC,1.0,10.0
2014,Beed,Others,ST,,1.0
2014,Beed,Others,ORC,6.0,25.0
2014,Beed,Others,Others,,
2014,Bhandara,Government Aided,General,105.0,122.0
2014,Bhandara,Government Aided,OBC,622.0,1661.0
2014,Bhandara,Government Aided,SC,195.0,569.0
2014,Bhandara,Government Aided,ST,53.0,150.0
2014,Bhandara,Government Aided,ORC,73.0,277.0
2014,Bhandara,Government Aided,Others,,
2014,Bhandara,Private Unaided,General,196.0,48.0
2014,Bhandara,Private Unaided,OBC,413.0,189.0
2014,Bhandara,Private Unaided,SC,137.0,107.0
2014,Bhandara,Private Unaided,ST,37.0,15.0
2014,Bhandara,Private Unaided,ORC,44.0,21.0
2014,Bhandara,Private Unaided,Others,,
2014,Bhandara,Central Govt,General,5.0,8.0
2014,Bhandara,Central Govt,OBC,5.0,9.0
2014,Bhandara,Central Govt,SC,3.0,12.0
2014,Bhandara,Central Govt,ST,,2.0
2014,Bhandara,Central Govt,ORC,,
2014,Bhandara,Central Govt,Others,,
2014,Bhandara,Local body,General,61.0,66.0
2014,Bhandara,Local body,OBC,680.0,1319.0
2014,Bhandara,Local body,SC,235.0,405.0
2014,Bhandara,Local body,ST,79.0,148.0
2014,Bhandara,Local body,ORC,137.0,298.0
2014,Bhandara,Local body,Others,,
2014,Bhandara,Others,General,10.0,3.0
2014,Bhandara,Others,OBC,24.0,23.0
2014,Bhandara,Others,SC,13.0,7.0
2014,Bhandara,Others,ST,9.0,6.0
2014,Bhandara,Others,ORC,3.0,2.0
2014,Bhandara,Others,Others,,
2014,Buldhana,Government Aided,General,399.0,1780.0
2014,Buldhana,Government Aided,OBC,299.0,1562.0
2014,Buldhana,Government Aided,SC,128.0,675.0
2014,Buldhana,Government Aided,ST,55.0,327.0
2014,Buldhana,Government Aided,ORC,117.0,895.0
2014,Buldhana,Government Aided,Others,1.0,3.0
2014,Buldhana,Private Unaided,General,486.0,499.0
2014,Buldhana,Private Unaided,OBC,475.0,489.0
2014,Buldhana,Private Unaided,SC,111.0,185.0
2014,Buldhana,Private Unaided,ST,18.0,55.0
2014,Buldhana,Private Unaided,ORC,85.0,149.0
2014,Buldhana,Private Unaided,Others,12.0,4.0
2014,Buldhana,Central Govt,General,2.0,7.0
2014,Buldhana,Central Govt,OBC,4.0,6.0
2014,Buldhana,Central Govt,SC,2.0,3.0
2014,Buldhana,Central Govt,ST,,1.0
2014,Buldhana,Central Govt,ORC,,
2014,Buldhana,Central Govt,Others,,
2014,Buldhana,Local body,General,520.0,1619.0
2014,Buldhana,Local body,OBC,686.0,2060.0
2014,Buldhana,Local body,SC,264.0,725.0
2014,Buldhana,Local body,ST,83.0,337.0
2014,Buldhana,Local body,ORC,316.0,1213.0
2014,Buldhana,Local body,Others,,2.0
2014,Buldhana,Others,General,3.0,7.0
2014,Buldhana,Others,OBC,16.0,27.0
2014,Buldhana,Others,SC,9.0,19.0
2014,Buldhana,Others,ST,3.0,3.0
2014,Buldhana,Others,ORC,3.0,11.0
2014,Buldhana,Others,Others,,
2014,Chandrapur,Government Aided,General,297.0,452.0
2014,Chandrapur,Government Aided,OBC,642.0,2414.0
2014,Chandrapur,Government Aided,SC,284.0,800.0
2014,Chandrapur,Government Aided,ST,196.0,530.0
2014,Chandrapur,Government Aided,ORC,199.0,549.0
2014,Chandrapur,Government Aided,Others,,
2014,Chandrapur,Private Unaided,General,674.0,195.0
2014,Chandrapur,Private Unaided,OBC,733.0,386.0
2014,Chandrapur,Private Unaided,SC,451.0,240.0
2014,Chandrapur,Private Unaided,ST,113.0,76.0
2014,Chandrapur,Private Unaided,ORC,152.0,120.0
2014,Chandrapur,Private Unaided,Others,,
2014,Chandrapur,Central Govt,General,12.0,10.0
2014,Chandrapur,Central Govt,OBC,7.0,12.0
2014,Chandrapur,Central Govt,SC,8.0,31.0
2014,Chandrapur,Central Govt,ST,3.0,4.0
2014,Chandrapur,Central Govt,ORC,3.0,5.0
2014,Chandrapur,Central Govt,Others,,
2014,Chandrapur,Local body,General,288.0,248.0
2014,Chandrapur,Local body,OBC,985.0,1791.0
2014,Chandrapur,Local body,SC,440.0,936.0
2014,Chandrapur,Local body,ST,233.0,836.0
2014,Chandrapur,Local body,ORC,197.0,624.0
2014,Chandrapur,Local body,Others,,
2014,Chandrapur,Others,General,29.0,36.0
2014,Chandrapur,Others,OBC,29.0,66.0
2014,Chandrapur,Others,SC,48.0,40.0
2014,Chandrapur,Others,ST,11.0,23.0
2014,Chandrapur,Others,ORC,18.0,20.0
2014,Chandrapur,Others,Others,,
2014,Chhatrapati Sambhaji Nagar,Government Aided,General,2609.0,3437.0
2014,Chhatrapati Sambhaji Nagar,Government Aided,OBC,579.0,1143.0
2014,Chhatrapati Sambhaji Nagar,Government Aided,SC,426.0,720.0
2014,Chhatrapati Sambhaji Nagar,Government Aided,ST,142.0,298.0
2014,Chhatrapati Sambhaji Nagar,Government Aided,ORC,296.0,855.0
2014,Chhatrapati Sambhaji Nagar,Government Aided,Others,,
2014,Chhatrapati Sambhaji Nagar,Private Unaided,General,2945.0,1674.0
2014,Chhatrapati Sambhaji Nagar,Private Unaided,OBC,472.0,280.0
2014,Chhatrapati Sambhaji Nagar,Private Unaided,SC,380.0,326.0
2014,Chhatrapati Sambhaji Nagar,Private Unaided,ST,108.0,112.0
2014,Chhatrapati Sambhaji Nagar,Private Unaided,ORC,221.0,270.0
2014,Chhatrapati Sambhaji Nagar,Private Unaided,Others,,
2014,Chhatrapati Sambhaji Nagar,Central Govt,General,19.0,18.0
2014,Chhatrapati Sambhaji Nagar,Central Govt,OBC,2.0,11.0
2014,Chhatrapati Sambhaji Nagar,Central Govt,SC,9.0,23.0
2014,Chhatrapati Sambhaji Nagar,Central Govt,ST,,1.0
2014,Chhatrapati Sambhaji Nagar,Central Govt,ORC,,
2014,Chhatrapati Sambhaji Nagar,Central Govt,Others,,
2014,Chhatrapati Sambhaji Nagar,Local body,General,1880.0,2489.0
2014,Chhatrapati Sambhaji Nagar,Local body,OBC,805.0,1267.0
2014,Chhatrapati Sambhaji Nagar,Local body,SC,487.0,745.0
2014,Chhatrapati Sambhaji Nagar,Local body,ST,199.0,516.0
2014,Chhatrapati Sambhaji Nagar,Local body,ORC,569.0,1121.0
2014,Chhatrapati Sambhaji Nagar,Local body,Others,,
2014,Chhatrapati Sambhaji Nagar,Others,General,17.0,32.0
2014,Chhatrapati Sambhaji Nagar,Others,OBC,10.0,14.0
2014,Chhatrapati Sambhaji Nagar,Others,SC,3.0,6.0
2014,Chhatrapati Sambhaji Nagar,Others,ST,4.0,5.0
2014,Chhatrapati Sambhaji Nagar,Others,ORC,4.0,22.0
2014,Chhatrapati Sambhaji Nagar,Others,Others,,
2014,Dharashiv,Government Aided,General,553.0,2273.0
2014,Dharashiv,Government Aided,OBC,128.0,577.0
2014,Dharashiv,Government Aided,SC,101.0,550.0
2014,Dharashiv,Government Aided,ST,38.0,181.0
2014,Dharashiv,Government Aided,ORC,80.0,518.0
2014,Dharashiv,Government Aided,Others,,
2014,Dharashiv,Private Unaided,General,304.0,348.0
2014,Dharashiv,Private Unaided,OBC,37.0,42.0
2014,Dharashiv,Private Unaided,SC,37.0,68.0
2014,Dharashiv,Private Unaided,ST,13.0,14.0
2014,Dharashiv,Private Unaided,ORC,20.0,60.0
2014,Dharashiv,Private Unaided,Others,,
2014,Dharashiv,Central Govt,General,2.0,5.0
2014,Dharashiv,Central Govt,OBC,1.0,2.0
2014,Dharashiv,Central Govt,SC,,5.0
2014,Dharashiv,Central Govt,ST,,
2014,Dharashiv,Central Govt,ORC,,
2014,Dharashiv,Central Govt,Others,,
2014,Dharashiv,Local body,General,823.0,1916.0
2014,Dharashiv,Local body,OBC,311.0,601.0
2014,Dharashiv,Local body,SC,197.0,507.0
2014,Dharashiv,Local body,ST,81.0,242.0
2014,Dharashiv,Local body,ORC,204.0,519.0
2014,Dharashiv,Local body,Others,,
2014,Dharashiv,Others,General,13.0,18.0
2014,Dharashiv,Others,OBC,6.0,4.0
2014,Dharashiv,Others,SC,,5.0
2014,Dharashiv,Others,ST,,1.0
2014,Dharashiv,Others,ORC,3.0,5.0
2014,Dharashiv,Others,Others,,
2014,Dhule,Government Aided,General,636.0,2042.0
2014,Dhule,Government Aided,OBC,849.0,2519.0
2014,Dhule,Government Aided,SC,199.0,429.0
2014,Dhule,Government Aided,ST,176.0,521.0
2014,Dhule,Government Aided,ORC,142.0,597.0
2014,Dhule,Government Aided,Others,,
2014,Dhule,Private Unaided,General,213.0,116.0
2014,Dhule,Private Unaided,OBC,289.0,293.0
2014,Dhule,Private Unaided,SC,37.0,57.0
2014,Dhule,Private Unaided,ST,26.0,58.0
2014,Dhule,Private Unaided,ORC,42.0,65.0
2014,Dhule,Private Unaided,Others,,
2014,Dhule,Central Govt,General,4.0,1.0
2014,Dhule,Central Govt,OBC,2.0,9.0
2014,Dhule,Central Govt,SC,1.0,1.0
2014,Dhule,Central Govt,ST,,3.0
2014,Dhule,Central Govt,ORC,,
2014,Dhule,Central Govt,Others,,
2014,Dhule,Local body,General,491.0,587.0
2014,Dhule,Local body,OBC,479.0,517.0
2014,Dhule,Local body,SC,154.0,190.0
2014,Dhule,Local body,ST,228.0,663.0
2014,Dhule,Local body,ORC,202.0,380.0
2014,Dhule,Local body,Others,,
2014,Dhule,Others,General,13.0,31.0
2014,Dhule,Others,OBC,28.0,95.0
2014,Dhule,Others,SC,8.0,16.0
2014,Dhule,Others,ST,14.0,38.0
2014,Dhule,Others,ORC,10.0,17.0
2014,Dhule,Others,Others,,
2014,Gadchiroli,Government Aided,General,101.0,362.0
2014,Gadchiroli,Government Aided,OBC,201.0,1194.0
2014,Gadchiroli,Government Aided,SC,84.0,495.0
2014,Gadchiroli,Government Aided,ST,71.0,285.0
2014,Gadchiroli,Government Aided,ORC,54.0,257.0
2014,Gadchiroli,Government Aided,Others,,
2014,Gadchiroli,Private Unaided,General,131.0,118.0
2014,Gadchiroli,Private Unaided,OBC,156.0,250.0
2014,Gadchiroli,Private Unaided,SC,126.0,168.0
2014,Gadchiroli,Private Unaided,ST,44.0,52.0
2014,Gadchiroli,Private Unaided,ORC,29.0,66.0
2014,Gadchiroli,Private Unaided,Others,,
2014,Gadchiroli,Central Govt,General,3.0,1.0
2014,Gadchiroli,Central Govt,OBC,,8.0
2014,Gadchiroli,Central Govt,SC,,6.0
2014,Gadchiroli,Central Govt,ST,,2.0
2014,Gadchiroli,Central Govt,ORC,,
2014,Gadchiroli,Central Govt,Others,,
2014,Gadchiroli,Local body,General,145.0,345.0
2014,Gadchiroli,Local body,OBC,373.0,963.0
2014,Gadchiroli,Local body,SC,235.0,608.0
2014,Gadchiroli,Local body,ST,299.0,1133.0
2014,Gadchiroli,Local body,ORC,182.0,416.0
2014,Gadchiroli,Local body,Others,,
2014,Gadchiroli,Others,General,16.0,37.0
2014,Gadchiroli,Others,OBC,47.0,132.0
2014,Gadchiroli,Others,SC,16.0,105.0
2014,Gadchiroli,Others,ST,18.0,97.0
2014,Gadchiroli,Others,ORC,10.0,61.0
2014,Gadchiroli,Others,Others,,
2014,Gondia,Government Aided,General,128.0,284.0
2014,Gondia,Government Aided,OBC,410.0,1766.0
2014,Gondia,Government Aided,SC,178.0,524.0
2014,Gondia,Government Aided,ST,55.0,197.0
2014,Gondia,Government Aided,ORC,80.0,260.0
2014,Gondia,Government Aided,Others,,
2014,Gondia,Private Unaided,General,197.0,62.0
2014,Gondia,Private Unaided,OBC,460.0,373.0
2014,Gondia,Private Unaided,SC,149.0,158.0
2014,Gondia,Private Unaided,ST,41.0,52.0
2014,Gondia,Private Unaided,ORC,35.0,40.0
2014,Gondia,Private Unaided,Others,,
2014,Gondia,Central Govt,General,1.0,3.0
2014,Gondia,Central Govt,OBC,2.0,9.0
2014,Gondia,Central Govt,SC,4.0,7.0
2014,Gondia,Central Govt,ST,,3.0
2014,Gondia,Central Govt,ORC,1.0,2.0
2014,Gondia,Central Govt,Others,,
2014,Gondia,Local body,General,111.0,153.0
2014,Gondia,Local body,OBC,626.0,1934.0
2014,Gondia,Local body,SC,218.0,590.0
2014,Gondia,Local body,ST,100.0,276.0
2014,Gondia,Local body,ORC,144.0,428.0
2014,Gondia,Local body,Others,,
2014,Gondia,Others,General,12.0,4.0
2014,Gondia,Others,OBC,33.0,81.0
2014,Gondia,Others,SC,20.0,48.0
2014,Gondia,Others,ST,6.0,14.0
2014,Gondia,Others,ORC,5.0,10.0
2014,Gondia,Others,Others,,
2014,Hingoli,Government Aided,General,218.0,1056.0
2014,Hingoli,Government Aided,OBC,55.0,262.0
2014,Hingoli,Government Aided,SC,48.0,285.0
2014,Hingoli,Government Aided,ST,35.0,117.0
2014,Hingoli,Government Aided,ORC,46.0,321.0
2014,Hingoli,Government Aided,Others,,2.0
2014,Hingoli,Private Unaided,General,155.0,310.0
2014,Hingoli,Private Unaided,OBC,38.0,89.0
2014,Hingoli,Private Unaided,SC,34.0,116.0
2014,Hingoli,Private Unaided,ST,8.0,33.0
2014,Hingoli,Private Unaided,ORC,31.0,103.0
2014,Hingoli,Private Unaided,Others,2.0,11.0
2014,Hingoli,Central Govt,General,2.0,15.0
2014,Hingoli,Central Govt,OBC,,3.0
2014,Hingoli,Central Govt,SC,,4.0
2014,Hingoli,Central Govt,ST,,
2014,Hingoli,Central Govt,ORC,,
2014,Hingoli,Central Govt,Others,,
2014,Hingoli,Local body,General,462.0,1196.0
2014,Hingoli,Local body,OBC,204.0,618.0
2014,Hingoli,Local body,SC,95.0,477.0
2014,Hingoli,Local body,ST,45.0,313.0
2014,Hingoli,Local body,ORC,163.0,535.0
2014,Hingoli,Local body,Others,1.0,1.0
2014,Hingoli,Others,General,5.0,35.0
2014,Hingoli,Others,OBC,5.0,16.0
2014,Hingoli,Others,SC,4.0,20.0
2014,Hingoli,Others,ST,1.0,6.0
2014,Hingoli,Others,ORC,1.0,17.0
2014,Hingoli,Others,Others,,1.0
2014,Jalgaon,Government Aided,General,1145.0,3652.0
2014,Jalgaon,Government Aided,OBC,1325.0,3550.0
2014,Jalgaon,Government Aided,SC,393.0,1022.0
2014,Jalgaon,Government Aided,ST,221.0,626.0
2014,Jalgaon,Government Aided,ORC,193.0,862.0
2014,Jalgaon,Government Aided,Others,,
2014,Jalgaon,Private Unaided,General,625.0,441.0
2014,Jalgaon,Private Unaided,OBC,667.0,475.0
2014,Jalgaon,Private Unaided,SC,130.0,91.0
2014,Jalgaon,Private Unaided,ST,58.0,64.0
2014,Jalgaon,Private Unaided,ORC,66.0,83.0
2014,Jalgaon,Private Unaided,Others,,
2014,Jalgaon,Central Govt,General,35.0,41.0
2014,Jalgaon,Central Govt,OBC,16.0,21.0
2014,Jalgaon,Central Govt,SC,9.0,9.0
2014,Jalgaon,Central Govt,ST,3.0,5.0
2014,Jalgaon,Central Govt,ORC,,1.0
2014,Jalgaon,Central Govt,Others,,
2014,Jalgaon,Local body,General,1070.0,2105.0
2014,Jalgaon,Local body,OBC,940.0,1681.0
2014,Jalgaon,Local body,SC,356.0,656.0
2014,Jalgaon,Local body,ST,172.0,450.0
2014,Jalgaon,Local body,ORC,289.0,675.0
2014,Jalgaon,Local body,Others,,
2014,Jalgaon,Others,General,23.0,49.0
2014,Jalgaon,Others,OBC,36.0,77.0
2014,Jalgaon,Others,SC,15.0,18.0
2014,Jalgaon,Others,ST,6.0,17.0
2014,Jalgaon,Others,ORC,9.0,29.0
2014,Jalgaon,Others,Others,,
2014,Jalna,Government Aided,General,474.0,1758.0
2014,Jalna,Government Aided,OBC,126.0,546.0
2014,Jalna,Government Aided,SC,89.0,396.0
2014,Jalna,Government Aided,ST,24.0,145.0
2014,Jalna,Government Aided,ORC,87.0,493.0
2014,Jalna,Government Aided,Others,,
2014,Jalna,Private Unaided,General,442.0,752.0
2014,Jalna,Private Unaided,OBC,102.0,189.0
2014,Jalna,Private Unaided,SC,65.0,163.0
2014,Jalna,Private Unaided,ST,21.0,61.0
2014,Jalna,Private Unaided,ORC,63.0,139.0
2014,Jalna,Private Unaided,Others,,
2014,Jalna,Central Govt,General,4.0,5.0
2014,Jalna,Central Govt,OBC,2.0,4.0
2014,Jalna,Central Govt,SC,2.0,5.0
2014,Jalna,Central Govt,ST,1.0,
2014,Jalna,Central Govt,ORC,,
2014,Jalna,Central Govt,Others,,
2014,Jalna,Local body,General,804.0,2041.0
2014,Jalna,Local body,OBC,323.0,879.0
2014,Jalna,Local body,SC,222.0,610.0
2014,Jalna,Local body,ST,57.0,286.0
2014,Jalna,Local body,ORC,268.0,997.0
2014,Jalna,Local body,Others,,
2014,Jalna,Others,General,11.0,48.0
2014,Jalna,Others,OBC,2.0,5.0
2014,Jalna,Others,SC,1.0,7.0
2014,Jalna,Others,ST,,1.0
