District,Year,Type of Court,Number of Functioning courts,Total Cases,Approved Judge Posts,Judge Positions Filled,Number of Regular Original Cases,Number of Miscellaneous Original Cases,Number of Regular Appeal Cases,Number of Miscellaneous Appeal Cases
Parbhani,2013,District Magistrate And Executive Magistrate,15,5219,15,15,5219,0,0,0
Parbhani,2013,Customer Forum,1,5298,1,1,131,133, , 
Parbhani,2014,Civil Court,28,4769,28,28,1743,2088,150,788
Parbhani,2014,Criminal Court,29,8352,29,29,2817,4223,122,1190
Parbhani,2014,Public Court, ,897, , ,753,54,16,74
Parbhani,2014,Labor Court,1,177,1,1,177, , , 
Parbhani,2014,Industrial Court,1,110,1,1,75,20,5, 
Parbhani,2014,Family Court,1,308,1,1,280,28, , 
Parbhani,2014,District Magistrate And Executive Magistrate,24,5420,24,24,2534,186, , 
Parbhani,2014,Customer Forum,1,5432,1,1,98,103, , 
Parbhani,2015,Civil Court,35,3982,35,35,1607,1576,281,518
Parbhani,2015,Criminal Court,35,7500,35,35,2628,4282,144,446
Parbhani,2015,Public Court, ,674, , ,142,399,34,99
Parbhani,2015,Labor Court,1,189,1,1,189, , , 
Parbhani,2015,Industrial Court,1,105,1,1,77,22,6, 
Parbhani,2015,Family Court,1,328,1,1,297,31, , 
Parbhani,2015,District Magistrate And Executive Magistrate,24,2741,24,24,2549,192, , 
Parbhani,2015,Customer Forum,1,237,1,1,129,108, , 
Parbhani,2016,Civil Court,35,4595,35,30,1926,2068,384,217
Parbhani,2016,Criminal Court,35,8758,35,30,2324,5925,292,217
Parbhani,2016,Public Court, ,896, , ,285,536,59,16
Parbhani,2016,Labor Court,0,105,0,0,78,27, , 
Parbhani,2016,Industrial Court,1,151,1,1,84,10,42,15
Parbhani,2016,Family Court, , , , , , , , 
Parbhani,2016,District Magistrate And Executive Magistrate,24,2849,24,24,2694,155, , 
Parbhani,2016,Customer Forum,1,237,1,1,102,111, , 
Parbhani,2017,Civil Court,31,4047,31,31,1891,1483,246,427
Parbhani,2017,Criminal Court,31,8101,31,31,2499,4853,290,459
Parbhani,2017,Public Court, ,1224, , ,598,499,62,65
Parbhani,2017,Labor Court,0,286,0,0,188,98, , 
Parbhani,2017,Industrial Court,1,922,1,1,726,23,135,38
Parbhani,2017,Family Court, , , , , , , , 
Parbhani,2017,District Magistrate And Executive Magistrate,24,2857,24,24,2699,158, , 
Parbhani,2017,Customer Forum,1,162,1,1,131,31, , 
Parbhani,2018,Civil Court,36,4559,36,36,1597,2437,280,245
Parbhani,2018,Criminal Court,36,10468,36,36,2642,6917,145,764
Parbhani,2018,Public Court,0,1059,0,0,599,460,0,0
Parbhani,2018,Labor Court,0,100,0,0,50,50,0,0
Parbhani,2018,Industrial Court,0,126,0,0,85,9,31,1
Parbhani,2018,Family Court,0,0,0,0,0,0,0,0
Parbhani,2018,District Magistrate And Executive Magistrate,24,5212,24,24,4016,1196,0,0
Parbhani,2018,Customer Forum,1,377,1,1,166,211,0,0
Parbhani,2019,Civil Court,32,9062,32,32,1011,7373,197,481
Parbhani,2019,Criminal Court,32,14450,32,32,3828,9964,282,376
Parbhani,2019,Public Court,0,1948,0,0,642,1306,0,0
Parbhani,2019,Labor Court,0,487,0,0,334,153,0,0
Parbhani,2019,Industrial Court,0,118,0,0,104,2,9,3
Parbhani,2019,Family Court,0,0,0,0,0,0,0,0
Parbhani,2019,District Magistrate And Executive Magistrate,15,4777,15,15,4777,0,0,0
Parbhani,2019,Customer Forum,1,764,1,1,454,310,0,0
Parbhani,2020,Civil Court,33,3048,33,32,954,1996,58,40
Parbhani,2020,Criminal Court,33,5407,33,32,1145,4200,45,17
Parbhani,2020,Public Court,,279,,,127,152,0,0
Parbhani,2020,Labor Court,1,470,1,1,320,150,0,0
Parbhani,2020,Industrial Court,0,35,0,0,33,1,1,
Parbhani,2020,Family Court,1,1064,1,1,998,66,0,0
Parbhani,2020,District Magistrate And Executive Magistrate,15,2110,15,15,2110,0,0,0
Parbhani,2020,Customer Forum,1,928,1,1,0,0,0,0
Parbhani,2021,Civil Court,33,5751,33,32,1521,3946,169,115
Parbhani,2021,Criminal Court,,10061,33,32,2881,6592,166,422
Parbhani,2021,Public Court,0,2088,0,0,715,1373,0,0
Parbhani,2021,Labor Court,0,0,0,0,0,0,0,0
Parbhani,2021,Industrial Court,0,0,0,0,0,0,0,0
Parbhani,2021,Family Court,1,1311,1,1,895,416,0,0
Parbhani,2021,District Magistrate And Executive Magistrate,15,2007,15,15,2007,0,0,0
Parbhani,2021,Customer Forum,1,1515,1,1,1515,0,0,0
Pune,2011,Civil Court,126,37175,126,126,9724,21080,1005,5366
Pune,2011,Criminal Court,,,,,,,,
Pune,2011,Public Court,1,86367,1,1,73406,12961,,
Pune,2011,Labor Court,,,,,,,,
Pune,2011,Industrial Court,2,440,2,2,317,6,117,
Pune,2011,Family Court,,,,,,,,
Pune,2011,District Magistrate And Executive Magistrate,,,,,,,,
Pune,2011,Customer Forum,1,857,3,1,857,,,
Pune,2012,Civil Court,126,23676,126,125,12253,5839,1161,4423
Pune,2012,Criminal Court,,155287,,,15903,129334,1047,6003
Pune,2012,Public Court,1,117100,1,1,117100,0,0,0
Pune,2012,Labor Court,4,1575,1,1,679,890,6,0
Pune,2012,Industrial Court,2,352,2,1,84,151,80,37
Pune,2012,Family Court,4,4591,5,4,3270,1321,0,0
Pune,2012,District Magistrate And Executive Magistrate,,,,,,,,
Pune,2012,Customer Forum,1,724,3,3,724,0,0,0
Pune,2013,Civil Court,134,19477,134,134,9040,5145,953,4339
Pune,2013,Criminal Court,134,105391,134,134,17147,79744,933,7567
Pune,2013,Public Court,1,80319,1,1,35044,45275,0,0
Pune,2013,Labor Court,4,1074,4,4,315,589,170,0
Pune,2013,Industrial Court,2,650,2,2,575,10,59,6
Pune,2013,Family Court,5,4666,5,5,3455,1211,0,0
Pune,2013,District Magistrate And Executive Magistrate,,,,,,,,
Pune,2013,Customer Forum,1,1803,2,2,1715,88,0,0
Pune,2014,Civil Court,135,17710,135,135,8118,4036,1069,4487
Pune,2014,Criminal Court,,107408,,,15588,82929,1259,7632
Pune,2014,Public Court,1,212510,1,1,32559,179951,0,0
Pune,2014,Labor Court,4,1492,4,4,523,969,0,0
Pune,2014,Industrial Court,2,1220,2,2,1085,6,126,3
Pune,2014,Family Court,5,4664,5,3,3524,1140,0,0
Pune,2014,District Magistrate And Executive Magistrate,,,,,,,,
Pune,2014,Customer Forum,2,1201,2,2,1055,146,0,0
Pune,2015,Civil Court,148,18045,148,148,6720,4542,963,5820
Pune,2015,Criminal Court,,106856,,,23639,74037,1254,7926
Pune,2015,Public Court,1,107652,1,1,27793,79859,0,0
Pune,2015,Labor Court,4,1413,4,4,993,420,0,0
Pune,2015,Industrial Court,2,429,2,2,285,13,123,8
Pune,2015,Family Court,5,4835,5,5,4599,236,0,0
Pune,2015,District Magistrate And Executive Magistrate,,,,,,,,
Pune,2015,Customer Forum,2,1919,2,2,1710,209,,
Pune,2016,Civil Court,163,19436,163,163,7562,5195,2708,3971
Pune,2016,Criminal Court,,123908,,,21073,94167,1213,7455
Pune,2016,Public Court,1,78693,1,1,15196,63497,0,0
Pune,2016,Labor Court,4,1063,4,4,519,544,0,0
Pune,2016,Industrial Court,2,532,2,2,381,20,125,6
Pune,2016,Family Court,5,4944,5,5,3832,1112,0,0
Pune,2016,District Magistrate And Executive Magistrate,,,,,,,,
Pune,2016,Customer Forum,2,2292,2,2,1897,395,,
Pune,2017,Civil Court,165,21373,165,165,7756,5610,2702,5305
Pune,2017,Criminal Court,,110969,,,25055,75754,1210,8950
Pune,2017,Public Court,1,106532,1,1,13166,93366,0,0
Pune,2017,Labor Court,4,2490,4,4,1954,520,16,0
Pune,2017,Industrial Court,2,1053,2,2,875,14,164,0
Pune,2017,Family Court,5,5363,5,5,5082,281,0,0
Pune,2017,District Magistrate And Executive Magistrate,,,,,,,,
Pune,2017,Customer Forum,2,1732,2,1,1146,586,,
Pune,2018,Civil Court,173,18477,173,173,5366,5675,2635,4801
Pune,2018,Criminal Court,,103132,,,24659,67682,1145,9646
Pune,2018,Public Court,1,141126,1,1,127617,13509,0,0
Pune,2018,Labor Court,4,972,4,4,445,527,0,0
Pune,2018,Industrial Court,2,946,2,2,263,421,249,13
Pune,2018,Family Court,5,3697,5,5,3499,198,0,0
Pune,2018,District Magistrate And Executive Magistrate,,,,,,,,
Pune,2018,Customer Forum,2,1696,2,2,1028,668,0,0
Pune,2019,Civil Court,162,21015,162,162,7812,5716,2083,5404
Pune,2019,Criminal Court,,83956,,,17275,62827,1403,2451
Pune,2019,Public Court,1,96692,1,1,82142,14550,0,0
Pune,2019,Labor Court,4,898,4,4,430,468,0,0
Pune,2019,Industrial Court,2,496,2,2,305,140,49,2
Pune,2019,Family Court,5,4087,5,4,3912,175,0,0
Pune,2019,District Magistrate And Executive Magistrate,,,,,,,,
Pune,2019,Customer Forum,2,1716,2,2,1203,513,0,0
Pune,2020,Civil Court,166,129148,166,166,1822,2973,453,1678
Pune,2020,Criminal Court,,469759,,,5652,21071,425,8569
Pune,2020,Public Court,1,14431,1,1,5226,9205,0,0
Pune,2020,Labor Court,4,3818,4,4,110,150,8,0
Pune,2020,Industrial Court,2,2249,2,2,927,43,160,14
Pune,2020,Family Court,5,2215,5,5,2020,195,0,0
Pune,2020,District Magistrate And Executive Magistrate,,,,,,,,
Pune,2020,Customer Forum,1,472,3,3,429,43,0,0
Pune,2021,Civil Court,150,13429,150,150,3297,5390,1377,3365
Pune,2021,Criminal Court,,130523,,,30141,85577,1549,13256
Pune,2021,Public Court,1,584020,1,1,49991,534029,0,0
Pune,2021,Labor Court,4,788,4,4,264,495,29,0
Pune,2021,Industrial Court,2,1422,2,2,1164,104,138,16
Pune,2021,Family Court,5,8650,5,5,7387,1263,0,0
Pune,2021,District Magistrate And Executive Magistrate,,,,,,,,
Pune,2021,Customer Forum,2,1535,6,6,1298,237,0,0
Raigad,2012,Civil Court,5,8646,5,5,4255,4164,139,88
Raigad,2012,Criminal Court,29,17786,28,29,13824,3836,126,0
Raigad,2012,Public Court,0,8213,0,0,8213,0,0,0
Raigad,2012,Labor Court,1,281,1,1,175,106,0,0
Raigad,2012,Industrial Court,3,109,2,3,97,0,12,0
Raigad,2012,Family Court,,,,,,,,
Raigad,2012,District Magistrate And Executive Magistrate,21,5546,21,21,5546,0,0,0
Raigad,2012,Customer Forum,1,211,0,1,0,0,0,0
Raigad,2013,Civil Court,5,6719,5,5,3129,3378,137,75
Raigad,2013,Criminal Court,28,15740,28,28,12273,3153,137,177
Raigad,2013,Public Court,0,3811,0,0,3811,0,0,0
Raigad,2013,Labor Court,1,286,1,1,197,89,0,0
Raigad,2013,Industrial Court,3,126,1,3,112,0,14,0
Raigad,2013,Family Court,,,,,,,,
Raigad,2013,District Magistrate And Executive Magistrate,25,5101,25,25,5101,0,0,0
Raigad,2013,Customer Forum,1,6288,3,3,138,10,28,0
Raigad,2014,Civil Court,5,1368,5,5,871,497,0,0
Raigad,2014,Criminal Court,28,21646,28,28,15203,5868,287,288
Raigad,2014,Public Court,0,1979,0,0,1979,0,0,0
Raigad,2014,Labor Court,1,281,1,1,261,20,0,0
Raigad,2014,Industrial Court,3,432,2,3,388,3,41,0
Raigad,2014,Family Court,,,,,,,,
Raigad,2014,District Magistrate And Executive Magistrate,25,5637,25,25,5637,0,0,0
Raigad,2014,Customer Forum,1,6214,3,3,1737,12,22,0
Raigad,2015,Civil Court,6,5926,6,6,2933,2611,226,156
Raigad,2015,Criminal Court,40,16915,40,40,11158,5503,128,126
Raigad,2015,Public Court,0,2176,0,0,0,0,0,0
Raigad,2015,Labor Court,1,210,1,1,94,116,0,0
Raigad,2015,Industrial Court,3,526,2,3,358,31,135,2
Raigad,2015,Family Court,,,,,,,,
Raigad,2015,District Magistrate And Executive Magistrate,25,3697,25,25,3697,0,0,0
Raigad,2015,Customer Forum,1,781,1,1,781,147,0,0
Raigad,2016,Civil Court,6,6764,6,6,3754,2641,283,86
Raigad,2016,Criminal Court,41,16724,41,41,11010,5455,153,106
Raigad,2016,Public Court,,3505,,,,,,
Raigad,2016,Labor Court,1,325,1,1,214,111,,
Raigad,2016,Industrial Court,3,462,2,3,412,6,44,
Raigad,2016,Family Court,,,,,,,,
Raigad,2016,District Magistrate And Executive Magistrate,25,875,25,25,875,,,
Raigad,2016,Customer Forum,1,375,1,1,342,33,,
Raigad,2017,Civil Court,7,7878,7,7,4438,3046,289,105
Raigad,2017,Criminal Court,41,19839,41,41,14663,4835,202,139
Raigad,2017,Public Court,,2798,,,,,,
Raigad,2017,Labor Court,1,255,1,1,210,45,,
Raigad,2017,Industrial Court,3,809,3,3,710,79,82,1
Raigad,2017,Family Court,,,,,,,,
Raigad,2017,District Magistrate And Executive Magistrate,25,4214,25,25,4214,,,
Raigad,2017,Customer Forum,1,930,2,3,676,254,,
Raigad,2018,Civil Court,7,8228,7,7,4590,3254,260,124
Raigad,2018,Criminal Court,42,19768,42,42,14562,5028,178,
Raigad,2018,Public Court,,5728,,,0,0,0,0
Raigad,2018,Labor Court,1,208,1,1,122,86,,
Raigad,2018,Industrial Court,3,1717,3,3,1518,100,99,
Raigad,2018,Family Court,,,,,,,,
Raigad,2018,District Magistrate And Executive Magistrate,25,4617,25,25,4617,,,
Raigad,2018,Customer Forum,1,832,2,3,732,100,,
Raigad,2019,Civil Court,41,39175,35,35,20058,16557,1868,692
Raigad,2019,Criminal Court,38,40174,9,9,32950,6029,1195,
Raigad,2019,Public Court,,1244,,,1244,,,
Raigad,2019,Labor Court,1,217,1,1,122,95,,
Raigad,2019,Industrial Court,3,1673,3,3,1405,105,163,
Raigad,2019,Family Court,,,,,,,,
Raigad,2019,District Magistrate And Executive Magistrate,25,5121,25,25,5121,,,
Raigad,2019,Customer Forum,1,930,3,2,676,254,,
Raigad,2020,Civil Court,41,3631,41,41,1496,2048,67,20
Raigad,2020,Criminal Court,27,8081,6,6,4861,3158,62,
Raigad,2020,Public Court,1,558,,,,,,
Raigad,2020,Labor Court,1,51,1,1,11,40,,
Raigad,2020,Industrial Court,3,70,3,2,57,3,10,
Raigad,2020,Family Court,,,,,,,,
Raigad,2020,District Magistrate And Executive Magistrate,25,4019,25,25,4019,,,
Raigad,2020,Customer Forum,1,1097,3,2,275,822,,
Raigad,2021,Civil Court,41,6381,41,41,2714,3534,94,39
Raigad,2021,Criminal Court,27,13503,5,5,8151,5184,84,84
Raigad,2021,Public Court,3,9428,,,,,,
Raigad,2021,Labor Court,1,89,1,1,16,73,,
Raigad,2021,Industrial Court,3,339,3,1,327,8,4,
Raigad,2021,Family Court,1,382,1,1,382,,,
Raigad,2021,District Magistrate And Executive Magistrate,25,5372,25,25,5372,,,
Raigad,2021,Customer Forum,1,1097,3,2,275,822,,
Ratnagiri,2006,Civil Court,,1807,,,442,909,223,233
Ratnagiri,2006,Criminal Court,,7321,,,2555,4172,502,92
Ratnagiri,2006,Public Court,,1589,,,436,-56,,
Ratnagiri,2006,Labor Court,,393,,,337,,-58,
Ratnagiri,2006,Industrial Court,,142,,,84,,220,
Ratnagiri,2006,Family Court,,330,,,110,,,
Ratnagiri,2006,District Magistrate And Executive Magistrate,,5119,,,519,,,
Ratnagiri,2006,Customer Forum,,,,,,,,
Ratnagiri,2008,Civil Court,,2532,,,605,1226,415,286
Ratnagiri,2008,Criminal Court,,8458,,,2783,5070,548,57
Ratnagiri,2008,Public Court,,123,,,123,,,
Ratnagiri,2008,Labor Court,,209,,,112,74,23,
Ratnagiri,2008,Industrial Court,,91,,,49,,42,
Ratnagiri,2008,Family Court,,182,,,182,,,
Ratnagiri,2008,District Magistrate And Executive Magistrate,,3197,,,3197,,,
Ratnagiri,2008,Customer Forum,,,,,,,,
Ratnagiri,2009,Civil Court,18,2099,18,18,521,1081,291,206
Ratnagiri,2009,Criminal Court,17,7253,17,17,2434,4415,346,58
Ratnagiri,2009,Public Court,8,219,,,164,0,55,0
Ratnagiri,2009,Labor Court,1,248,1,1,227,21,0,0
Ratnagiri,2009,Industrial Court,2,74,2,2,53,0,21,0
Ratnagiri,2009,Family Court,3,144,3,3,144,0,0,0
Ratnagiri,2009,District Magistrate And Executive Magistrate,10,2965,10,10,2965,0,0,0
Ratnagiri,2009,Customer Forum,1,171,1,1,164,,7,
Ratnagiri,2010,Civil Court,19,2035,19,19,565,991,341,138
Ratnagiri,2010,Criminal Court,18,6941,18,18,2559,3773,556,53
Ratnagiri,2010,Public Court,8,584,,,561,0,23,0
Ratnagiri,2010,Labor Court,1,219,1,0,205,14,0,0
Ratnagiri,2010,Industrial Court,2,41,2,1,20,0,21,0
Ratnagiri,2010,Family Court,3,181,3,3,181,0,0,0
Ratnagiri,2010,District Magistrate And Executive Magistrate,10,2790,10,10,2790,0,0,0
Ratnagiri,2010,Customer Forum,1,84,1,,77,,7,
Ratnagiri,2011,Civil Court,19,2423,19,19,698,1235,331,159
Ratnagiri,2011,Criminal Court,18,6254,18,18,2584,3047,569,54
Ratnagiri,2011,Public Court,8,10566,,,1016,9550,0,0
Ratnagiri,2011,Labor Court,1,146,1,1,137,9,0,0
Ratnagiri,2011,Industrial Court,2,30,2,2,19,1,10,0
Ratnagiri,2011,Family Court,6,2319,6,6,909,1410,0,0
Ratnagiri,2011,District Magistrate And Executive Magistrate,10,2628,10,10,2628,0,0,0
Ratnagiri,2011,Customer Forum,1,83,1,,65,18,0,0
Ratnagiri,2012,Civil Court,20,2918,20,20,617,1682,418,201
Ratnagiri,2012,Criminal Court,20,6736,20,20,2904,3361,415,56
Ratnagiri,2012,Public Court,8,1570,,,0,966,0,604
Ratnagiri,2012,Labor Court,1,149,1,1,139,10,0,0
Ratnagiri,2012,Industrial Court,2,77,2,1,31,11,35,0
Ratnagiri,2012,Family Court,6,2208,6,6,985,1223,0,0
Ratnagiri,2012,District Magistrate And Executive Magistrate,10,4435,10,10,4435,0,0,0
Ratnagiri,2012,Customer Forum,1,120,1,,56,64,0,0
Ratnagiri,2013,Civil Court,20,2198,20,19,434,1231,315,218
Ratnagiri,2013,Criminal Court,20,6272,20,19,2330,3361,497,84
Ratnagiri,2013,Public Court,8,2196,,,1969,,227,
Ratnagiri,2013,Labor Court,1,147,1,1,136,11,0,0
Ratnagiri,2013,Industrial Court,2,60,2,2,26,6,28,0
Ratnagiri,2013,Family Court,6,2360,6,5,1033,1327,0,0
Ratnagiri,2013,District Magistrate And Executive Magistrate,10,2772,10,10,2772,0,0,0
Ratnagiri,2013,Customer Forum,1,55,1,1,38,17,0,0
Ratnagiri,2014,Civil Court,20,2400,20,19,473,1452,280,195
Ratnagiri,2014,Criminal Court,20,5818,20,19,2015,3239,461,103
Ratnagiri,2014,Public Court,8,2196,,,1969,,227,
Ratnagiri,2014,Labor Court,1,212,1,1,205,7,0,0
Ratnagiri,2014,Industrial Court,2,71,2,2,31,7,33,0
Ratnagiri,2014,Family Court,6,2445,6,6,1172,1273,0,0
Ratnagiri,2014,District Magistrate And Executive Magistrate,10,2772,10,10,2772,0,0,0
Ratnagiri,2014,Customer Forum,1,83,1,1,68,15,0,0
Ratnagiri,2015,Civil Court,24,2432,24,24,521,1107,456,348
Ratnagiri,2015,Criminal Court,23,7461,23,23,2006,4678,627,150
Ratnagiri,2015,Public Court,8,2010,0,0,1980,20,10,0
Ratnagiri,2015,Labor Court,1,274,1,1,272,2,0,0
Ratnagiri,2015,Industrial Court,2,233,2,2,118,12,103,0
Ratnagiri,2015,Family Court,10,2428,10,10,1344,1084,0,0
Ratnagiri,2015,District Magistrate And Executive Magistrate,10,2596,10,10,2596,0,0,0
Ratnagiri,2015,Customer Forum,1,94,1,1,79,15,0,0
Ratnagiri,2016,Civil Court,30,2484,30,30,482,1126,500,376
Ratnagiri,2016,Criminal Court,29,7611,29,29,1982,4909,622,98
Ratnagiri,2016,Public Court,8,1660,34,34,100,280,9,0
Ratnagiri,2016,Labor Court,1,302,1,1,291,11,0,0
Ratnagiri,2016,Industrial Court,2,94,2,2,21,0,73,0
Ratnagiri,2016,Family Court,11,2543,11,11,1578,965,0,0
Ratnagiri,2016,District Magistrate And Executive Magistrate,10,2113,10,10,2113,0,0,0
Ratnagiri,2016,Customer Forum,1,79,1,1,68,11,0,0
Ratnagiri,2017,Civil Court,30,3276,30,30,1298,1629,262,87
Ratnagiri,2017,Criminal Court,24,6282,24,24,4677,1605,119,123
Ratnagiri,2017,Public Court,8,1109,34,34,1013,82,10,4
Ratnagiri,2017,Labor Court,1,143,1,1,134,9,0,0
Ratnagiri,2017,Industrial Court,2,134,2,2,43,3,88,0
Ratnagiri,2017,Family Court,10,3124,10,10,2025,1099,0,0
Ratnagiri,2017,District Magistrate And Executive Magistrate,10,1765,10,10,1765,0,0,0
Ratnagiri,2017,Customer Forum,1,56,1,,48,8,0,0
Ratnagiri,2018,Civil Court,29,9222,29,29,3166,3392,877,1787
Ratnagiri,2018,Criminal Court,24,10850,24,24,2430,7503,389,528
Ratnagiri,2018,Public Court,8,1175,34,34,1175,0,0,0
Ratnagiri,2018,Labor Court,1,272,1,1,272,0,0,0
Ratnagiri,2018,Industrial Court,2,71,2,2,42,2,27,0
Ratnagiri,2018,Family Court,7,2553,7,7,1750,803,0,0
Ratnagiri,2018,District Magistrate And Executive Magistrate,10,4239,10,10,1381,0,4,0
Ratnagiri,2018,Customer Forum,1,112,3,3,93,19,0,0
Ratnagiri,2019,Civil Court,29,4077,29,29,441,1796,370,1470
Ratnagiri,2019,Criminal Court,24,8111,24,24,2088,5293,599,131
Ratnagiri,2019,Public Court,8,5027,32,32,4960,30,37,
Ratnagiri,2019,Labor Court,1,239,1,1,239,,,
Ratnagiri,2019,Industrial Court,2,158,2,1,105,7,46,
Ratnagiri,2019,Family Court,7,3016,7,7,2025,991,,
Ratnagiri,2019,District Magistrate And Executive Magistrate,10,2106,10,10,2106,,,
Ratnagiri,2019,Customer Forum,1,136,1,1,103,33,,
Ratnagiri,2020,Civil Court,,,,,,,,
Ratnagiri,2020,Criminal Court,,,,,,,,
Ratnagiri,2020,Public Court,,,,,,,,
Ratnagiri,2020,Labor Court,,,,,,,,
Ratnagiri,2020,Industrial Court,,,,,,,,
Ratnagiri,2020,Family Court,,,,,,,,
Ratnagiri,2020,District Magistrate And Executive Magistrate,,,,,,,,
Ratnagiri,2020,Customer Forum,,,,,,,,
Ratnagiri,2021,Civil Court,25,2395,25,23,203,1311,217,664
Ratnagiri,2021,Criminal Court,21,5996,21,19,830,4482,530,154
Ratnagiri,2021,Public Court,8,1560,8,8,1303,0,257,0
Ratnagiri,2021,Labor Court,1,249,1,1,48,201,,
Ratnagiri,2021,Industrial Court,2,24,2,2,18,3,3,
Ratnagiri,2021,Family Court,7,3052,7,7,2192,860,,
Ratnagiri,2021,District Magistrate And Executive Magistrate,10,2032,10,10,2032,,,
Ratnagiri,2021,Customer Forum,1,103,1,1,80,23,,
Sangli,2012,Civil Court,45,8855,45,44,4094,3945,655,161
Sangli,2012,Criminal Court,,15200,,,9695,4933,334,238
Sangli,2012,Public Court,,,,,1824,0,,
Sangli,2012,Labor Court,1,614,1,1,541,73,,
Sangli,2012,Industrial Court,1,170,1,1,112,11,47,
Sangli,2012,Family Court,,,,,,,,
Sangli,2012,District Magistrate And Executive Magistrate,1,1174,1,0,654,,,
Sangli,2012,Customer Forum,1,11900,3,3,9642,2258,,
Sangli,2013,Civil Court,46,7565,46,46,3514,3529,346,176
Sangli,2013,Criminal Court,,13178,,,9065,3647,273,193
Sangli,2013,Public Court,,,,,2603,0,,
Sangli,2013,Labor Court,1,301,1,1,255,46,,
Sangli,2013,Industrial Court,1,37,1,1,18,16,3,
Sangli,2013,Family Court,,,,,,,,
Sangli,2013,District Magistrate And Executive Magistrate,1,507,1,1,,,,
Sangli,2013,Customer Forum,2,1533,2,2,639,894,,
Sangli,2014,Civil Court,45,8269,45,45,3908,3600,530,231
Sangli,2014,Criminal Court,,15966,,,11457,4219,151,139
Sangli,2014,Public Court,,,,,1196,,,
Sangli,2014,Labor Court,1,287,1,1,278,9,,
Sangli,2014,Industrial Court,1,151,1,1,109,1,40,1
Sangli,2014,Family Court,,,,,,,,
Sangli,2014,District Magistrate And Executive Magistrate,1,2130,1,0,434,0,0,0
Sangli,2014,Customer Forum,1,1399,1,1,549,850,,
Sangli,2015,Civil Court,41,6866,41,41,3030,1479,688,1669
Sangli,2015,Criminal Court,,14612,,,6986,5622,293,1711
Sangli,2015,Public Court,,,,,2156,,,
Sangli,2015,Labor Court,1,559,1,1,315,244,,
Sangli,2015,Industrial Court,1,806,1,1,677,75,50,4
Sangli,2015,Family Court,,,,,,,,
Sangli,2015,District Magistrate And Executive Magistrate,1,1593,1,1,434,0,0,0
Sangli,2015,Customer Forum,1,1316,1,1,460,856,0,0
Sangli,2016,Civil Court,44,6965,44,44,2754,2128,805,1278
Sangli,2016,Criminal Court,,18515,,,6859,9523,361,1772
Sangli,2016,Public Court,,859,,,,,,
Sangli,2016,Labor Court,1,190,1,1,148,42,,
Sangli,2016,Industrial Court,1,186,1,1,132,8,46,
Sangli,2016,Family Court,,,,,,,,
Sangli,2016,District Magistrate And Executive Magistrate,1,1535,1,0,341,0,0,0
Sangli,2016,Customer Forum,1,1243,1,0,464,779,0,0
Sangli,2017,Civil Court,47,8533,47,47,4290,1974,988,1281
Sangli,2017,Criminal Court,,17047,,,7695,7063,1017,1272
Sangli,2017,Public Court,,2168,,,,,,
Sangli,2017,Labor Court,1,440,1,1,440,,,
Sangli,2017,Industrial Court,1,128,1,1,60,34,34,
Sangli,2017,Family Court,,,,,,,,
Sangli,2017,District Magistrate And Executive Magistrate,1,1415,1,0,443,0,0,0
Sangli,2017,Customer Forum,1,633,1,1,345,47,22,0
Sangli,2018,Civil Court,64,8850,64,64,4389,2286,675,1500
Sangli,2018,Criminal Court,,20885,,,4742,13363,453,2327
Sangli,2018,Public Court,,2168,,,,,,
Sangli,2018,Labor Court,1,426,1,1,426,,,
Sangli,2018,Industrial Court,1,219,1,1,140,17,62,
Sangli,2018,Family Court,,,,,,,,
Sangli,2018,District Magistrate And Executive Magistrate,1,1800,1,1,354,0,0,0
Sangli,2018,Customer Forum,1,1210,3,3,510,0,0,710
Sangli,2019,Civil Court,57,9272,57,57,4796,1910,647,1919
Sangli,2019,Criminal Court,,17832,,,4765,10502,385,2180
Sangli,2019,Public Court,,2168,,,,,,
Sangli,2019,Labor Court,1,362,1,1,362,,,
Sangli,2019,Industrial Court,1,193,1,1,68,78,44,3
Sangli,2019,Family Court,,,,,,,,
Sangli,2019,District Magistrate And Executive Magistrate,1,2062,1,1,405,0,0,0
Sangli,2019,Customer Forum,1,1210,3,3,510,0,0,710
Sangli,2020,Civil Court,59,6704,59,59,3009,1599,456,1640
Sangli,2020,Criminal Court,,13752,,,7935,3300,338,2179
Sangli,2020,Public Court,,,,,,,,
Sangli,2020,Labor Court,1,740,1,1,105,,,
Sangli,2020,Industrial Court,1,63,1,1,50,2,11,
Sangli,2020,Family Court,,,,,,,,
Sangli,2020,District Magistrate And Executive Magistrate,1,1906,1,0,844,0,0,0
Sangli,2020,Customer Forum,1,995,3,3,326,288,,
Sangli,2021,Civil Court,69,7240,69,69,3222,1567,714,1737
Sangli,2021,Criminal Court,,17775,,,8041,7204,519,2011
Sangli,2021,Public Court, , , , , , , , 
Sangli,2021,Labor Court,1,286,1,1,286, , , 
Sangli,2021,Industrial Court,1,127,1,1,44,43,38,2
Sangli,2021,Family Court, , , , , , , , 
Sangli,2021,District Magistrate And Executive Magistrate,1,1033,3,3,1810,0,0,0
Sangli,2021,Customer Forum,1,1679,1,1,696,0, , 
Satara,2012,Civil Court,55,7613,55,55,2913,2501,1149,1050
Satara,2012,Criminal Court,50,14540,50,50,2239,10550,489,1262
