Year,District,Select Offense Under,Cases
2022,Buldhana,Environmental (Protection) Act,0
2022,Buldhana,Essential Commodities Act,32
2022,Buldhana,Finance & Economic Acts,14
2022,Buldhana,"Food, Drugs and Essential Commodities Acts",36
2022,Buldhana,Indian Railways Act,0
2022,Buldhana,Information Technology/ Intellectual Property Related Acts,19
2022,Buldhana,"Prevention of Corruption Act, 1988",9
2022,Buldhana,Prohibition Act (State),4442
2022,Buldhana,Railway Property (Unlawful Possession) Act,0
2022,Buldhana,Railway Related Acts,0
2022,Buldhana,Scheduled Castes and Scheduled Tribes Related Acts,3
2022,Buldhana,Telegraph/ Cinematograph Acts,0
2022,Buldhana,The Air & The Water Prevention & Control of Pollution Act,0
2022,Buldhana,"The Antiques and Art Treasures Act, 1972",0
2022,Buldhana,"The Arms Act, 1959",42
2022,Buldhana,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Buldhana,"The Citizenship Act, 1955",0
2022,Buldhana,"The Copy Right Act, 1957",1
2022,Buldhana,"The Electricity Act, 2003",179
2022,Buldhana,"The Excise Act, 1944",0
2022,Buldhana,The Gambling Act,1954
2022,Buldhana,"The Information Technology Act, 2000",18
2022,Buldhana,"The Mental Health Act, 1987",0
2022,Buldhana,"The Narcotic Drugs & Psychotropic Substances Act, 1985",14
2022,Buldhana,"The Negotiable Instruments Act, 1881",0
2022,Buldhana,"The Prevention of Damage to Public Property Act, 1984",3
2022,Buldhana,"The Representation of the People Act, 1951",0
2022,Buldhana,"The Trade Marks Act, 1999",0
2022,Buldhana,"The Transplantation of Human Organs Act, 1994",0
2022,Buldhana,Wildlife Protection Act,0
2022,Chandrapur,Children Related Acts,174
2022,Chandrapur,Crime Against Women and Related Acts,1
2022,Chandrapur,Environment & Pollution Related Acts,16
2022,Chandrapur,Environmental (Protection) Act,16
2022,Chandrapur,Essential Commodities Act,3
2022,Chandrapur,Finance & Economic Acts,15
2022,Chandrapur,"Food, Drugs and Essential Commodities Acts",32
2022,Chandrapur,Indian Railways Act,0
2022,Chandrapur,Information Technology/ Intellectual Property Related Acts,12
2022,Chandrapur,"Prevention of Corruption Act, 1988",15
2022,Chandrapur,Prohibition Act (State),2452
2022,Chandrapur,Railway Property (Unlawful Possession) Act,0
2022,Chandrapur,Railway Related Acts,0
2022,Chandrapur,Scheduled Castes and Scheduled Tribes Related Acts,5
2022,Chandrapur,Telegraph/ Cinematograph Acts,0
2022,Chandrapur,The Air & The Water Prevention & Control of Pollution Act,0
2022,Chandrapur,"The Antiques and Art Treasures Act, 1972",0
2022,Chandrapur,"The Arms Act, 1959",40
2022,Chandrapur,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Chandrapur,"The Citizenship Act, 1955",0
2022,Chandrapur,"The Copy Right Act, 1957",0
2022,Chandrapur,"The Electricity Act, 2003",40
2022,Chandrapur,"The Excise Act, 1944",0
2022,Chandrapur,The Gambling Act,486
2022,Chandrapur,"The Information Technology Act, 2000",12
2022,Chandrapur,"The Mental Health Act, 1987",0
2022,Chandrapur,"The Narcotic Drugs & Psychotropic Substances Act, 1985",12
2022,Chandrapur,"The Negotiable Instruments Act, 1881",0
2022,Chandrapur,"The Prevention of Damage to Public Property Act, 1984",2
2022,Chandrapur,"The Representation of the People Act, 1951",0
2022,Chandrapur,"The Trade Marks Act, 1999",0
2022,Chandrapur,"The Transplantation of Human Organs Act, 1994",0
2022,Chandrapur,Wildlife Protection Act,0
2022,Chhatrapati Sambhaji Nagar,Children Related Acts,213
2022,Chhatrapati Sambhaji Nagar,Crime Against Women and Related Acts,13
2022,Chhatrapati Sambhaji Nagar,Environment & Pollution Related Acts,43
2022,Chhatrapati Sambhaji Nagar,Environmental (Protection) Act,43
2022,Chhatrapati Sambhaji Nagar,Essential Commodities Act,26
2022,Chhatrapati Sambhaji Nagar,Finance & Economic Acts,50
2022,Chhatrapati Sambhaji Nagar,"Food, Drugs and Essential Commodities Acts",26
2022,Chhatrapati Sambhaji Nagar,Indian Railways Act,0
2022,Chhatrapati Sambhaji Nagar,Information Technology/ Intellectual Property Related Acts,37
2022,Chhatrapati Sambhaji Nagar,"Prevention of Corruption Act, 1988",50
2022,Chhatrapati Sambhaji Nagar,Prohibition Act (State),3233
2022,Chhatrapati Sambhaji Nagar,Railway Property (Unlawful Possession) Act,0
2022,Chhatrapati Sambhaji Nagar,Railway Related Acts,0
2022,Chhatrapati Sambhaji Nagar,Scheduled Castes and Scheduled Tribes Related Acts,26
2022,Chhatrapati Sambhaji Nagar,Telegraph/ Cinematograph Acts,0
2022,Chhatrapati Sambhaji Nagar,The Air & The Water Prevention & Control of Pollution Act,0
2022,Chhatrapati Sambhaji Nagar,"The Antiques and Art Treasures Act, 1972",0
2022,Chhatrapati Sambhaji Nagar,"The Arms Act, 1959",96
2022,Chhatrapati Sambhaji Nagar,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Chhatrapati Sambhaji Nagar,"The Citizenship Act, 1955",0
2022,Chhatrapati Sambhaji Nagar,"The Copy Right Act, 1957",9
2022,Chhatrapati Sambhaji Nagar,"The Electricity Act, 2003",53
2022,Chhatrapati Sambhaji Nagar,"The Excise Act, 1944",0
2022,Chhatrapati Sambhaji Nagar,The Gambling Act,760
2022,Chhatrapati Sambhaji Nagar,"The Information Technology Act, 2000",28
2022,Chhatrapati Sambhaji Nagar,"The Mental Health Act, 1987",0
2022,Chhatrapati Sambhaji Nagar,"The Narcotic Drugs & Psychotropic Substances Act, 1985",60
2022,Chhatrapati Sambhaji Nagar,"The Negotiable Instruments Act, 1881",0
2022,Chhatrapati Sambhaji Nagar,"The Prevention of Damage to Public Property Act, 1984",3
2022,Chhatrapati Sambhaji Nagar,"The Representation of the People Act, 1951",1
2022,Chhatrapati Sambhaji Nagar,"The Trade Marks Act, 1999",0
2022,Chhatrapati Sambhaji Nagar,"The Transplantation of Human Organs Act, 1994",0
2022,Chhatrapati Sambhaji Nagar,Wildlife Protection Act,0
2022,Dharashiv,Children Related Acts,63
2022,Dharashiv,Crime Against Women and Related Acts,9
2022,Dharashiv,Environment & Pollution Related Acts,0
2022,Dharashiv,Environmental (Protection) Act,0
2022,Dharashiv,Essential Commodities Act,2
2022,Dharashiv,Finance & Economic Acts,20
2022,Dharashiv,"Food, Drugs and Essential Commodities Acts",2
2022,Dharashiv,Indian Railways Act,0
2022,Dharashiv,Information Technology/ Intellectual Property Related Acts,4
2022,Dharashiv,"Prevention of Corruption Act, 1988",20
2022,Dharashiv,Prohibition Act (State),1563
2022,Dharashiv,Railway Property (Unlawful Possession) Act,0
2022,Dharashiv,Railway Related Acts,0
2022,Dharashiv,Scheduled Castes and Scheduled Tribes Related Acts,1
2022,Dharashiv,Telegraph/ Cinematograph Acts,0
2022,Dharashiv,The Air & The Water Prevention & Control of Pollution Act,0
2022,Dharashiv,"The Antiques and Art Treasures Act, 1972",0
2022,Dharashiv,"The Arms Act, 1959",15
2022,Dharashiv,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Dharashiv,"The Citizenship Act, 1955",0
2022,Dharashiv,"The Copy Right Act, 1957",0
2022,Dharashiv,"The Electricity Act, 2003",5
2022,Dharashiv,"The Excise Act, 1944",0
2022,Dharashiv,The Gambling Act,623
2022,Dharashiv,"The Information Technology Act, 2000",4
2022,Dharashiv,"The Mental Health Act, 1987",0
2022,Dharashiv,"The Narcotic Drugs & Psychotropic Substances Act, 1985",9
2022,Dharashiv,"The Negotiable Instruments Act, 1881",0
2022,Dharashiv,"The Prevention of Damage to Public Property Act, 1984",8
2022,Dharashiv,"The Representation of the People Act, 1951",1
2022,Dharashiv,"The Trade Marks Act, 1999",0
2022,Dharashiv,"The Transplantation of Human Organs Act, 1994",0
2022,Dharashiv,Wildlife Protection Act,0
2022,Dhule,Children Related Acts,58
2022,Dhule,Crime Against Women and Related Acts,0
2022,Dhule,Environment & Pollution Related Acts,10
2022,Dhule,Environmental (Protection) Act,10
2022,Dhule,Essential Commodities Act,17
2022,Dhule,Finance & Economic Acts,16
2022,Dhule,"Food, Drugs and Essential Commodities Acts",17
2022,Dhule,Indian Railways Act,0
2022,Dhule,Information Technology/ Intellectual Property Related Acts,2
2022,Dhule,"Prevention of Corruption Act, 1988",16
2022,Dhule,Prohibition Act (State),1632
2022,Dhule,Railway Property (Unlawful Possession) Act,0
2022,Dhule,Railway Related Acts,0
2022,Dhule,Scheduled Castes and Scheduled Tribes Related Acts,3
2022,Dhule,Telegraph/ Cinematograph Acts,0
2022,Dhule,The Air & The Water Prevention & Control of Pollution Act,0
2022,Dhule,"The Antiques and Art Treasures Act, 1972",0
2022,Dhule,"The Arms Act, 1959",45
2022,Dhule,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Dhule,"The Citizenship Act, 1955",0
2022,Dhule,"The Copy Right Act, 1957",0
2022,Dhule,"The Electricity Act, 2003",146
2022,Dhule,"The Excise Act, 1944",0
2022,Dhule,The Gambling Act,962
2022,Dhule,"The Information Technology Act, 2000",2
2022,Dhule,"The Mental Health Act, 1987",0
2022,Dhule,"The Narcotic Drugs & Psychotropic Substances Act, 1985",32
2022,Dhule,"The Negotiable Instruments Act, 1881",0
2022,Dhule,"The Prevention of Damage to Public Property Act, 1984",0
2022,Dhule,"The Representation of the People Act, 1951",0
2022,Dhule,"The Trade Marks Act, 1999",0
2022,Dhule,"The Transplantation of Human Organs Act, 1994",0
2022,Dhule,Wildlife Protection Act,0
2022,Gadchiroli,Children Related Acts,54
2022,Gadchiroli,Crime Against Women and Related Acts,0
2022,Gadchiroli,Environment & Pollution Related Acts,0
2022,Gadchiroli,Environmental (Protection) Act,0
2022,Gadchiroli,Essential Commodities Act,1
2022,Gadchiroli,Finance & Economic Acts,17
2022,Gadchiroli,"Food, Drugs and Essential Commodities Acts",24
2022,Gadchiroli,Indian Railways Act,0
2022,Gadchiroli,Information Technology/ Intellectual Property Related Acts,1
2022,Gadchiroli,"Prevention of Corruption Act, 1988",17
2022,Gadchiroli,Prohibition Act (State),2458
2022,Gadchiroli,Railway Property (Unlawful Possession) Act,0
2022,Gadchiroli,Railway Related Acts,0
2022,Gadchiroli,Scheduled Castes and Scheduled Tribes Related Acts,1
2022,Gadchiroli,Telegraph/ Cinematograph Acts,0
2022,Gadchiroli,The Air & The Water Prevention & Control of Pollution Act,0
2022,Gadchiroli,"The Antiques and Art Treasures Act, 1972",0
2022,Gadchiroli,"The Arms Act, 1959",0
2022,Gadchiroli,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Gadchiroli,"The Citizenship Act, 1955",0
2022,Gadchiroli,"The Copy Right Act, 1957",0
2022,Gadchiroli,"The Electricity Act, 2003",25
2022,Gadchiroli,"The Excise Act, 1944",0
2022,Gadchiroli,The Gambling Act,128
2022,Gadchiroli,"The Information Technology Act, 2000",1
2022,Gadchiroli,"The Mental Health Act, 1987",0
2022,Gadchiroli,"The Narcotic Drugs & Psychotropic Substances Act, 1985",3
2022,Gadchiroli,"The Negotiable Instruments Act, 1881",0
2022,Gadchiroli,"The Prevention of Damage to Public Property Act, 1984",1
2022,Gadchiroli,"The Representation of the People Act, 1951",1
2022,Gadchiroli,"The Trade Marks Act, 1999",0
2022,Gadchiroli,"The Transplantation of Human Organs Act, 1994",0
2022,Gadchiroli,Wildlife Protection Act,0
2022,Gondia,Children Related Acts,89
2022,Gondia,Crime Against Women and Related Acts,13
2022,Gondia,Environment & Pollution Related Acts,0
2022,Gondia,Environmental (Protection) Act,0
2022,Gondia,Essential Commodities Act,2
2022,Gondia,Finance & Economic Acts,15
2022,Gondia,"Food, Drugs and Essential Commodities Acts",2
2022,Gondia,Indian Railways Act,0
2022,Gondia,Information Technology/ Intellectual Property Related Acts,6
2022,Gondia,"Prevention of Corruption Act, 1988",15
2022,Gondia,Prohibition Act (State),3200
2022,Gondia,Railway Property (Unlawful Possession) Act,0
2022,Gondia,Railway Related Acts,0
2022,Gondia,Scheduled Castes and Scheduled Tribes Related Acts,34
2022,Gondia,Telegraph/ Cinematograph Acts,0
2022,Gondia,The Air & The Water Prevention & Control of Pollution Act,0
2022,Gondia,"The Antiques and Art Treasures Act, 1972",0
2022,Gondia,"The Arms Act, 1959",13
2022,Gondia,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Gondia,"The Citizenship Act, 1955",0
2022,Gondia,"The Copy Right Act, 1957",0
2022,Gondia,"The Electricity Act, 2003",156
2022,Gondia,"The Excise Act, 1944",0
2022,Gondia,The Gambling Act,310
2022,Gondia,"The Information Technology Act, 2000",6
2022,Gondia,"The Mental Health Act, 1987",0
2022,Gondia,"The Narcotic Drugs & Psychotropic Substances Act, 1985",6
2022,Gondia,"The Negotiable Instruments Act, 1881",0
2022,Gondia,"The Prevention of Damage to Public Property Act, 1984",0
2022,Gondia,"The Representation of the People Act, 1951",0
2022,Gondia,"The Trade Marks Act, 1999",0
2022,Gondia,"The Transplantation of Human Organs Act, 1994",0
2022,Gondia,Wildlife Protection Act,0
2022,Hingoli,Children Related Acts,54
2022,Hingoli,Crime Against Women and Related Acts,0
2022,Hingoli,Environment & Pollution Related Acts,33
2022,Hingoli,Environmental (Protection) Act,0
2022,Hingoli,Essential Commodities Act,12
2022,Hingoli,Finance & Economic Acts,9
2022,Hingoli,"Food, Drugs and Essential Commodities Acts",12
2022,Hingoli,Indian Railways Act,0
2022,Hingoli,Information Technology/ Intellectual Property Related Acts,3
2022,Hingoli,"Prevention of Corruption Act, 1988",9
2022,Hingoli,Prohibition Act (State),1513
2022,Hingoli,Railway Property (Unlawful Possession) Act,0
2022,Hingoli,Railway Related Acts,0
2022,Hingoli,Scheduled Castes and Scheduled Tribes Related Acts,0
2022,Hingoli,Telegraph/ Cinematograph Acts,0
2022,Hingoli,The Air & The Water Prevention & Control of Pollution Act,0
2022,Hingoli,"The Antiques and Art Treasures Act, 1972",0
2022,Hingoli,"The Arms Act, 1959",61
2022,Hingoli,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Hingoli,"The Citizenship Act, 1955",0
2022,Hingoli,"The Copy Right Act, 1957",3
2022,Hingoli,"The Electricity Act, 2003",38
2022,Hingoli,"The Excise Act, 1944",0
2022,Hingoli,The Gambling Act,476
2022,Hingoli,"The Information Technology Act, 2000",0
2022,Hingoli,"The Mental Health Act, 1987",0
2022,Hingoli,"The Narcotic Drugs & Psychotropic Substances Act, 1985",7
2022,Hingoli,"The Negotiable Instruments Act, 1881",0
2022,Hingoli,"The Prevention of Damage to Public Property Act, 1984",1
2022,Hingoli,"The Representation of the People Act, 1951",0
2022,Hingoli,"The Trade Marks Act, 1999",0
2022,Hingoli,"The Transplantation of Human Organs Act, 1994",0
2022,Hingoli,Wildlife Protection Act,0
2022,Jalgaon,Children Related Acts,194
2022,Jalgaon,Crime Against Women and Related Acts,6
2022,Jalgaon,Environment & Pollution Related Acts,19
2022,Jalgaon,Environmental (Protection) Act,0
2022,Jalgaon,Essential Commodities Act,27
2022,Jalgaon,Finance & Economic Acts,27
2022,Jalgaon,"Food, Drugs and Essential Commodities Acts",27
2022,Jalgaon,Indian Railways Act,0
2022,Jalgaon,Information Technology/ Intellectual Property Related Acts,8
2022,Jalgaon,"Prevention of Corruption Act, 1988",27
2022,Jalgaon,Prohibition Act (State),3202
2022,Jalgaon,Railway Property (Unlawful Possession) Act,0
2022,Jalgaon,Railway Related Acts,0
2022,Jalgaon,Scheduled Castes and Scheduled Tribes Related Acts,0
2022,Jalgaon,Telegraph/ Cinematograph Acts,0
2022,Jalgaon,The Air & The Water Prevention & Control of Pollution Act,0
2022,Jalgaon,"The Antiques and Art Treasures Act, 1972",0
2022,Jalgaon,"The Arms Act, 1959",76
2022,Jalgaon,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Jalgaon,"The Citizenship Act, 1955",0
2022,Jalgaon,"The Copy Right Act, 1957",2
2022,Jalgaon,"The Electricity Act, 2003",777
2022,Jalgaon,"The Excise Act, 1944",0
2022,Jalgaon,The Gambling Act,1202
2022,Jalgaon,"The Information Technology Act, 2000",6
2022,Jalgaon,"The Mental Health Act, 1987",0
2022,Jalgaon,"The Narcotic Drugs & Psychotropic Substances Act, 1985",13
2022,Jalgaon,"The Negotiable Instruments Act, 1881",0
2022,Jalgaon,"The Prevention of Damage to Public Property Act, 1984",4
2022,Jalgaon,"The Representation of the People Act, 1951",0
2022,Jalgaon,"The Trade Marks Act, 1999",0
2022,Jalgaon,"The Transplantation of Human Organs Act, 1994",0
2022,Jalgaon,Wildlife Protection Act,0
2022,Jalna,Children Related Acts,88
2022,Jalna,Crime Against Women and Related Acts,1
2022,Jalna,Environment & Pollution Related Acts,0
2022,Jalna,Environmental (Protection) Act,0
2022,Jalna,Essential Commodities Act,12
2022,Jalna,Finance & Economic Acts,27
2022,Jalna,"Food, Drugs and Essential Commodities Acts",12
2022,Jalna,Indian Railways Act,0
2022,Jalna,Information Technology/ Intellectual Property Related Acts,109
2022,Jalna,"Prevention of Corruption Act, 1988",27
2022,Jalna,Prohibition Act (State),1521
2022,Jalna,Railway Property (Unlawful Possession) Act,0
2022,Jalna,Railway Related Acts,0
2022,Jalna,Scheduled Castes and Scheduled Tribes Related Acts,0
2022,Jalna,Telegraph/ Cinematograph Acts,0
2022,Jalna,The Air & The Water Prevention & Control of Pollution Act,0
2022,Jalna,"The Antiques and Art Treasures Act, 1972",0
2022,Jalna,"The Arms Act, 1959",46
2022,Jalna,"The Benami Transaction Prohibition Act, 1988 & 2016",0
2022,Jalna,"The Citizenship Act, 1955",0
2022,Jalna,"The Copy Right Act, 1957",2
2022,Jalna,"The Electricity Act, 2003",16
2022,Jalna,"The Excise Act, 1944",0
2022,Jalna,The Gambling Act,610
2022,Jalna,"The Information Technology Act, 2000",107
2022,Jalna,"The Mental Health Act, 1987",0
2022,Jalna,"The Narcotic Drugs & Psychotropic Substances Act, 1985",10
2022,Jalna,"The Negotiable Instruments Act, 1881",0
2022,Jalna,"The Prevention of Damage to Public Property Act, 1984",0
2022,Jalna,"The Representation of the People Act, 1951",0
2022,Jalna,"The Trade Marks Act, 1999",0
2022,Jalna,"The Transplantation of Human Organs Act, 1994",0
2022,Jalna,Wildlife Protection Act,0
2022,Kolhapur,Children Related Acts,254
2022,Kolhapur,Crime Against Women and Related Acts,0
2022,Kolhapur,Environment & Pollution Related Acts,19
